HOG	OG	Gene Tree Parent Clade	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum
N3.HOG0004799	OG0002448	n11			CA00g60600		
N3.HOG0004800	OG0002449	n1			CA08g19330		Solyc01T004328.1
N3.HOG0004801	OG0002449	n6			CA02g21270		Solyc02T001995.1
N3.HOG0004802	OG0002450	n5			CA02g12170		Solyc02T001277.1
N3.HOG0004803	OG0002450	n6			CA04g00810		Solyc03T000080.1
N3.HOG0004804	OG0002450	n7			CA00g72060		Solyc01T001549.1
N3.HOG0004805	OG0002451	n1			CA09g09620		Solyc09T001087.1
N3.HOG0004806	OG0002451	n7			CA12g19720		Solyc12T000944.1, Solyc12T002628.1
N3.HOG0004807	OG0002452	n4			CA08g19010		Solyc02T000463.1, Solyc02T002447.1, Solyc01T004300.1
N3.HOG0004808	OG0002452	n8			CA10g09300		Solyc10T001932.1
N3.HOG0004809	OG0002453	n1					Solyc02T002620.1
N3.HOG0004810	OG0002453	n8			CA00g64280		Solyc10T000205.4
N3.HOG0004811	OG0002453	n9			CA00g57450		Solyc02T002618.1
N3.HOG0004812	OG0002454	n6			CA09g08190		Solyc09T000053.2
N3.HOG0004813	OG0002454	n9			CA06g07730		Solyc06T000997.1
N3.HOG0004814	OG0002455	n7			CA04g03500		Solyc03T000478.1
N3.HOG0004815	OG0002455	n8			CA02g18220		Solyc02T001734.1
N3.HOG0004816	OG0002456	n2			CA11g11890		Solyc11T002053.1
N3.HOG0004817	OG0002456	n6			CA00g58510		Solyc01T004227.1, Solyc01T004226.1
N3.HOG0004818	OG0002457	n7			CA06g15780, CA09g17200		Solyc03T003513.1
N3.HOG0004819	OG0002458	n0			CA11g11580		Solyc05T000828.1
N3.HOG0004820	OG0002459	n0			CA05g16750		Solyc12T002715.1, Solyc05T002436.1
N3.HOG0004821	OG0002460	n9			CA11g17960		Solyc11T002264.1
N3.HOG0004822	OG0002460	n10			CA11g19750, CA00g82210		Solyc06T002346.1
N3.HOG0004823	OG0002461	n0			CA02g14180		Solyc02T001445.1
N3.HOG0004824	OG0002462	n0			CA03g33300, CA12g07980		Solyc03T003214.1
N3.HOG0004825	OG0002463	n5			CA06g06570		Solyc06T000655.1
N3.HOG0004826	OG0002463	n9			CA12g02720		Solyc05T002243.1, Solyc11T000502.1
N3.HOG0004827	OG0002464	n3			CA02g15510		Solyc03T000131.1, Solyc02T001511.1
N3.HOG0004828	OG0002464	n8			CA06g15300, CA00g84190		Solyc07T002078.1
N3.HOG0004829	OG0002466	n1			CA08g18130		Solyc01T004104.1
N3.HOG0004830	OG0002466	n9			CA02g07740		Solyc02T000911.1
N3.HOG0004831	OG0002467	n8			CA02g18840		Solyc02T001795.1
N3.HOG0004832	OG0002467	n9			CA00g42430		Solyc03T000500.1
N3.HOG0004833	OG0002467	n11			CA03g17480		
N3.HOG0004834	OG0002468	n0			CA04g08090		Solyc03T000682.1, Solyc03T000683.1, Solyc03T000692.1, Solyc03T000701.1, Solyc03T000709.1, Solyc03T000707.1, Solyc03T000690.1, Solyc03T000699.1
N3.HOG0004835	OG0002469	n1			CA01g01660		Solyc08T002426.1
N3.HOG0004836	OG0002469	n6			CA03g18860		Solyc03T000285.1
N3.HOG0004837	OG0002470	n10			CA07g05890		Solyc07T001522.1
N3.HOG0004838	OG0002470	n11			CA09g14750		Solyc12T000339.1
N3.HOG0004839	OG0002470	n12			CA03g12190, CA03g35350		Solyc03T003503.3
N3.HOG0004840	OG0002471	n4			CA06g19870		Solyc06T002026.1
N3.HOG0004841	OG0002471	n5			CA03g25340		Solyc03T002442.1
N3.HOG0004842	OG0002472	n12			CA03g03200		Solyc09T002855.1
N3.HOG0004843	OG0002472	n13			CA05g08920		Solyc04T001019.1
N3.HOG0004844	OG0002473	n0			CA01g21380		Solyc04T001473.1, Solyc10T001468.2, Solyc01T002510.1
N3.HOG0004845	OG0002474	n0					Solyc09T002228.1
N3.HOG0004846	OG0002475	n5					Solyc11T001960.1
N3.HOG0004847	OG0002475	n8			CA01g24180		Solyc01T002176.1
N3.HOG0004848	OG0002476	n2			CA01g23750		Solyc01T000494.1
N3.HOG0004849	OG0002476	n9			CA02g08680		Solyc02T001004.1
N3.HOG0004850	OG0002476	n10			CA02g28550, CA02g28700		Solyc03T001155.1
N3.HOG0004851	OG0002477	n7			CA07g14280, CA07g14230, CA07g14290, CA07g14260		Solyc07T002092.1
N3.HOG0004852	OG0002477	n12			CA12g15660		Solyc12T002355.1
N3.HOG0004853	OG0002477	n13			CA12g18900		Solyc12T002568.1
N3.HOG0004854	OG0002478	n1			CA03g19720, CA03g19730		Solyc03T001760.1
N3.HOG0004855	OG0002478	n5			CA00g84030		Solyc08T002497.1
N3.HOG0004856	OG0002479	n0			CA07g01280		Solyc12T000452.1, Solyc07T000111.1
N3.HOG0004857	OG0002480	n2			CA01g10680		Solyc01T002569.1
N3.HOG0004858	OG0002481	n5			CA04g19210		Solyc04T002708.1, Solyc10T001183.1
N3.HOG0004859	OG0002481	n12			CA03g26530		Solyc03T002529.1
N3.HOG0004860	OG0002481	n13			CA08g17490		Solyc01T004039.1
N3.HOG0004861	OG0002482	n12			CA08g02420		Solyc08T000594.1
N3.HOG0004862	OG0002482	n13			CA02g11370		Solyc02T001234.1
N3.HOG0004863	OG0002483	n0			CA00g31240		Solyc08T001189.1
N3.HOG0004864	OG0002484	n0			CA03g12740		Solyc03T002053.1, Solyc03T002061.1, Solyc03T002059.1, Solyc03T002063.2, Solyc03T002062.1, Solyc03T002058.1, Solyc03T002060.1, Solyc03T002056.1, Solyc03T002072.1, Solyc03T002074.1
N3.HOG0004865	OG0002485	n5			CA02g26460		Solyc02T002511.1
N3.HOG0004866	OG0002485	n6			CA02g26480		Solyc02T002510.1
N3.HOG0004867	OG0002485	n8			CA04g09830		Solyc03T000916.1
N3.HOG0004868	OG0002485	n9			CA02g08050		Solyc02T000933.6
N3.HOG0004869	OG0002486	n1			CA08g17850		Solyc01T004074.1
N3.HOG0004870	OG0002486	n12			CA08g17860		Solyc01T004076.1
N3.HOG0004871	OG0002487	n12			CA03g22650		Solyc03T002226.1
N3.HOG0004872	OG0002487	n13			CA11g10580		Solyc05T001428.1
N3.HOG0004873	OG0002488	n3			CA05g16360		Solyc05T002418.2
N3.HOG0004874	OG0002488	n11			CA10g04120		Solyc07T001081.1
N3.HOG0004875	OG0002488	n13			CA10g14430		Solyc10T002767.1
N3.HOG0004876	OG0002489	n4			CA00g68610		Solyc07T002284.3
N3.HOG0004877	OG0002489	n9			CA02g12990		Solyc02T001331.1
N3.HOG0004878	OG0002489	n10			CA00g71750		Solyc03T000090.1
N3.HOG0004879	OG0002490	n1			CA05g13660		Solyc03T001580.1, Solyc05T002273.1
N3.HOG0004880	OG0002490	n8			CA01g27210		Solyc01T002550.2
N3.HOG0004881	OG0002491	n3			CA12g02340, CA01g27870, CA09g17960		Solyc05T001028.1, Solyc05T001027.1
N3.HOG0004882	OG0002491	n7			CA07g09750		Solyc07T000539.1
N3.HOG0004883	OG0002492	n7			CA05g14820		Solyc03T002084.1
N3.HOG0004884	OG0002492	n8			CA05g14810		Solyc03T002087.1
N3.HOG0004885	OG0002493	n1			CA08g15500		Solyc10T001271.1, Solyc01T003712.1
N3.HOG0004886	OG0002493	n8			CA04g14890		Solyc04T002255.1
N3.HOG0004887	OG0002494	n7			CA02g30660		Solyc02T002914.1
N3.HOG0004888	OG0002494	n8			CA02g09120		Solyc02T001057.1
N3.HOG0004889	OG0002496	n3			CA04g19150		Solyc04T002704.1
N3.HOG0004890	OG0002496	n9			CA08g17450		Solyc10T001636.1, Solyc01T004044.1
N3.HOG0004891	OG0002497	n7			CA06g06950		Solyc06T000957.1
N3.HOG0004892	OG0002497	n12			CA06g06940		
N3.HOG0004893	OG0002498	n0					Solyc09T001188.1
N3.HOG0004894	OG0002499	n1			CA00g57900		Solyc09T000475.1
N3.HOG0004895	OG0002499	n7			CA00g46670, CA02g28790		Solyc02T002329.1
N3.HOG0004896	OG0002500	n0			CA00g44690, CA10g03360		Solyc09T000154.1
N3.HOG0004897	OG0002501	n0			CA00g73590		Solyc10T000814.1, Solyc01T003620.1
N3.HOG0004898	OG0002502	n0					Solyc08T001471.1
N3.HOG0004899	OG0002503	n1					Solyc02T000477.1
N3.HOG0004900	OG0002503	n8			CA02g02700, CA02g19240		Solyc02T001831.2
N3.HOG0004901	OG0002504	n2					Solyc07T000255.1, Solyc03T002550.1
N3.HOG0004902	OG0002504	n9			CA07g03240		
N3.HOG0004903	OG0002505	n9			CA01g12520		Solyc01T001499.4, Solyc01T002084.1
N3.HOG0004904	OG0002505	n12			CA06g19690		Solyc06T001990.1
N3.HOG0004905	OG0002506	n0			CA05g13290		Solyc05T002297.3
N3.HOG0004906	OG0002507	n11			CA02g01000		PRAM_25866.1.p1, PRAM_25864.1.p1
N3.HOG0004907	OG0002507	n13			CA02g28000		Solyc02T002401.1
N3.HOG0004908	OG0002508	n0			CA02g23110		Solyc02T002181.1
N3.HOG0004909	OG0002509	n1			CA02g30190		Solyc02T002865.1
N3.HOG0004910	OG0002509	n7			CA06g21640		Solyc06T002161.1
N3.HOG0004911	OG0002510	n0			CA11g01910		Solyc05T000898.1
N3.HOG0004912	OG0002511	n12			CA01g28930		Solyc08T000432.1
N3.HOG0004913	OG0002511	n13			CA06g08130		Solyc06T001107.1
N3.HOG0004914	OG0002512	n0			CA01g08970, CA00g00920, CA03g32980, CA07g08650, CA00g80130, CA01g32910		Solyc05T002642.1, Solyc11T000176.1
N3.HOG0004915	OG0002513	n0			CA07g07640, CA09g17280		Solyc12T000347.1
N3.HOG0004916	OG0002514	n6			CA06g12640		Solyc06T001348.1
N3.HOG0004917	OG0002514	n8			CA01g33770		Solyc08T000224.1
N3.HOG0004918	OG0002514	n9			CA01g06290		Solyc08T002087.1
N3.HOG0004919	OG0002515	n0			CA01g07160		Solyc08T000010.1, Solyc08T001974.1
N3.HOG0004920	OG0002516	n2			CA03g27900		Solyc03T002591.2
N3.HOG0004921	OG0002516	n6			CA03g27870		
N3.HOG0004922	OG0002518	n11			CA11g05820		Solyc05T000183.1
N3.HOG0004923	OG0002518	n12			CA01g16120		Solyc01T000467.1
N3.HOG0004924	OG0002520	n6			CA00g84320		Solyc04T002628.1
N3.HOG0004925	OG0002520	n10			CA11g07460		Solyc05T000075.1
N3.HOG0004926	OG0002521	n0			CA02g19200, CA02g19210, CA02g19220, CA02g05440		Solyc02T000768.1, Solyc02T000767.1, Solyc02T000766.1, Solyc02T000770.1
N3.HOG0004927	OG0002522	n6			CA10g02280		Solyc10T000284.1
N3.HOG0004928	OG0002522	n7			CA07g15420		Solyc07T002331.1
N3.HOG0004929	OG0002522	n8			CA05g10500		Solyc04T000883.1
N3.HOG0004930	OG0002523	n0			CA02g23010, CA02g23000		Solyc02T000782.1, Solyc02T000781.1, Solyc02T002173.1
N3.HOG0004931	OG0002524	n0			CA09g01480		Solyc10T002836.1, Solyc09T000300.2
N3.HOG0004932	OG0002525	n11			CA10g22160		Solyc10T002216.1
N3.HOG0004933	OG0002525	n12			CA07g10180, CA02g05290		Solyc04T000028.1
N3.HOG0004934	OG0002526	n3			CA04g21740		Solyc04T002899.1
N3.HOG0004935	OG0002526	n9			CA00g26970		Solyc10T000947.1, Solyc10T000924.1
N3.HOG0004936	OG0002526	n11			CA02g21710, CA04g05750		Solyc03T000578.1
N3.HOG0004937	OG0002527	n10			CA06g06660		Solyc06T000692.1
N3.HOG0004938	OG0002527	n11			CA08g06910		Solyc03T000378.1, Solyc10T000589.1, Solyc01T002821.1
N3.HOG0004939	OG0002528	n12			CA02g05330		Solyc02T000777.1
N3.HOG0004940	OG0002528	n13			CA02g22970		Solyc02T002170.1
N3.HOG0004941	OG0002529	n1			CA08g05140		Solyc08T001402.1
N3.HOG0004942	OG0002529	n4			CA09g16470		Solyc12T000261.1, Solyc02T000452.1
N3.HOG0004943	OG0002530	n0					Solyc06T002091.1, Solyc03T002243.1
N3.HOG0004944	OG0002531	n1			CA01g03580		Solyc08T002275.1
N3.HOG0004945	OG0002531	n6			CA01g19440		Solyc10T000596.1, Solyc01T002778.1
N3.HOG0004946	OG0002532	n0			CA12g14060		
N3.HOG0004947	OG0002533	n5			CA04g07290		Solyc03T000630.1
N3.HOG0004948	OG0002533	n6			CA02g22430		Solyc02T002126.1
N3.HOG0004949	OG0002534	n0			CA02g26220		Solyc02T000923.1
N3.HOG0004950	OG0002535	n8			CA04g06860		Solyc03T000598.1
N3.HOG0004951	OG0002535	n9			CA04g06850		Solyc03T000597.1
N3.HOG0004952	OG0002535	n10			CA02g22040, CA02g22030, CA02g22020		Solyc02T002097.1
N3.HOG0004953	OG0002536	n0			CA03g20710, CA06g21360		Solyc08T000045.1
N3.HOG0004954	OG0002537	n2			CA10g02250, CA01g14340		
N3.HOG0004955	OG0002537	n6			CA11g09300, CA01g20660, CA07g05380		Solyc00T000023.1
N3.HOG0004956	OG0002537	n11			CA01g25960, CA00g68160		
N3.HOG0004957	OG0002538	n7			CA11g02380		Solyc05T000580.1
N3.HOG0004958	OG0002538	n8			CA05g12410		Solyc04T000023.1
N3.HOG0004959	OG0002538	n11			CA02g26760		Solyc03T000937.1, Solyc02T002490.1
N3.HOG0004960	OG0002539	n3			CA11g03420, CA01g16330		Solyc01T000452.1, Solyc05T000661.1
N3.HOG0004961	OG0002539	n10			CA03g28700		Solyc03T002773.1
N3.HOG0004962	OG0002539	n12					Solyc02T002455.1
N3.HOG0004963	OG0002540	n0			CA03g07050		Solyc10T001143.2, Solyc09T002384.1, Solyc09T002380.1, Solyc09T002379.1, Solyc09T002378.1
N3.HOG0004964	OG0002541	n1			CA11g02250		Solyc04T000020.1, Solyc05T000553.2
N3.HOG0004965	OG0002541	n8			CA03g29060		Solyc03T002725.1
N3.HOG0004966	OG0002542	n6			CA08g13520		Solyc01T003471.1, Solyc01T003469.1
N3.HOG0004967	OG0002542	n8			CA06g24620		Solyc06T002451.1
N3.HOG0004968	OG0002543	n1			CA03g17110		Solyc03T000207.1
N3.HOG0004969	OG0002543	n7			CA01g03950		Solyc08T002246.1
N3.HOG0004970	OG0002544	n1			CA02g24910		Solyc02T002799.1
N3.HOG0004971	OG0002544	n9			CA02g24920		
N3.HOG0004972	OG0002545	n7			CA11g10960		Solyc01T003884.1, Solyc11T001549.1
N3.HOG0004973	OG0002546	n1			CA07g19610, CA07g20920		Solyc07T002774.1
N3.HOG0004974	OG0002546	n10			CA07g19600		Solyc12T002097.1
N3.HOG0004975	OG0002547	n2					Solyc10T001716.1
N3.HOG0004976	OG0002547	n3					Solyc10T001715.1
N3.HOG0004977	OG0002547	n8			CA04g20840, CA04g20850		Solyc04T002819.1
N3.HOG0004978	OG0002548	n3			CA05g13580		PRAM_46974.1.p1, Solyc05T002271.1
N3.HOG0004979	OG0002548	n8			CA04g09100		Solyc04T002316.1
N3.HOG0004980	OG0002549	n8			CA04g11740		Solyc03T000956.1
N3.HOG0004981	OG0002549	n10					Solyc03T000955.1
N3.HOG0004982	OG0002550	n0			CA00g36720, CA08g16170, CA08g16180		Solyc01T003775.1
N3.HOG0004983	OG0002551	n7			CA01g31520		Solyc01T003855.1
N3.HOG0004984	OG0002551	n9			CA00g88920		Solyc04T002501.1
N3.HOG0004985	OG0002552	n4			CA12g16890		Solyc12T002421.1, Solyc07T001089.1, Solyc05T001893.1, Solyc08T000537.1
N3.HOG0004986	OG0002552	n8			CA04g18790		Solyc07T000974.1, Solyc04T002674.1
N3.HOG0004987	OG0002553	n7			CA04g08990		Solyc04T002309.1
N3.HOG0004988	OG0002553	n8			CA00g53700		Solyc12T002314.1
N3.HOG0004989	OG0002553	n9			CA00g40910, CA12g16450		Solyc12T002406.1
N3.HOG0004990	OG0002553	n11			CA01g19890, CA01g19900		
N3.HOG0004991	OG0002554	n1			CA00g75200		Solyc03T002421.1
N3.HOG0004992	OG0002554	n5			CA06g20510, CA06g20470, CA06g20440		Solyc06T002048.1
N3.HOG0004993	OG0002554	n8			CA03g24170		Solyc03T002375.1
N3.HOG0004994	OG0002555	n9			CA06g05400		Solyc06T000089.1
N3.HOG0004995	OG0002555	n10			CA12g00160		Solyc05T002751.1
N3.HOG0004996	OG0002555	n11			CA06g11410		Solyc06T001289.1, Solyc07T000925.1, Solyc07T000922.1
N3.HOG0004997	OG0002556	n0			CA04g22850		Solyc06T000982.1, Solyc04T002995.1
N3.HOG0004998	OG0002557	n0			CA00g62250		Solyc04T002405.1
N3.HOG0004999	OG0002558	n2			CA09g18320		Solyc07T000053.1, Solyc01T000518.1, Solyc04T000058.1, Solyc12T000409.1
N3.HOG0005000	OG0002558	n7			CA03g29710		Solyc03T002838.1
N3.HOG0005001	OG0002559	n1			CA04g21050		
N3.HOG0005002	OG0002559	n10			CA04g07000		Solyc03T000587.1
N3.HOG0005003	OG0002559	n11			CA00g89770, CA00g89760, CA03g33460		Solyc02T002054.1
N3.HOG0005004	OG0002560	n1			CA00g92950, CA00g74220		Solyc12T000310.1
N3.HOG0005005	OG0002560	n7					Solyc08T001276.1
N3.HOG0005006	OG0002561	n3			CA00g52620		
N3.HOG0005007	OG0002561	n8			CA12g17970		Solyc12T002490.1
N3.HOG0005008	OG0002561	n9			CA12g17890		Solyc12T002489.1
N3.HOG0005009	OG0002561	n10			CA04g22480		Solyc04T002963.1
N3.HOG0005010	OG0002562	n0			CA01g21150, CA05g04440		Solyc08T001356.2, Solyc08T001354.1
N3.HOG0005011	OG0002563	n0			CA10g04230, CA04g07650, CA06g04020, CA01g15380, CA08g09020, CA00g57350, CA01g02650, CA08g09380		
N3.HOG0005012	OG0002564	n12			CA01g33950		Solyc08T000238.1
N3.HOG0005013	OG0002564	n13			CA01g33940		Solyc08T000240.1
N3.HOG0005014	OG0002565	n10			CA02g18290, CA04g03440		
N3.HOG0005015	OG0002565	n12			CA10g01430		Solyc10T000125.1
N3.HOG0005016	OG0002565	n13			CA07g19020		Solyc07T002627.1
N3.HOG0005017	OG0002566	n3			CA12g00390		Solyc11T000657.1
N3.HOG0005018	OG0002566	n4			CA12g01120		Solyc11T000600.1
N3.HOG0005019	OG0002567	n8			CA01g24980		Solyc01T002230.1
N3.HOG0005020	OG0002567	n11			CA00g97280, CA00g47440		Solyc01T002220.1
N3.HOG0005021	OG0002567	n13			CA00g47480		Solyc01T002219.1
N3.HOG0005022	OG0002568	n1			CA02g08040		Solyc02T000932.1
N3.HOG0005023	OG0002568	n7					Solyc05T000521.1
N3.HOG0005024	OG0002569	n0			CA03g11240		Solyc12T000989.1
N3.HOG0005025	OG0002570	n0			CA09g01960		Solyc09T000229.1
N3.HOG0005026	OG0002571	n0			CA03g13010		Solyc12T000694.1, Solyc10T000117.1, Solyc10T000119.1
N3.HOG0005027	OG0002572	n0			CA07g11020		Solyc07T001783.1
N3.HOG0005028	OG0002573	n11			CA01g16690		Solyc07T001540.1, Solyc01T001735.1
N3.HOG0005029	OG0002573	n13			CA05g18380		Solyc05T002555.1
N3.HOG0005030	OG0002574	n7			CA07g20770		Solyc07T002760.1
N3.HOG0005031	OG0002574	n8			CA10g01150		Solyc10T000092.1
N3.HOG0005032	OG0002575	n8					Solyc06T001472.1
N3.HOG0005033	OG0002575	n13					Solyc07T000398.1
N3.HOG0005034	OG0002576	n1			CA04g19880		Solyc04T002746.1
N3.HOG0005035	OG0002576	n7			CA02g26240		PRAM_26334.1.p1, PRAM_26331.1.p1
N3.HOG0005036	OG0002577	n8			CA06g12230		Solyc08T000256.1, Solyc06T001312.1
N3.HOG0005037	OG0002577	n12			CA05g10810		Solyc05T002205.1
N3.HOG0005038	OG0002578	n0			CA02g05610, CA12g13870, CA00g25290, CA04g09330, CA01g18000, CA02g14610		Solyc02T002828.1
N3.HOG0005039	OG0002579	n9			CA04g04480		Solyc03T000514.1
N3.HOG0005040	OG0002579	n11			CA00g94690, CA02g05800		Solyc02T000601.1
N3.HOG0005041	OG0002579	n13			CA00g65350		Solyc02T001890.1
N3.HOG0005042	OG0002580	n11			CA10g10060		Solyc10T000972.1
N3.HOG0005043	OG0002580	n12			CA01g05930		Solyc08T002107.1, Solyc06T001702.1
N3.HOG0005044	OG0002581	n3			CA02g18560		Solyc02T001755.1
N3.HOG0005045	OG0002581	n4			CA02g06300		Solyc02T001754.1
N3.HOG0005046	OG0002582	n3			CA05g14390		Solyc05T002279.1
N3.HOG0005047	OG0002582	n5			CA12g00100		Solyc05T001555.1
N3.HOG0005048	OG0002583	n1			CA10g10680		Solyc09T000884.1
N3.HOG0005049	OG0002583	n3			CA00g95350		Solyc06T002578.1
N3.HOG0005050	OG0002584	n3			CA03g27670		Solyc03T002613.2
N3.HOG0005051	OG0002584	n7			CA11g06150		Solyc05T000158.1
N3.HOG0005052	OG0002584	n9			CA05g09130		Solyc04T000019.1
N3.HOG0005053	OG0002585	n2			CA01g09020, CA10g10010		Solyc08T001764.1
N3.HOG0005054	OG0002585	n5			CA08g06350, CA01g30360, CA05g11990, CA00g75230, CA01g16550		Solyc12T001203.1, Solyc10T001954.1, Solyc12T001142.1, Solyc03T001517.1
N3.HOG0005055	OG0002586	n0			CA05g08770		
N3.HOG0005056	OG0002587	n10			CA06g27100, CA06g27090		Solyc06T002740.1
N3.HOG0005057	OG0002587	n12			CA09g10890		Solyc09T001968.1
N3.HOG0005058	OG0002588	n3			CA03g12850		Solyc03T001330.1
N3.HOG0005059	OG0002588	n4			CA10g20500		Solyc10T002303.1
N3.HOG0005060	OG0002590	n0			CA11g20090		Solyc11T002366.2, Solyc11T002365.1
N3.HOG0005061	OG0002591	n3			CA10g09500		Solyc10T001097.2
N3.HOG0005062	OG0002591	n7			CA05g20300, CA00g96410, CA00g86490, CA03g13650		Solyc03T001178.6
N3.HOG0005063	OG0002592	n6			CA01g11590		Solyc01T000827.1, Solyc01T000088.1
N3.HOG0005064	OG0002592	n8			CA00g73410		Solyc01T003642.1
N3.HOG0005065	OG0002592	n9			CA03g21350		
N3.HOG0005066	OG0002592	n12			CA02g03360		Solyc07T001848.1
N3.HOG0005067	OG0002593	n4			CA02g09130		Solyc02T001058.2
N3.HOG0005068	OG0002593	n6			CA00g82010		Solyc03T000003.1
N3.HOG0005069	OG0002593	n7			CA02g30710		Solyc02T002922.1
N3.HOG0005070	OG0002594	n7			CA08g07870, CA08g07860		Solyc01T002902.1
N3.HOG0005071	OG0002594	n12					Solyc05T002118.1
N3.HOG0005072	OG0002595	n12			CA00g83660		Solyc02T002242.1
N3.HOG0005073	OG0002595	n13			CA01g23460		Solyc01T002110.1
N3.HOG0005074	OG0002596	n0			CA11g13860, CA06g11770, CA00g95090		Solyc11T000894.1
N3.HOG0005075	OG0002597	n0			CA04g20990, CA04g21000		Solyc04T002829.1
N3.HOG0005076	OG0002598	n1			CA04g12450, CA06g20460, CA04g12440		
N3.HOG0005077	OG0002598	n9			CA00g54100		Solyc11T000121.1
N3.HOG0005078	OG0002598	n10			CA05g03710		Solyc04T000353.1
N3.HOG0005079	OG0002599	n4			CA00g78340		Solyc10T002386.1
N3.HOG0005080	OG0002599	n5			CA05g00560		Solyc04T000703.1
N3.HOG0005081	OG0002599	n6			CA10g20300		Solyc10T002317.1
N3.HOG0005082	OG0002600	n0			CA04g21700, CA12g19430		Solyc04T002897.1
N3.HOG0005083	OG0002601	n0			CA11g11670		Solyc05T000827.1
N3.HOG0005084	OG0002602	n0			CA02g31200		Solyc02T002969.3
N3.HOG0005085	OG0002603	n1			CA10g12820		Solyc10T002847.1
N3.HOG0005086	OG0002603	n7			CA00g32500, CA00g32480		Solyc01T002659.2, Solyc01T002657.1
N3.HOG0005087	OG0002604	n0			CA09g04800		Solyc09T000461.1
N3.HOG0005088	OG0002605	n12			CA00g64650		Solyc01T002972.1
N3.HOG0005089	OG0002605	n13			CA05g10660		Solyc05T002156.1
N3.HOG0005090	OG0002606	n0			CA08g13180, CA08g13190		Solyc11T001255.1, Solyc01T003400.1, Solyc01T003402.1, Solyc01T003401.1
N3.HOG0005091	OG0002608	n0			CA10g00840, CA00g90060		Solyc12T001836.1
N3.HOG0005092	OG0002609	n1			CA12g09950		
N3.HOG0005093	OG0002609	n3			CA06g22290		Solyc04T001873.1
N3.HOG0005094	OG0002610	n5					Solyc07T002195.1, Solyc07T002198.1
N3.HOG0005095	OG0002610	n11			CA08g16150, CA01g31970		Solyc08T000171.1
N3.HOG0005096	OG0002610	n13			CA08g16140		Solyc01T003774.1
N3.HOG0005097	OG0002612	n0			CA07g15370		Solyc07T002334.1
N3.HOG0005098	OG0002613	n7			CA02g20350		Solyc02T001790.1
N3.HOG0005099	OG0002613	n8			CA04g04080		Solyc03T000498.1
N3.HOG0005100	OG0002614	n7			CA05g10020, CA09g14450		Solyc12T000134.1, Solyc12T000137.1
N3.HOG0005101	OG0002614	n10			CA07g07910		Solyc05T001528.1
N3.HOG0005102	OG0002615	n1			CA06g24830		Solyc06T002479.1
N3.HOG0005103	OG0002615	n5			CA05g16320		Solyc03T002116.1, Solyc05T002415.1
N3.HOG0005104	OG0002616	n0			CA00g25510, CA09g13840		Solyc12T000126.1
N3.HOG0005105	OG0002617	n6					Solyc03T002065.1
N3.HOG0005106	OG0002617	n9			CA05g14690		Solyc05T002395.1
N3.HOG0005107	OG0002617	n10			CA03g12760		Solyc03T002054.1
N3.HOG0005108	OG0002618	n0					Solyc05T001094.1
N3.HOG0005109	OG0002619	n1					Solyc05T000815.2
N3.HOG0005110	OG0002619	n4					Solyc12T000214.1
N3.HOG0005111	OG0002619	n5			CA09g13860, CA00g43060		Solyc06T000152.1
N3.HOG0005112	OG0002620	n0			CA08g02110		Solyc08T001384.1
N3.HOG0005113	OG0002621	n0			CA01g15220, CA11g09360, CA03g15190, CA08g02620, CA12g10340, CA00g77210, CA00g50050, CA01g32060, CA03g12690, CA09g02580, CA01g22940, CA00g81750, CA10g04340, CA09g13430		
N3.HOG0005114	OG0002622	n3			CA03g27970		Solyc00T000030.1
N3.HOG0005115	OG0002622	n4			CA04g14450, CA11g07280		Solyc10T001148.1
N3.HOG0005116	OG0002622	n7			CA00g68140, CA01g25930		
N3.HOG0005117	OG0002623	n0					Solyc02T000377.1
N3.HOG0005118	OG0002624	n1					Solyc01T002827.1
N3.HOG0005119	OG0002624	n6			CA08g06800, CA12g05690, CA12g05460, CA12g05680, CA04g19630		
N3.HOG0005120	OG0002625	n11			CA10g06640		Solyc10T000621.1
N3.HOG0005121	OG0002625	n12			CA01g19220, CA01g19210		Solyc01T002758.1
N3.HOG0005122	OG0002626	n0			CA10g06710		Solyc10T000572.1
N3.HOG0005123	OG0002627	n11			CA10g05210		Solyc10T000021.1
N3.HOG0005124	OG0002627	n12			CA02g19690, CA06g03590		Solyc02T001877.1
N3.HOG0005125	OG0002628	n9			CA03g22350		Solyc03T002215.2, Solyc03T002212.1
N3.HOG0005126	OG0002628	n12			CA00g54690		Solyc01T000414.2
N3.HOG0005127	OG0002630	n0			CA07g08980, CA01g03980, CA01g04070		Solyc05T000925.2, Solyc11T001429.1, Solyc07T000693.1
N3.HOG0005128	OG0002631	n1			CA12g13590		Solyc12T002199.1
N3.HOG0005129	OG0002631	n6			CA11g02330		Solyc12T001781.1, Solyc04T000022.1, Solyc05T000545.1
N3.HOG0005130	OG0002632	n0			CA00g50480, CA12g05490, CA06g13390, CA08g13210, CA11g07780, CA06g06430, CA03g19500, CA11g11660, CA09g15160, CA10g15530, CA06g25870, CA04g15070, CA08g05310		Solyc12T002096.1
N3.HOG0005131	OG0002633	n1			CA04g15370		Solyc05T002750.1, Solyc07T000402.1
N3.HOG0005132	OG0002634	n6			CA00g63410		Solyc05T002426.1
N3.HOG0005133	OG0002634	n7			CA05g03110		Solyc04T000448.1
