Orthogroup	Arachis_hypogaea	Capsicum_anuum
OG0007802	arahy.Tifrunner.gnm1.ann1.ABDX3I.1, arahy.Tifrunner.gnm1.ann1.709T6L.1	CA01g17360, CA08g03410
OG0007803	arahy.Tifrunner.gnm1.ann1.6E8WTG.1, arahy.Tifrunner.gnm1.ann1.SXH82X.1	CA00g79970
OG0007804	arahy.Tifrunner.gnm1.ann1.84DVUA.1, arahy.Tifrunner.gnm1.ann1.ZBJ4Q7.1, arahy.Tifrunner.gnm1.ann1.76NMAH.1, arahy.Tifrunner.gnm1.ann1.Q49G2C.1	CA01g20940
OG0007805	arahy.Tifrunner.gnm1.ann1.AY81KB.2, arahy.Tifrunner.gnm1.ann1.W1BQBA.1, arahy.Tifrunner.gnm1.ann1.LN4RIT.1	CA12g20380
OG0007806	arahy.Tifrunner.gnm1.ann1.Y0KW7U.1, arahy.Tifrunner.gnm1.ann1.9YJ8T1.2	CA03g29440
OG0007809	arahy.Tifrunner.gnm1.ann1.4FD105.1, arahy.Tifrunner.gnm1.ann1.KDL0BF.1	CA01g32420
OG0007810	arahy.Tifrunner.gnm1.ann1.W47LMS.1, arahy.Tifrunner.gnm1.ann1.BYWX90.1, arahy.Tifrunner.gnm1.ann1.1IY8V2.1, arahy.Tifrunner.gnm1.ann1.BAL663.1	CA11g03350
OG0007812	arahy.Tifrunner.gnm1.ann1.Z6G03S.1, arahy.Tifrunner.gnm1.ann1.N0U0UU.1	CA03g21990
OG0007813	arahy.Tifrunner.gnm1.ann1.L700WL.1, arahy.Tifrunner.gnm1.ann1.X2J1T4.1, arahy.Tifrunner.gnm1.ann1.DK6AU1.1	CA03g24460
OG0007814	arahy.Tifrunner.gnm1.ann1.I4880T.1, arahy.Tifrunner.gnm1.ann1.P7R60W.1	CA06g24110, CA02g06520, CA06g23400, CA06g24100
OG0007815	arahy.Tifrunner.gnm1.ann1.WY48MC.2, arahy.Tifrunner.gnm1.ann1.5TU0IR.5	CA07g18960, CA07g21340, CA07g18970
OG0007816	arahy.Tifrunner.gnm1.ann1.JSN7JY.1, arahy.Tifrunner.gnm1.ann1.THX68V.1, arahy.Tifrunner.gnm1.ann1.0T77JN.1, arahy.Tifrunner.gnm1.ann1.4D9FZH.1	CA10g00720
OG0007817	arahy.Tifrunner.gnm1.ann1.W0QD2B.1, arahy.Tifrunner.gnm1.ann1.0QPA7A.1, arahy.Tifrunner.gnm1.ann1.SH5L4P.1	CA07g14170
OG0007818	arahy.Tifrunner.gnm1.ann1.0PC56D.1, arahy.Tifrunner.gnm1.ann1.RA2UAB.1	CA02g06740
OG0007819	arahy.Tifrunner.gnm1.ann1.LDTM0X.1	CA02g18710
OG0007820	arahy.Tifrunner.gnm1.ann1.SN8RBH.1, arahy.Tifrunner.gnm1.ann1.TUB397.1, arahy.Tifrunner.gnm1.ann1.A0H1CK.1, arahy.Tifrunner.gnm1.ann1.N9KEBQ.1	CA00g86920
OG0007822	arahy.Tifrunner.gnm1.ann1.QV839S.1, arahy.Tifrunner.gnm1.ann1.NB4SND.1	CA06g18620, CA03g16260
OG0007823	arahy.Tifrunner.gnm1.ann1.1TZ75T.1, arahy.Tifrunner.gnm1.ann1.1DM7TY.1	CA12g16530
OG0007824	arahy.Tifrunner.gnm1.ann1.I4GK8M.1, arahy.Tifrunner.gnm1.ann1.IBV8H8.1	CA07g18820
OG0007825	arahy.Tifrunner.gnm1.ann1.95NMQN.1, arahy.Tifrunner.gnm1.ann1.AUFX4T.1	CA06g03900, CA11g13340
OG0007826	arahy.Tifrunner.gnm1.ann1.0NGS5F.1, arahy.Tifrunner.gnm1.ann1.E6TYPI.1	CA03g34680, CA00g46860
OG0007827	arahy.Tifrunner.gnm1.ann1.19AV4I.1, arahy.Tifrunner.gnm1.ann1.1TT2GW.1, arahy.Tifrunner.gnm1.ann1.07YC75.1	CA08g14910, CA04g11490
OG0007830	arahy.Tifrunner.gnm1.ann1.P86YE8.1, arahy.Tifrunner.gnm1.ann1.2QET25.1	CA07g18610
OG0007832	arahy.Tifrunner.gnm1.ann1.13YWQX.1, arahy.Tifrunner.gnm1.ann1.C8DH2G.1	CA05g00590, CA05g04820
OG0007834	arahy.Tifrunner.gnm1.ann1.I3M5SU.1, arahy.Tifrunner.gnm1.ann1.J71BBN.1	CA11g18890, CA06g09090
OG0007836	arahy.Tifrunner.gnm1.ann1.1EF43V.1, arahy.Tifrunner.gnm1.ann1.HXV25C.1	CA07g18950
OG0007837	arahy.Tifrunner.gnm1.ann1.9W5UDX.1, arahy.Tifrunner.gnm1.ann1.LMT1Q9.1	CA02g03070
OG0007838	arahy.Tifrunner.gnm1.ann1.ZJ3UGF.1, arahy.Tifrunner.gnm1.ann1.QJD1U8.1, arahy.Tifrunner.gnm1.ann1.KVZ3W0.1, arahy.Tifrunner.gnm1.ann1.C3H9J3.1	CA01g21340
OG0007839	arahy.Tifrunner.gnm1.ann1.W2ETIH.1, arahy.Tifrunner.gnm1.ann1.M0AD1K.1	CA01g32470
OG0007840	arahy.Tifrunner.gnm1.ann1.LV33NP.1	CA07g06130, CA06g07900, CA00g78770, CA00g43770, CA11g06290, CA10g07480, CA11g12380, CA09g15650
OG0007841	arahy.Tifrunner.gnm1.ann1.YDUQ9T.1, arahy.Tifrunner.gnm1.ann1.MQ63GR.1	CA02g08230
OG0007842	arahy.Tifrunner.gnm1.ann1.NV91PZ.1, arahy.Tifrunner.gnm1.ann1.6ZYP5I.1	CA12g11870
OG0007845	arahy.Tifrunner.gnm1.ann1.SPE8CT.2, arahy.Tifrunner.gnm1.ann1.J201LF.2	CA03g36230
OG0007846	arahy.Tifrunner.gnm1.ann1.2YPY17.1, arahy.Tifrunner.gnm1.ann1.XZZ787.1	CA10g00120, CA07g18850
OG0007847	arahy.Tifrunner.gnm1.ann1.BKEZ4L.1, arahy.Tifrunner.gnm1.ann1.181MCE.1	CA06g21970
OG0007848	arahy.Tifrunner.gnm1.ann1.SJI6FW.1, arahy.Tifrunner.gnm1.ann1.8EJJ5Z.1	CA07g16890, CA02g13370
OG0007851	arahy.Tifrunner.gnm1.ann1.XAPR04.1, arahy.Tifrunner.gnm1.ann1.IG5XIH.1	CA07g12120
OG0007852	arahy.Tifrunner.gnm1.ann1.Q40ZT9.1, arahy.Tifrunner.gnm1.ann1.MUD8D6.1	CA10g00860
OG0007853	arahy.Tifrunner.gnm1.ann1.0XMI5T.2, arahy.Tifrunner.gnm1.ann1.44VHKN.2	CA03g09720
OG0007854	arahy.Tifrunner.gnm1.ann1.6CVG62.1, arahy.Tifrunner.gnm1.ann1.J13BPB.1, arahy.Tifrunner.gnm1.ann1.S7LJ0Z.1, arahy.Tifrunner.gnm1.ann1.LQ8VWD.1, arahy.Tifrunner.gnm1.ann1.WHG5AA.1, arahy.Tifrunner.gnm1.ann1.XL1L9T.1	CA07g12060
OG0007857	arahy.Tifrunner.gnm1.ann1.8I68MQ.1, arahy.Tifrunner.gnm1.ann1.H567TY.1	CA08g09450
OG0007858	arahy.Tifrunner.gnm1.ann1.R4BZXE.1, arahy.Tifrunner.gnm1.ann1.D5R23C.1, arahy.Tifrunner.gnm1.ann1.50TKKU.1, arahy.Tifrunner.gnm1.ann1.WU4ITJ.1	CA11g18960
OG0007859	arahy.Tifrunner.gnm1.ann1.0UP1AG.1, arahy.Tifrunner.gnm1.ann1.IE0TZZ.1, arahy.Tifrunner.gnm1.ann1.P63ZP0.2, arahy.Tifrunner.gnm1.ann1.VA1NMQ.2	CA00g71950
OG0007860	arahy.Tifrunner.gnm1.ann1.MF06QU.1, arahy.Tifrunner.gnm1.ann1.KDQ8ZI.1	CA08g09830
OG0007861	arahy.Tifrunner.gnm1.ann1.U4TMK5.2, arahy.Tifrunner.gnm1.ann1.4F5UFQ.1, arahy.Tifrunner.gnm1.ann1.TLF144.1	CA06g13060
OG0007862	arahy.Tifrunner.gnm1.ann1.F7DIGK.1, arahy.Tifrunner.gnm1.ann1.FE2TXN.1, arahy.Tifrunner.gnm1.ann1.ZMEP2D.1	CA10g18370, CA06g02990
OG0007864	arahy.Tifrunner.gnm1.ann1.U15GQW.1, arahy.Tifrunner.gnm1.ann1.5ZS0BP.1	CA03g21840
OG0007865	arahy.Tifrunner.gnm1.ann1.W9XA7T.1, arahy.Tifrunner.gnm1.ann1.CJD9B0.1	CA05g01690
OG0007866	arahy.Tifrunner.gnm1.ann1.CK6KU2.1, arahy.Tifrunner.gnm1.ann1.VQ4NRX.1	CA07g17620
OG0007868	arahy.Tifrunner.gnm1.ann1.MWA09F.1, arahy.Tifrunner.gnm1.ann1.F9X6AJ.1	CA06g22350, CA01g13370
OG0007869	arahy.Tifrunner.gnm1.ann1.DS477V.1, arahy.Tifrunner.gnm1.ann1.I0T1AJ.1	CA12g00110
OG0007870	arahy.Tifrunner.gnm1.ann1.X69RYV.1, arahy.Tifrunner.gnm1.ann1.V362W9.1	CA01g18700
OG0007871	arahy.Tifrunner.gnm1.ann1.X3TF0E.2, arahy.Tifrunner.gnm1.ann1.2DG9CD.1	CA11g09500
OG0007875	arahy.Tifrunner.gnm1.ann1.7NR7Q4.2, arahy.Tifrunner.gnm1.ann1.K2PXHZ.2	CA10g00850
OG0007876	arahy.Tifrunner.gnm1.ann1.Y6ZEHB.1, arahy.Tifrunner.gnm1.ann1.JVJR89.1	CA06g17210
OG0007877	arahy.Tifrunner.gnm1.ann1.0C8612.1, arahy.Tifrunner.gnm1.ann1.S62F0N.1	CA07g18100, CA07g18120
OG0007878	arahy.Tifrunner.gnm1.ann1.45DTJR.1, arahy.Tifrunner.gnm1.ann1.BCEI7U.1	CA11g16550
OG0007879	arahy.Tifrunner.gnm1.ann1.33W0XH.1	CA02g31290
OG0007880	arahy.Tifrunner.gnm1.ann1.I1MI1E.1, arahy.Tifrunner.gnm1.ann1.DTBC2U.1	CA06g03600, CA00g44010
OG0007881	arahy.Tifrunner.gnm1.ann1.0NAL6S.1, arahy.Tifrunner.gnm1.ann1.1KAH27.1	CA06g03320
OG0007882	arahy.Tifrunner.gnm1.ann1.SZQK1H.1, arahy.Tifrunner.gnm1.ann1.8GL56R.1, arahy.Tifrunner.gnm1.ann1.TALZ6N.1	CA01g06780
OG0007883	arahy.Tifrunner.gnm1.ann1.HR3BJH.1, arahy.Tifrunner.gnm1.ann1.V41S3G.1	CA00g31400
OG0007884	arahy.Tifrunner.gnm1.ann1.KJ06EE.1, arahy.Tifrunner.gnm1.ann1.5K0R4Y.1	CA07g17860
OG0007885	arahy.Tifrunner.gnm1.ann1.HGQ0MH.1, arahy.Tifrunner.gnm1.ann1.964DU3.1, arahy.Tifrunner.gnm1.ann1.G51199.2	CA12g15940, CA04g16900
OG0007887	arahy.Tifrunner.gnm1.ann1.E5WW1G.1, arahy.Tifrunner.gnm1.ann1.9X9VA5.1	CA11g18510
OG0007888	arahy.Tifrunner.gnm1.ann1.DFND2S.1, arahy.Tifrunner.gnm1.ann1.HTSJ7Y.1	CA03g34860
OG0007889	arahy.Tifrunner.gnm1.ann1.74MAYQ.1	CA06g16410, CA00g78440
OG0007890	arahy.Tifrunner.gnm1.ann1.M59RYT.1, arahy.Tifrunner.gnm1.ann1.76DKB4.1	CA00g71770
OG0007891	arahy.Tifrunner.gnm1.ann1.WC953X.1, arahy.Tifrunner.gnm1.ann1.072L8S.1	CA03g31660, CA06g17070
OG0007892	arahy.Tifrunner.gnm1.ann1.ATG8WK.1, arahy.Tifrunner.gnm1.ann1.RA1C4M.1, arahy.Tifrunner.gnm1.ann1.4122HZ.1, arahy.Tifrunner.gnm1.ann1.92XMB3.1	CA07g14030
OG0007893	arahy.Tifrunner.gnm1.ann1.3N1A5Y.1, arahy.Tifrunner.gnm1.ann1.0NF80D.1	CA00g62950
OG0007894	arahy.Tifrunner.gnm1.ann1.19P32Y.1, arahy.Tifrunner.gnm1.ann1.2MBI16.1	CA06g24790
OG0007896	arahy.Tifrunner.gnm1.ann1.J95VX3.1, arahy.Tifrunner.gnm1.ann1.E5894Z.1	CA03g12470
OG0007897	arahy.Tifrunner.gnm1.ann1.IJ2E5N.1, arahy.Tifrunner.gnm1.ann1.CQR7QS.1	CA11g09930
OG0007898	arahy.Tifrunner.gnm1.ann1.8TMD5Z.1, arahy.Tifrunner.gnm1.ann1.YCI793.1	CA08g06450
OG0007899	arahy.Tifrunner.gnm1.ann1.U5XLWX.1, arahy.Tifrunner.gnm1.ann1.T2NJE2.1, arahy.Tifrunner.gnm1.ann1.K1MIDT.1, arahy.Tifrunner.gnm1.ann1.10S551.1	CA04g12980
OG0007900	arahy.Tifrunner.gnm1.ann1.RN1SCF.1, arahy.Tifrunner.gnm1.ann1.LWQ0WI.1	CA08g09440
OG0007901	arahy.Tifrunner.gnm1.ann1.R46IRY.1, arahy.Tifrunner.gnm1.ann1.T91GRE.1, arahy.Tifrunner.gnm1.ann1.HRGL80.1, arahy.Tifrunner.gnm1.ann1.C0G4A3.1	CA08g02250
OG0007902	arahy.Tifrunner.gnm1.ann1.1MPM44.1, arahy.Tifrunner.gnm1.ann1.XQ2AST.1	CA07g16510
OG0007903	arahy.Tifrunner.gnm1.ann1.LB6G3N.1, arahy.Tifrunner.gnm1.ann1.KCC73G.1, arahy.Tifrunner.gnm1.ann1.YS7DWM.1	CA03g34830
OG0007904	arahy.Tifrunner.gnm1.ann1.EH3WRE.1, arahy.Tifrunner.gnm1.ann1.71EM27.2, arahy.Tifrunner.gnm1.ann1.YB5YRA.1, arahy.Tifrunner.gnm1.ann1.RIM768.1	CA02g18350
OG0007905	arahy.Tifrunner.gnm1.ann1.CV534K.1, arahy.Tifrunner.gnm1.ann1.JAH0YS.1, arahy.Tifrunner.gnm1.ann1.Z1V2E3.1, arahy.Tifrunner.gnm1.ann1.I2DX8F.1	CA11g17800
OG0007906	arahy.Tifrunner.gnm1.ann1.21ET8L.1, arahy.Tifrunner.gnm1.ann1.LV1MMJ.1	CA03g36250
OG0007908	arahy.Tifrunner.gnm1.ann1.DD2PIM.1	CA05g20780
OG0007909	arahy.Tifrunner.gnm1.ann1.A7Q2QI.1, arahy.Tifrunner.gnm1.ann1.316LWJ.1	CA06g23080
OG0007910	arahy.Tifrunner.gnm1.ann1.2GC3QC.2, arahy.Tifrunner.gnm1.ann1.7SB82T.1	CA00g71980
OG0007911	arahy.Tifrunner.gnm1.ann1.CL7A41.1, arahy.Tifrunner.gnm1.ann1.SZ30AG.1	CA08g16570
OG0007912	arahy.Tifrunner.gnm1.ann1.7QC79Z.1, arahy.Tifrunner.gnm1.ann1.YQ4YNY.1	CA01g23140, CA07g17640
OG0007913	arahy.Tifrunner.gnm1.ann1.Z544U3.1, arahy.Tifrunner.gnm1.ann1.FT61ID.1, arahy.Tifrunner.gnm1.ann1.D72E2J.1, arahy.Tifrunner.gnm1.ann1.1BW3L6.1	CA03g30810
OG0007914	arahy.Tifrunner.gnm1.ann1.FQN2WV.1, arahy.Tifrunner.gnm1.ann1.IK7M5W.1, arahy.Tifrunner.gnm1.ann1.3P0NFT.1	CA01g29920, CA00g89670
OG0007915	arahy.Tifrunner.gnm1.ann1.GHMT6A.1, arahy.Tifrunner.gnm1.ann1.EP2671.1	CA00g85010
OG0007916	arahy.Tifrunner.gnm1.ann1.LW2ZPS.1, arahy.Tifrunner.gnm1.ann1.7WD3SA.1	CA05g11300
OG0007920	arahy.Tifrunner.gnm1.ann1.6NE2BQ.1, arahy.Tifrunner.gnm1.ann1.DL173G.1	CA11g10220
OG0007921	arahy.Tifrunner.gnm1.ann1.V16GGA.1, arahy.Tifrunner.gnm1.ann1.C0SPFI.2	CA10g07970
OG0007922	arahy.Tifrunner.gnm1.ann1.WZ366M.1, arahy.Tifrunner.gnm1.ann1.HY8A1I.1	CA01g31630
OG0007923	arahy.Tifrunner.gnm1.ann1.01WB0T.1, arahy.Tifrunner.gnm1.ann1.D7EPYG.1	CA04g11480
OG0007924	arahy.Tifrunner.gnm1.ann1.ZNQH18.1, arahy.Tifrunner.gnm1.ann1.QMGJ7U.1	CA08g02780
OG0007925	arahy.Tifrunner.gnm1.ann1.E051EM.1, arahy.Tifrunner.gnm1.ann1.GT5X5C.1, arahy.Tifrunner.gnm1.ann1.5G75KN.1, arahy.Tifrunner.gnm1.ann1.ZTJ4JW.1	CA08g04110
OG0007926	arahy.Tifrunner.gnm1.ann1.15KEFW.1, arahy.Tifrunner.gnm1.ann1.P83KK6.1	CA02g10890
OG0007927	arahy.Tifrunner.gnm1.ann1.728DYV.1, arahy.Tifrunner.gnm1.ann1.ZTQN5A.1	CA10g12220
OG0007928	arahy.Tifrunner.gnm1.ann1.KCV3PX.1, arahy.Tifrunner.gnm1.ann1.IVYM6W.1	CA00g77760
OG0007929	arahy.Tifrunner.gnm1.ann1.FAG6RL.1, arahy.Tifrunner.gnm1.ann1.QW19KK.1	CA08g01000, CA05g06640
OG0007930	arahy.Tifrunner.gnm1.ann1.Q2VPH2.1, arahy.Tifrunner.gnm1.ann1.4BU7T8.1	CA01g09810
OG0007931	arahy.Tifrunner.gnm1.ann1.HDGT4K.1, arahy.Tifrunner.gnm1.ann1.10QHSJ.1, arahy.Tifrunner.gnm1.ann1.2P40EC.1, arahy.Tifrunner.gnm1.ann1.NSCH3W.1	CA04g00750, CA02g12270
OG0007932	arahy.Tifrunner.gnm1.ann1.WDPT5N.1, arahy.Tifrunner.gnm1.ann1.5NM8YJ.1	CA00g80190
OG0007934	arahy.Tifrunner.gnm1.ann1.MJ9C76.1, arahy.Tifrunner.gnm1.ann1.NHK9RM.1, arahy.Tifrunner.gnm1.ann1.YGP4KT.1, arahy.Tifrunner.gnm1.ann1.E4FCEH.1	CA12g04040
OG0007935	arahy.Tifrunner.gnm1.ann1.ZP448L.1, arahy.Tifrunner.gnm1.ann1.D34DFJ.1, arahy.Tifrunner.gnm1.ann1.7D105I.1, arahy.Tifrunner.gnm1.ann1.KPN1N6.1	CA09g12940
OG0007936	arahy.Tifrunner.gnm1.ann1.X11R4G.1, arahy.Tifrunner.gnm1.ann1.NIE1A8.1	CA05g09170, CA09g16010
OG0007937	arahy.Tifrunner.gnm1.ann1.L11NM0.1, arahy.Tifrunner.gnm1.ann1.WS9SL7.1	CA08g18900, CA10g09380
OG0007938	arahy.Tifrunner.gnm1.ann1.K6CIAB.1, arahy.Tifrunner.gnm1.ann1.9WQ92K.1	CA11g04870
OG0007939	arahy.Tifrunner.gnm1.ann1.7B6ACI.1, arahy.Tifrunner.gnm1.ann1.I533MD.1	CA11g19080
OG0007940	arahy.Tifrunner.gnm1.ann1.8LT8QW.1, arahy.Tifrunner.gnm1.ann1.YD5AXN.1	CA03g24670
OG0007941	arahy.Tifrunner.gnm1.ann1.L1XN9H.2, arahy.Tifrunner.gnm1.ann1.WXZ4D6.1	CA07g21290, CA10g00830
OG0007942	arahy.Tifrunner.gnm1.ann1.N0D15P.1, arahy.Tifrunner.gnm1.ann1.8BB7J7.2, arahy.Tifrunner.gnm1.ann1.XY0I9M.2, arahy.Tifrunner.gnm1.ann1.KE22LN.1	CA05g03210
OG0007943	arahy.Tifrunner.gnm1.ann1.XVFR0N.1, arahy.Tifrunner.gnm1.ann1.UND1EB.1	CA11g13140
OG0007944	arahy.Tifrunner.gnm1.ann1.ACD5NX.1, arahy.Tifrunner.gnm1.ann1.JFTX0T.1	CA03g26970
OG0007945	arahy.Tifrunner.gnm1.ann1.B80SH2.1, arahy.Tifrunner.gnm1.ann1.1C5HJI.1, arahy.Tifrunner.gnm1.ann1.7WB51G.1, arahy.Tifrunner.gnm1.ann1.013JYW.1	CA11g17590
OG0007946	arahy.Tifrunner.gnm1.ann1.PUF5Z4.2, arahy.Tifrunner.gnm1.ann1.H5LZNT.1	CA08g01010
OG0007947	arahy.Tifrunner.gnm1.ann1.S9FRTX.1, arahy.Tifrunner.gnm1.ann1.SAFK3A.1	CA00g84020, CA12g14620
OG0007948	arahy.Tifrunner.gnm1.ann1.MFQ8D7.1, arahy.Tifrunner.gnm1.ann1.81HHLD.2	CA07g06850, CA09g06320
OG0007949	arahy.Tifrunner.gnm1.ann1.PINB5K.1, arahy.Tifrunner.gnm1.ann1.UDES1U.1	CA12g09750
OG0007950	arahy.Tifrunner.gnm1.ann1.8PYD8T.1, arahy.Tifrunner.gnm1.ann1.563I02.1	CA11g12150
OG0007951	arahy.Tifrunner.gnm1.ann1.0Q1I8G.1, arahy.Tifrunner.gnm1.ann1.G4MAIF.1	CA12g17440
OG0007952	arahy.Tifrunner.gnm1.ann1.T449ZD.1, arahy.Tifrunner.gnm1.ann1.V8TWEN.1	CA05g13790
OG0007953	arahy.Tifrunner.gnm1.ann1.CH6DAG.1, arahy.Tifrunner.gnm1.ann1.8PAY7C.1	CA10g03200, CA00g58470
OG0007954	arahy.Tifrunner.gnm1.ann1.UQ68S4.1, arahy.Tifrunner.gnm1.ann1.00I77L.1	CA03g29920
OG0007955	arahy.Tifrunner.gnm1.ann1.I62MMC.1, arahy.Tifrunner.gnm1.ann1.QTSH12.2	CA07g21490
OG0007957	arahy.Tifrunner.gnm1.ann1.R702JB.1, arahy.Tifrunner.gnm1.ann1.E6IMKI.1	CA07g06410
OG0007958	arahy.Tifrunner.gnm1.ann1.ZQK7BT.2, arahy.Tifrunner.gnm1.ann1.XCTP1G.1	CA11g03890
OG0007959	arahy.Tifrunner.gnm1.ann1.08G8AR.2, arahy.Tifrunner.gnm1.ann1.03CQRM.1	CA07g12720
OG0007960	arahy.Tifrunner.gnm1.ann1.1D22H7.1, arahy.Tifrunner.gnm1.ann1.0BY36D.2	CA03g06390, CA12g10880
OG0007961	arahy.Tifrunner.gnm1.ann1.99W4V5.1	CA10g19440
OG0007962	arahy.Tifrunner.gnm1.ann1.J5AP2X.1, arahy.Tifrunner.gnm1.ann1.PPMM0K.1	CA06g09330
OG0007963	arahy.Tifrunner.gnm1.ann1.SGJW3X.2, arahy.Tifrunner.gnm1.ann1.JV2KD9.1, arahy.Tifrunner.gnm1.ann1.BYXC4Y.3, arahy.Tifrunner.gnm1.ann1.9L1IQQ.3	CA09g16850
OG0007964	arahy.Tifrunner.gnm1.ann1.0R3YHS.1, arahy.Tifrunner.gnm1.ann1.68M1NE.1	CA03g30720, CA06g17400
OG0007965	arahy.Tifrunner.gnm1.ann1.GE7Z65.1, arahy.Tifrunner.gnm1.ann1.Z4F097.1	CA11g12910
OG0007966	arahy.Tifrunner.gnm1.ann1.A1HLZR.1, arahy.Tifrunner.gnm1.ann1.56MJ2J.1, arahy.Tifrunner.gnm1.ann1.024UA3.1, arahy.Tifrunner.gnm1.ann1.L6KZS8.1	CA02g04150
OG0007967	arahy.Tifrunner.gnm1.ann1.T8YV7R.1, arahy.Tifrunner.gnm1.ann1.6W7KNB.1	CA09g17150
OG0007968	arahy.Tifrunner.gnm1.ann1.6B39MA.1, arahy.Tifrunner.gnm1.ann1.ZC30QF.1	CA07g06810
OG0007970	arahy.Tifrunner.gnm1.ann1.NY0GHN.1, arahy.Tifrunner.gnm1.ann1.0IH89K.1, arahy.Tifrunner.gnm1.ann1.IY723J.1, arahy.Tifrunner.gnm1.ann1.CW6LLE.1	CA08g03930, CA01g01590
OG0007971	arahy.Tifrunner.gnm1.ann1.IQ8CLR.2, arahy.Tifrunner.gnm1.ann1.G68EH0.2	CA07g01290
OG0007973	arahy.Tifrunner.gnm1.ann1.GV73NI.1, arahy.Tifrunner.gnm1.ann1.Z69A25.1	CA03g21560
OG0007974	arahy.Tifrunner.gnm1.ann1.LUTY24.1, arahy.Tifrunner.gnm1.ann1.H0G9IY.1	CA07g05240
OG0007976	arahy.Tifrunner.gnm1.ann1.SGCV4P.1, arahy.Tifrunner.gnm1.ann1.GAA875.1	CA11g09730
OG0007977	arahy.Tifrunner.gnm1.ann1.BUM29L.1, arahy.Tifrunner.gnm1.ann1.Z4M8GV.1, arahy.Tifrunner.gnm1.ann1.5WK4WG.1	CA10g04990
OG0007978	arahy.Tifrunner.gnm1.ann1.WBWR58.1, arahy.Tifrunner.gnm1.ann1.632XZS.1, arahy.Tifrunner.gnm1.ann1.DD2ABE.1, arahy.Tifrunner.gnm1.ann1.BD7JB4.1, arahy.Tifrunner.gnm1.ann1.P2WFEB.1	CA03g30030
OG0007979	arahy.Tifrunner.gnm1.ann1.K43FII.1, arahy.Tifrunner.gnm1.ann1.Q6429D.1	CA06g20940
OG0007980	arahy.Tifrunner.gnm1.ann1.I2KX6G.1, arahy.Tifrunner.gnm1.ann1.5I107V.1, arahy.Tifrunner.gnm1.ann1.SH3WT2.1, arahy.Tifrunner.gnm1.ann1.W8G9JC.1	CA08g15700
OG0007981	arahy.Tifrunner.gnm1.ann1.L7ZFGF.1, arahy.Tifrunner.gnm1.ann1.YPH606.1, arahy.Tifrunner.gnm1.ann1.7YHY0R.1, arahy.Tifrunner.gnm1.ann1.DE500R.1	CA00g63820, CA04g02630
OG0007982	arahy.Tifrunner.gnm1.ann1.E2NQKT.1	CA03g31010
OG0007983	arahy.Tifrunner.gnm1.ann1.AR8P07.1, arahy.Tifrunner.gnm1.ann1.MXBT1J.1	CA11g04420
OG0007984	arahy.Tifrunner.gnm1.ann1.ECK8LG.1, arahy.Tifrunner.gnm1.ann1.V0L876.1, arahy.Tifrunner.gnm1.ann1.NXZ6PK.1, arahy.Tifrunner.gnm1.ann1.D09E4Z.2	CA07g14520
OG0007985	arahy.Tifrunner.gnm1.ann1.M3NCM2.1, arahy.Tifrunner.gnm1.ann1.36ZVTJ.1	CA11g14180
OG0007986	arahy.Tifrunner.gnm1.ann1.R181LA.1, arahy.Tifrunner.gnm1.ann1.KHPU6T.1	CA07g17780
OG0007987	arahy.Tifrunner.gnm1.ann1.FL4TQK.1, arahy.Tifrunner.gnm1.ann1.GT4ACT.1	CA02g13970, CA01g12050
OG0007988	arahy.Tifrunner.gnm1.ann1.4W5VYJ.1, arahy.Tifrunner.gnm1.ann1.W65EFT.3	CA02g21690
OG0007989	arahy.Tifrunner.gnm1.ann1.QG1Z6M.1, arahy.Tifrunner.gnm1.ann1.M7GKER.1, arahy.Tifrunner.gnm1.ann1.7APH84.1	CA10g03330, CA10g03370
OG0007990	arahy.Tifrunner.gnm1.ann1.0D25G8.1, arahy.Tifrunner.gnm1.ann1.GF1W8W.1	CA08g01370
OG0007992	arahy.Tifrunner.gnm1.ann1.80YYCP.1, arahy.Tifrunner.gnm1.ann1.YWY5YF.1	CA12g09280
OG0007993	arahy.Tifrunner.gnm1.ann1.PKX4UH.1, arahy.Tifrunner.gnm1.ann1.KI0H1T.1, arahy.Tifrunner.gnm1.ann1.DTBR3Z.1, arahy.Tifrunner.gnm1.ann1.HQ4852.1, arahy.Tifrunner.gnm1.ann1.TWBW4W.1	CA11g17950
OG0007994	arahy.Tifrunner.gnm1.ann1.DIK43V.1, arahy.Tifrunner.gnm1.ann1.MA8DWW.1	CA10g03380
OG0007995	arahy.Tifrunner.gnm1.ann1.37KXDZ.1, arahy.Tifrunner.gnm1.ann1.MUN3SI.1, arahy.Tifrunner.gnm1.ann1.RBH0CP.1, arahy.Tifrunner.gnm1.ann1.JYNE8R.1	CA05g17530
OG0007996	arahy.Tifrunner.gnm1.ann1.BKZC9D.1, arahy.Tifrunner.gnm1.ann1.G0VLJ9.1	CA09g12870
OG0007997	arahy.Tifrunner.gnm1.ann1.DN8DE7.1, arahy.Tifrunner.gnm1.ann1.1D5X8L.1, arahy.Tifrunner.gnm1.ann1.BDIM58.1, arahy.Tifrunner.gnm1.ann1.Y9SFAP.1	CA03g26710
OG0007998	arahy.Tifrunner.gnm1.ann1.LS9MUN.1, arahy.Tifrunner.gnm1.ann1.W0TF53.1	CA11g13270
OG0007999	arahy.Tifrunner.gnm1.ann1.UNBX7R.1, arahy.Tifrunner.gnm1.ann1.1W3D05.1	CA03g32740
