Orthogroup	Arachis_hypogaea	Solanum_lycopersicum
OG0001064	arahy.Tifrunner.gnm1.ann1.YW2RJ0.1, arahy.Tifrunner.gnm1.ann1.ISYP38.1, arahy.Tifrunner.gnm1.ann1.Z62C6M.1, arahy.Tifrunner.gnm1.ann1.C3HPWP.1	Solyc01T003906.1, Solyc02T002776.1
OG0001065	arahy.Tifrunner.gnm1.ann1.8THP1T.1, arahy.Tifrunner.gnm1.ann1.KDA1VZ.1	Solyc10T001412.1, Solyc10T001405.1, Solyc10T001416.1, Solyc10T001408.1
OG0001066	arahy.Tifrunner.gnm1.ann1.J2YZ53.1, arahy.Tifrunner.gnm1.ann1.I9WKA5.1, arahy.Tifrunner.gnm1.ann1.UU4P1L.1, arahy.Tifrunner.gnm1.ann1.PYQ6LW.1	Solyc04T002950.1
OG0001067	arahy.Tifrunner.gnm1.ann1.Z6E1QU.1	Solyc02T002765.1, Solyc02T000847.1
OG0001067	arahy.Tifrunner.gnm1.ann1.MRLT1Q.2, arahy.Tifrunner.gnm1.ann1.VA97SC.1	Solyc04T002578.1
OG0001068	arahy.Tifrunner.gnm1.ann1.ZF534J.1, arahy.Tifrunner.gnm1.ann1.T0PMD2.1, arahy.Tifrunner.gnm1.ann1.UZ271C.1, arahy.Tifrunner.gnm1.ann1.9R67AF.1, arahy.Tifrunner.gnm1.ann1.Q8USHK.1, arahy.Tifrunner.gnm1.ann1.HQ405U.1, arahy.Tifrunner.gnm1.ann1.XPBD2F.1, arahy.Tifrunner.gnm1.ann1.0X0TLP.1, arahy.Tifrunner.gnm1.ann1.TX9QPQ.1, arahy.Tifrunner.gnm1.ann1.P70YKE.1, arahy.Tifrunner.gnm1.ann1.ESXJ5C.1, arahy.Tifrunner.gnm1.ann1.6A6CGZ.1, arahy.Tifrunner.gnm1.ann1.K1EW2C.1, arahy.Tifrunner.gnm1.ann1.V4KYNT.1	Solyc05T002682.1
OG0001069	arahy.Tifrunner.gnm1.ann1.X24ZF9.1, arahy.Tifrunner.gnm1.ann1.3CX1XJ.1, arahy.Tifrunner.gnm1.ann1.L9HQYR.1, arahy.Tifrunner.gnm1.ann1.W85N9Z.1	Solyc03T000482.1, Solyc10T000028.2, Solyc02T001726.1
OG0001070	arahy.Tifrunner.gnm1.ann1.0Y3NBD.1	Solyc02T002884.1
OG0001070	arahy.Tifrunner.gnm1.ann1.Z38NHD.1, arahy.Tifrunner.gnm1.ann1.P38TYM.1	Solyc07T002729.1
OG0001071	arahy.Tifrunner.gnm1.ann1.6QFK0R.1, arahy.Tifrunner.gnm1.ann1.NH81W7.1	Solyc07T000421.1
OG0001072	arahy.Tifrunner.gnm1.ann1.U8GU7U.1, arahy.Tifrunner.gnm1.ann1.W4418Q.1, arahy.Tifrunner.gnm1.ann1.G24X58.1, arahy.Tifrunner.gnm1.ann1.L8F1YU.1, arahy.Tifrunner.gnm1.ann1.A8YQ06.1, arahy.Tifrunner.gnm1.ann1.7WR3XG.1	Solyc06T002562.1
OG0001073	arahy.Tifrunner.gnm1.ann1.U9RBLI.1, arahy.Tifrunner.gnm1.ann1.P2PL73.1, arahy.Tifrunner.gnm1.ann1.NBFF43.1, arahy.Tifrunner.gnm1.ann1.BS7E4V.1, arahy.Tifrunner.gnm1.ann1.7I8QVG.1, arahy.Tifrunner.gnm1.ann1.IU4ZUA.1, arahy.Tifrunner.gnm1.ann1.QFB2YZ.1	Solyc09T002287.1, Solyc06T000338.1
OG0001074	arahy.Tifrunner.gnm1.ann1.44ZEHZ.1, arahy.Tifrunner.gnm1.ann1.EN33GJ.1	Solyc01T003333.1
OG0001074	arahy.Tifrunner.gnm1.ann1.S2SRDX.1, arahy.Tifrunner.gnm1.ann1.1UG3AM.2	Solyc12T002759.1, Solyc01T001737.1
OG0001075	arahy.Tifrunner.gnm1.ann1.RMBA11.1, arahy.Tifrunner.gnm1.ann1.1WI4WZ.1	Solyc01T003449.1
OG0001076	arahy.Tifrunner.gnm1.ann1.J0INTP.1, arahy.Tifrunner.gnm1.ann1.ZJXJ55.1	Solyc08T000376.1, Solyc08T000375.1, Solyc08T002588.1
OG0001077	arahy.Tifrunner.gnm1.ann1.1VR9T8.1	Solyc02T000566.1, Solyc02T001762.1
OG0001077	arahy.Tifrunner.gnm1.ann1.G2HTNH.2, arahy.Tifrunner.gnm1.ann1.YFH0AU.2	Solyc07T001811.1
OG0001078	arahy.Tifrunner.gnm1.ann1.W1RV07.1, arahy.Tifrunner.gnm1.ann1.Y9KA2N.1	Solyc04T000410.1, Solyc04T000411.1
OG0001078	arahy.Tifrunner.gnm1.ann1.1CEU3T.1, arahy.Tifrunner.gnm1.ann1.9BIX4A.1	Solyc10T002740.1, Solyc09T000066.1
OG0001079	arahy.Tifrunner.gnm1.ann1.4Z8JUD.1, arahy.Tifrunner.gnm1.ann1.81C611.1, arahy.Tifrunner.gnm1.ann1.H056B9.1	Solyc11T001924.1, Solyc11T001905.1, Solyc11T001931.1, Solyc11T001927.1, Solyc11T001921.1
OG0001081	arahy.Tifrunner.gnm1.ann1.C7A6P7.1, arahy.Tifrunner.gnm1.ann1.BDR3J7.1	Solyc01T002623.1, Solyc01T002625.1, Solyc01T002624.1, Solyc01T002622.1, Solyc01T002621.1, Solyc05T002179.1
OG0001106	arahy.Tifrunner.gnm1.ann1.EIL6RR.1, arahy.Tifrunner.gnm1.ann1.1WM9G2.1, arahy.Tifrunner.gnm1.ann1.3VNM1Z.1, arahy.Tifrunner.gnm1.ann1.DJ2H3Y.1, arahy.Tifrunner.gnm1.ann1.E6R97N.1, arahy.Tifrunner.gnm1.ann1.QESS4Q.1, arahy.Tifrunner.gnm1.ann1.JJ9I6U.2, arahy.Tifrunner.gnm1.ann1.29MT7J.1, arahy.Tifrunner.gnm1.ann1.VP2AIV.1	Solyc01T004222.1
OG0001108	arahy.Tifrunner.gnm1.ann1.SZV0B9.1, arahy.Tifrunner.gnm1.ann1.Y1X04L.1, arahy.Tifrunner.gnm1.ann1.ZE2N9E.1	Solyc10T002899.1, Solyc09T000181.1
OG0001109	arahy.Tifrunner.gnm1.ann1.WE5WNX.1, arahy.Tifrunner.gnm1.ann1.58NQ7F.3, arahy.Tifrunner.gnm1.ann1.D43PH9.1, arahy.Tifrunner.gnm1.ann1.7J7FTE.1, arahy.Tifrunner.gnm1.ann1.98Q0CB.1	Solyc02T001674.3
OG0001110	arahy.Tifrunner.gnm1.ann1.T252JQ.1, arahy.Tifrunner.gnm1.ann1.CBC9PR.1	Solyc08T002171.1
OG0001110	arahy.Tifrunner.gnm1.ann1.RZ37P0.1, arahy.Tifrunner.gnm1.ann1.KE27EQ.1, arahy.Tifrunner.gnm1.ann1.H0AX16.1, arahy.Tifrunner.gnm1.ann1.F8YVUF.1, arahy.Tifrunner.gnm1.ann1.ZKL3GY.1, arahy.Tifrunner.gnm1.ann1.85Q9C5.1, arahy.Tifrunner.gnm1.ann1.IT5IHR.3, arahy.Tifrunner.gnm1.ann1.TVNS6S.1	Solyc04T002668.3
OG0001111	arahy.Tifrunner.gnm1.ann1.BEKG85.1, arahy.Tifrunner.gnm1.ann1.TR4752.1, arahy.Tifrunner.gnm1.ann1.N3PCBE.1, arahy.Tifrunner.gnm1.ann1.0J0X0V.1	Solyc10T002697.1, Solyc09T000183.1
OG0001112	arahy.Tifrunner.gnm1.ann1.PHSJ1F.1, arahy.Tifrunner.gnm1.ann1.KU25FL.1, arahy.Tifrunner.gnm1.ann1.ALLS5L.1, arahy.Tifrunner.gnm1.ann1.9V0IYD.1	Solyc06T002773.1
OG0001113	arahy.Tifrunner.gnm1.ann1.0Y1PWL.1, arahy.Tifrunner.gnm1.ann1.JKPH3R.1, arahy.Tifrunner.gnm1.ann1.H5PXMS.1, arahy.Tifrunner.gnm1.ann1.2UV9R4.2, arahy.Tifrunner.gnm1.ann1.CI1NNE.1, arahy.Tifrunner.gnm1.ann1.2V3ERI.1, arahy.Tifrunner.gnm1.ann1.XCJ58K.1, arahy.Tifrunner.gnm1.ann1.W77FLI.1, arahy.Tifrunner.gnm1.ann1.Y88425.1, arahy.Tifrunner.gnm1.ann1.8X1DD2.1, arahy.Tifrunner.gnm1.ann1.FJEF2G.1, arahy.Tifrunner.gnm1.ann1.RB3Z54.1, arahy.Tifrunner.gnm1.ann1.5M5P73.1, arahy.Tifrunner.gnm1.ann1.9J1L2I.1, arahy.Tifrunner.gnm1.ann1.EYC1DY.1	Solyc01T002738.2
OG0001115	arahy.Tifrunner.gnm1.ann1.QM32I5.1, arahy.Tifrunner.gnm1.ann1.X1MFIF.1, arahy.Tifrunner.gnm1.ann1.B1R1KQ.1, arahy.Tifrunner.gnm1.ann1.0MP31D.1, arahy.Tifrunner.gnm1.ann1.6F5CM0.1, arahy.Tifrunner.gnm1.ann1.408BM2.1, arahy.Tifrunner.gnm1.ann1.L6JIG8.1	Solyc06T002461.1, Solyc06T000052.1, Solyc06T001030.1, Solyc10T002933.1
OG0001116	arahy.Tifrunner.gnm1.ann1.87RFWK.1, arahy.Tifrunner.gnm1.ann1.LFJE5N.1	Solyc10T002580.1, Solyc10T002581.1
OG0001119	arahy.Tifrunner.gnm1.ann1.PUHY82.1, arahy.Tifrunner.gnm1.ann1.9TI54L.4, arahy.Tifrunner.gnm1.ann1.VKML7N.2, arahy.Tifrunner.gnm1.ann1.D3VYYS.1	Solyc06T001943.1
OG0001121	arahy.Tifrunner.gnm1.ann1.VUQ1KR.1, arahy.Tifrunner.gnm1.ann1.35WB4A.1, arahy.Tifrunner.gnm1.ann1.IJCM88.1, arahy.Tifrunner.gnm1.ann1.Y3DHDC.1	Solyc10T002295.1
OG0001123	arahy.Tifrunner.gnm1.ann1.LRX8W9.2, arahy.Tifrunner.gnm1.ann1.3ELD6T.1, arahy.Tifrunner.gnm1.ann1.5EV3D9.1, arahy.Tifrunner.gnm1.ann1.SJ63PZ.1, arahy.Tifrunner.gnm1.ann1.5JP303.2, arahy.Tifrunner.gnm1.ann1.YGBE80.1	Solyc03T001049.1
OG0001124	arahy.Tifrunner.gnm1.ann1.H1BE6K.1, arahy.Tifrunner.gnm1.ann1.I0MYI4.1, arahy.Tifrunner.gnm1.ann1.7YDG6X.1, arahy.Tifrunner.gnm1.ann1.NVF0I9.1	Solyc08T002378.1
OG0001124	arahy.Tifrunner.gnm1.ann1.WRY82H.1, arahy.Tifrunner.gnm1.ann1.49YPH1.1	Solyc10T000549.1, Solyc01T002859.1
OG0001124	arahy.Tifrunner.gnm1.ann1.CP887V.1, arahy.Tifrunner.gnm1.ann1.PH3TVM.1	Solyc11T002447.1
OG0001125	arahy.Tifrunner.gnm1.ann1.VBU6U3.1, arahy.Tifrunner.gnm1.ann1.QS4CJG.1, arahy.Tifrunner.gnm1.ann1.4Z5MSS.1, arahy.Tifrunner.gnm1.ann1.JJF32N.1	Solyc10T002328.1, Solyc05T000872.1, Solyc08T000669.1, Solyc12T001092.1, Solyc01T001540.1, Solyc09T001102.1
OG0001127	arahy.Tifrunner.gnm1.ann1.S2RI8T.1, arahy.Tifrunner.gnm1.ann1.GN2E7S.1, arahy.Tifrunner.gnm1.ann1.GFC6ND.1, arahy.Tifrunner.gnm1.ann1.HYFE9H.1	Solyc03T000233.1
OG0001127	arahy.Tifrunner.gnm1.ann1.QTN1RI.1, arahy.Tifrunner.gnm1.ann1.G33D6N.1	Solyc08T002473.1, Solyc12T002185.1, Solyc01T002940.1
OG0001128	arahy.Tifrunner.gnm1.ann1.4KSQ0C.1, arahy.Tifrunner.gnm1.ann1.JD09XW.1	Solyc12T002205.1, Solyc08T000316.1, Solyc08T002407.1, Solyc08T002406.1
OG0001128	arahy.Tifrunner.gnm1.ann1.8FI09V.2, arahy.Tifrunner.gnm1.ann1.USAZ2U.2, arahy.Tifrunner.gnm1.ann1.S2Q0RR.1, arahy.Tifrunner.gnm1.ann1.UY7VYK.1	Solyc05T002106.1, Solyc01T002886.1
OG0001129	arahy.Tifrunner.gnm1.ann1.0X9YMY.1, arahy.Tifrunner.gnm1.ann1.SG2Q82.1, arahy.Tifrunner.gnm1.ann1.ETC72T.1, arahy.Tifrunner.gnm1.ann1.F9JXCN.1, arahy.Tifrunner.gnm1.ann1.MFEB25.1, arahy.Tifrunner.gnm1.ann1.LX7XQ5.1, arahy.Tifrunner.gnm1.ann1.AFL9HK.1, arahy.Tifrunner.gnm1.ann1.P9L1XB.1, arahy.Tifrunner.gnm1.ann1.I47HSX.1, arahy.Tifrunner.gnm1.ann1.4DS86I.1	Solyc01T001763.1
OG0001130	arahy.Tifrunner.gnm1.ann1.3599G4.1, arahy.Tifrunner.gnm1.ann1.E8TFP6.1	Solyc08T001999.1, Solyc12T001136.1, Solyc06T001370.1
OG0001130	arahy.Tifrunner.gnm1.ann1.FC0NGR.1, arahy.Tifrunner.gnm1.ann1.2P4BKG.1	Solyc10T000826.1
OG0001131	arahy.Tifrunner.gnm1.ann1.Q9MXQT.1, arahy.Tifrunner.gnm1.ann1.IYU75L.1, arahy.Tifrunner.gnm1.ann1.F5ML4Q.1, arahy.Tifrunner.gnm1.ann1.9P6YIX.1, arahy.Tifrunner.gnm1.ann1.QM7B5R.3, arahy.Tifrunner.gnm1.ann1.6FKZ68.1, arahy.Tifrunner.gnm1.ann1.C1WSFF.1, arahy.Tifrunner.gnm1.ann1.8965YC.1	Solyc04T002965.1, Solyc12T002493.1
OG0001132	arahy.Tifrunner.gnm1.ann1.8EC0VW.1, arahy.Tifrunner.gnm1.ann1.NWH0QG.1, arahy.Tifrunner.gnm1.ann1.YI1B95.1, arahy.Tifrunner.gnm1.ann1.2YDG1M.1	Solyc09T001529.1
OG0001133	arahy.Tifrunner.gnm1.ann1.GU0LJX.1, arahy.Tifrunner.gnm1.ann1.38LFP6.1	Solyc07T001195.1, Solyc12T000225.1
OG0001133	arahy.Tifrunner.gnm1.ann1.7NM7T6.1, arahy.Tifrunner.gnm1.ann1.X9BN4I.1, arahy.Tifrunner.gnm1.ann1.9KE65K.1, arahy.Tifrunner.gnm1.ann1.Q4G4US.1	Solyc03T003351.1, Solyc12T001972.1, Solyc06T001692.1
OG0001134	arahy.Tifrunner.gnm1.ann1.E5BVVA.3, arahy.Tifrunner.gnm1.ann1.U3X98C.2	Solyc01T004283.1
OG0001134	arahy.Tifrunner.gnm1.ann1.7J7UQ4.2, arahy.Tifrunner.gnm1.ann1.24ECRJ.2	Solyc11T001010.1, Solyc06T001550.1
OG0001135	arahy.Tifrunner.gnm1.ann1.ITY3SF.1, arahy.Tifrunner.gnm1.ann1.SGPK7M.1	Solyc01T002861.1
OG0001135	arahy.Tifrunner.gnm1.ann1.4U2MDP.1, arahy.Tifrunner.gnm1.ann1.VI8BIT.1	Solyc06T000704.1
OG0001136	arahy.Tifrunner.gnm1.ann1.P0P2QF.1, arahy.Tifrunner.gnm1.ann1.JLHH9C.2	Solyc06T001793.7, Solyc03T003078.1
OG0001137	arahy.Tifrunner.gnm1.ann1.52QB51.1, arahy.Tifrunner.gnm1.ann1.KG9GRY.1	Solyc08T002280.1
OG0001137	arahy.Tifrunner.gnm1.ann1.B459M5.1, arahy.Tifrunner.gnm1.ann1.L3Y5H0.1	Solyc06T000649.1
OG0001138	arahy.Tifrunner.gnm1.ann1.31DU23.1, arahy.Tifrunner.gnm1.ann1.I8CCU7.1	Solyc11T002565.1
OG0001139	arahy.Tifrunner.gnm1.ann1.RE2PS1.1, arahy.Tifrunner.gnm1.ann1.XUIM66.1, arahy.Tifrunner.gnm1.ann1.GIFH8E.1, arahy.Tifrunner.gnm1.ann1.PHD7EH.1, arahy.Tifrunner.gnm1.ann1.J5KLX8.1, arahy.Tifrunner.gnm1.ann1.HDQ4NC.1, arahy.Tifrunner.gnm1.ann1.0845WK.1, arahy.Tifrunner.gnm1.ann1.88RRM9.1	Solyc10T000851.1
OG0001139	arahy.Tifrunner.gnm1.ann1.TT5YJH.1	Solyc09T001221.1, Solyc09T001203.1
OG0001139	arahy.Tifrunner.gnm1.ann1.60YYL0.1	Solyc01T000954.1, Solyc10T001256.1
OG0001140	arahy.Tifrunner.gnm1.ann1.9CLT74.2, arahy.Tifrunner.gnm1.ann1.2BLG3U.1, arahy.Tifrunner.gnm1.ann1.BGNH9B.1, arahy.Tifrunner.gnm1.ann1.6X2WXG.1	Solyc01T001885.1, Solyc12T002777.1
OG0001140	arahy.Tifrunner.gnm1.ann1.WZDI1D.1, arahy.Tifrunner.gnm1.ann1.MGJM0N.1	Solyc04T000177.1
OG0001141	arahy.Tifrunner.gnm1.ann1.72M7T5.1, arahy.Tifrunner.gnm1.ann1.TU0730.1, arahy.Tifrunner.gnm1.ann1.M3DPW3.2, arahy.Tifrunner.gnm1.ann1.UV84TN.2	Solyc06T000354.1, Solyc10T001104.2, Solyc01T002359.1
OG0001142	arahy.Tifrunner.gnm1.ann1.QX0GHN.1, arahy.Tifrunner.gnm1.ann1.WK3ZZ4.1, arahy.Tifrunner.gnm1.ann1.9U2SR4.1, arahy.Tifrunner.gnm1.ann1.B36403.2	Solyc09T002351.1
OG0001142	arahy.Tifrunner.gnm1.ann1.01U1VE.1, arahy.Tifrunner.gnm1.ann1.8NKF7K.1	Solyc08T000440.1
OG0001143	arahy.Tifrunner.gnm1.ann1.8JQ024.1	Solyc11T002430.1
OG0001143	arahy.Tifrunner.gnm1.ann1.X3NVY2.2, arahy.Tifrunner.gnm1.ann1.P54KY6.1	Solyc06T002240.1
OG0001144	arahy.Tifrunner.gnm1.ann1.PHR55S.1, arahy.Tifrunner.gnm1.ann1.IHN65J.1, arahy.Tifrunner.gnm1.ann1.P2YY4I.1, arahy.Tifrunner.gnm1.ann1.P4L5B1.1, arahy.Tifrunner.gnm1.ann1.RZRU8K.1, arahy.Tifrunner.gnm1.ann1.Y3HE6F.1	Solyc01T001446.1
OG0001145	arahy.Tifrunner.gnm1.ann1.K1LFJJ.1, arahy.Tifrunner.gnm1.ann1.AYA1A5.1, arahy.Tifrunner.gnm1.ann1.SGZ2CH.1	Solyc06T002588.1, Solyc06T002587.1
OG0001145	arahy.Tifrunner.gnm1.ann1.K9QGVV.1, arahy.Tifrunner.gnm1.ann1.W3WWNZ.1	Solyc05T002059.1
OG0001146	arahy.Tifrunner.gnm1.ann1.DJIM9Q.1, arahy.Tifrunner.gnm1.ann1.51NNVX.1	Solyc05T002537.1
OG0001146	arahy.Tifrunner.gnm1.ann1.AF3AF5.1, arahy.Tifrunner.gnm1.ann1.YJ4E0A.1, arahy.Tifrunner.gnm1.ann1.SLGY42.1	Solyc07T001764.1
OG0001147	arahy.Tifrunner.gnm1.ann1.R0DF1M.1, arahy.Tifrunner.gnm1.ann1.5Q2BF5.1	Solyc03T003514.1
OG0001147	arahy.Tifrunner.gnm1.ann1.I4TDB9.1, arahy.Tifrunner.gnm1.ann1.NCC7G2.3	Solyc12T000328.1, Solyc07T001498.1
OG0001148	arahy.Tifrunner.gnm1.ann1.X48S1N.1, arahy.Tifrunner.gnm1.ann1.27A859.1, arahy.Tifrunner.gnm1.ann1.06I94X.1, arahy.Tifrunner.gnm1.ann1.X646PN.1	Solyc09T001876.1
OG0001148	arahy.Tifrunner.gnm1.ann1.XRTP0J.1, arahy.Tifrunner.gnm1.ann1.C04ZAI.1, arahy.Tifrunner.gnm1.ann1.H1VN8R.1, arahy.Tifrunner.gnm1.ann1.BS7P7Y.2	Solyc04T001469.1
OG0001149	arahy.Tifrunner.gnm1.ann1.Y31NGD.1, arahy.Tifrunner.gnm1.ann1.36NU8Z.1, arahy.Tifrunner.gnm1.ann1.QG71SU.1, arahy.Tifrunner.gnm1.ann1.GE8ZA7.1	Solyc02T000738.1, Solyc03T000611.1, Solyc03T000609.1, Solyc03T000606.1, Solyc03T000608.1, Solyc10T002359.1
OG0001150	arahy.Tifrunner.gnm1.ann1.77R9Y6.1, arahy.Tifrunner.gnm1.ann1.KPH33C.1, arahy.Tifrunner.gnm1.ann1.49E3RC.1	Solyc01T000955.1, Solyc08T001030.1, Solyc00T000006.1, Solyc10T000869.1
OG0001151	arahy.Tifrunner.gnm1.ann1.BGR17W.1, arahy.Tifrunner.gnm1.ann1.IFJ1V3.1	Solyc12T000189.1
OG0001151	arahy.Tifrunner.gnm1.ann1.XI5WK7.1, arahy.Tifrunner.gnm1.ann1.1FMC3R.1	Solyc09T002443.1, Solyc03T000030.1
OG0001152	arahy.Tifrunner.gnm1.ann1.34XY90.1, arahy.Tifrunner.gnm1.ann1.4VI3XS.1, arahy.Tifrunner.gnm1.ann1.Z3Y2S3.1, arahy.Tifrunner.gnm1.ann1.LU8TWQ.1	Solyc11T000296.1, Solyc05T000439.1, Solyc04T000139.1
OG0001153	arahy.Tifrunner.gnm1.ann1.1628KP.1, arahy.Tifrunner.gnm1.ann1.AF70II.1	Solyc06T001141.1
OG0001153	arahy.Tifrunner.gnm1.ann1.S22EMT.1	Solyc06T000563.1, Solyc08T001060.1
OG0001154	arahy.Tifrunner.gnm1.ann1.V2HYM6.1, arahy.Tifrunner.gnm1.ann1.9QV869.1, arahy.Tifrunner.gnm1.ann1.M2T0M7.1, arahy.Tifrunner.gnm1.ann1.EC9EW7.1	Solyc10T001300.1
OG0001157	arahy.Tifrunner.gnm1.ann1.GS7VU5.1	Solyc08T000288.1, Solyc08T000287.1, Solyc12T002235.1
OG0001158	arahy.Tifrunner.gnm1.ann1.PK8SC9.1, arahy.Tifrunner.gnm1.ann1.957CJD.1, arahy.Tifrunner.gnm1.ann1.MV0Q13.1	Solyc11T002518.1, Solyc11T002517.1
OG0001159	arahy.Tifrunner.gnm1.ann1.NQB5D8.1, arahy.Tifrunner.gnm1.ann1.HEF3AB.1, arahy.Tifrunner.gnm1.ann1.03J9E3.1, arahy.Tifrunner.gnm1.ann1.R2LEPT.1, arahy.Tifrunner.gnm1.ann1.QDKY8B.1, arahy.Tifrunner.gnm1.ann1.C6TN6F.1, arahy.Tifrunner.gnm1.ann1.T44QZ0.1	Solyc12T000602.1, Solyc07T002516.2
OG0001160	arahy.Tifrunner.gnm1.ann1.SIHD8Y.1	Solyc05T000076.1
OG0001160	arahy.Tifrunner.gnm1.ann1.VRBE94.1, arahy.Tifrunner.gnm1.ann1.YL3Z6V.1	Solyc05T000910.1
OG0001161	arahy.Tifrunner.gnm1.ann1.67WLF9.1, arahy.Tifrunner.gnm1.ann1.XX0MPJ.1	Solyc12T000038.1, Solyc07T002546.1
OG0001161	arahy.Tifrunner.gnm1.ann1.8XPP8W.2, arahy.Tifrunner.gnm1.ann1.WFJ76T.1	Solyc07T002182.1
OG0001161	arahy.Tifrunner.gnm1.ann1.YHX78I.1	Solyc02T001638.1
OG0001163	arahy.Tifrunner.gnm1.ann1.AL90CE.1, arahy.Tifrunner.gnm1.ann1.IA1AQU.2, arahy.Tifrunner.gnm1.ann1.AP6PTA.1, arahy.Tifrunner.gnm1.ann1.FB3Z2N.1, arahy.Tifrunner.gnm1.ann1.2959SN.1, arahy.Tifrunner.gnm1.ann1.4LXC2Y.1	Solyc04T000643.1
OG0001163	arahy.Tifrunner.gnm1.ann1.A6PFHD.1, arahy.Tifrunner.gnm1.ann1.BWWN3T.1	Solyc01T002439.1
OG0001164	arahy.Tifrunner.gnm1.ann1.D51ZYB.1, arahy.Tifrunner.gnm1.ann1.ZIBD16.1	Solyc01T000050.1, Solyc11T000571.1
OG0001164	arahy.Tifrunner.gnm1.ann1.M018VL.1, arahy.Tifrunner.gnm1.ann1.EN4Q1L.1	Solyc02T002245.1
OG0001165	arahy.Tifrunner.gnm1.ann1.39XEAH.1, arahy.Tifrunner.gnm1.ann1.63RFF5.1, arahy.Tifrunner.gnm1.ann1.DR7LK2.1	Solyc01T000661.1, Solyc11T001879.1, Solyc11T001885.1
OG0001165	arahy.Tifrunner.gnm1.ann1.T2K6QT.1, arahy.Tifrunner.gnm1.ann1.P2WQA7.1, arahy.Tifrunner.gnm1.ann1.GM71XY.1	Solyc01T002409.1
OG0001166	arahy.Tifrunner.gnm1.ann1.CN9KST.1	Solyc01T000146.1, Solyc10T002557.1
OG0001166	arahy.Tifrunner.gnm1.ann1.P25GE7.1, arahy.Tifrunner.gnm1.ann1.C1Z4ZG.1	Solyc01T000350.1, Solyc11T002438.1, Solyc06T002244.1
OG0001167	arahy.Tifrunner.gnm1.ann1.IT30K9.1, arahy.Tifrunner.gnm1.ann1.57J6T7.1	Solyc08T001375.1, Solyc12T000278.1
OG0001167	arahy.Tifrunner.gnm1.ann1.FYS5DJ.1, arahy.Tifrunner.gnm1.ann1.FD2W4I.1, arahy.Tifrunner.gnm1.ann1.I42E36.1, arahy.Tifrunner.gnm1.ann1.PT27R6.1	Solyc09T000225.1, Solyc06T002345.1
OG0001169	arahy.Tifrunner.gnm1.ann1.982ILH.1	Solyc09T001212.1
OG0001170	arahy.Tifrunner.gnm1.ann1.9D9T18.1, arahy.Tifrunner.gnm1.ann1.U8ESB5.1, arahy.Tifrunner.gnm1.ann1.G66WJ0.1, arahy.Tifrunner.gnm1.ann1.CQ5AKN.1	Solyc03T002094.1, Solyc03T002105.1, Solyc03T002107.1, Solyc04T001847.1
OG0001171	arahy.Tifrunner.gnm1.ann1.NPCD8X.1, arahy.Tifrunner.gnm1.ann1.CKDA6G.1	Solyc02T002088.1
OG0001171	arahy.Tifrunner.gnm1.ann1.MS0L9J.3, arahy.Tifrunner.gnm1.ann1.UC7XCF.1, arahy.Tifrunner.gnm1.ann1.HW7REX.2, arahy.Tifrunner.gnm1.ann1.KWX7I5.3	Solyc06T001998.1, Solyc01T003267.1
OG0001172	arahy.Tifrunner.gnm1.ann1.FH5FW8.1, arahy.Tifrunner.gnm1.ann1.9W3900.1	Solyc04T002911.1
OG0001173	arahy.Tifrunner.gnm1.ann1.AMD511.1, arahy.Tifrunner.gnm1.ann1.0KL0LR.2, arahy.Tifrunner.gnm1.ann1.18P1UB.1, arahy.Tifrunner.gnm1.ann1.VV93CW.1, arahy.Tifrunner.gnm1.ann1.8W1FYB.1, arahy.Tifrunner.gnm1.ann1.13S01Z.2, arahy.Tifrunner.gnm1.ann1.D6H7UI.1	Solyc10T000394.1
OG0001174	arahy.Tifrunner.gnm1.ann1.05X33F.1, arahy.Tifrunner.gnm1.ann1.SN2AIN.1, arahy.Tifrunner.gnm1.ann1.TCQK5L.1, arahy.Tifrunner.gnm1.ann1.T0DAJU.1	Solyc01T004150.1, Solyc10T001703.1, Solyc10T001702.1
OG0001175	arahy.Tifrunner.gnm1.ann1.D7F0H1.1, arahy.Tifrunner.gnm1.ann1.3RSD4F.1, arahy.Tifrunner.gnm1.ann1.N3PPJ2.1	Solyc01T001332.1, Solyc03T001285.1, Solyc11T000369.1, Solyc05T002687.1
OG0001176	arahy.Tifrunner.gnm1.ann1.N5U1SR.1, arahy.Tifrunner.gnm1.ann1.2TLN1G.1	Solyc01T004302.1
OG0001176	arahy.Tifrunner.gnm1.ann1.E2P3C3.1, arahy.Tifrunner.gnm1.ann1.I7Y4WF.1, arahy.Tifrunner.gnm1.ann1.2D2JRR.1	Solyc03T000571.1, Solyc02T002017.1
OG0001177	arahy.Tifrunner.gnm1.ann1.6WM8G7.2, arahy.Tifrunner.gnm1.ann1.P7R2PY.1, arahy.Tifrunner.gnm1.ann1.38ICVW.1	Solyc11T000931.1, Solyc11T000932.1, Solyc11T000928.1, Solyc11T000929.1
OG0001178	arahy.Tifrunner.gnm1.ann1.UHM7Q0.1, arahy.Tifrunner.gnm1.ann1.QCJH2T.1, arahy.Tifrunner.gnm1.ann1.NF84TW.1, arahy.Tifrunner.gnm1.ann1.YY6DN0.1, arahy.Tifrunner.gnm1.ann1.8X9LLP.1	Solyc02T002053.1, Solyc04T002868.1
