Orthogroup	Prunus_persica	Solanum_lycopersicum
OG0003451	Prupe.3G233500.1	Solyc12T000480.2, Solyc07T002166.1
OG0003453	Prupe.3G139900.1, Prupe.4G050700.1	Solyc02T001532.1
OG0003454	Prupe.3G092400.1	Solyc03T003020.2
OG0003455	Prupe.6G263400.1	Solyc09T000552.1
OG0003455	Prupe.6G117100.1	Solyc11T002133.1
OG0003456	Prupe.6G145200.1	Solyc01T000361.1, Solyc11T002250.1, Solyc06T002274.1
OG0003457	Prupe.1G191600.1	Solyc06T002191.2
OG0003458	Prupe.5G117700.1	Solyc08T002475.1
OG0003459	Prupe.2G269400.1	Solyc03T001961.1
OG0003460	Prupe.6G145600.1	Solyc06T002253.1, Solyc11T002453.1, Solyc01T000355.1, Solyc06T002255.1
OG0003461	Prupe.6G113300.1	Solyc11T002104.1
OG0003462	Prupe.3G233900.1	Solyc10T000361.1
OG0003463	Prupe.1G214400.1, Prupe.5G140600.1	Solyc06T001805.1, Solyc03T003099.1
OG0003464	Prupe.5G179500.1	Solyc03T002639.3
OG0003464	Prupe.5G179300.1	Solyc01T002455.1
OG0003465	Prupe.1G459400.1, Prupe.1G291400.1	Solyc08T001662.1
OG0003466	Prupe.4G167600.1	Solyc07T002446.1, Solyc10T000228.1
OG0003467	Prupe.6G118700.1	Solyc09T000301.3, Solyc10T002838.2
OG0003468	Prupe.7G049900.1	Solyc10T002309.1
OG0003468	Prupe.2G027600.1	Solyc01T002028.2
OG0003469	Prupe.5G140500.1, Prupe.1G214300.1	Solyc06T001802.1, Solyc12T001858.1, Solyc05T000732.1
OG0003470	Prupe.4G171300.1, Prupe.4G171400.1	Solyc12T000655.1, Solyc07T002457.1
OG0003471	Prupe.6G104600.1	Solyc10T000522.1
OG0003472	Prupe.1G478800.1	Solyc08T001110.1
OG0003473	Prupe.5G113900.1	Solyc08T002445.1
OG0003473	Prupe.2G306100.1	Solyc03T000254.1
OG0003474	Prupe.3G226700.1, Prupe.3G226300.1, Prupe.3G226100.1, Prupe.3G226500.1, Prupe.3G226200.1, Prupe.3G226600.1, Prupe.3G226000.1	Solyc07T002022.1, Solyc07T002021.1
OG0003475	Prupe.5G157700.1	Solyc03T002423.1
OG0003475	Prupe.1G238500.1	Solyc05T000888.1
OG0003476	Prupe.1G555400.1	Solyc11T001253.1
OG0003477	Prupe.7G195000.1	Solyc03T003051.1, Solyc07T001505.1, Solyc12T000333.1
OG0003478	Prupe.7G200000.1	Solyc07T001466.1
OG0003479	Prupe.3G215700.1, Prupe.4G018100.1	Solyc02T000529.1
OG0003480	Prupe.6G178400.1	Solyc04T002265.1, Solyc04T002264.1
OG0003481	Prupe.4G254300.1	Solyc11T001989.1
OG0003482	Prupe.5G096300.1	Solyc08T002337.1, Solyc08T000302.1
OG0003483	Prupe.6G137600.1	Solyc11T002231.1
OG0003484	Prupe.5G137400.1	Solyc08T000380.1
OG0003485	Prupe.7G149400.1, Prupe.8G102400.1	Solyc03T000642.1, Solyc01T004124.1, Solyc01T004126.1
OG0003486	Prupe.2G276700.1	Solyc03T001851.1, Solyc05T002289.1
OG0003487	Prupe.5G221500.1	Solyc12T001519.1, Solyc03T003238.1
OG0003488	Prupe.1G234800.1	Solyc11T001893.1, Solyc10T000840.1, Solyc01T001273.1, Solyc10T000880.1, Solyc10T001034.1
OG0003489	Prupe.8G085000.1	Solyc02T002060.1
OG0003490	Prupe.3G311300.1, Prupe.5G144900.1	Solyc06T002105.1, Solyc06T002103.1, Solyc03T002223.1, Solyc03T002222.1
OG0003491	Prupe.1G405800.1, Prupe.7G202300.1	Solyc07T001418.1, Solyc08T001191.1, Solyc08T001206.1
OG0003492	Prupe.6G363200.1	Solyc04T001253.1, Solyc05T002735.1
OG0003493	Prupe.4G197000.1	Solyc12T000029.1, Solyc10T000161.1, PRAM_80941.1.p1, Solyc07T002013.1
OG0003494	Prupe.3G124500.1, Prupe.4G170600.1	Solyc10T000310.1
OG0003495	Prupe.1G560100.1	Solyc10T001258.1, Solyc01T003701.1
OG0003496	Prupe.5G098000.1, Prupe.5G097900.1	Solyc08T002345.1, Solyc08T002344.1
OG0003497	Prupe.4G257200.1	Solyc11T001967.1
OG0003498	Prupe.1G258100.1	Solyc05T000080.1
OG0003499	Prupe.3G186500.1	Solyc08T000479.1, Solyc12T000155.3, Solyc07T001630.1, Solyc12T000151.2
OG0003500	Prupe.6G087300.1	Solyc06T002402.3, Solyc11T002557.2
OG0003501	Prupe.1G278500.1, Prupe.5G196900.1	Solyc03T002859.1, Solyc07T001793.1, Solyc06T001387.1
OG0003503	Prupe.5G216100.1	Solyc03T003281.2
OG0003504	Prupe.7G204700.1	Solyc12T000312.2
OG0003505	Prupe.1G369300.1	Solyc01T004224.1, Solyc04T002878.1
OG0003506	Prupe.1G223700.1	Solyc05T001050.1
OG0003507	Prupe.2G022300.1	Solyc01T002471.1
OG0003507	Prupe.4G253900.1	Solyc11T002003.1
OG0003508	Prupe.8G087000.1	Solyc10T002292.1, Solyc10T002294.1, Solyc10T001782.1, Solyc01T004207.1
OG0003509	Prupe.1G331000.1	Solyc09T000424.1
OG0003510	Prupe.1G329500.1	Solyc04T002307.1, Solyc04T000207.1
OG0003511	Prupe.1G338400.1	PRAM_36967.1.p2
OG0003512	Prupe.2G028700.1, Prupe.4G258200.1	Solyc12T002806.1, Solyc01T000316.1
OG0003513	Prupe.7G263100.1	Solyc08T000177.1, Solyc07T000058.1
OG0003514	Prupe.1G523000.1	Solyc04T002364.1
OG0003514	Prupe.6G193400.1	Solyc05T002257.1, Solyc11T000411.1
OG0003515	Prupe.4G059200.1	Solyc02T001464.1
OG0003516	Prupe.3G227900.1	Solyc07T001762.1
OG0003516	Prupe.3G227800.1	Solyc12T000059.1, Solyc07T002202.1, Solyc07T002039.1, Solyc07T002040.1, Solyc07T002204.1
OG0003517	Prupe.6G157900.1	Solyc03T001521.1
OG0003518	Prupe.2G130000.1, Prupe.1G159500.1, Prupe.2G130800.1, Prupe.8G200100.1	Solyc07T000417.1
OG0003519	Prupe.5G147500.1, Prupe.3G309200.1	Solyc06T000872.2, Solyc06T001489.1, Solyc01T003133.1
OG0003520	Prupe.3G137500.1	Solyc07T002135.1
OG0003522	Prupe.5G149300.1	Solyc03T002353.1
OG0003523	Prupe.8G062400.1	Solyc10T001282.1
OG0003524	Prupe.6G118600.1	Solyc11T002140.1
OG0003524	Prupe.7G118600.1	Solyc10T002648.1
OG0003525	Prupe.7G206100.1	Solyc12T000306.1
OG0003526	Prupe.2G136200.1	Solyc01T002949.1
OG0003526	Prupe.2G275900.1	Solyc03T001861.1
OG0003527	Prupe.4G085800.1	Solyc08T000742.1
OG0003528	Prupe.7G213900.1, Prupe.7G213800.1	Solyc07T001090.1, Solyc12T000284.1
OG0003529	Prupe.5G097500.1	Solyc08T002339.1, Solyc12T002220.1
OG0003530	Prupe.8G098200.1	Solyc01T004139.1
OG0003531	Prupe.7G260100.1	Solyc07T000029.2
OG0003532	Prupe.5G118500.1, Prupe.2G187000.1	Solyc08T002482.1
OG0003533	Prupe.1G533600.1, Prupe.3G020400.1, Prupe.1G533700.1, Prupe.6G303900.1, Prupe.6G304100.1	Solyc01T003450.1
OG0003534	Prupe.6G306600.1	Solyc01T003427.1, Solyc10T000175.1
OG0003535	Prupe.5G169500.1	Solyc06T002002.1, Solyc03T002510.1
OG0003536	Prupe.1G163100.1	Solyc12T002686.1, Solyc09T002756.1
OG0003537	Prupe.1G255300.1	Solyc04T000955.1, Solyc05T000066.1
OG0003538	Prupe.4G088300.1	Solyc02T000277.1
OG0003539	Prupe.3G163400.1	Solyc11T000553.1
OG0003540	Prupe.1G233000.1	Solyc04T001172.1, Solyc05T000939.1
OG0003541	Prupe.4G082000.1	Solyc08T000616.1
OG0003541	Prupe.4G150100.1	Solyc07T002351.1
OG0003542	Prupe.1G266400.1	Solyc05T000186.1
OG0003543	Prupe.4G154500.1, Prupe.7G068600.1	Solyc10T002459.2
OG0003544	Prupe.6G172800.1	Solyc04T001687.1
OG0003545	Prupe.8G096500.1	Solyc01T004149.1
OG0003546	Prupe.1G172000.1	Solyc06T002215.1, Solyc11T002471.1
OG0003547	Prupe.6G005400.1	Solyc01T001252.1
OG0003548	Prupe.1G551100.1, Prupe.2G019600.1	Solyc11T001020.1
OG0003549	Prupe.5G006500.1, Prupe.6G005500.1	Solyc02T001097.1
OG0003550	Prupe.1G495600.1	Solyc11T000674.1, Solyc06T001291.1
OG0003551	Prupe.4G041300.1	Solyc03T000154.1, Solyc02T001585.1
OG0003552	Prupe.1G375200.1, Prupe.8G091900.1, Prupe.7G244800.1	Solyc10T001765.1, Solyc01T004173.1
OG0003553	Prupe.3G134800.1	Solyc07T002084.1, Solyc10T000320.1
OG0003554	Prupe.1G249800.1	Solyc04T000873.1
OG0003555	Prupe.5G145600.1, Prupe.5G145400.1, Prupe.5G145900.1	Solyc03T002216.1, Solyc03T002214.1
OG0003556	Prupe.1G269700.1, Prupe.5G188000.1, Prupe.5G187900.1	Solyc02T002348.1, Solyc06T001938.1, Solyc03T002571.1
OG0003557	Prupe.5G157300.1, Prupe.3G298900.1	Solyc03T002412.1
OG0003558	Prupe.3G057800.1	Solyc06T001671.1, Solyc03T003393.1
OG0003558	Prupe.7G218800.1	Solyc12T000262.1
OG0003559	Prupe.4G048100.1	Solyc02T001553.1
OG0003560	Prupe.6G117600.1	Solyc06T002321.1, Solyc11T002136.1
OG0003561	Prupe.4G201500.1	Solyc07T002569.1, Solyc10T000150.1
OG0003562	Prupe.2G027700.1	Solyc11T001971.1, Solyc01T002032.1
OG0003563	Prupe.3G281800.1	Solyc02T002274.1
OG0003563	Prupe.1G256300.1	Solyc05T000070.1
OG0003564	Prupe.3G293400.1	Solyc12T001389.1, Solyc02T002859.1
OG0003564	Prupe.1G245800.1	Solyc05T000817.1
OG0003565	Prupe.5G209200.1, Prupe.5G209700.1	Solyc06T001876.1, Solyc03T002751.3
OG0003566	Prupe.4G273900.1	Solyc05T002769.1
OG0003567	Prupe.4G039400.1	Solyc02T001605.1
OG0003568	Prupe.4G052900.1	Solyc10T000405.1, Solyc02T001512.1
OG0003569	Prupe.2G145200.1	Solyc07T002214.1, Solyc02T000818.1
OG0003570	Prupe.1G338100.1	Solyc01T000009.3
OG0003571	Prupe.4G073000.1	Solyc03T000084.1
OG0003572	Prupe.1G207100.1	Solyc08T000421.2
OG0003573	Prupe.3G252300.1	Solyc03T002774.1, Solyc02T000951.1
OG0003574	Prupe.4G271900.1	Solyc06T001322.1, Solyc08T002173.1
OG0003575	Prupe.6G236100.1, Prupe.2G212500.1	Solyc09T000182.1, Solyc10T002900.1
OG0003576	Prupe.2G134800.1	Solyc01T002661.1
OG0003577	Prupe.6G151600.1	Solyc01T000343.1
OG0003577	Prupe.3G134100.1, Prupe.3G133800.1	Solyc01T001352.1
OG0003578	Prupe.8G026900.1, Prupe.8G027400.1, Prupe.8G027200.1, Prupe.8G026600.1	Solyc11T002474.1, Solyc01T000324.1
OG0003579	Prupe.5G173700.1	Solyc03T002700.1
OG0003580	Prupe.1G404300.1	Solyc08T001198.1, Solyc08T001196.1
OG0003581	Prupe.4G046700.1	Solyc12T000467.1, Solyc02T001561.1
OG0003582	Prupe.8G102300.1	Solyc01T004127.1
OG0003582	Prupe.1G382300.1	Solyc04T002765.1, Solyc12T002445.1
OG0003583	Prupe.2G032200.1	Solyc11T000054.1
OG0003584	Prupe.2G255400.1, Prupe.6G130900.1	Solyc06T000964.1, Solyc05T002370.2
OG0003585	Prupe.4G054700.1	Solyc03T000129.1
OG0003586	Prupe.5G180300.1	Solyc02T002302.1, Solyc02T001015.1
OG0003586	Prupe.1G234100.1	Solyc03T002629.1
OG0003587	Prupe.7G111000.1	Solyc09T000346.1, Solyc11T000186.1
OG0003588	Prupe.2G261000.1	Solyc06T000900.1, Solyc06T002575.1
OG0003589	Prupe.1G451900.1	Solyc08T001610.1
OG0003589	Prupe.1G451800.1	Solyc07T001196.3
OG0003591	Prupe.5G242300.1	Solyc09T000964.1, Solyc10T000901.1, Solyc06T002078.1, Solyc03T002288.1
OG0003592	Prupe.1G511100.1	Solyc04T002266.1
OG0003592	Prupe.6G179100.1	Solyc04T001781.1
OG0003593	Prupe.4G272100.1	Solyc06T001250.1, Solyc04T001988.3, Solyc12T002176.1, Solyc05T002759.1
OG0003594	Prupe.4G063800.1	Solyc02T001407.1
OG0003595	Prupe.1G486800.1, Prupe.1G486700.1	Solyc08T000831.1
OG0003596	Prupe.3G157400.1	Solyc02T000800.1, Solyc02T000803.2, Solyc02T002201.1, Solyc02T002203.1
OG0003597	Prupe.1G435300.1	Solyc04T002669.1
OG0003597	Prupe.8G125800.1	Solyc01T004015.1
OG0003598	Prupe.3G257100.1	Solyc02T000970.1, Solyc02T002989.1, PRAM_25858.1.p1, Solyc02T002988.1
OG0003599	Prupe.1G400900.1	Solyc08T001661.1
OG0003600	Prupe.1G518900.1, Prupe.1G517500.1	Solyc06T000185.1, Solyc03T000925.1, Solyc03T000926.1
OG0003601	Prupe.8G096200.1, Prupe.8G064900.1	Solyc01T004152.1
OG0003602	Prupe.6G303600.1	Solyc04T001442.1
OG0003602	Prupe.6G303700.1	Solyc01T003453.1, Solyc01T003452.1
OG0003603	Prupe.4G068700.1	Solyc12T002317.1, Solyc03T000096.1, Solyc02T001351.1
OG0003604	Prupe.1G398700.1, Prupe.1G019200.1	Solyc12T002591.1, Solyc08T000143.1, Solyc11T001260.1
OG0003605	Prupe.3G068300.1, Prupe.3G068400.1, Prupe.1G452300.1	Solyc08T001606.1, Solyc11T002396.1
OG0003606	Prupe.3G242300.1	Solyc03T000915.1
OG0003607	Prupe.1G486500.1	Solyc01T002846.1
OG0003608	Prupe.1G401000.1	Solyc12T002585.1, Solyc08T001670.1
OG0003609	Prupe.5G088900.1	Solyc08T000284.1, Solyc12T002241.1, Solyc08T002278.1
OG0003610	Prupe.5G242700.1	Solyc03T002292.2
OG0003612	Prupe.1G540900.1	Solyc04T002486.1
OG0003612	Prupe.6G210600.1	Solyc02T002695.2
OG0003614	Prupe.8G006800.1	Solyc07T002487.1
OG0003615	Prupe.1G550200.1	Solyc06T001524.1
OG0003616	Prupe.2G302600.1	Solyc03T000272.1, Solyc06T000735.1
OG0003617	Prupe.1G308800.1	Solyc03T003257.1
OG0003618	Prupe.1G531800.1	Solyc04T002427.1
OG0003618	Prupe.6G201400.1	Solyc11T000444.1
OG0003619	Prupe.5G141000.1	Solyc08T000111.1, Solyc03T001659.1, Solyc06T001807.1
OG0003620	Prupe.5G021300.1	Solyc08T001869.4, Solyc08T001531.1
OG0003621	Prupe.5G040900.1	Solyc08T001995.1, Solyc08T000198.1
OG0003622	Prupe.5G036800.1	Solyc08T001978.1, Solyc06T001383.1
OG0003623	Prupe.5G028400.1	Solyc08T001920.1, Solyc08T000028.1, Solyc06T001661.1
OG0003624	Prupe.5G028800.1	Solyc08T000027.1, Solyc08T001919.1
OG0003625	Prupe.2G057700.1, Prupe.2G056200.1, Prupe.2G018400.1, Prupe.2G066700.1, Prupe.2G068200.1, Prupe.2G055800.1	Solyc08T001800.1
OG0003626	Prupe.6G196000.1	Solyc05T002254.1, Solyc04T000502.1
OG0003626	Prupe.1G527100.1	Solyc04T002392.1
OG0003627	Prupe.8G054100.1	Solyc08T001566.1
OG0003628	Prupe.5G054800.1, Prupe.2G121100.1	Solyc08T002058.1
OG0003629	Prupe.8G142200.1, Prupe.6G222600.1	Solyc02T000848.1, Solyc11T001942.1, Solyc02T002769.1
OG0003630	Prupe.5G081600.1	Solyc08T000259.1, Solyc08T002236.1
OG0003631	Prupe.7G229100.1	Solyc12T000210.1
OG0003632	Prupe.1G352700.1	Solyc05T002371.1
OG0003633	Prupe.5G034100.1	Solyc08T001966.1
OG0003634	Prupe.5G074800.1, Prupe.5G074900.1	Solyc06T001318.1
OG0003635	Prupe.1G353600.1	Solyc08T001814.1
OG0003636	Prupe.5G045000.1	Solyc08T002002.2, Solyc06T001369.1
OG0003637	Prupe.5G038500.1	Solyc08T000002.1
OG0003638	Prupe.5G058700.1	Solyc08T002079.1, Solyc08T000220.2
OG0003639	Prupe.5G183900.1	Solyc03T002608.1
OG0003640	Prupe.1G371700.1	Solyc07T001126.1
OG0003640	Prupe.2G215900.1	Solyc10T001814.1
OG0003641	Prupe.5G091400.1	Solyc12T002233.1, Solyc08T000293.1, Solyc08T002294.1
OG0003642	Prupe.5G057100.1	Solyc08T002067.1, Solyc08T000218.1
OG0003643	Prupe.5G086900.1	Solyc08T002267.1, Solyc08T000282.1
OG0003644	Prupe.6G217700.1	Solyc02T000839.1, Solyc02T002735.1
OG0003645	Prupe.5G062000.1	Solyc08T002099.1
OG0003645	Prupe.2G272400.1	Solyc05T002324.1, Solyc03T001887.1, Solyc03T001886.1, Solyc03T001888.1
OG0003646	Prupe.5G174700.1	Solyc03T002692.1, Solyc06T001983.1
OG0003647	Prupe.5G188500.1	Solyc03T002567.4
OG0003647	Prupe.5G188700.1, Prupe.5G229600.1	Solyc06T001934.1
OG0003648	Prupe.5G175400.1	Solyc03T002682.1, Solyc06T001979.1
OG0003648	Prupe.3G283600.1	Solyc12T001232.1
OG0003649	Prupe.7G267800.1	Solyc12T000933.1, Solyc08T000454.1
OG0003649	Prupe.6G222100.1	Solyc02T002766.1
OG0003650	Prupe.3G240300.1, Prupe.5G161800.1	Solyc02T002520.1
OG0003651	Prupe.1G301800.1	Solyc05T000524.1
OG0003652	Prupe.6G253400.1, Prupe.2G296800.1	Solyc03T000355.1, Solyc06T000694.1, Solyc01T002834.1
OG0003653	Prupe.1G583800.1, Prupe.4G288000.1	Solyc10T001040.1, Solyc10T001041.2, Solyc01T003527.1
OG0003654	Prupe.5G113400.1	Solyc08T002443.1
OG0003655	Prupe.7G159400.1, Prupe.7G159300.1, Prupe.7G159600.1, Prupe.7G159500.1, Prupe.7G165500.1	Solyc02T002106.1
OG0003655	Prupe.4G113000.1, Prupe.7G159000.1	Solyc02T002107.1
OG0003656	Prupe.1G380800.1, Prupe.6G064600.1	Solyc02T002159.1, Solyc03T000638.1
OG0003657	Prupe.3G283000.1	Solyc02T001025.1, Solyc02T002269.1
OG0003658	Prupe.5G061500.1	Solyc08T002093.2, Solyc06T001346.1
OG0003659	Prupe.5G014700.1	Solyc12T002562.1, Solyc08T001795.1
OG0003660	Prupe.8G094700.1, Prupe.8G095300.1, Prupe.7G156800.1	Solyc02T002121.1
OG0003661	Prupe.7G215600.1	Solyc05T001631.1
OG0003661	Prupe.1G416300.1	Solyc11T002369.1, Solyc08T001374.1, Solyc03T001914.1
OG0003662	Prupe.1G204600.1	Solyc12T000439.1
OG0003663	Prupe.8G010900.1	Solyc04T001982.1
OG0003664	Prupe.1G515100.1	Solyc04T002296.1
OG0003665	Prupe.7G265900.1	Solyc07T000097.1
OG0003667	Prupe.8G018100.1, Prupe.8G207100.1	Solyc06T001239.1
OG0003667	Prupe.8G018300.1, Prupe.8G018400.1, Prupe.8G018600.1	Solyc04T002032.1
OG0003668	Prupe.2G309000.1, Prupe.6G127900.1	Solyc03T001730.1
OG0003669	Prupe.1G489900.1	Solyc06T001266.1, Solyc11T000009.1
OG0003670	Prupe.5G199000.1	Solyc03T002839.1
OG0003671	Prupe.7G244500.1	Solyc12T000366.1
OG0003671	Prupe.1G539600.1	Solyc04T002480.1
OG0003672	Prupe.1G371800.1	Solyc04T002856.1
OG0003674	Prupe.1G375600.1, Prupe.1G549800.1	Solyc04T002830.2
OG0003675	Prupe.1G360400.1	Solyc12T002479.1
OG0003676	Prupe.2G047200.1, Prupe.8G018000.1	Solyc04T002031.1
OG0003677	Prupe.2G315800.1	Solyc06T001069.1, Solyc03T001690.1
OG0003678	Prupe.1G438400.1, Prupe.3G111800.1	Solyc07T001040.1, Solyc04T002690.1
OG0003679	Prupe.1G528100.1	Solyc04T002400.1
OG0003679	Prupe.6G196400.1	Solyc11T000429.1
OG0003680	Prupe.1G491800.1, Prupe.1G491700.1	Solyc11T000008.1, Solyc10T000834.2
OG0003681	Prupe.1G489600.1	Solyc11T000012.1
OG0003682	Prupe.1G423700.1	Solyc12T002385.1, Solyc04T002580.1
OG0003683	Prupe.6G057200.1	Solyc06T002530.1
OG0003683	Prupe.2G249900.1	Solyc06T001020.1
OG0003684	Prupe.1G149900.1	Solyc01T002182.1
OG0003684	Prupe.3G306600.1	Solyc02T002935.1
OG0003685	Prupe.4G210600.1, Prupe.4G210500.1	Solyc07T002602.1
OG0003686	Prupe.3G013400.1, Prupe.5G083300.1	Solyc08T002238.1
OG0003687	Prupe.6G032200.1	Solyc07T002762.1, Solyc07T002761.1
OG0003688	Prupe.3G092500.1	Solyc06T001751.1
OG0003688	Prupe.7G252100.1	Solyc07T000259.1
OG0003689	Prupe.1G122300.1	Solyc01T001668.1, Solyc12T002753.1
OG0003690	Prupe.4G207900.1	Solyc10T000138.1, Solyc07T002590.1
OG0003691	Prupe.6G051500.1	Solyc06T000128.1
OG0003692	Prupe.6G054900.1	Solyc06T002538.1, Solyc06T000113.1
OG0003694	Prupe.4G214800.1	Solyc12T000006.1
OG0003695	Prupe.1G074900.1	Solyc07T000373.1
OG0003696	Prupe.6G061000.1, Prupe.2G092300.1, Prupe.2G092600.1, Prupe.2G092900.1, Prupe.2G092700.1	Solyc06T002510.1, Solyc06T000092.1
OG0003697	Prupe.4G249300.1	Solyc11T002033.1
OG0003698	Prupe.3G207500.1, Prupe.3G295900.1	Solyc02T001041.1
OG0003699	Prupe.4G005400.1	Solyc11T000651.1, Solyc04T000588.1
OG0003700	Prupe.4G216600.1	Solyc07T002637.1
OG0003701	Prupe.1G137500.1	Solyc12T002779.1, Solyc01T001887.1
OG0003702	Prupe.5G198900.1	Solyc06T001906.2, Solyc03T002841.3
OG0003704	Prupe.4G011800.1	Solyc05T002494.1, Solyc07T001053.1, Solyc09T002741.1
OG0003705	Prupe.1G242500.1	Solyc05T000835.1
OG0003705	Prupe.5G163600.1	Solyc03T002465.1
OG0003706	Prupe.3G170700.1	Solyc07T002288.1
OG0003707	Prupe.7G001600.1	Solyc12T000965.1, Solyc10T002461.1
OG0003708	Prupe.5G069400.1	Solyc06T001330.1, Solyc08T002145.1
OG0003709	Prupe.4G231300.1	Solyc07T002685.1
OG0003710	Prupe.5G203000.1, Prupe.7G257200.1, Prupe.3G273400.1, Prupe.8G168800.1, Prupe.5G221300.1	Solyc12T001729.1, Solyc03T002812.1
OG0003711	Prupe.1G135100.1	Solyc05T002544.1, Solyc01T001882.1, Solyc12T002774.1
OG0003712	Prupe.1G086600.1	Solyc07T000726.1, Solyc07T000721.1, Solyc07T000724.1
OG0003713	Prupe.4G009600.1	Solyc01T000290.1
OG0003714	Prupe.5G180500.1	Solyc03T002628.1
OG0003715	Prupe.4G218800.1	Solyc10T000121.1
OG0003715	Prupe.4G016700.1	Solyc02T001756.1
OG0003716	Prupe.1G089300.1	Solyc07T000189.1
OG0003717	Prupe.3G255000.1	Solyc02T002436.1
OG0003717	Prupe.7G264200.1	Solyc07T000070.1
OG0003718	Prupe.4G016300.1	Solyc02T001760.1
OG0003719	Prupe.8G038900.1	Solyc04T002160.1
OG0003720	Prupe.1G325200.1, Prupe.1G544600.1	Solyc05T000137.1, Solyc09T000166.1
OG0003721	Prupe.3G313800.1, Prupe.1G214500.1	Solyc11T001733.1
OG0003722	Prupe.7G082800.1	Solyc10T002286.1, Solyc10T002287.1, Solyc03T001077.1
OG0003723	Prupe.1G123100.1	Solyc11T001511.1
OG0003723	Prupe.8G270800.1	Solyc01T002124.1
OG0003724	Prupe.1G417700.1	Solyc04T002536.2, Solyc12T002371.1
OG0003725	Prupe.1G356800.1	Solyc04T002964.2
OG0003726	Prupe.5G048800.1, Prupe.7G055000.1	Solyc10T002320.1
OG0003727	Prupe.3G096400.1, Prupe.1G391200.1	Solyc03T002983.1
OG0003728	Prupe.5G144700.1, Prupe.3G312000.1	Solyc06T000551.1, Solyc06T002081.1, Solyc03T002268.2
OG0003729	Prupe.6G319600.1	Solyc01T003302.1
OG0003730	Prupe.8G231300.1	Solyc06T000242.1, Solyc06T002726.1, Solyc09T002037.1
OG0003731	Prupe.8G238200.1	Solyc06T000252.1
OG0003732	Prupe.5G148900.1	Solyc03T002352.2, Solyc06T002053.1
OG0003733	Prupe.6G364800.1	Solyc11T000345.1
OG0003734	Prupe.1G416200.1	Solyc08T001373.1, Solyc11T002368.1
OG0003735	Prupe.1G371100.1	Solyc12T002464.1, Solyc04T002863.1
OG0003736	Prupe.1G173900.1	Solyc06T002519.1, Solyc09T002677.1, Solyc05T002574.1
OG0003737	Prupe.4G248900.1	Solyc03T001335.1, Solyc10T002300.1, Solyc10T002414.1
OG0003737	Prupe.7G065800.1	Solyc01T002417.1
OG0003738	Prupe.8G211800.1, Prupe.7G019900.1	Solyc10T002489.1
OG0003739	Prupe.3G299000.1	Solyc05T000895.1, Solyc02T002891.1
OG0003740	Prupe.3G309100.1, Prupe.1G221600.1	Solyc05T001078.1, Solyc05T001077.1
OG0003741	Prupe.7G110300.1, Prupe.6G129700.1	Solyc01T000380.2, Solyc06T002293.1, Solyc11T002202.2
OG0003742	Prupe.3G297600.1, Prupe.3G297000.1	Solyc02T002880.1
OG0003743	Prupe.6G349800.1	Solyc05T002618.1, Solyc04T000375.1
OG0003744	Prupe.5G000400.1	Solyc12T002526.2
OG0003745	Prupe.3G312800.1, Prupe.5G143200.1	Solyc06T001814.1, Solyc03T003117.1
OG0003746	Prupe.8G161100.1	Solyc10T001872.1, Solyc01T004290.1
OG0003746	Prupe.6G348500.1	Solyc11T000103.1
OG0003747	Prupe.6G318100.1	Solyc01T003316.1
OG0003748	Prupe.7G071700.1	Solyc10T002426.1
OG0003749	Prupe.8G254500.1	Solyc04T001715.1, Solyc09T002204.1, Solyc09T002205.1
OG0003750	Prupe.6G326500.1	Solyc01T003234.1
OG0003750	Prupe.8G240800.1	Solyc09T001947.1
OG0003751	Prupe.7G061600.1	Solyc04T000653.1
OG0003752	Prupe.7G079400.1	Solyc10T002442.1, Solyc10T002279.1
OG0003754	Prupe.8G252800.1	Solyc09T002194.1
OG0003755	Prupe.7G167600.1	Solyc02T002023.1
OG0003756	Prupe.1G136900.1, Prupe.8G258100.1	Solyc12T002776.1, Solyc01T001995.1
OG0003757	Prupe.6G293900.1	Solyc09T000813.1
OG0003757	Prupe.2G264300.1	Solyc06T000823.1, Solyc06T000853.1
OG0003758	Prupe.3G214900.1	Solyc07T001902.1
OG0003758	Prupe.4G217700.1	PRAM_26139.1.p1, Solyc02T000530.3
OG0003759	Prupe.8G087200.1, Prupe.7G262100.1	Solyc05T000568.1, Solyc05T000570.1
OG0003760	Prupe.2G037600.1, Prupe.1G534900.1, Prupe.1G534700.1	Solyc12T002597.1, Solyc01T003288.1
OG0003761	Prupe.4G214300.1, Prupe.4G223800.1, Prupe.4G223900.1, Prupe.2G265900.1, Prupe.4G223700.1	Solyc12T000706.1, Solyc07T002664.1
OG0003762	Prupe.6G059500.1	Solyc06T002518.1
OG0003763	Prupe.8G201100.1	Solyc09T001638.1
OG0003763	Prupe.4G221800.1, Prupe.3G210800.1	Solyc07T002654.1, Solyc12T000102.1, Solyc07T001841.1
OG0003764	Prupe.2G257500.1	Solyc06T000913.1
OG0003764	Prupe.6G048200.1	Solyc09T001138.1
OG0003765	Prupe.4G006900.1, Prupe.3G201800.1	Solyc07T001772.1
OG0003766	Prupe.3G169400.1	Solyc07T002281.1, Solyc12T000508.1
OG0003767	Prupe.3G194800.1	Solyc12T000124.1, Solyc07T001722.1, Solyc05T001306.1
OG0003768	Prupe.2G074600.1	Solyc11T000138.1
OG0003769	Prupe.3G211700.1	Solyc02T001108.1
OG0003770	Prupe.6G043800.1	Solyc06T000137.1
