Orthogroup	Prunus_persica	Capsicum_anuum
OG0003549	Prupe.5G006500.1, Prupe.6G005500.1	CA02g09750
OG0003550	Prupe.1G495600.1	CA04g10200, CA06g11890
OG0003551	Prupe.4G041300.1	CA04g02590, CA10g05590
OG0003552	Prupe.7G244800.1	CA01g05240, CA10g07310
OG0003553	Prupe.3G134800.1	CA10g02910, CA07g14370
OG0003554	Prupe.1G249800.1	CA05g08960, CA11g08110
OG0003555	Prupe.5G145600.1, Prupe.5G145400.1, Prupe.5G145900.1	CA03g22360
OG0003556	Prupe.1G269700.1, Prupe.5G188000.1, Prupe.5G187900.1	CA02g28480, CA06g19160, CA00g80720
OG0003557	Prupe.5G157300.1, Prupe.3G298900.1	CA03g24680
OG0003558	Prupe.3G057800.1	CA03g35890
OG0003558	Prupe.7G218800.1	CA09g16480
OG0003559	Prupe.4G048100.1	CA09g08700, CA02g16180
OG0003560	Prupe.6G117600.1	CA06g23250, CA11g17780
OG0003561	Prupe.4G201500.1	CA07g18840, CA10g00130
OG0003562	Prupe.2G027700.1	CA11g10550, CA01g21620
OG0003563	Prupe.3G281800.1	CA02g29390
OG0003563	Prupe.1G256300.1	CA11g07380
OG0003564	Prupe.3G293400.1	CA02g30100
OG0003564	Prupe.1G245800.1	CA11g09710, CA05g09480
OG0003565	Prupe.5G209200.1, Prupe.5G209700.1	CA00g74620
OG0003566	Prupe.4G273900.1	CA00g67170
OG0003567	Prupe.4G039400.1	CA00g80400
OG0003568	Prupe.4G052900.1	CA02g15500
OG0003569	Prupe.2G145200.1	CA00g44110, CA02g10410, CA03g17080
OG0003570	Prupe.1G338100.1	CA05g06950, CA08g01190
OG0003571	Prupe.4G073000.1	CA02g12500, CA02g12440, CA02g12480, CA00g95340, CA06g03500, CA08g03780, CA04g00850
OG0003572	Prupe.1G207100.1	CA01g29080
OG0003573	Prupe.3G252300.1	CA03g28720, CA02g08270
OG0003574	Prupe.4G271900.1	CA06g12030, CA01g13050, CA03g19010
OG0003575	Prupe.6G236100.1, Prupe.2G212500.1	CA09g02630, CA10g12450
OG0003577	Prupe.6G151600.1	CA01g13600
OG0003577	Prupe.3G134100.1, Prupe.3G133800.1	CA01g16470
OG0003578	Prupe.8G026900.1, Prupe.8G027400.1, Prupe.8G027200.1, Prupe.8G026600.1	CA11g14570, CA01g13300
OG0003579	Prupe.5G173700.1	CA03g28490
OG0003580	Prupe.1G404300.1	CA01g07850, CA01g01060, CA08g02850
OG0003581	Prupe.4G046700.1	CA09g07830, CA02g16070
OG0003582	Prupe.8G102300.1	CA08g18400
OG0003582	Prupe.1G382300.1	CA04g20200, CA12g17020
OG0003583	Prupe.2G032200.1	CA12g08450
OG0003584	Prupe.2G255400.1, Prupe.6G130900.1	CA05g15370
OG0003585	Prupe.4G054700.1	CA04g00930, CA04g01000, CA04g03170, CA04g01740, CA04g04450, CA04g01320, CA04g01330
OG0003586	Prupe.5G180300.1	CA02g29120, CA02g08810
OG0003586	Prupe.1G234100.1	CA03g27360
OG0003587	Prupe.7G111000.1	CA09g00950, CA12g06760
OG0003588	Prupe.2G261000.1	CA06g08920, CA06g25790
OG0003589	Prupe.1G451900.1	CA08g06160
OG0003590	Prupe.3G245400.1	CA02g26740, CA02g08140, CA02g26730, CA02g26720
OG0003591	Prupe.5G242300.1	CA06g20790, CA03g01220, CA00g87080, CA03g01230
OG0003592	Prupe.1G511100.1	CA04g15230
OG0003592	Prupe.6G179100.1	CA12g14500
OG0003593	Prupe.4G272100.1	CA06g10900, CA04g11890, CA12g00070, CA12g00060
OG0003594	Prupe.4G063800.1	CA02g13780, CA02g13790
OG0003595	Prupe.1G486800.1, Prupe.1G486700.1	CA08g08720, CA08g04200
OG0003596	Prupe.3G157400.1	CA02g05520, CA02g23450
OG0003597	Prupe.1G435300.1	CA04g18710
OG0003597	Prupe.8G125800.1	CA00g41220
OG0003598	Prupe.3G257100.1	CA02g01400, CA01g06160, CA12g08820, CA02g01010
OG0003599	Prupe.1G400900.1	CA00g25380
OG0003600	Prupe.1G518900.1, Prupe.1G517500.1	CA07g18320
OG0003601	Prupe.8G096200.1, Prupe.8G064900.1	CA06g14580, CA00g64340
OG0003602	Prupe.6G303600.1	CA00g50590
OG0003603	Prupe.4G068700.1	CA06g22180, CA04g01090, CA02g13230
OG0003604	Prupe.1G398700.1, Prupe.1G019200.1	CA12g19270, CA01g28430
OG0003605	Prupe.3G068300.1, Prupe.3G068400.1, Prupe.1G452300.1	CA08g06220, CA11g20310
OG0003606	Prupe.3G242300.1	CA09g18410
OG0003608	Prupe.1G401000.1	CA12g19190, CA01g09720
OG0003609	Prupe.5G088900.1	CA01g33440, CA12g13960, CA01g03550, CA09g12460
OG0003610	Prupe.5G242700.1	CA03g23360
OG0003612	Prupe.1G540900.1	CA04g17200
OG0003612	Prupe.6G210600.1	CA02g24460
OG0003614	Prupe.8G006800.1	CA01g06130
OG0003615	Prupe.1G550200.1	CA06g15420, CA01g22560
OG0003616	Prupe.2G302600.1	CA03g25580, CA04g21820
OG0003617	Prupe.1G308800.1	CA03g33740
OG0003618	Prupe.1G531800.1	CA04g16170
OG0003618	Prupe.6G201400.1	CA12g02980
OG0003619	Prupe.5G141000.1	CA01g30460, CA01g09980, CA06g17500
OG0003620	Prupe.5G021300.1	CA00g65190, CA01g29970
OG0003621	Prupe.5G040900.1	CA00g61740, CA01g33540
OG0003622	Prupe.5G036800.1	CA00g62890, CA06g13200
OG0003623	Prupe.5G028400.1	CA00g96280, CA06g13590
OG0003624	Prupe.5G028800.1	CA01g30310, CA01g07820
OG0003625	Prupe.2G057700.1, Prupe.2G056200.1, Prupe.2G018400.1, Prupe.2G066700.1, Prupe.2G068200.1, Prupe.2G055800.1	CA01g09090
OG0003626	Prupe.6G196000.1, Prupe.1G527100.1	CA04g20770
OG0003627	Prupe.8G054100.1	CA07g20400, CA08g06380
OG0003628	Prupe.5G054800.1, Prupe.2G121100.1	CA01g06500
OG0003629	Prupe.8G142200.1, Prupe.6G222600.1	CA02g07460, CA02g25140
OG0003630	Prupe.5G081600.1	CA01g04100
OG0003631	Prupe.7G229100.1	CA03g10550, CA00g80530, CA00g80520
OG0003632	Prupe.1G352700.1	CA05g15380
OG0003633	Prupe.5G034100.1	CA01g07230
OG0003634	Prupe.5G074800.1, Prupe.5G074900.1	CA06g12000
OG0003635	Prupe.1G353600.1	CA01g33130
OG0003636	Prupe.5G045000.1	CA00g25180, CA06g13040
OG0003637	Prupe.5G038500.1	CA00g50240
OG0003638	Prupe.5G058700.1	CA01g06210, CA01g33730
OG0003639	Prupe.5G183900.1	CA03g27720
OG0003640	Prupe.1G371700.1	CA07g07220
OG0003640	Prupe.2G215900.1	CA04g12670
OG0003641	Prupe.5G091400.1	CA12g13890, CA01g03350
OG0003642	Prupe.5G057100.1	CA01g33710, CA01g06410
OG0003643	Prupe.5G086900.1	CA01g03660, CA01g33420
OG0003644	Prupe.6G217700.1	CA02g07370, CA02g24890
OG0003645	Prupe.2G272400.1	CA05g14220, CA03g13530
OG0003646	Prupe.5G174700.1	CA05g10130, CA03g28370, CA06g19620
OG0003647	Prupe.5G188500.1	CA03g26740
OG0003647	Prupe.5G188700.1, Prupe.5G229600.1	CA06g19130
OG0003648	Prupe.5G175400.1	CA03g28310, CA06g19580
OG0003649	Prupe.7G267800.1	CA08g04400
OG0003649	Prupe.6G222100.1	CA02g25180
OG0003650	Prupe.5G161800.1	CA02g26360, CA11g05120
OG0003652	Prupe.6G253400.1, Prupe.2G296800.1	CA03g18240, CA06g07430, CA08g07140
OG0003653	Prupe.1G583800.1, Prupe.4G288000.1	CA03g15650, CA08g14920
OG0003654	Prupe.5G113400.1	CA01g01820
OG0003654	Prupe.2G305900.1	CA03g19070
OG0003655	Prupe.7G159400.1, Prupe.7G159300.1, Prupe.7G159600.1, Prupe.7G159500.1, Prupe.7G165500.1	CA02g22110
OG0003655	Prupe.4G113000.1, Prupe.7G159000.1	CA02g22120
OG0003656	Prupe.1G380800.1, Prupe.6G064600.1	CA02g22810, CA04g06170
OG0003657	Prupe.3G283000.1	CA02g29470
OG0003658	Prupe.5G061500.1	CA00g85530, CA06g12620
OG0003659	Prupe.5G014700.1	CA12g18830, CA01g09200
OG0003660	Prupe.8G094700.1, Prupe.8G095300.1, Prupe.7G156800.1	CA02g22370
OG0003661	Prupe.7G215600.1, Prupe.1G416300.1	CA08g05070
OG0003662	Prupe.1G204600.1	CA09g18450
OG0003663	Prupe.8G010900.1	CA04g11960
OG0003664	Prupe.1G515100.1	CA00g85110
OG0003665	Prupe.7G265900.1	CA03g32580
OG0003667	Prupe.8G018300.1, Prupe.8G018400.1, Prupe.8G018600.1	CA04g13110
OG0003668	Prupe.2G309000.1, Prupe.6G127900.1	CA03g19960
OG0003669	Prupe.1G489900.1	CA00g03150, CA06g11500, CA06g11490, CA00g03140
OG0003670	Prupe.5G199000.1	CA03g29720
OG0003671	Prupe.7G244500.1	CA09g17790
OG0003671	Prupe.1G539600.1	CA04g17150
OG0003672	Prupe.1G371800.1	CA04g21250
OG0003673	Prupe.1G425900.1	CA04g18120, CA12g16110
OG0003674	Prupe.1G375600.1, Prupe.1G549800.1	CA03g03600
OG0003675	Prupe.1G360400.1	CA00g70930
OG0003676	Prupe.2G047200.1, Prupe.8G018000.1	CA04g10530, CA08g08840, CA08g10240
OG0003677	Prupe.2G315800.1	CA06g08470, CA03g20360
OG0003677	Prupe.2G193700.1	CA00g64470
OG0003678	Prupe.1G438400.1, Prupe.3G111800.1	CA04g19040, CA04g19030
OG0003679	Prupe.1G528100.1	CA00g77720
OG0003679	Prupe.6G196400.1	CA12g03110
OG0003680	Prupe.1G491800.1, Prupe.1G491700.1	CA04g11400
OG0003681	Prupe.1G489600.1	CA00g18800, CA04g12430, CA00g18790
OG0003682	Prupe.1G423700.1	CA04g17860
OG0003683	Prupe.6G057200.1	CA06g25310
OG0003684	Prupe.1G149900.1	CA01g24220
OG0003684	Prupe.3G306600.1	CA02g30830
OG0003685	Prupe.4G210600.1, Prupe.4G210500.1	CA07g19240
OG0003686	Prupe.3G013400.1, Prupe.5G083300.1	CA01g04080
OG0003687	Prupe.6G032200.1	CA07g20790, CA07g20780
OG0003688	Prupe.3G092500.1	CA00g69380
OG0003688	Prupe.7G252100.1	CA07g03410, CA02g29150
OG0003689	Prupe.1G122300.1	CA12g21290
OG0003690	Prupe.4G207900.1	CA00g83160, CA07g19440
OG0003691	Prupe.6G051500.1	CA06g25630, CA06g02390, CA06g02380
OG0003692	Prupe.6G054900.1	CA06g25400, CA06g10020
OG0003694	Prupe.4G214800.1	CA03g11060
OG0003695	Prupe.1G074900.1	CA07g10220
OG0003696	Prupe.6G061000.1, Prupe.2G092300.1, Prupe.2G092600.1, Prupe.2G092900.1, Prupe.2G092700.1	CA06g25120, CA06g05510
OG0003697	Prupe.4G249300.1	CA11g12850
OG0003699	Prupe.4G005400.1	CA12g00450, CA05g01710
OG0003700	Prupe.4G216600.1	CA07g19680
OG0003701	Prupe.1G137500.1	CA12g21550, CA01g26180
OG0003702	Prupe.5G198900.1	CA06g18740, CA03g29730
OG0003704	Prupe.4G011800.1	CA05g17290, CA11g11690, CA03g00420
OG0003705	Prupe.6G248800.1	CA09g04390
OG0003705	Prupe.1G242500.1	CA11g11400
OG0003705	Prupe.5G163600.1	CA03g25910
OG0003706	Prupe.3G170700.1	CA07g15250
OG0003707	Prupe.7G001600.1	CA03g12610, CA10g19020
OG0003708	Prupe.5G069400.1	CA06g12360, CA01g04970
OG0003709	Prupe.4G231300.1	CA07g20110
OG0003710	Prupe.5G203000.1, Prupe.7G257200.1, Prupe.3G273400.1, Prupe.8G168800.1, Prupe.5G221300.1	CA03g29430
OG0003711	Prupe.1G135100.1	CA05g18020, CA12g21500
OG0003712	Prupe.1G086600.1	CA09g11520, CA07g06460
OG0003713	Prupe.4G009600.1	CA09g05560, CA01g08820, CA01g12610, CA00g96460, CA00g74740, CA00g74730, CA00g96640, CA01g08830, CA00g96650
OG0003714	Prupe.5G180500.1	CA03g27370
OG0003715	Prupe.4G218800.1	CA10g01410
OG0003715	Prupe.4G016700.1	CA02g18600
OG0003716	Prupe.1G089300.1	CA07g00460
OG0003717	Prupe.3G255000.1	CA02g27380
OG0003717	Prupe.7G264200.1	CA07g01870
OG0003718	Prupe.4G016300.1	CA02g18640, CA01g16280
OG0003719	Prupe.8G038900.1	CA00g99310, CA00g89140, CA04g14010, CA04g14020, CA04g14030, CA00g89150
OG0003720	Prupe.1G325200.1, Prupe.1G544600.1	CA11g06520, CA09g02880
OG0003721	Prupe.3G313800.1, Prupe.1G214500.1	CA00g26920
OG0003722	Prupe.7G082800.1	CA10g21340
OG0003723	Prupe.1G123100.1	CA11g11330
OG0003723	Prupe.8G270800.1	CA01g27530
OG0003724	Prupe.1G417700.1	CA04g16830, CA12g15910
OG0003725	Prupe.1G356800.1	CA04g22500
OG0003726	Prupe.5G048800.1, Prupe.7G055000.1	CA10g20320
OG0003727	Prupe.3G096400.1, Prupe.1G391200.1	CA03g32220
OG0003728	Prupe.5G144700.1, Prupe.3G312000.1	CA11g06300, CA03g23130
OG0003729	Prupe.6G319600.1	CA00g67030
OG0003730	Prupe.8G231300.1	CA06g27760, CA00g76290
OG0003731	Prupe.8G238200.1	CA06g01470
OG0003732	Prupe.5G148900.1	CA03g24020, CA03g10940, CA06g20580
OG0003734	Prupe.1G416200.1	CA08g05050, CA11g20110, CA08g05060
OG0003735	Prupe.1G371100.1	CA12g17630, CA04g21130
OG0003736	Prupe.1G173900.1	CA06g25210, CA03g02040, CA02g04760
OG0003737	Prupe.4G248900.1	CA10g20650, CA10g19560
OG0003737	Prupe.7G065800.1	CA01g20180
OG0003738	Prupe.8G211800.1, Prupe.7G019900.1	CA10g18690
OG0003739	Prupe.3G299000.1	CA11g11150, CA02g30450
OG0003740	Prupe.3G309100.1, Prupe.1G221600.1	CA11g10380, CA11g09480
OG0003741	Prupe.7G110300.1, Prupe.6G129700.1	CA01g15670, CA06g22930, CA11g17050
OG0003742	Prupe.3G297600.1, Prupe.3G297000.1	CA02g30350
OG0003743	Prupe.6G349800.1	CA05g19210, CA00g75150
OG0003744	Prupe.5G000400.1	CA12g18290
OG0003745	Prupe.3G312800.1, Prupe.5G143200.1	CA06g17570, CA06g05390, CA03g31220
OG0003746	Prupe.8G161100.1	CA08g18890
OG0003746	Prupe.6G348500.1	CA12g08070
OG0003747	Prupe.6G318100.1	CA08g12710, CA08g12660
OG0003748	Prupe.7G071700.1	CA10g19390
OG0003749	Prupe.8G254500.1	CA12g12800, CA03g08740
OG0003750	Prupe.6G326500.1	CA08g11790, CA08g11770
OG0003750	Prupe.8G240800.1	CA09g08780
OG0003751	Prupe.7G061600.1	CA05g01230
OG0003752	Prupe.7G079400.1	CA10g19200, CA10g21250
OG0003754	Prupe.8G252800.1	CA06g27530, CA00g94430, CA03g08960
OG0003755	Prupe.7G167600.1	CA02g21670
OG0003757	Prupe.6G293900.1	CA09g12500
OG0003757	Prupe.2G264300.1	CA06g07910, CA06g06070
OG0003758	Prupe.3G214900.1	CA07g11500
OG0003758	Prupe.4G217700.1	CA02g18530, CA02g06290
OG0003759	Prupe.8G087200.1, Prupe.7G262100.1	CA11g02160
OG0003760	Prupe.2G037600.1, Prupe.1G534900.1, Prupe.1G534700.1	CA12g19320, CA00g66890
OG0003761	Prupe.4G214300.1, Prupe.4G223800.1, Prupe.4G223900.1, Prupe.2G265900.1, Prupe.4G223700.1	CA07g19930
OG0003762	Prupe.6G059500.1	CA06g25200
OG0003763	Prupe.8G201100.1, Prupe.4G221800.1, Prupe.3G210800.1	CA07g19790
OG0003764	Prupe.2G257500.1	CA06g10130
OG0003765	Prupe.4G006900.1, Prupe.3G201800.1	CA04g07710, CA07g04790
OG0003766	Prupe.3G169400.1	CA00g68670, CA09g13800
OG0003767	Prupe.3G194800.1	CA09g13850, CA00g43070
OG0003769	Prupe.3G211700.1	CA02g22500, CA02g10120, CA02g22490
OG0003770	Prupe.6G289800.1	CA09g06820
OG0003770	Prupe.2G261100.1	CA07g04690, CA05g15830
OG0003771	Prupe.2G241200.1	CA08g08090, CA08g08070, CA08g08080, CA08g08100, CA03g13760
OG0003772	Prupe.1G512800.1	CA04g15030
OG0003773	Prupe.3G159500.1	CA02g06180, CA02g24190
OG0003773	Prupe.1G324800.1	CA00g57100
OG0003774	Prupe.6G263800.1, Prupe.2G241600.1	CA00g18390, CA07g14790
OG0003775	Prupe.2G176100.1, Prupe.7G110000.1, Prupe.6G082900.1, Prupe.6G029900.1, Prupe.6G083000.1, Prupe.6G029800.1, Prupe.6G029100.1	CA07g20660
OG0003776	Prupe.3G173600.1	CA04g03510
OG0003777	Prupe.7G241100.1	CA09g14920
OG0003778	Prupe.1G358900.1	CA04g22330
OG0003779	Prupe.6G156900.1	CA01g12830, CA05g09150, CA11g10690
OG0003780	Prupe.7G043800.1	CA10g20030, CA02g28600, CA01g23410
OG0003780	Prupe.4G258900.1	CA12g22130, CA11g12730
OG0003781	Prupe.3G179500.1	CA00g70110
OG0003782	Prupe.2G056400.1, Prupe.7G036400.1	CA04g14620
OG0003783	Prupe.2G321000.1, Prupe.5G136400.1	CA00g10820, CA06g21890
OG0003784	Prupe.5G076800.1	CA03g15880
OG0003784	Prupe.2G279700.1	CA03g15860, CA03g15850, CA03g15820
OG0003785	Prupe.6G107400.1, Prupe.6G107500.1	CA11g19640
OG0003786	Prupe.6G255500.1	CA10g14540, CA09g05180
OG0003788	Prupe.6G290000.1	CA12g21110
OG0003789	Prupe.5G142800.1	CA12g12610
OG0003789	Prupe.1G216500.1	CA11g10950
OG0003790	Prupe.1G133300.1, Prupe.2G118600.1	CA11g08320
OG0003791	Prupe.1G180000.1	CA03g03270, CA00g91150
OG0003792	Prupe.1G143200.1	CA11g12090, CA11g12080
OG0003793	Prupe.3G167500.1	CA12g14950, CA03g36670
OG0003794	Prupe.8G131400.1	CA10g07290
OG0003794	Prupe.8G131300.1	CA00g52050
OG0003795	Prupe.4G108000.1, Prupe.4G108100.1	CA02g00310
OG0003797	Prupe.6G088900.1	CA11g13750, CA06g24190, CA11g13770
OG0003798	Prupe.5G104300.1, Prupe.2G174100.1	CA01g02270
OG0003799	Prupe.4G012100.1	CA05g01550, CA05g01560, CA12g01020
OG0003800	Prupe.6G253900.1	CA09g05380, CA10g11440
OG0003801	Prupe.2G133600.1	CA01g28170
OG0003802	Prupe.4G001600.1	CA07g15610, CA09g08060
OG0003802	Prupe.3G295400.1	CA02g30270
OG0003803	Prupe.4G011900.1	CA05g17840, CA12g01040
OG0003804	Prupe.8G271800.1	CA01g24100
OG0003804	Prupe.1G121900.1	CA01g14050
OG0003805	Prupe.8G192300.1	CA09g09210
OG0003805	Prupe.1G181200.1	CA03g04130
OG0003806	Prupe.4G020900.1	CA06g20780
OG0003807	Prupe.4G013900.1	CA02g18770
OG0003808	Prupe.6G180900.1	CA00g74250, CA00g94310, CA00g74240, CA00g94320
OG0003809	Prupe.1G160200.1, Prupe.1G007900.1, Prupe.1G007500.1, Prupe.1G007800.1, Prupe.1G007700.1, Prupe.8G235500.1, Prupe.8G235300.1, Prupe.8G235400.1	CA12g20350, CA12g20330
OG0003810	Prupe.4G095000.1, Prupe.4G095100.1, Prupe.4G094900.1, Prupe.4G095200.1, Prupe.4G094800.1	CA08g07120, CA10g21060, CA10g21030, CA10g21130, CA10g21420, CA10g21140
OG0003811	Prupe.2G109700.1, Prupe.2G108600.1, Prupe.2G108700.1, Prupe.2G109600.1, Prupe.2G108400.1	CA00g72680
OG0003812	Prupe.4G198400.1, Prupe.1G311400.1, Prupe.3G157200.1	CA02g23440, CA02g05510, CA04g06300
OG0003813	Prupe.6G060400.1	CA06g05420
OG0003814	Prupe.2G132000.1	CA00g67770, CA05g17570, CA05g17580, CA05g17590
OG0003816	Prupe.1G461000.1	CA01g32430, CA12g10760, CA12g19210
OG0003817	Prupe.7G000600.1, Prupe.3G035900.1	CA11g14300
OG0003818	Prupe.4G080900.1, Prupe.7G086800.1, Prupe.7G087500.1, Prupe.1G545600.1	CA10g19100, CA10g21490
OG0003819	Prupe.1G456000.1	CA01g10000
OG0003825	Prupe.4G102300.1	CA11g13890
OG0003828	Prupe.4G218300.1	CA06g21810, CA05g11190
OG0003839	Prupe.1G330900.1	CA10g09230
OG0003843	Prupe.4G171100.1	CA07g17330, CA09g12540
OG0003845	Prupe.3G085500.1	CA07g04400, CA03g31810
OG0003853	Prupe.5G123500.1, Prupe.5G123800.1, Prupe.5G124000.1, Prupe.5G123700.1	CA01g00810, CA01g34590
OG0003858	Prupe.1G479500.1	CA06g09500
OG0003864	Prupe.7G056000.1	CA10g19720, CA10g19730, CA05g00790
OG0003866	Prupe.1G547100.1	CA10g16050
OG0003866	Prupe.1G582100.1	CA08g15130
OG0003868	Prupe.1G051900.1	CA02g10720
OG0003874	Prupe.5G001600.1	CA04g23610
OG0003875	Prupe.5G001700.1	CA04g23600
OG0003878	Prupe.6G298900.1	CA10g10440
OG0003879	Prupe.8G090600.1	CA00g71970, CA10g08140
OG0003882	Prupe.7G194400.1	CA09g17260
OG0003888	Prupe.3G247900.1, Prupe.1G295100.1	CA11g02840, CA05g12380
OG0003893	Prupe.4G273400.1	CA02g10240, CA11g07370, CA02g11110, CA04g10270, CA00g46780, CA12g16850, CA00g78170, CA10g14610, CA10g14970
OG0003899	Prupe.3G183000.1	CA02g28300, CA12g09480, CA03g11000, CA01g27970, CA00g67960, CA00g67950, CA00g67980, CA00g68000, CA00g67990
OG0003901	Prupe.7G153000.1, Prupe.7G152900.1	CA02g05230, CA08g10530, CA08g10550, CA02g22780
OG0003904	Prupe.1G083600.1, Prupe.5G002100.1, Prupe.1G245300.1	CA03g15930, CA10g15630, CA04g11120, CA03g18960, CA07g11000, CA00g42920, CA05g14900, CA05g16390, CA12g03630, CA00g04620
OG0003906	Prupe.4G142500.1, Prupe.4G142300.1	CA07g18420, CA00g95720, CA00g93930, CA04g16800, CA04g16750, CA11g17110, CA04g16760, CA04g16780, CA04g16700, CA04g16720, CA04g16740
OG0003913	Prupe.5G120000.1, Prupe.5G119300.1, Prupe.5G119500.1, Prupe.5G119600.1, Prupe.5G119800.1, Prupe.5G119700.1, Prupe.5G119900.1, Prupe.5G119000.1, Prupe.5G119100.1, Prupe.5G118800.1, Prupe.5G118700.1	CA01g01100
OG0003926	Prupe.6G262300.1, Prupe.2G240800.1	CA06g06110
OG0003928	Prupe.2G194000.1	CA08g08580, CA10g05140, CA10g05150
OG0003929	Prupe.2G179500.1	CA08g07880
OG0003931	Prupe.7G034000.1	CA10g21730, CA12g20110, CA03g14320
OG0003932	Prupe.4G118100.1	CA10g10980, CA02g19190, CA04g07130
OG0003933	Prupe.2G071400.1	CA12g07340, CA05g03850, CA12g07360
OG0003934	Prupe.2G247800.1, Prupe.6G273000.1	CA09g09000, CA10g08760
OG0003935	Prupe.6G248600.1	CA10g12610, CA09g04420
OG0003936	Prupe.1G371200.1	CA07g09900
OG0003937	Prupe.1G054700.1	CA03g02890, CA03g02880
OG0003938	Prupe.2G061200.1	CA05g04030
OG0003939	Prupe.2G198900.1	CA10g05130
OG0003940	Prupe.2G265600.1	CA03g10720
OG0003941	Prupe.1G019900.1	CA03g07160
OG0003941	Prupe.8G236100.1	CA03g11780, CA06g27630, CA06g27040
OG0003944	Prupe.5G068300.1	CA01g05460
OG0003945	Prupe.6G246600.1	CA10g15130, CA09g03890
OG0003946	Prupe.1G507800.1	CA04g10920
OG0003947	Prupe.2G193200.1	CA00g64530, CA10g06460
OG0003948	Prupe.2G197700.1	CA07g07490, CA09g17310
OG0003949	Prupe.1G053900.1	CA05g16840
OG0003951	Prupe.6G055700.1, Prupe.6G279000.1	CA09g08200
OG0003952	Prupe.7G110900.1	CA10g16460, CA09g00970
OG0003953	Prupe.3G031300.1	CA03g37020
OG0003954	Prupe.2G134900.1	CA00g32460, CA10g10120
OG0003955	Prupe.2G075700.1, Prupe.2G075800.1	CA04g11950, CA06g11910
OG0003956	Prupe.2G242800.1	CA06g10580
OG0003957	Prupe.1G147700.1	CA01g23650
OG0003957	Prupe.8G247500.1	CA05g15080, CA03g09330
OG0003959	Prupe.2G154900.1	CA01g19280
OG0003959	Prupe.2G290100.1	CA03g16480, CA11g14350
OG0003960	Prupe.8G152600.1	CA03g17850, CA01g03730
OG0003962	Prupe.7G089500.1	CA01g10750
OG0003964	Prupe.2G316600.1	CA03g20530
OG0003964	Prupe.2G194400.1	CA08g08650
OG0003967	Prupe.1G566600.1	CA05g19240
OG0003968	Prupe.2G151300.1	CA01g19480, CA01g19490
OG0003969	Prupe.6G265200.1	CA09g05970
OG0003970	Prupe.6G351200.1, Prupe.1G047000.1	CA00g91820, CA06g01800, CA06g28020
OG0003971	Prupe.6G245100.1	CA09g03140, CA00g29870
OG0003973	Prupe.1G238000.1, Prupe.8G184600.1	CA06g26180
OG0003974	Prupe.2G240600.1	CA10g05070, CA00g06710, CA05g16270
OG0003976	Prupe.2G208000.1	CA12g04590
OG0003977	Prupe.2G322000.1	CA06g21520, CA03g20890
OG0003978	Prupe.7G124800.1	CA10g15810
OG0003979	Prupe.2G154700.1	CA01g19300
OG0003980	Prupe.6G286600.1	CA10g13050
OG0003981	Prupe.7G124100.1	CA06g21390, CA06g21400, CA06g21410, CA06g21430, CA06g21440, CA06g21420, CA08g05410
OG0003983	Prupe.3G038600.1, Prupe.6G237200.1	CA05g20660, CA12g12880
OG0003984	Prupe.1G027700.1, Prupe.1G175900.1, Prupe.2G050700.1	CA00g88030, CA04g21230
OG0003985	Prupe.2G135200.1	CA00g32450, CA10g10100
OG0003986	Prupe.6G332800.1	CA08g11350
OG0003986	Prupe.8G249800.1	CA05g15120, CA00g67400
OG0003988	Prupe.6G181500.1	CA12g09440
OG0003989	Prupe.7G117700.1	CA09g01440, CA10g12690
OG0003990	Prupe.7G213300.1, Prupe.7G213200.1	CA00g07190
OG0003991	Prupe.6G156800.1	CA11g10700, CA01g12800, CA10g18560
OG0003992	Prupe.2G178900.1	CA08g07830
OG0003993	Prupe.1G174900.1	CA11g15340
OG0003994	Prupe.2G177400.1	CA08g07730, CA10g06160
OG0003995	Prupe.4G036800.1	CA04g02670, CA10g05740, CA02g16800
OG0003996	Prupe.2G196300.1	CA11g16930
OG0003997	Prupe.8G247100.1	CA03g09290, CA06g26750
OG0003998	Prupe.4G034800.1	CA02g16980
OG0003999	Prupe.5G097400.1	CA01g34120
OG0004000	Prupe.2G182800.1	CA08g08010
OG0004001	Prupe.6G310000.1	CA08g13230
OG0004002	Prupe.8G106900.1, Prupe.4G200900.1	CA10g20190
OG0004004	Prupe.2G189400.1	CA00g75120, CA10g06440, CA00g64690
OG0004005	Prupe.1G332000.1	CA08g02460
OG0004006	Prupe.2G179600.1	CA08g07890
OG0004007	Prupe.7G093900.1	CA10g08690, CA10g08680, CA00g96300
OG0004009	Prupe.3G005000.1	CA08g15250
OG0004011	Prupe.7G094500.1	CA10g17170, CA00g06930
OG0004012	Prupe.6G261600.1, Prupe.6G261900.1, Prupe.6G094300.1, Prupe.6G262000.1	CA10g14350, CA00g06720
OG0004013	Prupe.8G208900.1	CA06g28210, CA09g11390
OG0004014	Prupe.8G249200.1	CA06g26700, CA03g08840
OG0004015	Prupe.1G549300.1, Prupe.1G581500.1	CA11g17920
OG0004016	Prupe.4G149100.1	CA07g15470, CA00g83190
OG0004017	Prupe.2G182400.1	CA03g18990
OG0004018	Prupe.3G137800.1, Prupe.6G316300.1	CA07g13570, CA10g03240
OG0004019	Prupe.8G240600.1	CA09g08770, CA06g26900
OG0004020	Prupe.1G264300.1	CA05g10050, CA10g14390, CA06g08260, CA06g08180
OG0004021	Prupe.8G212600.1	CA06g01840
