Orthogroup	Prunus_persica	Brassica_napus
OG0001394	Prupe.6G051600.1	CDX94980, CDY52287, CDY20312, CDY09940, CDY59064, CDY06675, CDY10247, CDY02038, CDY10712
OG0001395	Prupe.3G215800.1	CDY21016, CDY31217
OG0001395	Prupe.4G216900.1	CDY07590, CDY19918, CDY17300, CDY06613, CDY20790
OG0001396	Prupe.1G333900.1	CDX84001, CDY52026, CDX81675
OG0001396	Prupe.5G047800.1, Prupe.2G114300.1	CDX89053
OG0001397	Prupe.1G549100.1, Prupe.1G548900.1, Prupe.1G548800.1, Prupe.1G549000.1, Prupe.1G548700.1, Prupe.1G548600.1, Prupe.1G548300.1, Prupe.1G548400.1	CDY45941, CDY20395, CDY16975
OG0001398	Prupe.8G252500.1, Prupe.8G014100.1	CDY40617, CDX93705, CDX93703
OG0001399	Prupe.6G139000.1	CDY01039, CDY08510, CDX73863
OG0001399	Prupe.7G099000.1	CDY64732, CDY14087, CDY04984
OG0001400	Prupe.2G188400.1, Prupe.2G310700.1	CDY49169, CDY35652, CDX96219, CDY54346, CDY47071
OG0001401	Prupe.4G179200.1	CDX76535
OG0001401	Prupe.4G075800.1, Prupe.4G075600.1, Prupe.4G075700.1, Prupe.4G179000.1	CDX76537, CDY08899, CDY08897, CDX76538, CDY08900, CDX76536, CDX78835, CDX99493
OG0001402	Prupe.7G086000.1, Prupe.1G181600.1, Prupe.6G266300.1, Prupe.8G249100.1, Prupe.2G085900.1, Prupe.1G035300.1, Prupe.7G024200.1, Prupe.3G021700.1, Prupe.1G300700.1, Prupe.1G547000.1	CDY62897, CDX70322, CDY10397
OG0001405	Prupe.2G058400.1, Prupe.2G070300.1, Prupe.2G058500.1	CDY32390, CDX82228, CDY06379, CDY19606, CDY60391, CDY19608, CDY27563
OG0001406	Prupe.2G256700.1, Prupe.6G284000.1	CDY07739, CDY14471, CDY54453, CDX91449, CDY18391, CDY54415
OG0001407	Prupe.5G219200.1, Prupe.5G219000.1, Prupe.5G219100.1, Prupe.1G218700.1	CDX86853, CDX99561, CDX69660, CDY09774
OG0001408	Prupe.2G249800.1	CDX74810, CDY20512, CDY66370, CDY07051, CDY61710, CDY60339, CDY07627
OG0001409	Prupe.1G313500.1, Prupe.3G142100.1	CDY54299, CDY13248, CDY09275, CDX77287, CDY11497, CDY34738, CDY67541, CDY43229, CDY57541
OG0001410	Prupe.6G202500.1, Prupe.4G261800.1, Prupe.4G261700.1, Prupe.4G261900.1, Prupe.4G262200.1, Prupe.7G269200.1	CDY05972, CDX71868
OG0001437	Prupe.2G059100.1	CDX99557
OG0001437	Prupe.8G042600.1, Prupe.6G195300.1, Prupe.2G099000.1, Prupe.5G009700.1, Prupe.6G158100.1, Prupe.3G153700.1, Prupe.3G237600.1, Prupe.7G028300.1, Prupe.2G026100.1, Prupe.7G035300.1, Prupe.7G053800.1, Prupe.7G053200.1, Prupe.3G105700.1, Prupe.3G196300.1, Prupe.1G197400.1, Prupe.7G030300.1	CDX68541
OG0001452	Prupe.6G304800.1, Prupe.6G264400.1	CDX73513, CDY54031, CDX67579, CDY07567, CDY04619
OG0001453	Prupe.7G103100.1, Prupe.7G103200.1, Prupe.7G103300.1, Prupe.7G103400.1	CDY23227, CDX95352
OG0001455	Prupe.5G112200.1	CDX94210, CDY10960
OG0001455	Prupe.2G182600.1	CDY07177, CDY48507
OG0001457	Prupe.2G229900.1, Prupe.6G082200.1, Prupe.6G250700.1	CDX71067
OG0001458	Prupe.5G096500.1, Prupe.5G096700.1, Prupe.5G096600.1, Prupe.5G096400.1, Prupe.5G096800.1	CDY45367, CDY49893
OG0001459	Prupe.8G162300.1	CDY10999, CDY70641, CDY12078, CDY38101, CDX92087, CDY66172, CDY43117, CDX92086
OG0001460	Prupe.6G255100.1	CDX80817, CDY55556, CDY48098, CDY04851, CDY62567, CDY40351, CDX73979, CDY07927, CDY41612
OG0001461	Prupe.8G212100.1	CDY22324, CDX94737
OG0001463	Prupe.5G115100.1, Prupe.6G139700.1	CDY35016, CDY49876, CDY27682, CDX67505
OG0001464	Prupe.6G287800.1, Prupe.6G287600.1, Prupe.6G287400.1, Prupe.6G287500.1	CDY47918, CDX73854, CDY56592, CDX80752, CDY04830
OG0001465	Prupe.7G091500.1, Prupe.2G035300.1, Prupe.7G027600.1	CDY66226, CDY66225, CDX86896, CDY00290
OG0001466	Prupe.2G301500.1	CDY52837, CDY27841, CDY56155, CDY51831
OG0001466	Prupe.2G176200.1	CDX90039, CDY15171
OG0001467	Prupe.1G014600.1, Prupe.8G238800.1	CDY64911, CDY12233, CDY10106, CDY47289, CDY10024, CDY06168
OG0001469	Prupe.1G040500.1	CDY12763
OG0001469	Prupe.4G101200.1, Prupe.8G221100.1	CDY69024
OG0001470	Prupe.6G274400.1, Prupe.2G284900.1, Prupe.3G020300.1, Prupe.6G274700.1	CDX91432, CDX74905, CDY24229, CDY43382, CDY24228
OG0001471	Prupe.6G244700.1, Prupe.2G221700.1	CDY04866
OG0001472	Prupe.8G248200.1	CDX89896, CDY18168, CDY21932, CDY22093, CDX91265
OG0001473	Prupe.7G120700.1	CDX76243, CDY58286, CDY13321, CDX67554, CDX73585, CDX78139
OG0001474	Prupe.1G047400.1	CDY17166, CDY19486, CDY19485, CDY23745, CDY37728, CDX89819, CDY18238, CDY15509, CDX86630
OG0001476	Prupe.6G058200.1, Prupe.6G276500.1, Prupe.4G044500.1	CDX86131, CDX99062, CDX71152
OG0001477	Prupe.2G217700.1	CDX84600, CDX79624
OG0001478	Prupe.6G280800.1	CDY66930
OG0001478	Prupe.6G054000.1, Prupe.4G058300.1	CDY19880, CDY17293
OG0001479	Prupe.4G087000.1, Prupe.4G087200.1, Prupe.8G184800.1	CDY14004, CDX92526, CDX70456, CDX78474, CDX69696, CDX97177
OG0001480	Prupe.6G328600.1	CDY22655, CDY06340
OG0001483	Prupe.3G276400.1, Prupe.5G181100.1	CDY44981, CDY54041, CDY36906, CDX84365, CDY00335, CDY38596, CDY30740, CDY45746
OG0001487	Prupe.3G052900.1, Prupe.7G214600.1	CDY35881, CDY03348, CDY48720, CDX82715, CDY47764, CDY59190, CDY30215
OG0001488	Prupe.1G020700.1	CDX84370, CDY30741, CDY45745, CDY38597, CDY16753, CDX87271
OG0001489	Prupe.1G217300.1, Prupe.5G143600.1	CDY05877, CDY70607, CDY64711, CDX68503
OG0001490	Prupe.5G220000.1, Prupe.4G091800.1	CDY53172, CDX90339, CDY41989, CDY53168
OG0001491	Prupe.8G040500.1	CDY28389
OG0001491	Prupe.6G168000.1	CDX90331, CDY12142
OG0001492	Prupe.8G133400.1	CDX69119, CDY52641
OG0001492	Prupe.8G132800.1	CDY53579, CDY49281, CDX72456
OG0001493	Prupe.8G147000.1, Prupe.1G421400.1	CDY28322, CDY49376, CDY03205, CDX72429, CDX75383, CDX69008
OG0001494	Prupe.6G345300.1, Prupe.8G230400.1	CDY32936, CDY10750, CDY47128, CDY23987, CDX84823, CDX97804, CDY29656
OG0001495	Prupe.1G018200.1, Prupe.8G236900.1	CDY60962, CDY15360, CDY15542, CDX86576, CDY10113, CDY47282
OG0001496	Prupe.8G257400.1, Prupe.2G107600.1, Prupe.6G120700.1, Prupe.6G120600.1, Prupe.7G271400.1	CDY22065, CDY21899, CDX97279, CDX91294
OG0001497	Prupe.3G013600.1	CDY28744, CDY43144
OG0001497	Prupe.3G178100.1, Prupe.3G178200.1, Prupe.3G178300.1	CDX97788, CDY29636, CDX84816, CDY23980
OG0001498	Prupe.2G153100.1, Prupe.5G089200.1	CDY64893, CDY66560, CDY45470, CDY13281, CDX86744, CDY41259, CDY10843
OG0001499	Prupe.5G132400.1, Prupe.2G318100.1	CDX93817, CDY01240
OG0001500	Prupe.6G365800.1	CDY39279, CDY07455
OG0001500	Prupe.7G062000.1	CDY47263, CDY10132
OG0001501	Prupe.2G044500.1	CDX96532, CDX73075
OG0001501	Prupe.8G041800.1	CDX72819, CDX96336, CDY53822, CDX75096, CDY48908
OG0001503	Prupe.2G066300.1, Prupe.2G066400.1, Prupe.2G066100.1	CDX70668, CDX78668, CDX69482, CDY26484, CDX85520, CDY38137
OG0001505	Prupe.8G167600.1, Prupe.8G167800.1, Prupe.8G227100.1	CDX89762
OG0001505	Prupe.6G161000.1	CDX85791, CDY40065, CDY21612, CDX69880
OG0001506	Prupe.4G077300.1, Prupe.7G010300.1	CDX70378, CDX98793, CDX70190, CDX98165
OG0001506	Prupe.4G153200.1	CDX70379, CDX69787, CDX97078, CDX78409
OG0001507	Prupe.1G480400.1	CDX69779, CDY68539
OG0001507	Prupe.3G084600.1	CDY36551, CDY39637, CDY67940, CDX83982, CDX96845
OG0001508	Prupe.6G148500.1, Prupe.7G090500.1	CDY16614, CDY59006, CDY09115, CDX88817, CDX70974
OG0001509	Prupe.3G116600.1, Prupe.4G062500.1	CDY49242, CDX71936, CDY00580, CDX88997
OG0001510	Prupe.4G202100.1	CDY27569, CDY53614, CDY56260, CDY19614
OG0001511	Prupe.5G141200.1, Prupe.5G141300.1	CDX78288, CDX70027, CDX98982, CDY14051, CDY55173, CDY53152, CDY71587
OG0001512	Prupe.2G215200.1, Prupe.6G097900.1, Prupe.6G239000.1	CDY57371, CDY12904, CDY03836, CDY26348, CDY15021, CDY47582
OG0001513	Prupe.6G229800.1	CDX81326, CDY18646, CDX83114, CDX68575
OG0001513	Prupe.1G430700.1	CDY43846, CDY25663
OG0001514	Prupe.6G086800.1	CDY58836, CDY58835, CDY66950, CDX93620, CDY68412, CDY31720, CDX77194, CDY04576, CDY15765
OG0001515	Prupe.7G257700.1, Prupe.1G484900.1	CDY38510, CDX83226, CDY58928, CDY11535, CDX75218, CDX68815
OG0001516	Prupe.3G089800.1	CDX75854, CDY20165, CDY21885
OG0001516	Prupe.1G482400.1	CDY13475, CDX72346, CDX68823, CDX75225
OG0001517	Prupe.7G101100.1, Prupe.6G135600.1	CDY06310, CDY22687, CDY54494, CDY46732, CDY46730, CDY31155, CDY68717, CDX95065, CDX93567
OG0001518	Prupe.6G134400.1, Prupe.7G102000.1	CDY30939, CDY21229, CDY47305, CDY08693, CDY71306, CDX92354, CDY09134, CDX88798, CDY68831
OG0001520	Prupe.5G154700.1, Prupe.3G301600.1, Prupe.3G301500.1	CDX68466, CDY53329, CDY56888, CDY37923, CDY45734, CDY30747
OG0001521	Prupe.2G001800.1	CDY69589, CDY64362
OG0001521	Prupe.6G009900.1	CDY02452, CDY54411, CDY24046
OG0001523	Prupe.4G276500.1	CDY23217, CDY67344, CDY69054, CDY68190, CDY29081, CDX90603, CDX78091, CDX73637, CDY69355, CDX78092, CDY67343, CDY23216
OG0001524	Prupe.1G492800.1, Prupe.4G279500.1	CDY31349, CDY43756, CDX84445, CDY39845
OG0001525	Prupe.6G250200.1, Prupe.6G082300.1	CDY04858
OG0001525	Prupe.6G322000.1	CDY19730
OG0001526	Prupe.4G022000.1, Prupe.4G022100.1, Prupe.4G021900.1, Prupe.3G217600.1	CDY39494, CDY19294, CDY33129
OG0001527	Prupe.6G095000.1	CDY04569, CDY15753
OG0001528	Prupe.7G132000.1, Prupe.1G433700.1	CDY17052, CDX83555, CDY66810, CDY72183, CDY18096, CDY29514, CDY17105, CDY06769
OG0001529	Prupe.7G243300.1	CDY45209, CDY36219, CDY30785, CDY34078, CDY25050, CDY39897, CDY29145, CDY71315, CDY39901, CDY29148
OG0001530	Prupe.6G210400.1	CDY08768, CDY45606, CDY18680, CDX81294, CDY71608, CDY52533, CDY37836
OG0001531	Prupe.7G267200.1	CDX85758, CDY40099
OG0001532	Prupe.1G379700.1, Prupe.8G097300.1	CDY37257, CDY64803, CDY45414, CDX73147, CDX68143, CDX85880
OG0001533	Prupe.5G216700.1	CDX73030
OG0001533	Prupe.1G283100.1	CDY40255, CDY20563, CDY16169, CDX85030, CDY61624, CDY24138
OG0001534	Prupe.2G195900.1	CDY37992, CDX90013, CDY32442, CDY68292, CDY15197
OG0001534	Prupe.4G085000.1	CDX98191, CDX77603, CDY26276, CDY63182, CDX90240
OG0001535	Prupe.8G086700.1	CDX75452, CDX69077
OG0001535	Prupe.5G017200.1	CDY12310, CDY27149, CDY12418
OG0001537	Prupe.5G144300.1, Prupe.5G144000.1	CDX80381, CDX88043
OG0001537	Prupe.7G180900.1	CDY54365, CDY29183
OG0001539	Prupe.5G193700.1	CDY61272, CDY47401, CDX77863, CDY21792
OG0001540	Prupe.3G264000.1, Prupe.1G279100.1	CDY62212, CDX96872, CDY33785, CDY16125, CDX95934, CDY40925
OG0001541	Prupe.5G227200.1, Prupe.5G227600.1	CDY18502, CDX95540, CDX95549, CDY36627, CDY24433, CDX92210, CDX92211, CDY24435
OG0001542	Prupe.7G231200.1, Prupe.1G453400.1	CDY62422, CDX80530, CDX87078, CDY19798, CDY05502, CDY54895
OG0001543	Prupe.6G143400.1, Prupe.2G072100.1	CDY54959, CDY70858, CDY71450
OG0001544	Prupe.3G037900.1, Prupe.7G195600.1	CDY45073, CDX92443, CDY16555, CDY12339, CDY20366, CDY28610
OG0001545	Prupe.2G328200.1	CDX78704, CDX70709, CDY16984, CDX69425, CDY51521, CDY28721, CDY58552, CDY65443, CDX70625
OG0001546	Prupe.6G269100.1, Prupe.2G244800.1	CDY02958, CDX76074, CDX72205, CDY27268, CDY49119, CDY42422, CDX85822, CDX68191, CDX96529, CDX73072
OG0001547	Prupe.1G248600.1	CDY03739, CDY09455, CDY41450, CDX91710
OG0001547	Prupe.5G170000.1	CDY37754
OG0001548	Prupe.1G169700.1, Prupe.4G072800.1, Prupe.3G171500.1, Prupe.3G171600.1, Prupe.3G171700.1, Prupe.3G172000.1, Prupe.3G171800.1	CDY61576
OG0001549	Prupe.8G161900.1, Prupe.8G161700.1, Prupe.8G161600.1, Prupe.8G161800.1	CDY51679, CDY28936, CDX75470
OG0001550	Prupe.4G098300.1, Prupe.1G438500.1, Prupe.3G112100.1, Prupe.3G111900.1	CDY31432, CDX76449, CDX98675, CDX94008, CDX82782, CDX79008, CDX98676, CDX94009
OG0001551	Prupe.1G279800.1	CDX95935, CDY40924
OG0001551	Prupe.3G263200.1, Prupe.3G263100.1, Prupe.2G018200.1	CDY37544, CDY43268, CDX74284, CDX91963
OG0001552	Prupe.1G411100.1, Prupe.2G179400.1, Prupe.2G179200.1	CDY11363, CDY43938, CDX89123, CDY52010
OG0001553	Prupe.3G016900.1	CDY16440, CDY58676
OG0001553	Prupe.1G331300.1	CDY48807, CDY09427
OG0001554	Prupe.1G505600.1	CDY34001, CDX83136
OG0001554	Prupe.1G563900.1	CDX96045, CDY68946, CDX81477
OG0001555	Prupe.3G164100.1, Prupe.1G336500.1	CDY39248, CDY07483, CDY50321, CDY65468
OG0001556	Prupe.4G188100.1	CDY67143, CDY43829, CDY43042, CDY64204, CDY63833, CDY14280, CDX97382
OG0001557	Prupe.7G223400.1	CDX92511, CDY58974
OG0001557	Prupe.7G184900.1	CDY70248, CDY19243
OG0001557	Prupe.1G448900.1	CDY45017, CDY49323
OG0001558	Prupe.2G278300.1, Prupe.2G278200.1	CDX99914, CDY00480, CDY00479, CDX99916, CDY46939, CDX91587, CDY38867, CDY64024
OG0001559	Prupe.3G220000.1	CDY49521, CDY71455, CDY46848, CDY48213, CDY49519, CDY46846, CDY10036, CDY59799, CDY59798, CDY10035, CDX86578, CDY15539
OG0001561	Prupe.4G208400.1	CDY19867, CDY17277
OG0001562	Prupe.1G515200.1	CDX73353, CDY37093
OG0001562	Prupe.6G186400.1, Prupe.6G186600.1	CDY14530, CDY08828, CDY33992, CDY71429
OG0001563	Prupe.3G064200.1, Prupe.1G287400.1, Prupe.7G225600.1	CDY06836, CDY35250, CDY14220, CDX97478
OG0001564	Prupe.3G276200.1	CDY08302, CDY08301, CDY06480, CDY23528, CDY48381, CDY48380, CDY23529
OG0001565	Prupe.4G268000.1	CDY13998, CDX88891, CDX69686
OG0001565	Prupe.1G272300.1	CDY28580, CDY44086
OG0001566	Prupe.5G075400.1	CDX82953, CDX79165, CDX98760, CDX94103
OG0001566	Prupe.2G277800.1	CDY66417, CDY56658
OG0001568	Prupe.5G117000.1	CDY10969, CDX94221, CDY03518, CDY47621, CDY25271, CDY65042
OG0001569	Prupe.2G026700.1	CDY11474, CDX76698
OG0001569	Prupe.7G052300.1	CDY14777, CDY06917, CDY22528, CDY35410
OG0001570	Prupe.3G242000.1, Prupe.8G191700.1, Prupe.8G194600.1, Prupe.8G259500.1, Prupe.3G242100.1, Prupe.3G261700.1	CDX69492, CDY26471
OG0001571	Prupe.7G193800.1, Prupe.7G186700.1, Prupe.6G204300.1, Prupe.6G204500.1	CDX84243, CDX84325, CDY17237, CDX84650, CDX79558
OG0001572	Prupe.4G061100.1	CDY01556, CDY53995, CDY34057, CDX76511, CDX99452, CDX78874, CDY06029, CDX87759, CDY65576, CDY52214, CDX77620, CDX99789, CDY43319, CDX90169, CDY15649, CDY69202
OG0001573	Prupe.6G151800.1, Prupe.7G009200.1	CDY50662, CDX74207, CDX92051, CDX70785, CDX78767, CDY25477, CDY38470, CDX85436, CDY02674
OG0001574	Prupe.3G269100.1, Prupe.5G189800.1	CDX85559, CDX91003
OG0001575	Prupe.4G039600.1	CDX71638, CDY23671, CDX84970, CDY52220, CDY03814, CDY12891, CDY40958, CDY19346, CDX97937, CDY20982, CDY20585
OG0001576	Prupe.1G304400.1, Prupe.5G216600.1	CDX92247, CDX99346, CDY18526, CDX95516, CDY62848, CDY51171, CDX77268, CDY71208
OG0001578	Prupe.1G078300.1, Prupe.1G455000.1	CDY28257, CDX68735, CDY13424, CDX72304, CDY20313, CDY46149, CDY34774, CDY33685, CDY67576
OG0001579	Prupe.6G044000.1, Prupe.6G044300.1	CDY32701, CDY02820, CDY02817
OG0001579	Prupe.2G260800.1	CDY14118, CDY04948, CDX98835, CDX70158
OG0001580	Prupe.6G286300.1	CDY14460, CDY07730
OG0001580	Prupe.2G258800.1	CDX98838, CDX70156
OG0001581	Prupe.1G279400.1	CDY40259, CDY42125, CDY20568
OG0001581	Prupe.5G198100.1, Prupe.3G263300.1	CDY19995
OG0001582	Prupe.8G027700.1	CDY33672, CDX96601, CDY01332, CDY71883, CDY29473, CDY04601, CDX87566, CDX88318, CDY20388, CDY45946
OG0001583	Prupe.1G279500.1	CDY50790, CDX99790, CDX90170, CDY43320
OG0001584	Prupe.1G559400.1	CDY35825, CDX97115, CDX69892, CDY21595, CDY01780, CDY18705, CDX81229, CDY51290, CDY56487, CDY31313, CDY46812
OG0001585	Prupe.8G155700.1, Prupe.1G417900.1, Prupe.6G215300.1	CDY18673, CDX81297, CDY51980, CDY08746
OG0001586	Prupe.3G044200.1	CDY12619, CDY32287, CDY42344, CDY32288, CDY12620, CDY32289, CDY46034, CDY46035
OG0001588	Prupe.3G017900.1, Prupe.3G046700.1, Prupe.3G018700.1	CDY60809
OG0001588	Prupe.1G366500.1, Prupe.3G018600.1	CDY01588, CDY09282, CDX76485, CDX98609, CDX99388, CDX78930, CDY05197
OG0001589	Prupe.7G156400.1	CDY25159, CDY46301
OG0001589	Prupe.1G377700.1	CDY65687, CDY17028, CDY17085, CDY06747
OG0001591	Prupe.1G284100.1, Prupe.1G285100.1	CDY04154, CDY45558, CDY51215, CDY02989, CDY53946, CDY37197
OG0001593	Prupe.1G288900.1, Prupe.5G207500.1	CDX98123, CDY36404, CDY68665, CDY16102, CDY49134, CDY42443, CDY42441, CDY42442, CDX73053, CDX96516
OG0001594	Prupe.1G525000.1, Prupe.1G525200.1, Prupe.6G195500.1	CDX81281, CDY54720, CDX69835, CDX97005, CDX69836
OG0001595	Prupe.7G166300.1	CDX69209
OG0001595	Prupe.8G074800.1, Prupe.2G196600.1	CDY72666
OG0001596	Prupe.5G230200.1	CDX73000, CDY60131, CDY11097, CDX68217, CDX82057, CDY47743
OG0001597	Prupe.2G306700.1	CDX97401, CDY14265, CDX89218, CDY60127
OG0001597	Prupe.2G183400.1	CDX80007, CDY42033
OG0001598	Prupe.5G007100.1	CDY23718, CDY37702
OG0001598	Prupe.7G185400.1	CDY30363, CDY26810, CDY20802, CDY24339
OG0001599	Prupe.1G150000.1	CDX85113, CDX77497
OG0001599	Prupe.1G150100.1, Prupe.8G245000.1	CDY18112, CDY57714
OG0001600	Prupe.2G314500.1	CDX80433, CDX88095, CDY70532, CDY68513, CDY49166, CDY14377, CDY35661, CDY47074, CDY38748
OG0001601	Prupe.5G048500.1	CDY43625, CDY37160
OG0001603	Prupe.1G023000.1	CDY16260, CDX92964, CDY69279, CDY10679
OG0001603	Prupe.1G367700.1	CDY22334, CDX83735, CDY70746, CDY29382
OG0001604	Prupe.3G268000.1, Prupe.5G193200.1	CDX95030
OG0001604	Prupe.7G018400.1	CDY32135, CDY31125, CDX95031, CDX93535
OG0001605	Prupe.3G152900.1, Prupe.3G157700.1, Prupe.3G153500.1, Prupe.3G267100.1	CDX85556, CDX91000
OG0001606	Prupe.6G050700.1	CDY09208, CDY57394, CDY01976, CDY11459, CDY18299, CDY59512, CDY32698, CDY60016, CDY32981, CDY09207
OG0001607	Prupe.4G013000.1	CDX94536, CDY16689
OG0001607	Prupe.4G222700.1	CDY29816, CDY25408
OG0001608	Prupe.7G175500.1	CDY20808
OG0001608	Prupe.5G103800.1, Prupe.6G062800.1	CDY06701, CDY10270
OG0001608	Prupe.6G062700.1	CDX75526
OG0001609	Prupe.5G073200.1	CDY21033, CDY31240, CDY53347, CDY64848, CDY32208
OG0001610	Prupe.3G004900.1	CDX80081, CDY37786
OG0001612	Prupe.5G220600.1, Prupe.1G309700.1	CDY19372, CDX97990, CDY50175, CDY21094, CDX83565, CDX99751, CDY40976, CDY13594
OG0001617	Prupe.1G573600.1	CDY20591, CDY20975, CDY54579, CDY33318, CDY54581, CDY44833, CDY12877, CDY46194, CDY19334, CDX97925, CDY03773
OG0001618	Prupe.2G233800.1, Prupe.2G233900.1, Prupe.2G233700.1	CDY60110, CDY53595, CDY07017, CDX93254, CDX93253, CDY07018, CDX93252
OG0001619	Prupe.1G491100.1, Prupe.1G491200.1, Prupe.1G491000.1, Prupe.1G491300.1	CDX87522, CDX88364, CDX88365
OG0001619	Prupe.4G277700.1	CDY21569, CDX69918, CDX81121, CDX78353, CDY31348, CDY39844
OG0001633	Prupe.1G242300.1, Prupe.1G242400.1	CDX88612, CDY11879, CDY65175, CDY46482, CDX71463, CDY41002, CDY48995, CDX99716, CDY56372, CDY22003, CDY56374, CDX83611, CDY13625, CDY13626, CDY71300, CDY65177
OG0001638	Prupe.2G139300.1, Prupe.2G139500.1, Prupe.2G139000.1, Prupe.5G072800.1	CDX83396, CDY27391, CDX95635
OG0001639	Prupe.1G114500.1, Prupe.3G146800.1, Prupe.5G112600.1	CDX93634, CDY20929, CDY35000, CDY39016, CDX82376
OG0001644	Prupe.2G021200.1, Prupe.2G121500.1, Prupe.3G154900.1, Prupe.3G154300.1, Prupe.3G154100.1, Prupe.3G142200.1, Prupe.2G107700.1, Prupe.3G155100.1, Prupe.1G407000.1, Prupe.7G203800.1	CDX74680
OG0001646	Prupe.1G188900.1	CDY02901
OG0001661	Prupe.2G200300.1, Prupe.2G200400.1	CDX82599, CDY64825, CDY61862, CDX80750, CDY64827, CDY64826, CDX82597, CDX90004, CDY15205
OG0001662	Prupe.7G121300.1, Prupe.6G116000.1	CDX92332, CDY26961
OG0001664	Prupe.8G014400.1, Prupe.7G101300.1	CDY01034, CDY08514, CDY62471, CDX73869, CDY00740
OG0001665	Prupe.2G220900.1	CDY44634, CDX74861
OG0001665	Prupe.6G244100.1	CDY46767, CDY63499, CDX79727, CDY18459, CDY55438, CDY70087
OG0001666	Prupe.8G233200.1	CDY07697, CDY07535, CDX67603
OG0001666	Prupe.1G472200.1, Prupe.7G236800.1	CDY21851
OG0001667	Prupe.5G105400.1, Prupe.2G175100.1	CDY48913, CDY65355
OG0001668	Prupe.7G097100.1	CDY01043, CDY08506, CDY40419, CDY32068, CDY29084, CDY69198, CDY68967, CDX90600, CDY72430, CDX95339
OG0001669	Prupe.8G204500.1, Prupe.4G108800.1, Prupe.1G003400.1	CDX86608, CDX84731
OG0001670	Prupe.2G317800.1, Prupe.5G132100.1	CDY17113
OG0001670	Prupe.7G109500.1	CDX70277, CDY41427, CDY69711, CDX80897, CDY11278, CDY60165, CDY00905, CDY22216
OG0001671	Prupe.1G060900.1	CDY15517
OG0001671	Prupe.8G206800.1	CDY05305, CDY33938, CDY05655
OG0001672	Prupe.7G071600.1	CDY42133, CDY08447, CDY50568, CDY52622, CDY00758, CDX73833
OG0001672	Prupe.2G009000.1	CDY54519
OG0001674	Prupe.2G158500.1, Prupe.2G158600.1, Prupe.2G158800.1, Prupe.2G158700.1, Prupe.5G094600.1	CDY49191, CDY47345, CDY49885, CDY45375
OG0001675	Prupe.1G459900.1	CDY36448, CDY36439, CDY23300, CDY67280, CDY68019
OG0001676	Prupe.6G090100.1	CDY22717, CDY06282
OG0001676	Prupe.2G221400.1, Prupe.6G244400.1	CDY10423, CDY55687
OG0001678	Prupe.8G215300.1	CDY35204, CDY38373
OG0001678	Prupe.6G352100.1	CDX97498, CDY31136
OG0001679	Prupe.8G249300.1	CDY18169, CDX89894, CDX89895
OG0001679	Prupe.6G332400.1	CDY17553, CDY48379, CDY41737, CDY64215
OG0001680	Prupe.2G321200.1	CDX89237, CDY19053, CDY46788, CDY43054, CDY43841, CDY14335, CDY28794, CDY41775
OG0001683	Prupe.2G172900.1	CDX83383, CDX95673
OG0001685	Prupe.7G114000.1, Prupe.2G081000.1, Prupe.2G080200.1, Prupe.2G080500.1, Prupe.2G080800.1, Prupe.2G080100.1	CDY66568, CDY00894, CDX80880, CDY44377, CDY04891
OG0001687	Prupe.6G238100.1, Prupe.6G100700.1	CDY31533, CDY67417, CDY09194
OG0001688	Prupe.7G110700.1, Prupe.6G129600.1	CDX73609, CDX78120, CDX95368, CDY23232
OG0001689	Prupe.6G235200.1	CDY44353, CDY62893, CDY10391, CDY11246, CDX80859, CDX70316, CDY41584, CDY44732
OG0001690	Prupe.3G196200.1	CDX86321, CDX85318
OG0001691	Prupe.7G267500.1, Prupe.8G185400.1	CDY52291, CDY15092
OG0001692	Prupe.2G148500.1, Prupe.2G148700.1, Prupe.2G148600.1, Prupe.2G148400.1	CDX74746, CDY71616, CDY18916, CDY53881, CDY18924, CDY60682, CDY53882
OG0001694	Prupe.6G249600.1, Prupe.2G230600.1, Prupe.2G230500.1	CDY18444, CDX93378, CDX91365, CDX74958, CDX79734, CDY07788, CDX79735
OG0001695	Prupe.5G115700.1, Prupe.2G184500.1	CDY31415, CDX90031, CDY15178
OG0001696	Prupe.2G196400.1	CDY68110, CDY32777, CDY20720, CDY41810, CDY41552, CDX80042, CDX80044, CDY41553, CDX80043, CDY47748
OG0001698	Prupe.7G090200.1	CDX79630, CDX84595, CDY32083, CDY40430, CDY23207, CDX95332, CDX78083, CDX73642
OG0001699	Prupe.5G129900.1, Prupe.2G194200.1	CDX71698, CDY57871, CDY71495, CDX89135, CDY27309, CDY61720, CDX80036, CDY41546
OG0001701	Prupe.2G047600.1	CDX70004, CDX99011
OG0001702	Prupe.2G087000.1, Prupe.8G094900.1, Prupe.2G087700.1	CDX84310, CDY17256, CDY43669
OG0001704	Prupe.5G016300.1, Prupe.2G104800.1	CDY09292, CDY26384, CDX87802, CDY39417, CDY48624, CDX76481
OG0001705	Prupe.1G406300.1, Prupe.3G043400.1	CDX97534, CDY55213, CDY39086, CDY33260, CDY33081, CDY24062, CDY02475, CDY10614, CDY02474
OG0001707	Prupe.8G257100.1, Prupe.6G179600.1	CDY31180, CDX83269, CDY04502
OG0001708	Prupe.1G145600.1	CDY02597, CDY47188, CDX70854, CDX88908
