Orthogroup	Capsicum_anuum	Solanum_lycopersicum
OG0002603	CA00g32500, CA00g32480	Solyc01T002659.2, Solyc01T002657.1
OG0002604	CA09g04800	Solyc09T000461.1
OG0002605	CA00g64650	Solyc01T002972.1
OG0002605	CA05g10660	Solyc05T002156.1
OG0002606	CA08g13180, CA08g13190	Solyc11T001255.1, Solyc01T003400.1, Solyc01T003402.1, Solyc01T003401.1
OG0002608	CA10g00840, CA00g90060	Solyc12T001836.1
OG0002609	CA06g22290	Solyc04T001873.1
OG0002610	CA08g16150, CA01g31970	Solyc08T000171.1
OG0002610	CA08g16140	Solyc01T003774.1
OG0002612	CA07g15370	Solyc07T002334.1
OG0002613	CA02g20350	Solyc02T001790.1
OG0002613	CA04g04080	Solyc03T000498.1
OG0002614	CA05g10020, CA09g14450	Solyc12T000134.1, Solyc12T000137.1
OG0002614	CA07g07910	Solyc05T001528.1
OG0002615	CA06g24830	Solyc06T002479.1
OG0002615	CA05g16320	Solyc03T002116.1, Solyc05T002415.1
OG0002616	CA00g25510, CA09g13840	Solyc12T000126.1
OG0002617	CA05g14690	Solyc05T002395.1
OG0002617	CA03g12760	Solyc03T002054.1
OG0002619	CA09g13860, CA00g43060	Solyc06T000152.1
OG0002620	CA08g02110	Solyc08T001384.1
OG0002622	CA03g27970	Solyc00T000030.1
OG0002622	CA04g14450, CA11g07280	Solyc10T001148.1
OG0002625	CA10g06640	Solyc10T000621.1
OG0002625	CA01g19220, CA01g19210	Solyc01T002758.1
OG0002626	CA10g06710	Solyc10T000572.1
OG0002627	CA10g05210	Solyc10T000021.1
OG0002627	CA02g19690, CA06g03590	Solyc02T001877.1
OG0002628	CA03g22350	Solyc03T002215.2, Solyc03T002212.1
OG0002628	CA00g54690	Solyc01T000414.2
OG0002630	CA07g08980, CA01g03980, CA01g04070	Solyc05T000925.2, Solyc11T001429.1, Solyc07T000693.1
OG0002631	CA12g13590	Solyc12T002199.1
OG0002631	CA11g02330	Solyc04T000022.1, Solyc05T000545.1
OG0002632	CA00g50480, CA12g05490, CA06g13390, CA08g13210, CA11g07780, CA06g06430, CA03g19500, CA11g11660, CA09g15160, CA10g15530, CA06g25870, CA04g15070, CA08g05310	Solyc12T002096.1
OG0002633	CA04g15370	Solyc05T002750.1, Solyc07T000402.1
OG0002634	CA00g63410	Solyc05T002426.1
OG0002634	CA05g03110	Solyc04T000448.1
OG0002634	CA10g04850	Solyc10T002934.1
OG0002634	CA09g05400, CA09g05170	Solyc09T000503.1
OG0002635	CA09g09350	Solyc09T001407.1
OG0002635	CA06g26410	Solyc10T001067.1, Solyc06T002639.1
OG0002636	CA06g23620, CA06g23700	Solyc06T002383.3
OG0002642	CA00g72670	Solyc01T002248.1
OG0002642	CA02g04690	PRAM_24077.1.p1
OG0002652	CA01g18830	Solyc01T002737.1
OG0002654	CA04g18840, CA05g03540	Solyc04T000390.1
OG0002654	CA04g18900, CA04g18850	Solyc04T002678.1
OG0002657	CA00g41250	Solyc01T004018.1
OG0002657	CA10g08260	Solyc10T001654.1, Solyc10T001655.1
OG0002658	CA02g14840	Solyc02T002815.1
OG0002658	CA00g75700	Solyc04T002620.1
OG0002663	CA03g34160	Solyc03T003299.1
OG0002663	CA06g20920, CA05g06500, CA05g06510, CA01g12420	Solyc06T002745.1, Solyc03T002494.1, Solyc06T002016.1
OG0002663	CA07g14770, CA07g14670	Solyc07T002209.1
OG0002668	CA02g03700	Solyc02T000162.1
OG0002673	CA02g07610	Solyc02T000850.1
OG0002673	CA06g11760, CA00g95080, CA08g16930	Solyc01T003908.1
OG0002675	CA02g08020	Solyc05T000494.1
OG0002676	CA03g24560, CA03g24570, CA03g24550	Solyc03T002406.1, Solyc03T002405.1
OG0002676	CA02g30770	Solyc02T002929.1
OG0002677	CA06g04490, CA06g04510, CA06g00640, CA00g73230, CA09g10150	Solyc11T000990.1, Solyc11T001003.1, Solyc11T000999.1, Solyc11T001908.1, Solyc11T001339.1, Solyc11T001907.1, Solyc11T001855.1
OG0002678	CA04g14120, CA11g14210, CA09g03720, CA10g06980, CA09g09020, CA01g15790, CA05g12010, CA11g12870, CA07g11590	Solyc12T001658.1, Solyc07T001328.1, Solyc07T001368.1, Solyc12T001657.1, Solyc04T001404.1, Solyc05T001358.1
OG0002679	CA06g08780	Solyc08T001406.2
OG0002679	CA08g06000	Solyc08T000168.1, Solyc08T000167.1, Solyc08T001638.1, Solyc08T001640.1, Solyc08T001641.1, Solyc08T001636.1, Solyc08T001639.1, Solyc08T001637.1
OG0002679	CA09g08260	Solyc08T000623.1
OG0002681	CA11g04790	Solyc09T001757.1, Solyc09T001766.1, Solyc04T001268.1, Solyc04T002105.1, Solyc04T002102.1, Solyc01T001998.1, Solyc01T001999.1, Solyc09T001732.1, Solyc09T001724.1, Solyc09T001733.1, Solyc09T001734.1, Solyc01T003118.1, Solyc06T001292.1
OG0002682	CA00g41790, CA00g89240	Solyc11T000059.1
OG0002683	CA00g82230	Solyc02T000339.1, Solyc10T002865.1, Solyc05T001369.1, Solyc10T000559.1, Solyc10T002941.1, Solyc10T000558.1, Solyc10T001841.1, Solyc10T001811.1, Solyc10T002826.1, Solyc10T000566.1, Solyc10T000557.1, Solyc10T000565.1, Solyc10T001812.1, Solyc10T001410.4
OG0002690	CA03g18250	Solyc03T000352.1
OG0002690	CA08g07150	Solyc01T002835.1
OG0002692	CA03g10500, CA03g10510, CA03g29630	Solyc03T001041.2
OG0002693	CA02g22600	Solyc02T002137.1
OG0002694	CA03g24860	Solyc09T002266.1, Solyc09T002268.1
OG0002695	CA10g05690	Solyc10T000437.1
OG0002695	CA02g16550	PRAM_26113.1.p1
OG0002695	CA07g00490	Solyc07T000191.2
OG0002696	CA00g84990	Solyc09T000270.1
OG0002696	CA10g16400	Solyc10T002637.1
OG0002696	CA10g15980	Solyc10T002658.1
OG0002697	CA06g15680	Solyc06T001455.1
OG0002698	CA11g05620, CA01g17290	Solyc06T001501.1
OG0002699	CA05g00180, CA00g77580	Solyc04T000752.1
OG0002700	CA03g25780, CA03g25790	Solyc03T000267.1
OG0002701	CA10g06220	Solyc10T000517.1
OG0002701	CA08g07780	Solyc01T002893.1
OG0002701	CA00g99390	Solyc01T002892.1
OG0002702	CA00g15840	Solyc06T001452.1
OG0002702	CA03g37000, CA02g05730	Solyc03T003555.3
OG0002703	CA10g12240	Solyc10T002868.2, Solyc04T003022.1
OG0002704	CA08g06770	Solyc01T002812.2
OG0002705	CA03g07180	Solyc09T002393.1
OG0002707	CA01g26730	Solyc01T002270.1
OG0002709	CA01g02340	Solyc08T002381.1
OG0002709	CA08g07420	Solyc01T002863.1
OG0002710	CA11g00080	Solyc02T000814.1, Solyc05T000349.1
OG0002710	CA02g23900	Solyc02T002641.1
OG0002712	CA10g13350, CA05g08460	Solyc04T001035.1
OG0002714	CA08g08200	Solyc01T002930.1
OG0002716	CA01g02980	Solyc12T002214.1
OG0002718	CA12g11130	Solyc04T001588.1
OG0002718	CA05g19940	Solyc05T002701.1
OG0002719	CA08g07310	Solyc01T002850.1
OG0002719	CA10g06490	Solyc09T001125.1
OG0002720	CA01g11830	Solyc12T001607.1, Solyc12T001605.1, Solyc12T001610.1, Solyc12T001603.1, Solyc12T001032.1
OG0002721	CA09g10430, CA10g13910	Solyc09T000048.1
OG0002722	CA11g12490	Solyc11T001992.1
OG0002723	CA08g11590	Solyc01T003209.1, Solyc01T003212.1
OG0002723	CA10g11160	Solyc10T002137.2
OG0002723	CA09g12200	Solyc09T000010.1, Solyc09T000009.1
OG0002724	CA03g32270	Solyc03T002988.1
OG0002726	CA06g22020	Solyc06T002193.1
OG0002727	CA06g22360	Solyc05T001419.1, Solyc06T002226.1
OG0002728	CA06g11720	Solyc06T001257.1
OG0002728	CA06g11690, CA00g18880	Solyc04T001947.1
OG0002729	CA01g33200	Solyc08T000253.1
OG0002729	CA01g04340	Solyc08T002219.1
OG0002730	CA05g04060	PRAM_36997.1.p1
OG0002731	CA03g27050	Solyc01T003646.1
OG0002732	CA10g06750	Solyc10T000574.1
OG0002732	CA08g07280	Solyc01T002847.1
OG0002733	CA07g17220	Solyc07T002445.1
OG0002733	CA09g12890	Solyc10T000249.1, Solyc10T000229.1
OG0002735	CA10g10870	Solyc10T002953.1
OG0002735	CA09g06620	Solyc09T000588.1
OG0002736	CA03g24940	Solyc09T002273.1
OG0002737	CA09g13890, CA00g43010	Solyc07T001725.1
OG0002737	CA02g30030	Solyc02T002851.1
OG0002738	CA03g20510, CA06g08520, CA08g08630	Solyc08T002558.1, Solyc03T001683.1, Solyc08T000365.1, Solyc01T002994.1
OG0002739	CA09g00610	Solyc09T000381.1
OG0002739	CA10g16820, CA10g12760	Solyc10T002845.2
OG0002740	CA00g69000	Solyc09T002021.1
OG0002742	CA06g21500	Solyc06T002150.1
OG0002742	CA03g20810	Solyc03T002126.1
OG0002743	CA09g03660	Solyc10T002888.1, Solyc10T002720.1, Solyc09T000119.1
OG0002744	CA00g07150	Solyc01T000202.1
OG0002744	CA10g16980	Solyc10T002586.1
OG0002745	CA03g29460, CA00g16650	Solyc03T002814.1
OG0002746	CA01g19070	Solyc01T002749.1
OG0002747	CA10g10250	Solyc10T000671.1
OG0002747	CA05g11560	Solyc05T002199.1
OG0002748	CA10g18090	Solyc10T002549.1
OG0002748	CA11g11340	Solyc11T001451.1
OG0002749	CA00g99130, CA00g11110, CA00g11100	Solyc09T000198.1
OG0002749	CA05g04920, CA04g05420	Solyc09T002311.1
OG0002751	CA05g09200	Solyc05T001305.1
OG0002751	CA00g43020	Solyc07T001724.1
OG0002752	CA07g04530, CA01g27590, CA04g00390, CA00g95870, CA00g99120	Solyc09T001471.2, Solyc11T001359.1, Solyc11T001461.1, Solyc06T002318.1, Solyc11T001806.1, Solyc03T001790.1, Solyc11T001297.1, Solyc05T001313.1
OG0002755	CA00g33170	Solyc01T000165.1
OG0002756	CA05g11310	Solyc05T001234.1
OG0002756	CA12g10610	Solyc12T001947.1
OG0002757	CA04g14100, CA12g14110	Solyc12T002263.1, Solyc04T002169.1
OG0002759	CA00g60450	Solyc01T003675.2
OG0002759	CA08g15280	Solyc01T003561.1
OG0002760	CA01g29590	Solyc08T000184.1
OG0002761	CA03g34950	Solyc03T003365.1
OG0002763	CA00g72820	Solyc04T000392.2, Solyc04T000399.1
OG0002763	CA05g03510	Solyc04T000396.1, Solyc03T001001.1, Solyc04T000393.1, Solyc04T000394.1, Solyc03T001002.1, Solyc03T001003.1, Solyc04T000398.1
OG0002764	CA00g46850	Solyc06T001684.1
OG0002765	CA06g26470	Solyc09T001448.1, Solyc06T002645.1
OG0002765	CA00g84660, CA00g66180	Solyc09T002796.1
OG0002766	CA03g31860	Solyc03T002945.1
OG0002767	CA03g36290	Solyc03T003443.1
OG0002767	CA06g16230	Solyc06T001411.3
OG0002767	CA12g10490	Solyc12T002050.2
OG0002770	CA12g18450	Solyc12T002537.1
OG0002770	CA08g05130	Solyc08T001401.2
OG0002771	CA03g34710	Solyc12T001975.1
OG0002772	CA08g12170, CA07g20590	Solyc01T003248.1
OG0002773	CA01g22730, CA02g12890, CA01g22720	Solyc01T002007.1, Solyc01T002006.1
OG0002774	CA01g09530	Solyc08T001714.1
OG0002777	CA10g16810, CA01g02730	Solyc08T002357.1, Solyc04T000162.1
OG0002778	CA07g04830	Solyc07T001773.1, Solyc05T001737.1
OG0002779	CA10g07790	Solyc10T001168.1
OG0002779	CA08g11570	Solyc01T003200.1
OG0002780	CA00g69280, CA00g65150	Solyc08T001864.1
OG0002780	CA05g20710	Solyc05T002723.1
OG0002781	CA09g03270	Solyc09T000123.1
OG0002781	CA05g04100, CA12g10990	Solyc04T001439.1
OG0002783	CA03g36570	Solyc03T003584.1
OG0002784	CA03g17400	Solyc09T002342.1
OG0002784	CA08g10780	Solyc01T003141.1
OG0002785	CA01g16770	Solyc01T001761.1
OG0002785	CA08g12640	Solyc01T003317.1
OG0002786	CA03g32700	Solyc03T003035.1
OG0002786	CA00g87730	Solyc06T001772.1
OG0002787	CA05g03470	Solyc04T000417.1
OG0002787	CA05g18750	Solyc05T002580.1
OG0002788	CA01g03160	Solyc08T002309.1
OG0002788	CA03g16240	Solyc03T000412.1
OG0002789	CA08g03940	Solyc08T000935.1
OG0002789	CA08g10300	Solyc01T003095.1
OG0002791	CA05g04120	Solyc04T000333.2, Solyc04T000336.2
OG0002792	CA00g36920	Solyc10T000829.1, Solyc01T002300.2
OG0002793	CA03g35740	Solyc03T003457.1
OG0002794	CA11g03570	Solyc05T000707.1
OG0002795	CA08g18680	Solyc01T004269.1
OG0002795	CA07g06510	Solyc07T001308.1
OG0002796	CA03g09600	Solyc09T002015.1
OG0002796	CA06g08670	Solyc06T001152.1
OG0002796	CA03g06530	Solyc09T002437.1
OG0002797	CA01g34600	Solyc08T000350.1
OG0002797	CA01g00740	Solyc08T002525.1
OG0002798	CA01g07340	Solyc08T001956.1
OG0002799	CA01g22470, CA05g09090	Solyc01T002090.1
OG0002800	CA06g12680, CA02g20630	Solyc02T001965.1, Solyc02T001976.1
OG0002801	CA00g95900, CA00g59440, CA00g59450, CA00g59420, CA00g95890, CA01g25210, CA00g80020, CA00g59430	Solyc05T000335.1
OG0002803	CA01g15700, CA00g80350	Solyc03T000398.1, Solyc01T000386.1
OG0002804	CA08g03770	Solyc08T001275.1
OG0002804	CA06g25470, CA06g10100	Solyc06T002544.1
OG0002805	CA01g08200, CA01g08190	Solyc08T001883.2
OG0002806	CA12g15080	Solyc12T002090.1
OG0002806	CA06g15790	Solyc06T001440.1
OG0002807	CA12g20990	Solyc12T002723.1
OG0002807	CA00g62200	Solyc01T003434.1
OG0002809	CA02g24960	Solyc02T002797.1
OG0002809	CA08g17020, CA03g00920	Solyc10T001476.1, Solyc01T003916.1
OG0002810	CA12g18970	Solyc12T002575.1
OG0002810	CA01g30470	Solyc08T000109.1
OG0002811	CA02g13010	Solyc02T001333.1
OG0002812	CA00g69290	Solyc06T001763.1
OG0002812	CA03g32160, CA03g32170	Solyc11T001491.1
OG0002813	CA05g16780	Solyc05T002433.1
OG0002813	CA03g02670	Solyc09T002608.1
OG0002814	CA03g36330	Solyc03T003447.1
OG0002814	CA06g16200, CA06g16220	Solyc06T001412.1
OG0002815	CA01g29600, CA00g87720	Solyc06T001771.1
OG0002817	CA02g16270	Solyc02T001606.1
OG0002817	CA03g11830	Solyc12T000595.1
OG0002818	CA07g18860	Solyc07T002571.2
OG0002818	CA07g18870	Solyc12T000022.1
OG0002819	CA00g69270	Solyc06T001766.1
OG0002819	CA03g32090	Solyc03T002967.2
OG0002820	CA02g18400, CA04g18110, CA07g11770	Solyc02T001750.1
OG0002821	CA03g07080	Solyc09T002382.1
OG0002821	CA09g11150	Solyc09T001986.1
OG0002822	CA07g18160	Solyc12T000594.1, Solyc07T002537.1
OG0002822	CA09g07600	Solyc12T000052.2
OG0002823	CA03g30800	Solyc03T003092.1
OG0002823	CA06g17450	Solyc06T001800.1
OG0002823	CA08g00930	Solyc01T000232.1
OG0002824	CA07g12150	Solyc07T001971.1, Solyc12T000072.1
OG0002825	CA02g06460	Solyc02T000578.1
OG0002827	CA07g03430	Solyc07T000260.1
OG0002828	CA05g16080	Solyc10T002587.1
OG0002828	CA00g07160	Solyc01T000204.1
OG0002828	CA11g16460	Solyc11T002238.1
OG0002829	CA06g23120	Solyc06T002306.1
OG0002829	CA10g16590	Solyc09T000369.1, Solyc09T000370.1, Solyc10T002625.1
OG0002830	CA04g13030	Solyc04T002042.1
OG0002830	CA06g10760, CA06g11160, CA00g89470	Solyc06T001232.1
OG0002831	CA12g06120, CA12g06460	Solyc11T000211.2
OG0002832	CA04g20220	Solyc04T002767.4
OG0002832	CA01g17920	Solyc07T000968.3
OG0002833	CA05g13550, CA05g13530	Solyc05T002268.1
OG0002833	CA12g03560	Solyc11T000392.1
OG0002834	CA08g15260	Solyc01T003559.1
OG0002835	CA09g12590	Solyc12T000650.1
OG0002835	CA10g01530	Solyc10T000218.1
OG0002835	CA07g17380	Solyc07T002459.1
OG0002836	CA00g81490	Solyc07T002213.1
OG0002836	CA10g02630	Solyc10T000303.1
OG0002837	CA01g29420	Solyc08T001783.1, Solyc08T001786.1
OG0002838	CA12g17130	Solyc12T002451.1
OG0002838	CA04g20560	Solyc04T002794.1
OG0002839	CA02g22850	Solyc02T002162.1
OG0002839	CA10g19530	Solyc10T002418.1
OG0002840	CA06g21170	Solyc06T002117.1
OG0002840	CA03g22030	Solyc11T000473.1
OG0002841	CA11g16160	Solyc11T002252.1
OG0002841	CA00g81280	Solyc06T002271.1
OG0002842	CA06g22970	Solyc06T002297.1
OG0002842	CA01g15660	Solyc01T000378.1
OG0002842	CA01g14440	Solyc06T002298.1, Solyc01T000375.1
OG0002843	CA02g13400	Solyc02T001371.1
OG0002843	CA10g01770	Solyc10T000246.1
OG0002844	CA00g40980	Solyc12T002288.1
OG0002845	CA02g13110, CA02g13090, CA02g13120	Solyc02T001336.2
OG0002846	CA12g10520	Solyc12T002051.1
OG0002846	CA03g36320	Solyc03T003446.1
OG0002847	CA07g18040	Solyc07T002525.1
OG0002847	CA10g03410	Solyc10T000359.1
OG0002848	CA07g15010, CA12g02750, CA04g06930, CA12g12380, CA09g06270, CA03g26000	Solyc11T001341.1, Solyc11T001336.1
OG0002849	CA10g22440	Solyc10T002180.1, Solyc12T001458.1
OG0002850	CA11g13670	Solyc11T002548.1
OG0002851	CA10g03220	Solyc10T000343.1
OG0002851	CA07g13530	Solyc07T002115.1
OG0002852	CA06g22580	Solyc11T002441.1, Solyc06T002249.1
OG0002853	CA04g16410	Solyc04T002452.1
OG0002854	CA06g22780	Solyc06T002277.1
OG0002854	CA11g16490	Solyc11T002233.1
OG0002856	CA03g32210	Solyc06T001762.1, Solyc03T002982.1
OG0002857	CA10g03320	Solyc10T000355.3
OG0002857	CA07g17900	Solyc07T002513.1
OG0002857	CA07g17910	Solyc07T002514.1
OG0002858	CA12g05990	Solyc11T000222.1
OG0002858	CA11g17470	Solyc11T002162.1
OG0002859	CA05g04410	Solyc04T000332.1
OG0002859	CA06g11310	Solyc06T001284.1
OG0002859	CA00g03050	Solyc11T000882.1
OG0002860	CA01g31800	Solyc08T000406.1
OG0002860	CA06g26190, CA09g09670	Solyc09T000967.1, Solyc06T000026.2
OG0002861	CA07g18180	Solyc07T002538.2
OG0002861	CA10g00430	Solyc10T000183.2
OG0002862	CA07g19480	Solyc07T002586.1
OG0002863	CA01g24120	Solyc01T002120.1
OG0002865	CA12g04850	Solyc11T000294.1
OG0002865	CA11g18210	Solyc11T002096.1
OG0002866	CA02g08470	Solyc02T000993.1
OG0002866	CA02g28260	Solyc02T002366.1
OG0002866	CA11g04540	Solyc05T000255.1
OG0002868	CA10g21310	Solyc03T001163.1, Solyc10T002284.1
OG0002869	CA12g04190	Solyc11T000350.1
OG0002869	CA05g20130	Solyc05T002684.1
OG0002870	CA06g17930	Solyc12T001562.1, Solyc06T001841.1
OG0002871	CA01g21270	Solyc03T001475.1, Solyc01T002496.1
OG0002872	CA08g03010	Solyc08T001253.1
OG0002872	CA05g11370	Solyc07T001400.1, Solyc05T001699.2
OG0002873	CA06g20170	Solyc06T002031.3
OG0002873	CA03g24510	Solyc03T002401.1
OG0002874	CA05g13270, CA08g15990	Solyc05T002261.1
OG0002875	CA03g00320	Solyc09T002731.1
OG0002876	CA03g16000	Solyc03T001777.1
OG0002877	CA08g15670	Solyc04T000302.1, Solyc01T003725.2
OG0002878	CA03g21800	Solyc03T002172.1
OG0002879	CA04g18220	Solyc04T002610.1
OG0002879	CA04g18240, CA04g18230	Solyc04T002609.1
OG0002881	CA01g09860	Solyc08T001677.1
OG0002881	CA01g32460	Solyc08T000129.1
OG0002882	CA07g17750	Solyc07T002501.1
OG0002884	CA06g20850	Solyc06T002085.1
OG0002884	CA03g22960	Solyc03T002254.1
OG0002884	CA08g01130	Solyc01T000008.1
OG0002885	CA08g18800	Solyc01T004282.1
OG0002885	CA10g09290	Solyc10T001865.1
OG0002886	CA06g17860, CA03g33520	Solyc06T001838.1, Solyc03T003227.1
OG0002887	CA12g01450	Solyc11T000554.1
OG0002887	CA05g11120	Solyc05T002207.1
OG0002888	CA11g18140	Solyc03T002502.6, Solyc11T001562.1
OG0002889	CA12g08040, CA00g54210	Solyc11T000129.1
OG0002890	CA11g07880	Solyc05T000044.1
OG0002890	CA02g29600	Solyc02T002255.1
OG0002890	CA02g00210	Solyc02T001028.1
OG0002891	CA08g04340	Solyc12T000930.1, Solyc08T000455.1
OG0002892	CA07g12360, CA06g18220	Solyc07T000407.1
OG0002893	CA05g06870	PRAM_36976.1.p1
OG0002894	CA00g42490	Solyc02T000819.1
OG0002894	CA02g24220	Solyc02T002674.1
OG0002895	CA08g18710	Solyc01T004272.1
OG0002895	CA04g14660	Solyc10T001862.1, Solyc10T001861.1, Solyc10T001860.1, Solyc10T001864.1
OG0002897	CA03g30880	Solyc03T003161.1
OG0002898	CA06g09760, CA01g06040, CA09g07750, CA10g06580, CA00g10980, CA12g11970, CA09g07740, CA01g06050, CA10g06770, CA07g13540	Solyc07T002116.1
OG0002899	CA12g14850	Solyc12T002168.1
OG0002900	CA10g09720	Solyc10T002037.1
OG0002900	CA00g76700	Solyc01T004394.1
OG0002901	CA06g15120	Solyc06T001541.1
OG0002901	CA10g08070	Solyc10T001943.1
OG0002901	CA08g19210	Solyc01T004317.1
OG0002902	CA06g14770	Solyc06T001556.1
OG0002903	CA05g09840	Solyc07T001056.1, Solyc03T001201.1
OG0002904	CA02g15480	Solyc02T001514.1
OG0002904	CA07g14420	Solyc07T002079.1
OG0002905	CA01g05190	Solyc01T004170.1
OG0002906	CA08g01020, CA05g06650	Solyc01T000215.1, Solyc04T000254.1
OG0002907	CA02g03080	Solyc02T000237.1
OG0002907	CA02g03090	Solyc12T001847.2, Solyc12T001850.1
OG0002908	CA09g13030	Solyc12T000598.2
OG0002908	CA04g02540, CA04g02500	Solyc03T000148.2
OG0002910	CA06g11210, CA09g13380, CA01g22840	Solyc01T002398.1, Solyc03T001425.1
OG0002910	CA00g57360	Solyc07T001092.1
OG0002911	CA07g07270	Solyc07T001496.1
OG0002912	CA04g00430	Solyc09T002492.1, Solyc03T000044.2
OG0002913	CA01g17790	Solyc01T000461.1
OG0002914	CA02g27340	Solyc02T002441.1
OG0002914	CA02g01210	Solyc02T000963.1
OG0002915	CA03g33310	Solyc03T003215.1
OG0002915	CA00g97510	Solyc12T001491.1
OG0002916	CA09g06650, CA05g18990	Solyc05T002594.1
OG0002917	CA00g74160	Solyc07T001337.1, Solyc12T000305.3
OG0002918	CA08g16340	Solyc01T003791.1
OG0002918	CA08g01770	Solyc12T000831.1, Solyc08T000542.1
OG0002919	CA12g15720	Solyc12T002359.1
OG0002919	CA00g06690	Solyc09T000535.1
OG0002920	CA05g16280	Solyc05T002412.1
OG0002920	CA00g06660	Solyc09T000532.1
OG0002921	CA11g04120	Solyc04T000064.1, Solyc05T000774.1
OG0002922	CA08g01490	Solyc01T000028.1
OG0002922	CA05g07570	Solyc04T000225.1
OG0002923	CA08g16650	Solyc01T003880.1
OG0002924	CA08g03100	Solyc08T001461.1
OG0002924	CA10g05370	Solyc05T000839.1
OG0002925	CA11g07750	Solyc05T000042.1
OG0002926	CA02g13170	Solyc02T001345.4
OG0002926	CA02g13180	Solyc02T001347.2
OG0002927	CA11g14080	Solyc11T002519.1
OG0002927	CA06g06180	Solyc06T000017.1
OG0002928	CA03g00900	Solyc09T002775.2, Solyc05T001695.1, Solyc12T002690.1
OG0002929	CA02g26670	Solyc02T002494.1
OG0002929	CA02g26690	Solyc02T002495.1
OG0002930	CA08g02690, CA00g95770	Solyc08T000878.1
OG0002931	CA07g13520	Solyc07T002114.1
OG0002932	CA03g37060, CA03g28730	Solyc03T002776.1
OG0002933	CA02g09070	Solyc02T001047.1
OG0002933	CA02g30430	Solyc02T002889.1
OG0002934	CA02g09710	Solyc02T001092.1
OG0002935	CA02g28010	Solyc02T002400.1
OG0002936	CA00g74680	Solyc05T000273.4
OG0002936	CA02g01090	Solyc02T000980.1
OG0002936	CA02g28110	Solyc02T002389.2
OG0002937	CA03g33420	Solyc12T001504.1, Solyc03T003223.1
OG0002937	CA02g02230	Solyc02T000806.1
OG0002937	CA02g23510	Solyc02T002212.1
OG0002939	CA00g01620	Solyc11T000046.1
OG0002940	CA10g18330	Solyc10T002530.2
OG0002940	CA05g11040	Solyc01T002045.1
OG0002941	CA04g01630	Solyc03T000114.2
OG0002941	CA02g13990	Solyc02T000272.1, Solyc02T001425.1
OG0002942	CA04g17060	Solyc05T002588.1, Solyc04T002473.1
OG0002943	CA02g25790	Solyc11T001268.1, Solyc02T002566.1
OG0002943	CA08g17680	Solyc01T004022.1
OG0002944	CA05g14960	Solyc05T002376.1
OG0002944	CA09g06980	Solyc06T000994.1, Solyc03T002046.1
OG0002946	CA03g11330	Solyc03T001994.1
OG0002946	CA10g10590, CA00g79680	Solyc10T002071.1
OG0002947	CA07g16460, CA03g12090	Solyc12T000555.1
OG0002948	CA01g31450	Solyc01T003847.1
OG0002948	CA12g06530	Solyc11T001552.2
OG0002949	CA00g41240, CA03g24440, CA01g24190	Solyc01T004016.1
OG0002951	CA04g23550	Solyc04T003032.1
OG0002952	CA01g23400, CA06g07310	Solyc06T000857.1
OG0002952	CA11g18270, CA05g15910	Solyc05T002344.1
OG0002953	CA02g13430	Solyc12T000683.1
OG0002954	CA04g16260	Solyc04T002436.1
OG0002954	CA12g15590	Solyc12T002352.1
OG0002955	CA04g13770	Solyc04T002139.1
OG0002955	CA12g08370	Solyc11T000049.1
OG0002956	CA04g19080	Solyc04T002694.1
OG0002957	CA05g05910	Solyc03T001057.1
OG0002958	CA06g18470	Solyc06T001890.1
OG0002959	CA11g11620	PRAM_25855.1.p1, Solyc05T000832.2
OG0002960	CA00g01020	Solyc08T001440.1
OG0002961	CA12g17720	Solyc12T002475.4
OG0002961	CA04g05540	Solyc03T000563.1
OG0002961	CA02g21280	Solyc02T001996.2
OG0002962	CA03g23220	Solyc03T002273.1
OG0002963	CA06g20810	Solyc06T002080.1
OG0002963	CA03g23110	Solyc03T002266.3
OG0002964	CA04g16580	Solyc04T002517.1
OG0002964	CA02g24630	Solyc02T002712.1
OG0002965	CA01g33720	Solyc08T000219.1
OG0002965	CA01g06170	Solyc08T002075.1
OG0002965	CA06g12750	Solyc06T001354.1
OG0002966	CA12g02920	Solyc11T000445.1
OG0002966	CA04g16180	Solyc04T002428.1
OG0002967	CA01g04090	Solyc08T002237.1
OG0002968	CA06g13440	Solyc06T001393.1
OG0002968	CA01g07250	Solyc08T001964.1
OG0002968	CA01g26850	Solyc01T002260.1
OG0002969	CA02g26610	Solyc02T002503.1
OG0002969	CA11g02180, CA02g30940	Solyc01T000431.1
OG0002970	CA03g35910	Solyc03T003395.1
OG0002970	CA00g82360	Solyc06T001669.1
OG0002971	CA02g11020	Solyc02T002616.1
OG0002971	CA00g41450	Solyc01T003998.1
OG0002973	CA11g10540	Solyc11T001969.1
OG0002974	CA01g04550	Solyc08T002208.1
OG0002975	CA11g01860	Solyc05T000523.1
OG0002976	CA07g04220	Solyc10T001473.1
