Orthogroup	Capsicum_anuum	Arachis_hypogaea
OG0005244	CA07g20280	arahy.Tifrunner.gnm1.ann1.WC99XU.1, arahy.Tifrunner.gnm1.ann1.81PAVF.1, arahy.Tifrunner.gnm1.ann1.0U26KL.3, arahy.Tifrunner.gnm1.ann1.14A3MN.1
OG0005245	CA08g15750	arahy.Tifrunner.gnm1.ann1.MZJQ36.1, arahy.Tifrunner.gnm1.ann1.K6TCUJ.1, arahy.Tifrunner.gnm1.ann1.7P1RA8.1, arahy.Tifrunner.gnm1.ann1.R84QR1.1
OG0005246	CA06g24180, CA11g13870	arahy.Tifrunner.gnm1.ann1.I8LTJT.1, arahy.Tifrunner.gnm1.ann1.VT6XC8.1, arahy.Tifrunner.gnm1.ann1.VC7MMU.1
OG0005247	CA09g03020	arahy.Tifrunner.gnm1.ann1.5I9QWR.1, arahy.Tifrunner.gnm1.ann1.1ZQN8W.1, arahy.Tifrunner.gnm1.ann1.DBS0PV.2, arahy.Tifrunner.gnm1.ann1.WNE9PJ.1
OG0005248	CA09g07060, CA07g12480	arahy.Tifrunner.gnm1.ann1.NPPN3F.1, arahy.Tifrunner.gnm1.ann1.GRPF7N.1
OG0005250	CA11g06170, CA01g15410	arahy.Tifrunner.gnm1.ann1.ZU4F6W.1, arahy.Tifrunner.gnm1.ann1.ZF7GKY.1, arahy.Tifrunner.gnm1.ann1.SE4UA1.2
OG0005251	CA11g06860	arahy.Tifrunner.gnm1.ann1.9JV7L8.1, arahy.Tifrunner.gnm1.ann1.GKYN88.1, arahy.Tifrunner.gnm1.ann1.KNXH3L.1, arahy.Tifrunner.gnm1.ann1.FNV3YB.2
OG0005252	CA05g08930	arahy.Tifrunner.gnm1.ann1.6BE69P.1, arahy.Tifrunner.gnm1.ann1.0N1I6I.1
OG0005253	CA06g28110	arahy.Tifrunner.gnm1.ann1.N95DZF.1, arahy.Tifrunner.gnm1.ann1.SZ745P.1, arahy.Tifrunner.gnm1.ann1.A0JM5U.1, arahy.Tifrunner.gnm1.ann1.Y4Q48X.1, arahy.Tifrunner.gnm1.ann1.ARM76T.1, arahy.Tifrunner.gnm1.ann1.RCYX9U.1, arahy.Tifrunner.gnm1.ann1.N3Q478.1
OG0005254	CA11g03620	arahy.Tifrunner.gnm1.ann1.XTY9PQ.1, arahy.Tifrunner.gnm1.ann1.R2RWAX.1, arahy.Tifrunner.gnm1.ann1.MP45AK.1, arahy.Tifrunner.gnm1.ann1.KSM55U.1
OG0005255	CA00g66200, CA02g20480	arahy.Tifrunner.gnm1.ann1.29PSUQ.1, arahy.Tifrunner.gnm1.ann1.1NU69P.1
OG0005256	CA12g21420	arahy.Tifrunner.gnm1.ann1.UT62QM.1, arahy.Tifrunner.gnm1.ann1.T6A919.1, arahy.Tifrunner.gnm1.ann1.76V308.1, arahy.Tifrunner.gnm1.ann1.XGW13D.1
OG0005257	CA02g14240	arahy.Tifrunner.gnm1.ann1.DU8VZ1.1, arahy.Tifrunner.gnm1.ann1.R4WH7M.1
OG0005258	CA03g02600	arahy.Tifrunner.gnm1.ann1.G1SBH4.1, arahy.Tifrunner.gnm1.ann1.LF7IV9.1
OG0005259	CA08g13700	arahy.Tifrunner.gnm1.ann1.ICJU69.1, arahy.Tifrunner.gnm1.ann1.JT5ZHZ.1, arahy.Tifrunner.gnm1.ann1.5D638A.1, arahy.Tifrunner.gnm1.ann1.TE3K01.1
OG0005260	CA01g00870, CA01g34560	arahy.Tifrunner.gnm1.ann1.2Z587T.1, arahy.Tifrunner.gnm1.ann1.9RX38M.1
OG0005261	CA07g14540, CA04g18030	arahy.Tifrunner.gnm1.ann1.FTDL1P.1
OG0005262	CA10g13820, CA10g13830	arahy.Tifrunner.gnm1.ann1.T9WNSP.1, arahy.Tifrunner.gnm1.ann1.S065VF.1, arahy.Tifrunner.gnm1.ann1.T9Q985.1, arahy.Tifrunner.gnm1.ann1.CVB38J.1
OG0005263	CA01g19680	arahy.Tifrunner.gnm1.ann1.1DJ7XZ.1, arahy.Tifrunner.gnm1.ann1.IPZ39I.1
OG0005264	CA02g29650	arahy.Tifrunner.gnm1.ann1.2LS7ZQ.2, arahy.Tifrunner.gnm1.ann1.2H702Y.1, arahy.Tifrunner.gnm1.ann1.48HX9C.2, arahy.Tifrunner.gnm1.ann1.GQ5XJ3.1
OG0005265	CA06g06140	arahy.Tifrunner.gnm1.ann1.27FSNF.2, arahy.Tifrunner.gnm1.ann1.HNDE73.1, arahy.Tifrunner.gnm1.ann1.YK20YG.1, arahy.Tifrunner.gnm1.ann1.9P0KUN.2
OG0005266	CA12g08310	arahy.Tifrunner.gnm1.ann1.N6YK28.1, arahy.Tifrunner.gnm1.ann1.8TRX11.1
OG0005267	CA00g30190, CA10g14480	arahy.Tifrunner.gnm1.ann1.FJGZ6C.1, arahy.Tifrunner.gnm1.ann1.9KWN96.1, arahy.Tifrunner.gnm1.ann1.FWE8VM.1, arahy.Tifrunner.gnm1.ann1.X8GP9L.1
OG0005268	CA02g10490	arahy.Tifrunner.gnm1.ann1.YAS9I4.2, arahy.Tifrunner.gnm1.ann1.QMDN7F.1
OG0005269	CA11g05140	arahy.Tifrunner.gnm1.ann1.QWHT6R.1, arahy.Tifrunner.gnm1.ann1.4P7T15.1, arahy.Tifrunner.gnm1.ann1.DBBB2T.1, arahy.Tifrunner.gnm1.ann1.9T6P32.1
OG0005270	CA02g15840	arahy.Tifrunner.gnm1.ann1.WE2A0Y.1, arahy.Tifrunner.gnm1.ann1.HK023S.1, arahy.Tifrunner.gnm1.ann1.PB6F44.1, arahy.Tifrunner.gnm1.ann1.XFU5ID.1
OG0005271	CA02g22080	arahy.Tifrunner.gnm1.ann1.M5D7FW.1, arahy.Tifrunner.gnm1.ann1.68T27Q.1
OG0005272	CA06g10210	arahy.Tifrunner.gnm1.ann1.J55WMV.1, arahy.Tifrunner.gnm1.ann1.9YG71W.1
OG0005273	CA02g15660	arahy.Tifrunner.gnm1.ann1.2GZF7Z.1, arahy.Tifrunner.gnm1.ann1.1A97AW.1, arahy.Tifrunner.gnm1.ann1.HPML60.1, arahy.Tifrunner.gnm1.ann1.AS4EHM.1
OG0005274	CA11g00210	arahy.Tifrunner.gnm1.ann1.594W3X.1, arahy.Tifrunner.gnm1.ann1.HKPY8E.1, arahy.Tifrunner.gnm1.ann1.K0X5TV.1, arahy.Tifrunner.gnm1.ann1.8H6BM6.1
OG0005275	CA02g19140	arahy.Tifrunner.gnm1.ann1.Z0Z3SY.1
OG0005276	CA07g03170	arahy.Tifrunner.gnm1.ann1.2E9WSC.1, arahy.Tifrunner.gnm1.ann1.K75BJP.1
OG0005277	CA04g12740	arahy.Tifrunner.gnm1.ann1.AX2CN5.1, arahy.Tifrunner.gnm1.ann1.3X42ZC.1, arahy.Tifrunner.gnm1.ann1.Y05SLV.1
OG0005278	CA05g17380, CA11g07770, CA04g05320	arahy.Tifrunner.gnm1.ann1.T6X9B2.1, arahy.Tifrunner.gnm1.ann1.JL7YN4.1
OG0005279	CA12g02910	arahy.Tifrunner.gnm1.ann1.Y4FDPH.1, arahy.Tifrunner.gnm1.ann1.88QBIW.1
OG0005280	CA00g58170, CA07g06400	arahy.Tifrunner.gnm1.ann1.HP46HH.1, arahy.Tifrunner.gnm1.ann1.65N627.1, arahy.Tifrunner.gnm1.ann1.J106XQ.1, arahy.Tifrunner.gnm1.ann1.ASR8I2.2
OG0005281	CA03g24690	arahy.Tifrunner.gnm1.ann1.ZP6T3L.1, arahy.Tifrunner.gnm1.ann1.GE9U5Y.1, arahy.Tifrunner.gnm1.ann1.LPHW23.2, arahy.Tifrunner.gnm1.ann1.HP7BC0.1
OG0005282	CA07g12300	arahy.Tifrunner.gnm1.ann1.9B8HPN.1, arahy.Tifrunner.gnm1.ann1.P9UE85.1, arahy.Tifrunner.gnm1.ann1.XNR1AK.1, arahy.Tifrunner.gnm1.ann1.AP25S4.1
OG0005283	CA07g11440	arahy.Tifrunner.gnm1.ann1.4D79G7.1, arahy.Tifrunner.gnm1.ann1.AS5DTW.2
OG0005284	CA01g17120	arahy.Tifrunner.gnm1.ann1.M9HC5A.1, arahy.Tifrunner.gnm1.ann1.046I3L.1
OG0005285	CA02g12190	arahy.Tifrunner.gnm1.ann1.48HEGJ.1, arahy.Tifrunner.gnm1.ann1.GN2VL9.1
OG0005286	CA05g07240	arahy.Tifrunner.gnm1.ann1.C5SZT3.1, arahy.Tifrunner.gnm1.ann1.535NIJ.1
OG0005287	CA05g04690	arahy.Tifrunner.gnm1.ann1.ZIJB47.1, arahy.Tifrunner.gnm1.ann1.FSDW2L.1
OG0005288	CA03g02070	arahy.Tifrunner.gnm1.ann1.CLHV51.1
OG0005289	CA09g11190	arahy.Tifrunner.gnm1.ann1.Q53A11.1, arahy.Tifrunner.gnm1.ann1.JY31ZY.1, arahy.Tifrunner.gnm1.ann1.B3NTUN.1, arahy.Tifrunner.gnm1.ann1.Y5X1TE.1
OG0005290	CA03g00750	arahy.Tifrunner.gnm1.ann1.56FJP3.1, arahy.Tifrunner.gnm1.ann1.DM5ZEB.1
OG0005291	CA00g63840	arahy.Tifrunner.gnm1.ann1.W04FCI.1, arahy.Tifrunner.gnm1.ann1.B45QV6.1, arahy.Tifrunner.gnm1.ann1.5HK9J1.1, arahy.Tifrunner.gnm1.ann1.LX0UPC.1
OG0005292	CA06g22500	arahy.Tifrunner.gnm1.ann1.A1UAR7.1, arahy.Tifrunner.gnm1.ann1.79DDAD.1
OG0005293	CA05g07290, CA05g07280, CA05g07270	arahy.Tifrunner.gnm1.ann1.08SQ5V.1, arahy.Tifrunner.gnm1.ann1.CCG5WH.2, arahy.Tifrunner.gnm1.ann1.LNQZ69.1, arahy.Tifrunner.gnm1.ann1.P85M38.1
OG0005294	CA11g06350	arahy.Tifrunner.gnm1.ann1.MG25IW.1, arahy.Tifrunner.gnm1.ann1.74EE6B.2, arahy.Tifrunner.gnm1.ann1.IC2T98.2, arahy.Tifrunner.gnm1.ann1.URPE6A.1
OG0005295	CA01g18090	arahy.Tifrunner.gnm1.ann1.63K8WX.2, arahy.Tifrunner.gnm1.ann1.GYZC8Z.2, arahy.Tifrunner.gnm1.ann1.JPQ7MV.1
OG0005296	CA10g17950, CA04g10410	arahy.Tifrunner.gnm1.ann1.X8TPQJ.1, arahy.Tifrunner.gnm1.ann1.IQF6NS.1
OG0005297	CA01g02610	arahy.Tifrunner.gnm1.ann1.Z2QY1L.1, arahy.Tifrunner.gnm1.ann1.LDZ3RE.1
OG0005298	CA07g21330	arahy.Tifrunner.gnm1.ann1.VI50KN.1, arahy.Tifrunner.gnm1.ann1.6Z73IP.2, arahy.Tifrunner.gnm1.ann1.416KLQ.1, arahy.Tifrunner.gnm1.ann1.KXDS8S.1
OG0005299	CA01g05590	arahy.Tifrunner.gnm1.ann1.CY5RP0.1, arahy.Tifrunner.gnm1.ann1.DI6KST.1
OG0005300	CA04g05590	arahy.Tifrunner.gnm1.ann1.NDRV14.1, arahy.Tifrunner.gnm1.ann1.AC170Q.1
OG0005301	CA02g24210	arahy.Tifrunner.gnm1.ann1.469CUM.1, arahy.Tifrunner.gnm1.ann1.DY9DHP.1
OG0005302	CA03g24420, CA11g14450	arahy.Tifrunner.gnm1.ann1.GJ7521.1, arahy.Tifrunner.gnm1.ann1.VS5L85.1, arahy.Tifrunner.gnm1.ann1.DWB64P.1
OG0005303	CA10g07940	arahy.Tifrunner.gnm1.ann1.QP0UED.1, arahy.Tifrunner.gnm1.ann1.4DKU0T.1
OG0005305	CA02g27130, CA03g28600	arahy.Tifrunner.gnm1.ann1.Y3R0BI.1, arahy.Tifrunner.gnm1.ann1.T9QV62.1
OG0005307	CA03g11580, CA00g43170	arahy.Tifrunner.gnm1.ann1.NLP563.1, arahy.Tifrunner.gnm1.ann1.6SKF3D.1
OG0005308	CA03g14610, CA06g09550	arahy.Tifrunner.gnm1.ann1.K0GZ50.1, arahy.Tifrunner.gnm1.ann1.S8LDEV.1, arahy.Tifrunner.gnm1.ann1.SD95XD.1, arahy.Tifrunner.gnm1.ann1.7ZHB4F.1
OG0005309	CA04g21090	arahy.Tifrunner.gnm1.ann1.IC6NPA.1, arahy.Tifrunner.gnm1.ann1.VIDV97.1
OG0005310	CA07g19410	arahy.Tifrunner.gnm1.ann1.B1T63M.1
OG0005310	CA07g19420	arahy.Tifrunner.gnm1.ann1.7KL5HB.1, arahy.Tifrunner.gnm1.ann1.01DGNM.2
OG0005311	CA10g04080, CA00g84250	arahy.Tifrunner.gnm1.ann1.UE7BNI.1, arahy.Tifrunner.gnm1.ann1.W8TIS9.1
OG0005312	CA04g01660, CA02g14120	arahy.Tifrunner.gnm1.ann1.GZFQ7P.1, arahy.Tifrunner.gnm1.ann1.2VSR2R.1
OG0005313	CA02g17700, CA10g21890	arahy.Tifrunner.gnm1.ann1.470EJV.1, arahy.Tifrunner.gnm1.ann1.1QMW5J.1
OG0005314	CA03g12000	arahy.Tifrunner.gnm1.ann1.C6MU4Z.1, arahy.Tifrunner.gnm1.ann1.WT7LXE.1, arahy.Tifrunner.gnm1.ann1.M5RN17.1, arahy.Tifrunner.gnm1.ann1.YS7E3I.2, arahy.Tifrunner.gnm1.ann1.1JC5TC.1
OG0005315	CA03g10440	arahy.Tifrunner.gnm1.ann1.XZ9EX0.1, arahy.Tifrunner.gnm1.ann1.C14L30.1, arahy.Tifrunner.gnm1.ann1.BII4R6.1, arahy.Tifrunner.gnm1.ann1.VW4TEM.1
OG0005316	CA02g17480	arahy.Tifrunner.gnm1.ann1.1CXI4Z.2, arahy.Tifrunner.gnm1.ann1.MDX7G2.1
OG0005317	CA12g03290, CA05g02220	arahy.Tifrunner.gnm1.ann1.KS9FMV.1, arahy.Tifrunner.gnm1.ann1.FHUE8B.1
OG0005318	CA03g26370	arahy.Tifrunner.gnm1.ann1.J34B41.1, arahy.Tifrunner.gnm1.ann1.YI6NTU.1, arahy.Tifrunner.gnm1.ann1.J26J1M.1, arahy.Tifrunner.gnm1.ann1.9LWV25.1
OG0005319	CA08g00670, CA06g09340, CA08g00680	arahy.Tifrunner.gnm1.ann1.V6QQET.1, arahy.Tifrunner.gnm1.ann1.4L1T75.1, arahy.Tifrunner.gnm1.ann1.H0MJIY.1, arahy.Tifrunner.gnm1.ann1.U2W2LI.1, arahy.Tifrunner.gnm1.ann1.WZJ3TK.1
OG0005320	CA07g13960, CA08g05550	arahy.Tifrunner.gnm1.ann1.T4STFC.1, arahy.Tifrunner.gnm1.ann1.VC24PE.1, arahy.Tifrunner.gnm1.ann1.MR8QPJ.1, arahy.Tifrunner.gnm1.ann1.RHHN50.1
OG0005321	CA05g01000	arahy.Tifrunner.gnm1.ann1.HZWF25.1, arahy.Tifrunner.gnm1.ann1.E59C1E.1, arahy.Tifrunner.gnm1.ann1.6M8E1A.1, arahy.Tifrunner.gnm1.ann1.83E5X5.3
OG0005322	CA11g00200	arahy.Tifrunner.gnm1.ann1.2YL4XG.1, arahy.Tifrunner.gnm1.ann1.IDH5I9.2
OG0005323	CA06g11960	arahy.Tifrunner.gnm1.ann1.HK9WB5.1, arahy.Tifrunner.gnm1.ann1.3295S8.1, arahy.Tifrunner.gnm1.ann1.1LZC07.1, arahy.Tifrunner.gnm1.ann1.WV2Q7U.1
OG0005324	CA03g07000, CA03g07010	arahy.Tifrunner.gnm1.ann1.8897EQ.1, arahy.Tifrunner.gnm1.ann1.I1BHDP.2
OG0005325	CA12g18510, CA08g02950	arahy.Tifrunner.gnm1.ann1.6YG2VI.1, arahy.Tifrunner.gnm1.ann1.ZLWU4E.1, arahy.Tifrunner.gnm1.ann1.H6AWHY.2, arahy.Tifrunner.gnm1.ann1.MW6Y9I.2
OG0005326	CA01g34860	arahy.Tifrunner.gnm1.ann1.JYGZ5B.1, arahy.Tifrunner.gnm1.ann1.ZMYY1J.1, arahy.Tifrunner.gnm1.ann1.9892BY.1, arahy.Tifrunner.gnm1.ann1.C2TYHM.1
OG0005327	CA10g22430, CA10g18380	arahy.Tifrunner.gnm1.ann1.N4NI2R.1, arahy.Tifrunner.gnm1.ann1.D3TLZY.2, arahy.Tifrunner.gnm1.ann1.203Q7N.1, arahy.Tifrunner.gnm1.ann1.ZS1FXZ.1
OG0005328	CA00g58420, CA09g09370	arahy.Tifrunner.gnm1.ann1.DH21IL.1, arahy.Tifrunner.gnm1.ann1.JE36Z4.1
OG0005329	CA12g09270	arahy.Tifrunner.gnm1.ann1.8NDV1J.1, arahy.Tifrunner.gnm1.ann1.JLXM4S.1, arahy.Tifrunner.gnm1.ann1.QQ8XF2.1, arahy.Tifrunner.gnm1.ann1.8F9AHD.1, arahy.Tifrunner.gnm1.ann1.AL483W.1
OG0005330	CA08g17870	arahy.Tifrunner.gnm1.ann1.MV8GC5.1, arahy.Tifrunner.gnm1.ann1.JF64TB.1, arahy.Tifrunner.gnm1.ann1.D5RGK8.1, arahy.Tifrunner.gnm1.ann1.WD2X18.1
OG0005331	CA05g15940, CA03g10730	arahy.Tifrunner.gnm1.ann1.AB1T8P.1, arahy.Tifrunner.gnm1.ann1.XP7Q91.1
OG0005332	CA03g20840	arahy.Tifrunner.gnm1.ann1.SR3247.1, arahy.Tifrunner.gnm1.ann1.KA8TW6.1
OG0005333	CA07g17790	arahy.Tifrunner.gnm1.ann1.FZZ2BS.1
OG0005333	CA02g15990	arahy.Tifrunner.gnm1.ann1.KF0AV4.1, arahy.Tifrunner.gnm1.ann1.1V91HL.1
OG0005334	CA02g28530	arahy.Tifrunner.gnm1.ann1.LAPE95.1, arahy.Tifrunner.gnm1.ann1.13W9YS.2, arahy.Tifrunner.gnm1.ann1.FS1I4N.1, arahy.Tifrunner.gnm1.ann1.V3Y7Y0.1
OG0005335	CA11g14950	arahy.Tifrunner.gnm1.ann1.4DN9V9.1, arahy.Tifrunner.gnm1.ann1.V30GD1.1
OG0005336	CA02g13410	arahy.Tifrunner.gnm1.ann1.EBD336.1, arahy.Tifrunner.gnm1.ann1.6GI2WH.1, arahy.Tifrunner.gnm1.ann1.4V96S8.1, arahy.Tifrunner.gnm1.ann1.LJPE9D.1
OG0005337	CA11g09600	arahy.Tifrunner.gnm1.ann1.0DQR3C.2, arahy.Tifrunner.gnm1.ann1.J522ZU.2
OG0005338	CA01g07580, CA01g07590	arahy.Tifrunner.gnm1.ann1.YZL9HD.1, arahy.Tifrunner.gnm1.ann1.J93PEP.2, arahy.Tifrunner.gnm1.ann1.NK2KWA.1, arahy.Tifrunner.gnm1.ann1.6CH5L4.1, arahy.Tifrunner.gnm1.ann1.GAHP45.1
OG0005339	CA01g31300	arahy.Tifrunner.gnm1.ann1.GE1IDC.1, arahy.Tifrunner.gnm1.ann1.BVLY6P.1
OG0005341	CA10g21780	arahy.Tifrunner.gnm1.ann1.752ZX1.1, arahy.Tifrunner.gnm1.ann1.PN4MV0.1
OG0005342	CA00g29700, CA02g13550	arahy.Tifrunner.gnm1.ann1.XVCK9B.1, arahy.Tifrunner.gnm1.ann1.PWB2GB.1, arahy.Tifrunner.gnm1.ann1.G2PW3U.1, arahy.Tifrunner.gnm1.ann1.EP0JTS.1, arahy.Tifrunner.gnm1.ann1.3H0WIW.1
OG0005343	CA08g15590, CA08g15550	arahy.Tifrunner.gnm1.ann1.JVEI5Y.1, arahy.Tifrunner.gnm1.ann1.4KW7H9.1
OG0005344	CA09g16030	arahy.Tifrunner.gnm1.ann1.W01EMI.1, arahy.Tifrunner.gnm1.ann1.2UYT9T.1
OG0005345	CA02g30400	arahy.Tifrunner.gnm1.ann1.5ILH08.1, arahy.Tifrunner.gnm1.ann1.10VWGS.1
OG0005347	CA05g15230	arahy.Tifrunner.gnm1.ann1.5NN59P.1, arahy.Tifrunner.gnm1.ann1.GJBY7S.1, arahy.Tifrunner.gnm1.ann1.4603RW.1, arahy.Tifrunner.gnm1.ann1.6SNH1A.1
OG0005348	CA08g15900	arahy.Tifrunner.gnm1.ann1.HVVY76.1, arahy.Tifrunner.gnm1.ann1.U1WPAQ.1
OG0005349	CA02g14460, CA02g14470, CA02g14450	arahy.Tifrunner.gnm1.ann1.WH9NWR.1, arahy.Tifrunner.gnm1.ann1.QGH881.2, arahy.Tifrunner.gnm1.ann1.ADRL3L.1
OG0005350	CA01g04120	arahy.Tifrunner.gnm1.ann1.LKJZ2T.4, arahy.Tifrunner.gnm1.ann1.U20N0A.2, arahy.Tifrunner.gnm1.ann1.6KUP6V.1, arahy.Tifrunner.gnm1.ann1.6QW8CL.1
OG0005352	CA02g09170, CA02g09160, CA02g09410	arahy.Tifrunner.gnm1.ann1.Q8AIL5.1, arahy.Tifrunner.gnm1.ann1.S2Z3JI.1
OG0005353	CA02g30370	arahy.Tifrunner.gnm1.ann1.E5YKST.1, arahy.Tifrunner.gnm1.ann1.EYVR34.1
OG0005354	CA03g13690, CA06g08150	arahy.Tifrunner.gnm1.ann1.H654N0.1, arahy.Tifrunner.gnm1.ann1.7G97IV.1
OG0005355	CA11g03550	arahy.Tifrunner.gnm1.ann1.G79KWN.1
OG0005355	CA04g10890	arahy.Tifrunner.gnm1.ann1.JMYD5Y.2, arahy.Tifrunner.gnm1.ann1.E3NNBV.1
OG0005356	CA01g31360	arahy.Tifrunner.gnm1.ann1.H4ECE6.1, arahy.Tifrunner.gnm1.ann1.I1SEHL.1
OG0005357	CA10g08160, CA08g17650	arahy.Tifrunner.gnm1.ann1.LS1V0P.1, arahy.Tifrunner.gnm1.ann1.HC6UN0.1
OG0005358	CA08g11800	arahy.Tifrunner.gnm1.ann1.430A6X.1, arahy.Tifrunner.gnm1.ann1.9KBV3N.1
OG0005360	CA00g74590	arahy.Tifrunner.gnm1.ann1.YY2DMA.1, arahy.Tifrunner.gnm1.ann1.G66C80.1, arahy.Tifrunner.gnm1.ann1.11TW0N.1, arahy.Tifrunner.gnm1.ann1.WQLB21.1
OG0005361	CA08g17660	arahy.Tifrunner.gnm1.ann1.6R8KAD.1, arahy.Tifrunner.gnm1.ann1.DD0TCJ.1
OG0005361	CA02g25780	arahy.Tifrunner.gnm1.ann1.25X103.1, arahy.Tifrunner.gnm1.ann1.VJ5QJ8.1
OG0005362	CA01g31330, CA01g31290	arahy.Tifrunner.gnm1.ann1.3T7HHY.1, arahy.Tifrunner.gnm1.ann1.XX30P2.1, arahy.Tifrunner.gnm1.ann1.2BYT27.1, arahy.Tifrunner.gnm1.ann1.G3H0B2.1
OG0005363	CA10g22470	arahy.Tifrunner.gnm1.ann1.J1HUHD.1, arahy.Tifrunner.gnm1.ann1.Y8A2Y7.1, arahy.Tifrunner.gnm1.ann1.UXI833.1, arahy.Tifrunner.gnm1.ann1.JC7BND.1
OG0005364	CA04g10480	arahy.Tifrunner.gnm1.ann1.51L2LF.1, arahy.Tifrunner.gnm1.ann1.DWXQ4A.1, arahy.Tifrunner.gnm1.ann1.4JL497.1, arahy.Tifrunner.gnm1.ann1.NKM11E.1
OG0005365	CA02g27880	arahy.Tifrunner.gnm1.ann1.BLF82K.1, arahy.Tifrunner.gnm1.ann1.ECN0HX.1, arahy.Tifrunner.gnm1.ann1.I6LI5E.1, arahy.Tifrunner.gnm1.ann1.V1LFEB.1
OG0005366	CA01g01800	arahy.Tifrunner.gnm1.ann1.4T2FL2.1, arahy.Tifrunner.gnm1.ann1.6G4FCY.1, arahy.Tifrunner.gnm1.ann1.T9IDSP.1, arahy.Tifrunner.gnm1.ann1.JQUJ9N.1
OG0005367	CA02g29090, CA02g08800	arahy.Tifrunner.gnm1.ann1.38NBAQ.1, arahy.Tifrunner.gnm1.ann1.TFL5QC.1
OG0005368	CA03g23500	arahy.Tifrunner.gnm1.ann1.XU41E3.1, arahy.Tifrunner.gnm1.ann1.36JDZG.2, arahy.Tifrunner.gnm1.ann1.76KEHH.1, arahy.Tifrunner.gnm1.ann1.D0YQCK.1
OG0005369	CA10g01240, CA07g20250	arahy.Tifrunner.gnm1.ann1.AM8NHJ.1, arahy.Tifrunner.gnm1.ann1.2DX304.1, arahy.Tifrunner.gnm1.ann1.HP0DJU.1
OG0005370	CA11g08990, CA03g09540, CA09g18210	arahy.Tifrunner.gnm1.ann1.D45KPR.1, arahy.Tifrunner.gnm1.ann1.DI5QT1.1, arahy.Tifrunner.gnm1.ann1.F1NP99.1, arahy.Tifrunner.gnm1.ann1.4DHT3Z.1
OG0005371	CA03g09380, CA02g16860	arahy.Tifrunner.gnm1.ann1.LGD9DB.1, arahy.Tifrunner.gnm1.ann1.FW8YYF.1
OG0005372	CA00g41940	arahy.Tifrunner.gnm1.ann1.NG4XB7.1, arahy.Tifrunner.gnm1.ann1.04D7UL.1, arahy.Tifrunner.gnm1.ann1.39ZYJP.2
OG0005373	CA01g34880, CA11g20400, CA08g04710	arahy.Tifrunner.gnm1.ann1.I05T7U.1, arahy.Tifrunner.gnm1.ann1.YWII14.1, arahy.Tifrunner.gnm1.ann1.IKMI43.1
OG0005374	CA04g20900	arahy.Tifrunner.gnm1.ann1.HG5XTQ.1, arahy.Tifrunner.gnm1.ann1.HABD5Z.1, arahy.Tifrunner.gnm1.ann1.HGL34I.1, arahy.Tifrunner.gnm1.ann1.2T8IP4.2
OG0005375	CA02g28490, CA02g08510	arahy.Tifrunner.gnm1.ann1.GLQ651.1, arahy.Tifrunner.gnm1.ann1.C76MJD.1, arahy.Tifrunner.gnm1.ann1.JDLK3J.1, arahy.Tifrunner.gnm1.ann1.K2R76V.1
OG0005376	CA07g09130	arahy.Tifrunner.gnm1.ann1.1BAV2G.1, arahy.Tifrunner.gnm1.ann1.D8NHAG.1
OG0005377	CA06g11110, CA01g25760	arahy.Tifrunner.gnm1.ann1.NNAX19.1, arahy.Tifrunner.gnm1.ann1.4MY8G6.1
OG0005378	CA02g27030	arahy.Tifrunner.gnm1.ann1.C2BNNJ.1, arahy.Tifrunner.gnm1.ann1.F55D38.1, arahy.Tifrunner.gnm1.ann1.7JHN4J.2, arahy.Tifrunner.gnm1.ann1.XV7G96.1
OG0005379	CA02g23140, CA02g23150	arahy.Tifrunner.gnm1.ann1.Q5MPVN.1, arahy.Tifrunner.gnm1.ann1.SDSH2P.2
OG0005380	CA04g19110	arahy.Tifrunner.gnm1.ann1.820ML4.2, arahy.Tifrunner.gnm1.ann1.4HSV53.1, arahy.Tifrunner.gnm1.ann1.SQTL6G.1, arahy.Tifrunner.gnm1.ann1.G3A1I6.1
OG0005381	CA10g05510, CA03g29180, CA10g10080, CA10g05520, CA11g05860	arahy.Tifrunner.gnm1.ann1.LPU4ZQ.1, arahy.Tifrunner.gnm1.ann1.533ER3.1
OG0005382	CA01g34780	arahy.Tifrunner.gnm1.ann1.V5WWJ8.1, arahy.Tifrunner.gnm1.ann1.DJM1RY.1
OG0005383	CA03g36970	arahy.Tifrunner.gnm1.ann1.K20T5Q.1, arahy.Tifrunner.gnm1.ann1.HI5GUI.1
OG0005384	CA03g21730	arahy.Tifrunner.gnm1.ann1.9FAL4E.1, arahy.Tifrunner.gnm1.ann1.R5JYMV.1
OG0005385	CA01g30650, CA12g18930	arahy.Tifrunner.gnm1.ann1.02E8LK.1, arahy.Tifrunner.gnm1.ann1.2T22I7.1
OG0005386	CA06g12760	arahy.Tifrunner.gnm1.ann1.C4BN37.1, arahy.Tifrunner.gnm1.ann1.LAJ77U.1, arahy.Tifrunner.gnm1.ann1.Z9SRR3.1
OG0005387	CA11g09670, CA11g09700	arahy.Tifrunner.gnm1.ann1.8RHS4X.1, arahy.Tifrunner.gnm1.ann1.GW217K.1, arahy.Tifrunner.gnm1.ann1.FGIJ89.1, arahy.Tifrunner.gnm1.ann1.LJ799F.1, arahy.Tifrunner.gnm1.ann1.21MRAZ.1
OG0005388	CA11g05970	arahy.Tifrunner.gnm1.ann1.SQ07EG.1, arahy.Tifrunner.gnm1.ann1.XM7912.1
