Orthogroup	Capsicum_anuum	Brassica_napus
OG0002606	CA08g13180, CA08g13190	CDX95276, CDY41704, CDY57268, CDY04373, CDY48399, CDY31099, CDY32168
OG0002608	CA10g00840, CA00g90060	CDY05882, CDY64707, CDX83060, CDY16867, CDX87158, CDY69343, CDY46968, CDX88047, CDY44261
OG0002609	CA12g09950	CDY72385
OG0002609	CA06g22290	CDX96988, CDX69849, CDY56227, CDY18101, CDY33994, CDY31293
OG0002612	CA07g15370	CDY68147, CDY50830, CDY14860, CDY42818, CDX83516, CDX89007, CDY00592, CDY49257, CDX71918
OG0002613	CA02g20350, CA04g04080	CDY02725, CDX85468, CDX70742, CDY16946, CDX69394
OG0002614	CA05g10020, CA09g14450, CA07g07910	CDX69939, CDY21550, CDX78343, CDX81113
OG0002615	CA06g24830	CDY40181, CDY45436
OG0002615	CA05g16320	CDY67257, CDY67227, CDY08530, CDY01017
OG0002616	CA00g25510, CA09g13840	CDY22125, CDY35952, CDY28029, CDX74034, CDY07979, CDX86318, CDX85321, CDY05691, CDY48743
OG0002617	CA05g14690, CA03g12760	CDY60338, CDY07628, CDX74811, CDY20509
OG0002619	CA09g13860, CA00g43060	CDY70591, CDX82548, CDY66552, CDY61180
OG0002620	CA08g02110	CDY32243, CDY34469
OG0002622	CA03g27970, CA04g14450, CA11g07280, CA00g68140, CA01g25930	CDY34457, CDY33705, CDX92360, CDY20523, CDX99939
OG0002624	CA08g06800, CA12g05690, CA12g05460, CA12g05680, CA04g19630	CDX72090, CDY27174, CDY44171
OG0002625	CA10g06640, CA01g19220, CA01g19210	CDY07197, CDY51141, CDX74350, CDX91891, CDY01970, CDY53858
OG0002626	CA10g06710	CDY18881, CDX74783
OG0002627	CA10g05210, CA02g19690, CA06g03590	CDY71149, CDX78979, CDY50064, CDY69573, CDY31450
OG0002628	CA03g22350, CA00g54690	CDX78512, CDY53625, CDX85667, CDX91143, CDX69662, CDY09772
OG0002630	CA07g08980, CA01g03980, CA01g04070	CDY42237, CDY47924, CDY38270, CDY52738, CDX88610, CDY11882
OG0002631	CA12g13590	CDY39725, CDY44457, CDY25568
OG0002631	CA11g02330	CDY57527, CDY34724, CDY43238
OG0002633	CA04g15370	CDY04743, CDY21417
OG0002634	CA00g63410, CA05g03110, CA10g04850, CA09g05400, CA09g05170, CA02g29990	CDY07777, CDX79750
OG0002635	CA09g09350, CA06g26410	CDX74048, CDY07999, CDY34903, CDY60821, CDY35927, CDY28056
OG0002636	CA06g23620, CA06g23700	CDY23699, CDX71043, CDX88745, CDX88743, CDX71047, CDY09220, CDX80190, CDY31567, CDY49726
OG0002642	CA00g72670, CA02g04690	CDY51890, CDY50777, CDY39405, CDY27163, CDY12438, CDY43164, CDY02362, CDY69846, CDX77557, CDX98243
OG0002652	CA01g18830	CDX67845, CDY69730, CDX89084, CDY51013, CDY37042, CDY53880, CDX95654, CDX74741, CDY18929
OG0002654	CA04g18840, CA05g03540, CA04g18900, CA04g18850	CDY28801, CDY65922, CDY65923, CDY28802, CDY43062
OG0002655	CA00g95100, CA00g92930, CA00g92200, CA00g96010, CA00g95010, CA00g90980, CA00g94140, CA00g83510, CA00g94780, CA02g06810, CA00g92240, CA00g91640, CA00g94000, CA00g81140	CDX99709
OG0002657	CA00g41250, CA10g08260	CDX69054, CDX69056, CDX75430, CDY45310, CDX72481, CDY46253, CDX76278
OG0002658	CA02g14840, CA00g75700	CDY22442, CDY44045, CDX75635, CDX69287, CDX72621, CDY29542, CDY38933, CDX89554
OG0002663	CA03g34160, CA06g20920, CA05g06500, CA05g06510, CA01g12420, CA07g14770, CA07g14670	CDY06207, CDX86528
OG0002665	CA02g16580	CDY55198, CDY36430, CDX94681, CDY36257, CDY66325, CDY56442, CDX99841, CDX75109, CDX99840, CDY56443, CDY51669, CDY09575, CDY51668, CDY66326
OG0002668	CA02g03700	CDY01108, CDY38019, CDY69528, CDY24556, CDY20455, CDY60074, CDY65178, CDY59893, CDX93706, CDX93704, CDY16474, CDX77274
OG0002673	CA02g07610, CA06g11760, CA00g95080, CA08g16930	CDX93150, CDX89639, CDX71196, CDY52413, CDX72436, CDY49381
OG0002675	CA02g08020	CDY33590
OG0002676	CA03g24560, CA03g24570, CA03g24550	CDY59153, CDY37921, CDY56885, CDY08079
OG0002676	CA02g30770	CDY70403, CDX77090
OG0002677	CA06g04490, CA06g04510, CA06g00640, CA00g73230, CA09g10150	CDY55471, CDY42044
OG0002690	CA03g18250, CA08g07150	CDY08102, CDY05894
OG0002692	CA03g10500	CDY47905, CDY69738, CDY69691
OG0002692	CA03g10510, CA03g29630	CDY01077, CDY67177, CDY47904, CDY08474
OG0002693	CA02g22600	CDX72588, CDY66655
OG0002694	CA03g24860	CDY65633, CDY50391
OG0002695	CA10g05690, CA02g16550, CA07g00490	CDY49721, CDY69506
OG0002696	CA00g84990, CA10g16400, CA10g15980	CDY60161, CDY00902, CDX74007, CDY07946
OG0002697	CA06g15680	CDY24075, CDY36603, CDY08202, CDY30666
OG0002698	CA11g05620, CA01g17290	CDY69009
OG0002699	CA05g00180, CA00g77580	CDY08498, CDY01055, CDY08497, CDY47917
OG0002700	CA03g25780, CA03g25790	CDY27301, CDX94027, CDY58480, CDX79043, CDX82810
OG0002701	CA10g06220, CA08g07780, CA00g99390	CDY52813, CDY61864
OG0002702	CA00g15840, CA03g37000, CA02g05730	CDY21752, CDX81815, CDX83914, CDX96776, CDY48485, CDY26256
OG0002703	CA10g12240	CDY13319, CDX67556, CDX76225, CDX95397
OG0002704	CA08g06770	CDY15149, CDX90061
OG0002705	CA03g07180	CDY36866, CDY50680, CDY16259, CDY29765
OG0002707	CA01g26730	CDX71890, CDY05986
OG0002708	CA06g26910	CDX76688, CDY56456
OG0002710	CA11g00080, CA02g23900	CDY50605, CDY12587, CDX96132, CDY36227
OG0002711	CA12g06740	CDY01730, CDX74576
OG0002712	CA10g13350, CA05g08460	CDY70242, CDX80374
OG0002714	CA08g08200	CDY42026, CDY11373, CDX71720, CDY11374, CDX80013, CDY42041
OG0002715	CA06g10980	CDY46648
OG0002716	CA01g02980	CDX95561, CDY18485, CDY51929, CDY18483, CDX95795, CDX92187, CDX75956
OG0002719	CA08g07310	CDY07222, CDY66200
OG0002719	CA10g06490	CDY45462, CDY01998
OG0002721	CA09g10430, CA10g13910	CDX78044, CDX73684, CDX95303, CDY23165, CDX90631, CDY29049
OG0002722	CA11g12490	CDX98258, CDX67714
OG0002724	CA03g32270	CDY66130, CDY53221, CDX67959, CDX79361
OG0002726	CA06g22020	CDY23359, CDY30402, CDY17932, CDX79830
OG0002727	CA06g22360	CDX68536, CDY61852
OG0002728	CA06g11700, CA06g11720, CA06g11690, CA00g18880, CA00g18890, CA06g11710	CDX88357, CDX87527
OG0002729	CA01g33200, CA01g04340	CDY57106, CDY51807, CDX74734, CDY37036
OG0002730	CA05g04060	CDX73416, CDY51437
OG0002731	CA03g27050	CDY09351, CDY41671, CDY45193, CDY03030
OG0002732	CA01g02490	CDY45351, CDY08318
OG0002732	CA10g06750, CA08g07280	CDY15163, CDX90049
OG0002733	CA07g17220, CA09g12890	CDY25865, CDY45930, CDY25722, CDY02514
OG0002735	CA10g10870, CA09g06620	CDX70124, CDX98869, CDY04969, CDY14100
OG0002736	CA03g24940	CDY68840, CDY65637, CDY65861, CDY15440, CDX89942, CDY15265
OG0002737	CA09g13890, CA00g43010, CA02g30030	CDY43360, CDY24201
OG0002738	CA03g20510, CA06g08520, CA08g08630	CDX78108
OG0002739	CA09g00610, CA10g16820, CA10g12760	CDY13341, CDX67541, CDY13342, CDX95381, CDX76252
OG0002740	CA00g69000	CDY21898, CDY22062, CDX90930, CDY18011
OG0002742	CA06g21500, CA03g20810	CDY05942, CDY08150, CDY08149, CDY00211, CDX86967
OG0002743	CA09g03660	CDX80842, CDY10418, CDX70339
OG0002744	CA00g07150, CA10g16980	CDX84163, CDX75077, CDY43754, CDX79652, CDX84580
OG0002745	CA03g29460, CA00g16650, CA12g04540, CA00g16640	CDY32278, CDY26898
OG0002746	CA01g19070	CDY07201, CDY51143, CDX74347, CDX91894
OG0002747	CA10g10250, CA05g11560	CDX71785, CDY41143, CDY48374, CDY68196, CDX74726
OG0002748	CA10g18090, CA11g11340	CDY04993, CDY14078, CDX98935, CDX70091
OG0002749	CA00g99130, CA00g11110, CA00g11100, CA05g04920, CA04g05420	CDY54619
OG0002751	CA12g15240	CDY61561
OG0002751	CA05g09200, CA00g43020	CDY35953, CDY28028, CDY22126
OG0002753	CA12g00430	CDY52940
OG0002753	CA11g07110, CA11g19570, CA10g07650, CA03g13330, CA00g94080, CA00g93060	CDY45529, CDY17570
OG0002755	CA00g33170	CDY28475, CDY25801, CDY15942, CDX99652, CDX89734, CDX99653, CDY71474, CDY57315
OG0002756	CA05g11310	CDY67027
OG0002756	CA12g10610	CDX93016, CDX94808
OG0002757	CA04g14100, CA12g14110	CDX86890, CDX99511, CDY60294, CDY05080, CDX90738
OG0002759	CA00g60450, CA08g15280	CDY33490, CDY33488
OG0002760	CA01g29590	CDY12054, CDX90247, CDY09591, CDY02289, CDX84290, CDY31633
OG0002761	CA03g34950, CA02g23410	CDX75384, CDX75385, CDX69009, CDY13399
OG0002764	CA00g46850	CDX92915, CDX97479, CDY66998, CDY48596, CDY14219
OG0002765	CA06g26470, CA00g84660, CA00g66180	CDY52281
OG0002766	CA03g31860	CDX75845, CDY58464, CDY30113, CDX87294, CDY37567, CDY41119
OG0002767	CA03g36290, CA06g16230, CA12g10490	CDY23803, CDX97515, CDY23640, CDX82518, CDX75730
OG0002770	CA12g18450, CA08g05130	CDX75292, CDX68897
OG0002771	CA03g34710	CDX97728, CDY30141, CDY28371, CDY51257, CDY70561, CDY69522, CDY69519, CDY20187
OG0002772	CA08g12170, CA07g20590	CDY31117, CDY32145, CDX93523, CDX95017
OG0002773	CA01g22730, CA02g12890, CA01g22720	CDY22012, CDY64740, CDY67371, CDY37471, CDY15248, CDX89964
OG0002774	CA01g09530	CDY30006, CDY21121, CDY63293, CDX74185, CDY43907, CDY40659, CDY63623, CDY46337
OG0002777	CA10g16810, CA01g02730	CDY46384, CDY39750
OG0002778	CA07g04830	CDY33206, CDX75004, CDY61339, CDY18473
OG0002779	CA10g07790, CA08g11570	CDX95020, CDX93526
OG0002780	CA00g69280, CA00g65150, CA05g20710	CDY03390, CDY03393, CDY34335
OG0002781	CA09g03270	CDY18460, CDY72254, CDY18462
OG0002781	CA05g04100, CA12g10990	CDX74880, CDX91501
OG0002783	CA03g36570	CDY40028, CDY35123, CDX96804
OG0002784	CA03g17400, CA08g10780	CDY40685, CDX74162, CDY50765, CDY41908
OG0002785	CA01g16770	CDX92096, CDX95904
OG0002785	CA08g12640	CDY18811
OG0002787	CA05g03470, CA05g18750	CDY53693, CDY62385, CDY45626, CDY08754
OG0002788	CA01g03160, CA03g16240	CDX98993, CDX70020, CDX98992, CDX70021
OG0002789	CA08g03940, CA08g10300	CDY33887, CDY05606, CDY48665, CDX86210
OG0002791	CA05g04120	CDY36587, CDY61379, CDX83970, CDY53314, CDX81731
OG0002792	CA00g36920	CDY16897, CDY38452, CDY59310, CDX78757, CDX70772
OG0002793	CA03g35740	CDY24053, CDY33067, CDY37487, CDY51739, CDX97519, CDY23644
OG0002795	CA08g18680, CA07g06510	CDY13640, CDX83624
OG0002796	CA03g09600, CA06g08670, CA03g06530	CDY29750, CDY16266
OG0002797	CA01g34600, CA01g00740	CDY66677, CDY03497, CDY50437, CDY10982
OG0002798	CA01g07340	CDY37953, CDX93393, CDX94395, CDX89380, CDX92739, CDY42770
OG0002799	CA01g22470, CA05g09090	CDX95417, CDX95416, CDY51418, CDY27502, CDY62332, CDX80087
OG0002800	CA06g12680, CA02g20630	CDY08876
OG0002801	CA00g95900, CA00g59440, CA00g59450, CA00g59420, CA00g95890, CA01g25210, CA00g80020, CA00g59430	CDY09511, CDY03704
OG0002802	CA05g20100, CA12g10170, CA05g14750	CDY09409
OG0002803	CA01g15700, CA00g80350	CDX68419, CDY00518, CDY31914, CDY32592, CDY38907
OG0002804	CA08g03770, CA06g25470, CA06g10100	CDY15604, CDX86496, CDY24034, CDX84862
OG0002805	CA01g08200, CA01g08190, CA03g32520	CDY36582, CDY33389, CDY72248, CDY38672
OG0002806	CA12g15080, CA06g15790	CDX72918, CDX96411, CDY53299, CDY03636, CDY50635, CDY50636, CDX68264
OG0002807	CA12g20990, CA00g62200	CDX95286, CDY66239
OG0002809	CA02g24960, CA08g17020, CA03g00920	CDY49385, CDX72438, CDY51944, CDY28332
OG0002810	CA12g18970, CA01g30470	CDY28256, CDX68734, CDX72303
OG0002811	CA02g13020	CDY39441, CDY59324, CDX99410, CDX78906, CDY01566
OG0002811	CA02g13010	CDY26320, CDX99847
OG0002812	CA00g69290, CA03g32160, CA03g32170	CDY64914, CDY12234, CDY63973, CDY53227
OG0002813	CA05g16780, CA03g02670	CDY49231, CDX77436, CDX93006, CDX94829, CDY61190, CDY64694
OG0002814	CA03g36330, CA06g16200, CA06g16220	CDY48027, CDX82122, CDY11136, CDX68250
OG0002815	CA01g29600, CA00g87720	CDY22292, CDY49735, CDY35061, CDY33361, CDX88569, CDX87352
OG0002817	CA02g16270, CA03g11830	CDY42446, CDY18326, CDY48649, CDY66135
OG0002818	CA07g18860, CA07g18870	CDY47444, CDY42477, CDY52569, CDY43025, CDY52567, CDY28755, CDY41007
OG0002819	CA01g16660, CA03g32100, CA00g69270, CA03g32090	CDY63972, CDY35052, CDY33365
OG0002820	CA02g18400, CA04g18110, CA07g11770	CDX79120, CDX82897
OG0002821	CA03g07080	CDY10303, CDY10666
OG0002821	CA09g11150	CDY53720, CDX93917
OG0002822	CA07g18160, CA09g07600	CDY13858, CDX81981, CDY31936
OG0002823	CA03g30800, CA06g17450, CA08g00930	CDY63753, CDY59776, CDY08309, CDY68448
OG0002824	CA07g12150	CDY54188, CDY38646, CDX92925, CDY24269, CDY64257, CDY55654
OG0002825	CA00g74890, CA02g06460	CDY10503, CDY42411
OG0002827	CA07g03430	CDY12398, CDY47561
OG0002828	CA05g16080, CA00g07160, CA11g16460	CDY43753, CDX75076
OG0002829	CA06g23120, CA12g06520, CA10g16590	CDX71432, CDY04506
OG0002830	CA04g13030, CA06g10760, CA06g11160, CA00g89470	CDY23276, CDY51482, CDY20303, CDY46140
OG0002831	CA12g06120, CA12g06460, CA06g23050	CDX95077, CDX93578, CDX71438, CDX83275, CDY31186, CDY04504
OG0002832	CA04g20220, CA01g17920	CDY33680, CDX74638
OG0002834	CA08g15260	CDY24836, CDY08932, CDY03458, CDY34277
OG0002836	CA00g81490, CA10g02630	CDX68003, CDX79306, CDY22253, CDY26894
OG0002837	CA01g29420	CDX79586, CDX84627, CDY43652, CDY67421, CDY52526
OG0002838	CA12g17130, CA04g20560	CDX73146
OG0002838	CA02g22670	CDY24776, CDY35466
OG0002839	CA02g22850, CA10g19530, CA02g22860	CDY52094, CDX88956, CDX67698
OG0002840	CA06g21170, CA03g22030	CDX92663, CDY34329, CDY03401, CDY11044
OG0002841	CA11g16160, CA00g81280	CDY04483, CDX71466, CDY30564, CDX77102
OG0002842	CA06g22970, CA01g15660, CA01g14440	CDY60542, CDY68922
OG0002843	CA02g13400, CA10g01770	CDY48325, CDY17231, CDY52228, CDX84654, CDY61564
OG0002844	CA00g40980	CDY05072, CDX90731
OG0002845	CA02g13150, CA02g13130	CDX90206, CDY35291, CDX94698
OG0002845	CA02g13110, CA02g13090, CA02g13120	CDY45112, CDY24096
OG0002846	CA12g10520, CA03g36320	CDY59926, CDX96442, CDY11137, CDX75735, CDX82512, CDX97524
OG0002847	CA07g18040	CDY53804, CDY26037
OG0002847	CA10g03410	CDX90887, CDY48204
OG0002849	CA10g22440	CDX91151, CDX85676
OG0002850	CA11g13670	CDY09234, CDY31582, CDX80210
OG0002851	CA10g03220, CA07g13530	CDX95340, CDX95341, CDY14247, CDY25249, CDX97434, CDY18984, CDY29897
OG0002852	CA06g22580	CDX95059, CDX93561, CDY31142, CDX97491, CDY06316, CDY22681
OG0002853	CA04g16410	CDX74457, CDY30240, CDY30244, CDX74454, CDX74455, CDY30242, CDY71334
OG0002854	CA06g22780, CA11g16490	CDX71459, CDY04487
OG0002856	CA03g32210	CDX79356, CDX67965, CDY53223, CDY66947, CDX67964, CDX87339
OG0002857	CA10g03320, CA07g17900, CA07g17910	CDY26028, CDY53809
OG0002858	CA12g05990, CA11g17470	CDY26937, CDX92345
OG0002859	CA05g04410, CA06g11310, CA00g03050	CDX90054, CDY15158
OG0002860	CA01g31800, CA06g26190, CA09g09670	CDY22120, CDX74039, CDY07988, CDY28037, CDY35944
OG0002861	CA07g18180, CA10g00430	CDY43831, CDY43044, CDY28774, CDY52243, CDY63834, CDY64205
OG0002862	CA07g19480	CDY25193, CDY67115, CDY29439, CDY19627, CDY57661, CDY36031, CDX82238
OG0002863	CA01g24120	CDY15253, CDX89959, CDX84359, CDY15434
OG0002865	CA12g04850	CDY41346
OG0002865	CA11g18210	CDY21236
OG0002866	CA02g08470, CA02g28260, CA11g04540	CDX74427, CDY30269
OG0002868	CA10g21310	CDX67753, CDX88992, CDX67751, CDX98303
OG0002869	CA12g04190, CA05g20130	CDX78677, CDX70681, CDY36665, CDY15808, CDY26511, CDX69458
OG0002870	CA06g17930	CDY26163, CDY19209, CDX73023, CDX96493, CDX68208, CDY11085
OG0002871	CA01g21270	CDX86973, CDX82177, CDY32564, CDY65963, CDY67731, CDX78537, CDX70519, CDX82178
OG0002872	CA08g03010, CA05g11370	CDY45081, CDX92449, CDY16548
OG0002873	CA06g20170, CA03g24510	CDX90084, CDY11812
OG0002874	CA05g13270, CA08g15990	CDY55166, CDY08802, CDY33969, CDX81276, CDY37815
OG0002875	CA03g00320	CDX71287, CDY20326, CDX86659, CDX86658, CDY19163, CDY23790
OG0002876	CA03g16000	CDY00275, CDX86907, CDY67104, CDY30712
OG0002878	CA03g21800	CDY58556, CDY51523, CDY28720
OG0002879	CA00g91750	CDX92095
OG0002879	CA12g16400, CA04g18220, CA04g18240, CA04g18230	CDX75640
OG0002881	CA11g07630	CDY47646, CDY59084
OG0002881	CA01g09860, CA01g32460	CDY13444, CDX72313
OG0002882	CA07g17750	CDX91704
OG0002883	CA08g10670	CDY46254
OG0002883	CA12g04680, CA03g21620, CA01g02110	CDY50086, CDY43083, CDY29819, CDY25411
OG0002884	CA06g20850, CA03g22960, CA08g01130	CDX96046, CDY07400, CDY04204, CDY04203
OG0002885	CA08g18800, CA10g09290	CDY12102, CDX90293
OG0002886	CA06g17860, CA03g33520	CDY43228
OG0002887	CA12g01450, CA05g11120	CDY28659, CDY67252, CDX69443, CDX85500, CDY38105, CDX70701, CDX78699
OG0002888	CA11g18140	CDX80968, CDY11331, CDX70139, CDX98854, CDY13007, CDY52578, CDY49310
OG0002889	CA12g08040, CA00g54210	CDY17322, CDY45657, CDY36749, CDY11993, CDY33000
OG0002890	CA11g07880, CA02g29600, CA02g00210	CDX85584, CDX91024
OG0002891	CA08g04340	CDX98397, CDX67815, CDY05975, CDX71872, CDY15369, CDY19105, CDX84758, CDX79441
OG0002892	CA07g12360, CA06g18220	CDX68298, CDX72834, CDX96351, CDY36678, CDY03680, CDY70553, CDY53819
OG0002893	CA05g06870	CDY52034, CDX84017, CDX81660, CDY59425, CDY41096, CDY45280, CDY33750, CDX81661
OG0002894	CA00g42490, CA02g24220	CDY01702, CDX74559, CDY65404, CDX96147, CDY55677
OG0002897	CA03g30880	CDX93679, CDY40591, CDX92180, CDX95800, CDX75952, CDY51926
OG0002899	CA12g14850	CDX72936, CDY72501
OG0002900	CA10g09720	CDY47496, CDY52603, CDY26800, CDY07866, CDX87997
OG0002900	CA00g76700	CDY59100, CDY54794
OG0002901	CA06g15120, CA10g08070, CA08g19210	CDY22416, CDX72743, CDX90285, CDY12092, CDY52797
OG0002902	CA06g14770	CDY19972, CDY63236, CDX86341, CDX85310
OG0002902	CA01g09610, CA06g14780	CDY10727, CDY10732
OG0002903	CA05g09840	CDY21656, CDY65100, CDY58324, CDY03356, CDY48714, CDX81936
OG0002904	CA02g15480, CA07g14420	CDX94760, CDY22305, CDX94761
OG0002905	CA01g05190	CDY45317, CDX75443, CDX69070, CDY02264, CDX89705
OG0002906	CA08g01020, CA05g06650	CDY65373, CDY66454, CDY09385, CDY48615, CDY04127, CDY15821
OG0002907	CA02g03080	CDY03084, CDY04112, CDY17448
OG0002907	CA02g03090	CDY17447, CDY39791
OG0002910	CA04g07660, CA00g36230, CA01g15370, CA08g09370, CA06g03970, CA06g11210, CA09g13380, CA01g22840, CA00g57360	CDX81501
OG0002911	CA07g07270	CDX96307, CDX72785, CDX72784
OG0002912	CA04g00430	CDY27084, CDY72104, CDY38898, CDY32601, CDY32599, CDY32600, CDY52069, CDY63349
OG0002913	CA01g17790	CDY61627, CDX85027, CDY16165, CDY20561
OG0002913	CA07g18520	CDY42461, CDY64930
OG0002914	CA02g27340, CA02g01210	CDX93651, CDY43289, CDX77330, CDY41853, CDY63022, CDY48700
OG0002915	CA03g33310, CA00g97510	CDX73015, CDY60145, CDY11088, CDX68211
OG0002916	CA09g06650, CA05g18990	CDY02918, CDX76115, CDY53583, CDY20430, CDY24962, CDY07650, CDY07009, CDX93263
OG0002917	CA00g74160	CDX77035, CDY35312
OG0002918	CA08g16340	CDY21587
OG0002918	CA08g01770	CDY45775, CDY05962
OG0002919	CA12g15720, CA00g06690	CDX73519
OG0002920	CA05g16280	CDY41207, CDY40239
OG0002920	CA00g06660	CDY13151, CDX76187
OG0002921	CA11g04120	CDY33780, CDY16130, CDY41185, CDX96870, CDY62210
OG0002922	CA08g01490, CA05g07570	CDY03865, CDY40783, CDY24415, CDY36126, CDY27573, CDX84971
OG0002923	CA08g16650	CDY42196, CDX95430, CDY66275, CDY58861
OG0002924	CA08g03100, CA10g05370	CDY19395, CDX98009, CDY16066, CDY26627, CDY34588
OG0002925	CA11g07750	CDY24527, CDY60573
OG0002926	CA02g13170, CA02g13180	CDX99850, CDY26316, CDX90208, CDY35279
OG0002927	CA11g14080, CA06g06180	CDX88739, CDX71054, CDX71058, CDY27167, CDX80195, CDX99155, CDX86027
OG0002928	CA03g00900	CDY47309, CDY01177, CDY50423, CDX85127, CDX77483
OG0002929	CA02g26670, CA02g26690, CA02g26680	CDX74261, CDX91989, CDY71818, CDY71884
OG0002930	CA08g02700, CA02g11090, CA08g02690, CA00g95770	CDY02286, CDY12050, CDX90246, CDY67965
OG0002931	CA10g00590, CA07g13520	CDY21837, CDX97657, CDX98549, CDY20119, CDY26016, CDY24123, CDY25882
OG0002932	CA03g37060, CA03g28730	CDX96710, CDX83829, CDX81888, CDY59655, CDY49132, CDY42438
OG0002934	CA02g09710	CDY01632, CDX98654, CDY01633, CDY50057, CDX78972
OG0002935	CA02g28010	CDX95231, CDY30254, CDX74447, CDY00101, CDY19997, CDX86390, CDX85244, CDY44410, CDY04054
OG0002936	CA00g74680, CA02g01090, CA02g28110	CDX78623, CDX70604, CDY60930, CDX69536
OG0002937	CA03g33420, CA02g02230, CA02g23510	CDY12609
OG0002938	CA01g12190	CDX94881, CDX92968, CDY23489, CDX68337
OG0002939	CA00g01620	CDY71569, CDX83992, CDY36532, CDY39618, CDY37338, CDY37337, CDY40405
OG0002940	CA10g18330, CA05g11040	CDY18159, CDY51751, CDY50661, CDX92050, CDX74208
OG0002941	CA04g01630, CA02g13990	CDY58052, CDY61466, CDY26358, CDX87762, CDX78881, CDX99448
OG0002942	CA04g17060	CDY18272, CDX89774
OG0002943	CA02g25790	CDY01456
OG0002943	CA08g17680	CDX75391
OG0002944	CA05g14960, CA09g06980	CDY24925, CDX72182, CDY54603, CDY46514, CDX67630
OG0002945	CA05g17220, CA12g20280	CDY45094, CDY45093, CDY71627, CDY18075, CDY45337, CDX92995, CDX94844, CDY49589, CDY60329
OG0002946	CA03g11330, CA10g10590, CA00g79680	CDY22167, CDY58649, CDY36001, CDY27982
OG0002947	CA07g16460, CA03g12090	CDY25848, CDY30649, CDY32357, CDY32353, CDY20073, CDX97585, CDX98476
OG0002948	CA01g31450, CA12g06530	CDX84532, CDY51298
OG0002949	CA00g41240, CA03g24440, CA01g24190	CDX82304, CDY22981, CDY18574, CDY58258, CDX92317, CDX99247
OG0002951	CA04g23550	CDY17186, CDY27958, CDY03287, CDY17636, CDY37709, CDY23726, CDX95868, CDY61325, CDY46599
OG0002952	CA01g23400, CA06g07310, CA11g18270, CA05g15910	CDX98828, CDX70165, CDY27221, CDX72143, CDX75989, CDY50449
OG0002953	CA02g13430	CDY69630, CDY48322, CDY15633, CDX94660, CDY36958, CDY63206, CDX90181, CDY17230, CDY69824
OG0002955	CA04g13770	CDY42619, CDY41972, CDX72703, CDY15867, CDY13790, CDX76967
OG0002955	CA12g08370	CDY56751
OG0002956	CA04g19080	CDY59032, CDY16857, CDX88035, CDX80372, CDX87167, CDY40791, CDY46961
OG0002957	CA05g05910	CDY06626, CDY64572, CDX79900
OG0002958	CA00g87420, CA06g18470	CDX69519, CDY26426, CDX70616, CDX78635
OG0002959	CA11g11620	CDX98020, CDY19405, CDX98018, CDY19377, CDY51773, CDY16053, CDY26609, CDY05354
OG0002960	CA00g01020	CDY35337, CDX77008
OG0002961	CA12g17720	CDX87655
OG0002961	CA04g05540, CA02g21280	CDY20826
OG0002962	CA06g20800, CA03g23220	CDY68174, CDY41831, CDY23683, CDY04311
OG0002963	CA06g20810, CA03g23110	CDY26204, CDY19185, CDY26205, CDX83884, CDX96744, CDY64172, CDY42097
OG0002964	CA04g16580, CA02g24630	CDX75677, CDX69332, CDY70066, CDY49674
OG0002965	CA01g33720, CA01g06170, CA06g12750	CDY52554, CDX76563, CDY71072, CDY67913, CDX78781
OG0002966	CA12g02920, CA04g16180	CDX69828, CDX97019, CDX78385, CDY68875
OG0002967	CA01g04090	CDX86723, CDX94486
OG0002968	CA06g13440, CA01g07250, CA01g26850	CDY49949, CDY21202, CDX92043, CDX74219
OG0002969	CA02g26610, CA11g02180, CA02g30940	CDX70666, CDX69487, CDY26478
OG0002970	CA03g35910, CA00g82360	CDY41805, CDY20716, CDY11915, CDX88575, CDY32860, CDY32861
OG0002971	CA02g11020, CA00g41450	CDY49267, CDX72444, CDY51950, CDY51861, CDY62316, CDY37231
