Orthogroup	Capsicum_anuum	Prunus_persica
OG0002878	CA03g21800	Prupe.2G328600.1
OG0002881	CA11g07630	Prupe.1G255900.1
OG0002881	CA01g09860, CA01g32460	Prupe.1G458000.1
OG0002882	CA07g17750	Prupe.4G183100.1
OG0002883	CA12g04680, CA03g21620, CA01g02110	Prupe.4G221200.1
OG0002884	CA06g20850, CA03g22960	Prupe.5G239100.1
OG0002884	CA08g01130	Prupe.1G338700.1
OG0002885	CA08g18800, CA10g09290	Prupe.8G159700.1
OG0002886	CA06g17860, CA03g33520	Prupe.1G086800.1, Prupe.5G222500.1
OG0002887	CA12g01450, CA05g11120	Prupe.3G163500.1
OG0002888	CA11g18140	Prupe.5G031200.1, Prupe.4G272800.1
OG0002889	CA12g08040, CA00g54210	Prupe.3G163900.1, Prupe.3G204300.1
OG0002890	CA11g07880	Prupe.1G253300.1
OG0002890	CA02g29600, CA02g00210	Prupe.3G285600.1
OG0002891	CA08g04340	Prupe.7G268300.1
OG0002892	CA07g12360, CA06g18220	Prupe.8G049100.1
OG0002893	CA05g06870	Prupe.1G338500.1
OG0002894	CA00g42490, CA02g24220	Prupe.3G160300.1
OG0002895	CA08g18710, CA04g14660	Prupe.8G159000.1, Prupe.8G158900.1
OG0002897	CA03g30880	Prupe.5G233600.1
OG0002898	CA06g09760, CA01g06040, CA09g07750, CA10g06580, CA00g10980, CA12g11970, CA09g07740, CA01g06050, CA10g06770, CA07g13540	Prupe.3G132700.1
OG0002899	CA12g14850	Prupe.3G194000.1
OG0002900	CA10g09720, CA00g76700	Prupe.8G180800.1
OG0002901	CA06g15120, CA10g08070, CA08g19210	Prupe.8G164300.1
OG0002902	CA06g14770, CA01g09610, CA06g14780	Prupe.1G556600.1
OG0002903	CA05g09840	Prupe.7G211800.1
OG0002904	CA02g15480	Prupe.4G052600.1
OG0002905	CA01g05190	Prupe.8G092500.1
OG0002906	CA08g01020, CA05g06650	Prupe.1G342900.1
OG0002907	CA02g03080	Prupe.1G340100.1, Prupe.1G340000.1
OG0002908	CA04g02530	Prupe.8G106200.1, Prupe.1G087400.1
OG0002908	CA09g13030, CA04g02540, CA04g02500	Prupe.1G134300.1, Prupe.1G342300.1, Prupe.1G215900.1, Prupe.1G215600.1
OG0002911	CA07g07270	Prupe.8G057300.1
OG0002912	CA04g00430	Prupe.1G033500.1
OG0002913	CA01g17790	Prupe.1G284600.1
OG0002913	CA07g18520	Prupe.1G284500.1, Prupe.4G197500.1
OG0002914	CA02g27340, CA02g01210	Prupe.1G106200.1
OG0002915	CA03g33310, CA00g97510	Prupe.5G223700.1, Prupe.5G223600.1
OG0002916	CA09g06650, CA05g18990	Prupe.2G226700.1
OG0002917	CA00g74160	Prupe.3G046600.1, Prupe.1G409800.1, Prupe.8G150100.1, Prupe.1G409700.1, Prupe.7G206600.1
OG0002918	CA08g16340	Prupe.8G069400.1
OG0002918	CA08g01770	Prupe.7G271300.1
OG0002919	CA12g15720	Prupe.2G240400.1
OG0002919	CA00g06690	Prupe.6G261200.1, Prupe.6G261100.1
OG0002920	CA05g16280	Prupe.2G240300.1
OG0002920	CA00g06660	Prupe.6G260800.1
OG0002921	CA11g04120	Prupe.1G004000.1, Prupe.5G003300.1
OG0002922	CA08g01490, CA05g07570	Prupe.1G333700.1
OG0002923	CA08g16650	Prupe.8G147400.1, Prupe.8G147300.1
OG0002924	CA08g03100, CA10g05370	Prupe.1G241800.1
OG0002925	CA11g07750	Prupe.1G252000.1
OG0002926	CA02g13170, CA02g13180	Prupe.4G069200.1, Prupe.4G069100.1
OG0002927	CA11g14080, CA06g06180	Prupe.6G091300.1
OG0002928	CA03g00900	Prupe.1G165200.1
OG0002929	CA02g26670, CA02g26690, CA02g26680	Prupe.3G245100.1
OG0002930	CA08g02690, CA00g95770	Prupe.4G086300.1
OG0002931	CA10g00590	Prupe.4G181300.1
OG0002931	CA07g13520	Prupe.4G047900.1
OG0002932	CA03g37060, CA03g28730	Prupe.5G206500.1
OG0002933	CA02g09070, CA02g30430	Prupe.1G238100.1, Prupe.3G298700.1
OG0002934	CA02g09710	Prupe.3G025600.1, Prupe.4G116600.1
OG0002935	CA02g28010	Prupe.3G263700.1, Prupe.3G263800.1
OG0002936	CA00g74680, CA02g01090, CA02g28110	Prupe.3G265600.1
OG0002937	CA03g33420	Prupe.5G223000.1
OG0002937	CA02g02230, CA02g23510	Prupe.3G143400.1
OG0002938	CA01g12190	Prupe.8G016700.1, Prupe.1G244800.1, Prupe.8G011700.1
OG0002939	CA00g01620	Prupe.1G566000.1
OG0002940	CA10g18330, CA05g11040	Prupe.7G011100.1
OG0002941	CA04g01630, CA02g13990	Prupe.4G062600.1
OG0002942	CA04g17060	Prupe.7G049100.1
OG0002943	CA02g25790	Prupe.7G138200.1
OG0002943	CA08g17680	Prupe.8G115900.1
OG0002944	CA05g14960, CA09g06980	Prupe.2G251900.1, Prupe.2G251500.1
OG0002945	CA05g17220, CA12g20280	Prupe.1G006800.1
OG0002946	CA03g11330, CA10g10590, CA00g79680	Prupe.6G295500.1
OG0002947	CA07g16460, CA03g12090	Prupe.4G152200.1, Prupe.4G152300.1
OG0002948	CA01g31450, CA12g06530	Prupe.8G077700.1, Prupe.6G211400.1
OG0002949	CA00g41240, CA03g24440, CA01g24190	Prupe.8G125600.1, Prupe.8G125400.1
OG0002951	CA04g23550	Prupe.5G002900.1
OG0002952	CA01g23400, CA06g07310, CA11g18270, CA05g15910	Prupe.2G264000.1
OG0002953	CA02g13430	Prupe.4G067000.1
OG0002954	CA12g15600, CA04g16260, CA12g15590	Prupe.1G532700.1, Prupe.1G532600.1
OG0002955	CA04g13770, CA12g08370	Prupe.6G161600.1
OG0002956	CA04g19080	Prupe.1G439400.1
OG0002957	CA05g05910	Prupe.7G081100.1
OG0002958	CA06g18470	Prupe.3G256800.1
OG0002959	CA11g11620	Prupe.1G242900.1
OG0002960	CA00g01020	Prupe.1G448100.1
OG0002961	CA12g17720	Prupe.1G362700.1
OG0002961	CA04g05540, CA02g21280	Prupe.7G171800.1
OG0002962	CA06g20800, CA03g23220	Prupe.5G241500.1, Prupe.5G241600.1
OG0002963	CA06g20810, CA03g23110	Prupe.5G240900.1
OG0002964	CA04g16580	Prupe.1G442900.1
OG0002964	CA02g24630	Prupe.6G213400.1
OG0002965	CA01g33720, CA01g06170, CA06g12750	Prupe.5G058300.1
OG0002966	CA12g02920	Prupe.6G201500.1
OG0002966	CA04g16180	Prupe.1G531900.1
OG0002967	CA01g04090	Prupe.5G082000.1
OG0002968	CA06g13440, CA01g07250	Prupe.5G033900.1
OG0002968	CA01g26850	Prupe.2G098800.1
OG0002969	CA02g26610	Prupe.3G243900.1
OG0002969	CA11g02180, CA02g30940	Prupe.1G299500.1
OG0002970	CA03g35910, CA00g82360	Prupe.3G057300.1, Prupe.7G218000.1
OG0002971	CA02g11020	Prupe.7G133400.1
OG0002971	CA00g41450	Prupe.8G126400.1
OG0002973	CA11g10540	Prupe.4G256900.1
OG0002974	CA01g04550	Prupe.2G280100.1, Prupe.5G077500.1
OG0002975	CA11g01860	Prupe.1G301900.1
OG0002976	CA07g04220, CA01g29180, CA01g27650, CA00g09880	Prupe.1G426400.1, Prupe.1G426300.1, Prupe.1G426100.1, Prupe.8G139300.1, Prupe.8G139400.1
OG0002977	CA02g06150, CA02g22160	Prupe.7G158400.1
OG0002978	CA06g13230, CA00g62910, CA06g13240	Prupe.5G036600.1
OG0002979	CA03g27290	Prupe.5G180000.1
OG0002980	CA02g25630	Prupe.7G136000.1, Prupe.7G135900.1
OG0002981	CA06g19550, CA03g28060	Prupe.5G177500.1, Prupe.3G280200.1
OG0002982	CA03g21700, CA06g21270, CA01g07380, CA00g71030	Prupe.5G031800.1
OG0002983	CA02g26180, CA02g07890	Prupe.7G146400.1
OG0002984	CA10g17520	Prupe.4G256300.1, Prupe.1G583300.1
OG0002985	CA01g05440	Prupe.5G068400.1
OG0002986	CA03g27210	Prupe.5G179200.1
OG0002986	CA11g06660	Prupe.1G260900.1
OG0002987	CA02g25770, CA02g01670	Prupe.4G086800.1, Prupe.7G137900.1
OG0002987	CA12g04150	Prupe.6G365600.1
OG0002988	CA00g50260, CA06g13250, CA00g62920	Prupe.5G036400.1
OG0002989	CA01g01120, CA01g34500, CA08g08360	Prupe.5G118400.1
OG0002990	CA05g07770, CA05g07780	Prupe.8G060000.1, Prupe.1G505300.1
OG0002991	CA04g07760, CA02g25210	Prupe.1G423200.1, Prupe.6G221700.1
OG0002992	CA08g00890	Prupe.1G258400.1
OG0002993	CA11g04260	Prupe.1G275900.1
OG0002994	CA02g29370, CA02g00030	Prupe.3G281500.1
OG0002994	CA11g07410	Prupe.1G256600.1
OG0002995	CA08g07450, CA12g10690	Prupe.5G104200.1
OG0002996	CA02g25980, CA02g01550	Prupe.7G142500.1
OG0002997	CA01g33600, CA00g25100	Prupe.5G044100.1
OG0002998	CA12g02850, CA05g13150	Prupe.6G203000.1
OG0002999	CA03g15430	Prupe.2G278000.1
OG0002999	CA01g04780	Prupe.5G075700.1
OG0003000	CA06g06310	Prupe.2G273200.1
OG0003001	CA06g15320, CA05g06480, CA01g22580, CA01g22570	Prupe.1G549700.1
OG0003002	CA08g02030	Prupe.5G019900.1
OG0003003	CA01g04680	Prupe.5G076500.1
OG0003004	CA02g08770	Prupe.3G275200.1
OG0003005	CA02g24880, CA02g07360	Prupe.1G420000.1
OG0003006	CA05g17200	Prupe.1G006600.1
OG0003007	CA03g18760, CA03g25660	Prupe.3G193700.1, Prupe.3G147400.1, Prupe.2G301000.1, Prupe.2G300900.1
OG0003008	CA02g21410	Prupe.7G170100.1
OG0003009	CA01g07310, CA06g13450	Prupe.5G032800.1
OG0003009	CA03g21720	Prupe.1G099500.1
OG0003010	CA03g20220	Prupe.2G314800.1
OG0003010	CA00g64610	Prupe.2G192300.1
OG0003011	CA01g21680	Prupe.4G275600.1
OG0003011	CA04g12360	Prupe.1G489100.1
OG0003012	CA00g72000	Prupe.8G089800.1
OG0003012	CA04g21420	Prupe.1G373600.1
OG0003013	CA11g11000	Prupe.1G219800.1
OG0003014	CA01g17770	Prupe.1G224400.1
OG0003014	CA00g75210	Prupe.5G150300.1
OG0003015	CA06g28380, CA09g11690	Prupe.1G005100.1, Prupe.1G005700.1, Prupe.8G203500.1
OG0003016	CA03g19280	Prupe.2G307700.1, Prupe.2G307800.1
OG0003018	CA06g17560	Prupe.3G313400.1, Prupe.5G142600.1
OG0003019	CA09g07480, CA03g27000	Prupe.5G172400.1
OG0003020	CA05g13900, CA11g14840, CA12g09410	Prupe.1G512400.1, Prupe.6G181300.1
OG0003021	CA04g11190, CA08g16350	Prupe.8G069500.1
OG0003021	CA04g11210, CA04g11200	Prupe.6G149300.1
OG0003022	CA04g15170	Prupe.1G511600.1
OG0003023	CA08g03850, CA12g18610	Prupe.1G408100.1
OG0003023	CA11g04450, CA03g35550	Prupe.7G204800.1
OG0003024	CA03g29490, CA06g18500	Prupe.1G283800.1, Prupe.3G257400.1, Prupe.5G201500.1
OG0003025	CA04g04510, CA02g20150, CA04g23330	Prupe.5G006300.1
OG0003025	CA00g76680	Prupe.8G180600.1
OG0003026	CA06g15450	Prupe.5G198400.1
OG0003026	CA05g10740	Prupe.2G193000.1
OG0003027	CA02g28470, CA11g05340	Prupe.1G269900.1, Prupe.5G188300.1
OG0003028	CA06g26030	Prupe.8G107100.1, Prupe.6G039000.1, Prupe.2G266600.1
OG0003029	CA01g25810, CA12g20090, CA12g20080	Prupe.1G139300.1, Prupe.6G323800.1
OG0003031	CA12g21310, CA01g14110	Prupe.1G122800.1
OG0003032	CA07g21350	Prupe.4G139900.1
OG0003032	CA02g09960	Prupe.4G111500.1
OG0003033	CA12g21330, CA01g14220	Prupe.1G126000.1
OG0003034	CA10g04210, CA10g05390, CA09g12130, CA10g02150, CA05g16490	Prupe.1G113100.1
OG0003035	CA05g17870, CA05g01580, CA12g01210	Prupe.4G010300.1, Prupe.3G205000.1
OG0003036	CA00g00600, CA06g19920	Prupe.5G165800.1, Prupe.5G165900.1
OG0003037	CA02g21070	Prupe.7G179100.1
OG0003038	CA07g06470	Prupe.1G084700.1
OG0003039	CA02g10950, CA03g30440, CA02g10940, CA02g10960	Prupe.7G132400.1, Prupe.7G132700.1, Prupe.7G132500.1, Prupe.7G132800.1
OG0003040	CA10g01290, CA07g19980	Prupe.3G206000.1, Prupe.4G224900.1
OG0003041	CA03g14460	Prupe.1G076000.1
OG0003041	CA02g03950	Prupe.1G075800.1
OG0003042	CA01g03650, CA01g33430	Prupe.5G087100.1
OG0003043	CA07g04650	Prupe.7G244100.1
OG0003043	CA08g03550	Prupe.1G480600.1
OG0003044	CA03g27770	Prupe.5G185300.1, Prupe.6G263500.1
OG0003045	CA05g01420	Prupe.4G002900.1
OG0003045	CA07g20540, CA10g01020	Prupe.6G025600.1
OG0003046	CA07g20490	Prupe.6G025300.1
OG0003047	CA02g26830	Prupe.3G247300.1
OG0003047	CA00g30220	Prupe.1G295700.1
OG0003048	CA06g19310, CA03g27840	Prupe.5G184600.1
OG0003049	CA04g18360	Prupe.1G431700.1
OG0003049	CA02g14580, CA04g06380	Prupe.6G231300.1
OG0003050	CA00g62170, CA00g62180	Prupe.6G306100.1, Prupe.1G106800.1, Prupe.3G273300.1, Prupe.1G106900.1
OG0003051	CA06g18240, CA03g28930	Prupe.3G248200.1, Prupe.5G210400.1
OG0003052	CA03g11070, CA07g19860	Prupe.4G223200.1
OG0003053	CA06g26020, CA06g03050	Prupe.6G039300.1
OG0003054	CA03g20640, CA02g18110, CA01g07600, CA02g29880, CA10g18110, CA06g17240	Prupe.8G172100.1, Prupe.8G171300.1, Prupe.1G117300.1, Prupe.1G384300.1
OG0003055	CA03g15910, CA03g15920	Prupe.2G279900.1
OG0003056	CA09g18640, CA07g01380	Prupe.1G210300.1
OG0003056	CA05g19390, CA12g07380	Prupe.3G315900.1
OG0003057	CA06g20720, CA06g20730, CA03g23700, CA06g20710, CA06g20690	Prupe.5G074500.1, Prupe.5G074400.1
OG0003058	CA06g23770	Prupe.7G004200.1
OG0003059	CA02g00190, CA02g29570	Prupe.3G285000.1
OG0003060	CA02g31090	Prupe.3G310000.1
OG0003060	CA00g79990, CA11g10790	Prupe.1G220900.1
OG0003061	CA01g25120	Prupe.8G251100.1
OG0003062	CA04g10800	Prupe.1G287800.1, Prupe.3G254600.1
OG0003063	CA09g04570	Prupe.6G317100.1
OG0003064	CA08g01900	Prupe.1G482200.1
OG0003065	CA03g01060, CA00g86980, CA00g49190, CA00g83710	Prupe.1G007100.1
OG0003066	CA05g17370, CA03g00830	Prupe.1G164600.1
OG0003067	CA01g24970	Prupe.1G145000.1
OG0003067	CA05g15110	Prupe.8G249600.1
OG0003068	CA02g06700	Prupe.7G016600.1
OG0003070	CA02g31170	Prupe.3G310800.1
OG0003070	CA00g54660	Prupe.1G220000.1
OG0003071	CA02g30740, CA02g09150	Prupe.3G305100.1
OG0003071	CA03g24220	Prupe.5G156900.1
OG0003072	CA10g22320	Prupe.7G020700.1
OG0003072	CA10g22330	Prupe.7G022600.1
OG0003073	CA10g16000, CA10g15990, CA10g11940, CA00g84950	Prupe.7G121600.1
OG0003074	CA08g01580	Prupe.7G004700.1, Prupe.6G003400.1
OG0003075	CA00g65320	Prupe.7G186900.1, Prupe.5G005300.1
OG0003076	CA02g31000, CA02g09250	Prupe.1G222000.1, Prupe.3G308700.1
OG0003077	CA09g04140	Prupe.6G247600.1, Prupe.6G247500.1, Prupe.6G247700.1
OG0003077	CA03g04750	Prupe.8G100200.1
OG0003078	CA10g07350, CA08g10840	Prupe.6G338700.1, Prupe.6G338800.1
OG0003079	CA10g20450	Prupe.6G174700.1
OG0003079	CA05g00900	Prupe.7G058900.1
OG0003081	CA03g15620, CA02g26600, CA11g02170	Prupe.3G243800.1, Prupe.1G299600.1
OG0003082	CA00g92300, CA04g09920, CA00g96450, CA00g94190, CA00g78560, CA00g92620, CA00g92690, CA00g93210, CA00g57090	Prupe.1G324700.1
OG0003083	CA01g11770	Prupe.2G000200.1
OG0003084	CA12g21000, CA05g16690	Prupe.3G003900.1, Prupe.1G106400.1
OG0003085	CA07g15720, CA10g02020	Prupe.5G013700.1
OG0003086	CA02g18660, CA07g10710, CA07g10700	Prupe.4G016100.1
OG0003087	CA06g07150, CA06g07280	Prupe.2G263700.1, Prupe.6G041400.1
OG0003088	CA04g22530	Prupe.1G356400.1
OG0003089	CA07g20350	Prupe.4G242700.1
OG0003089	CA09g14120	Prupe.3G197300.1
OG0003090	CA10g02820	Prupe.4G253200.1, Prupe.4G253300.1, Prupe.4G252900.1, Prupe.3G129800.1, Prupe.3G129400.1, Prupe.3G129600.1, Prupe.3G127600.1, Prupe.3G119100.1, Prupe.3G129100.1, Prupe.3G119700.1
OG0003091	CA05g08760, CA00g59340	Prupe.1G323500.1
OG0003092	CA03g02990, CA12g20880	Prupe.1G122900.1
OG0003093	CA00g57510	Prupe.1G325900.1
OG0003095	CA06g18170, CA03g29010, CA11g02320	Prupe.5G211600.1
OG0003096	CA02g03120, CA02g03140	Prupe.4G015000.1, Prupe.4G014800.1
OG0003097	CA08g00120, CA08g00100	Prupe.2G132800.1
OG0003098	CA05g03910, CA05g03900	Prupe.4G103500.1, Prupe.4G103600.1
OG0003099	CA01g15950	Prupe.1G118700.1
OG0003100	CA04g22760	Prupe.5G011500.1
OG0003100	CA00g81260	Prupe.8G178200.1
OG0003101	CA11g00790, CA11g00800	Prupe.1G314000.1
OG0003102	CA12g11100	Prupe.6G357600.1
OG0003102	CA06g01950	Prupe.8G206600.1
OG0003105	CA02g08170, CA02g26800	Prupe.1G295800.1, Prupe.3G246600.1
OG0003107	CA12g18990	Prupe.1G462300.1
OG0003108	CA04g17320, CA12g15960	Prupe.1G420800.1
OG0003109	CA06g28000	Prupe.8G220300.1
OG0003109	CA03g05060	Prupe.1G041700.1
OG0003113	CA03g05850	Prupe.5G192500.1, Prupe.5G191800.1, Prupe.5G191600.1, Prupe.5G191500.1, Prupe.5G192800.1, Prupe.5G192600.1
OG0003113	CA03g30120	Prupe.5G192700.1
OG0003126	CA04g14920	Prupe.6G182200.1, Prupe.1G513600.1, Prupe.3G009400.1
OG0003130	CA02g13820, CA04g01480, CA04g01500, CA04g03720, CA04g01600, CA04g06920, CA04g04440, CA04g01490	Prupe.4G062900.1
OG0003139	CA02g05650	Prupe.1G361100.1
OG0003139	CA02g20420	Prupe.7G173300.1
OG0003141	CA08g06300, CA08g06270	Prupe.1G466300.1, Prupe.7G226700.1
OG0003148	CA07g21320, CA02g04820	Prupe.3G178000.1, Prupe.4G138500.1
OG0003151	CA01g18790	Prupe.2G147000.1
OG0003151	CA01g33280, CA01g04010, CA06g12290	Prupe.5G082200.1
OG0003153	CA02g02650	Prupe.1G487700.1, Prupe.2G185900.1, Prupe.2G186000.1, Prupe.1G487900.1, Prupe.1G487800.1, Prupe.1G488000.1, Prupe.1G488300.1, Prupe.1G488100.1, Prupe.1G488200.1, Prupe.1G488400.1
OG0003155	CA07g08820	Prupe.7G200300.1, Prupe.7G200200.1, Prupe.7G200100.1
OG0003155	CA05g12690, CA00g61760, CA03g07830	Prupe.3G041700.1
OG0003156	CA05g15010, CA03g08630	Prupe.8G256000.1
OG0003156	CA08g12240	Prupe.6G323400.1
OG0003164	CA06g21510, CA03g20830, CA03g20820	Prupe.2G322300.1
OG0003169	CA03g18040, CA03g22610, CA01g17750, CA03g04390, CA03g15450, CA09g09230, CA09g07650, CA10g06350, CA09g11330, CA00g25930, CA08g05420, CA01g28830	Prupe.5G033400.1
OG0003175	CA00g82380, CA03g24740, CA03g25040, CA03g16190, CA03g25050, CA03g24730	Prupe.5G157600.1
OG0003177	CA00g83880, CA00g89440, CA00g89360, CA07g12470, CA05g07790	Prupe.3G222100.1, Prupe.7G003400.1
OG0003179	CA00g94060, CA07g02240	Prupe.7G254200.1, Prupe.1G525100.1, Prupe.7G254000.1, Prupe.7G253900.1, Prupe.7G254100.1, Prupe.7G254400.1, Prupe.7G254300.1, Prupe.7G254500.1
OG0003180	CA07g20950, CA11g14600	Prupe.6G035400.1
OG0003204	CA00g06870	Prupe.7G094300.1
OG0003206	CA09g04860, CA10g11570	Prupe.6G252600.1, Prupe.2G233000.1
OG0003207	CA01g20730	Prupe.2G015300.1
OG0003208	CA03g12780	Prupe.2G244700.1
OG0003208	CA10g14120, CA02g29810, CA09g06290	Prupe.6G268900.1
OG0003209	CA09g04440	Prupe.6G247900.1
OG0003211	CA00g33040, CA08g02830	Prupe.7G091900.1
OG0003212	CA07g17600, CA02g07000, CA03g23140, CA00g96130, CA06g18010, CA01g18970	Prupe.2G157300.1, Prupe.2G157400.1
OG0003213	CA00g97170	Prupe.8G180500.1
OG0003214	CA01g29430, CA12g18880, CA07g05820	Prupe.1G073100.1, Prupe.3G019000.1
OG0003215	CA00g22880, CA09g16900	Prupe.1G493600.1
OG0003216	CA12g14810, CA01g34790	Prupe.2G200800.1
OG0003216	CA09g04260	Prupe.6G249900.1
OG0003218	CA08g18250, CA00g78330	Prupe.8G105800.1
OG0003221	CA00g75110	Prupe.6G349400.1
OG0003223	CA06g06360	Prupe.2G123000.1
OG0003224	CA03g21980	Prupe.7G211000.1
OG0003225	CA00g07090, CA10g17010	Prupe.7G097400.1
OG0003226	CA10g05480	Prupe.2G196200.1
OG0003227	CA09g08800	Prupe.8G240900.1
OG0003227	CA01g24470	Prupe.1G154700.1
OG0003228	CA11g10890, CA03g18360, CA09g09740, CA03g27520, CA03g32910, CA06g25970, CA08g07740	Prupe.2G177500.1
OG0003229	CA10g17530, CA00g33120	Prupe.7G093400.1
OG0003230	CA00g45420	Prupe.2G209000.1
OG0003231	CA09g08550	Prupe.6G284100.1
OG0003232	CA07g02010	Prupe.7G262200.1
OG0003233	CA10g19380, CA10g20850	Prupe.7G073000.1
OG0003236	CA03g09710, CA06g27750	Prupe.8G232000.1
OG0003237	CA10g05830	Prupe.2G196500.1
OG0003237	CA11g10300, CA01g00230	Prupe.5G131700.1
OG0003238	CA08g12630, CA08g10880	Prupe.1G380600.1
OG0003239	CA10g17480, CA04g06500	Prupe.2G147200.1
OG0003241	CA08g07800	Prupe.2G178600.1
OG0003242	CA04g03060, CA02g17730	Prupe.4G028900.1
OG0003244	CA08g03240	Prupe.7G023900.1
OG0003245	CA01g01370, CA08g08180, CA10g05920	Prupe.5G115400.1
OG0003246	CA00g18370, CA10g05080	Prupe.6G263900.1
OG0003247	CA02g07310	Prupe.6G212400.1
OG0003247	CA01g31510	Prupe.8G157300.1
OG0003248	CA09g03400, CA06g06290, CA10g11810, CA10g14830	Prupe.6G092700.1
OG0003249	CA02g06690, CA02g21600	Prupe.1G353900.1
OG0003250	CA10g13100	Prupe.6G284900.1
OG0003252	CA10g16020, CA09g01660, CA10g12910	Prupe.7G121000.1
OG0003254	CA03g02190	Prupe.1G003300.1, Prupe.8G206400.1
OG0003255	CA12g10410	Prupe.6G351000.1
OG0003255	CA06g01530, CA00g62830, CA00g62840	Prupe.8G216800.1
OG0003256	CA01g09590, CA01g30570	Prupe.1G463400.1
OG0003257	CA10g08430	Prupe.6G288600.1
OG0003258	CA09g03770, CA10g14990	Prupe.6G245800.1
OG0003259	CA00g32690	Prupe.2G140900.1
OG0003260	CA06g01850, CA09g11010	Prupe.8G211100.1
OG0003260	CA03g02850	Prupe.1G054200.1
OG0003261	CA10g14140, CA09g06300, CA10g10880, CA10g10910	Prupe.6G267800.1
OG0003262	CA00g49980	Prupe.6G068500.1
OG0003263	CA10g06200, CA12g12640, CA03g37010	Prupe.3G031200.1
OG0003264	CA11g07170	Prupe.2G241100.1
OG0003265	CA09g12600, CA03g29750	Prupe.6G280300.1, Prupe.2G252100.1
OG0003266	CA11g16330, CA06g22670	Prupe.7G097600.1, Prupe.6G140800.1, Prupe.6G136800.1, Prupe.8G051600.1
OG0003267	CA01g10450	Prupe.2G150800.1
OG0003268	CA01g27790	Prupe.2G124100.1
OG0003269	CA08g08150	Prupe.5G114700.1, Prupe.2G183700.1
OG0003270	CA06g27480, CA03g08700, CA01g09910	Prupe.8G254800.1
OG0003271	CA12g19910, CA03g02830	Prupe.1G054100.1
OG0003272	CA01g13360	Prupe.2G044800.1, Prupe.2G047300.1
OG0003273	CA06g25910	Prupe.6G041000.1
OG0003273	CA10g08330	Prupe.6G293400.1
OG0003274	CA06g24220, CA11g13700	Prupe.6G246400.1, Prupe.4G261600.1
OG0003277	CA09g06340, CA10g14000	Prupe.6G270500.1
OG0003278	CA01g08840	Prupe.7G268400.1, Prupe.3G126000.1
OG0003279	CA01g26540	Prupe.2G107500.1
OG0003280	CA09g13440, CA07g18530	Prupe.4G101600.1, Prupe.1G202200.1
OG0003281	CA01g31730, CA01g01760, CA12g13570	Prupe.5G112100.1
OG0003281	CA08g07960	Prupe.2G182300.1
OG0003282	CA12g15040	Prupe.3G031500.1
OG0003283	CA10g09040, CA09g11120, CA10g13090	Prupe.6G285100.1, Prupe.6G285200.1
OG0003284	CA10g22230	Prupe.1G551600.1, Prupe.7G229900.1
OG0003285	CA02g22550, CA00g81840, CA12g14940, CA03g37120, CA02g05950	Prupe.3G032300.1
OG0003286	CA12g14880, CA03g36880, CA06g15700	Prupe.3G030000.1
OG0003287	CA09g01830, CA10g15610, CA05g20260	Prupe.7G127000.1
OG0003288	CA09g01710, CA09g01720	Prupe.7G121500.1
OG0003289	CA04g02940, CA02g17470	Prupe.4G030900.1
OG0003290	CA04g10650, CA07g10230, CA01g31200	Prupe.8G155900.1
OG0003291	CA00g58370, CA04g11430, CA04g21520	Prupe.6G078100.1
OG0003292	CA10g14010, CA09g06440	Prupe.6G270900.1
OG0003293	CA06g05340, CA04g18560	Prupe.1G433800.1
OG0003294	CA08g07050	Prupe.2G112100.1
OG0003295	CA03g24790, CA00g67020	Prupe.2G144300.1, Prupe.8G261700.1
OG0003296	CA08g08260, CA10g06370	Prupe.2G185500.1
OG0003297	CA10g17870, CA01g10780	Prupe.7G089300.1, Prupe.5G001900.1
OG0003301	CA06g22560	Prupe.6G148300.1
OG0003302	CA04g06970	Prupe.7G165600.1
OG0003303	CA02g02980	Prupe.1G350600.1
OG0003304	CA12g10810	Prupe.8G142500.1
OG0003305	CA00g32470	Prupe.4G127500.1
OG0003305	CA00g88890	Prupe.1G039300.1
OG0003306	CA06g15570	Prupe.3G020500.1
OG0003307	CA10g22420	Prupe.7G023500.1
OG0003308	CA12g20790	Prupe.1G182600.1
OG0003309	CA12g22190, CA00g84450, CA00g91290, CA00g90590, CA00g91300, CA00g84440, CA12g21990, CA12g22260	Prupe.6G186500.1
OG0003310	CA00g62060	Prupe.6G307500.1
OG0003312	CA12g06540	Prupe.2G083400.1, Prupe.1G523200.1
OG0003313	CA12g03380	Prupe.1G474900.1
OG0003314	CA03g28420, CA03g28440, CA06g19650	Prupe.5G174100.1
OG0003315	CA01g00710, CA01g34610	Prupe.1G584200.1
OG0003316	CA09g01820, CA11g07550, CA10g15580, CA00g98050, CA10g08910	Prupe.1G118100.1
OG0003317	CA07g09420	Prupe.3G044700.1
OG0003319	CA03g18490, CA06g07490	Prupe.2G298100.1
OG0003320	CA04g00670, CA03g04410	Prupe.8G218100.1, Prupe.1G045900.1
OG0003321	CA03g01660, CA03g01640, CA03g01680, CA03g01720, CA03g01650, CA03g01700, CA00g95220, CA03g01670	Prupe.7G242400.1
OG0003322	CA10g02130	Prupe.8G241500.1
OG0003322	CA00g43820	Prupe.6G326600.1
OG0003323	CA04g16320	Prupe.1G533400.1, Prupe.1G572600.1
OG0003324	CA01g28150	Prupe.2G133800.1
OG0003325	CA09g11670, CA08g12670	Prupe.8G204600.1
