Orthogroup	Solanum_lycopersicum	Capsicum_anuum
OG0002279	Solyc11T001667.1, Solyc09T001767.1, Solyc09T001758.1, Solyc09T001738.1, Solyc09T001768.1, Solyc09T001752.1, Solyc09T001736.1, Solyc09T001737.1, Solyc09T001776.1, Solyc09T001704.1, Solyc02T000207.1, Solyc11T000866.1, Solyc07T000737.1, Solyc11T001668.1	CA12g10910, CA03g19470
OG0002280	Solyc04T001366.1, Solyc04T001542.1, Solyc04T001420.1, Solyc04T001369.1, Solyc04T001540.1, Solyc04T001432.1, Solyc04T001536.1, Solyc04T001538.1, Solyc04T001425.1, Solyc04T001373.1, Solyc10T000554.1, Solyc08T000493.1, Solyc08T000488.1, Solyc10T000560.1, Solyc08T000486.1	CA06g12380
OG0002281	Solyc06T001674.1	CA03g36730
OG0002281	Solyc12T000241.2	CA00g45500, CA00g45510, CA06g16270, CA06g16280, CA06g16080, CA06g16290, CA06g16300, CA06g16250, CA03g00680, CA04g17040, CA09g16340, CA09g16000, CA09g16330
OG0002286	Solyc12T001878.1	CA03g30400
OG0002287	Solyc09T000673.1	CA09g12330
OG0002288	Solyc10T000449.1, Solyc01T002981.1	CA00g64570
OG0002288	Solyc08T002547.1	CA01g00440
OG0002289	Solyc07T002258.1	CA09g18650
OG0002289	Solyc07T002257.1, Solyc07T002245.1	CA09g18620, CA09g18680, CA09g18660
OG0002289	Solyc04T000152.1	CA09g18670, CA07g12770
OG0002293	Solyc10T002111.1	CA10g11240
OG0002293	Solyc09T000743.1	CA09g11960
OG0002294	Solyc06T002004.1	CA06g25450
OG0002294	Solyc06T002542.1	CA06g20080, CA06g25460
OG0002295	Solyc04T002540.1	CA04g16870
OG0002296	Solyc03T000216.1	CA03g17350
OG0002297	Solyc09T000459.1	CA09g04740
OG0002297	Solyc10T002921.1	CA10g11600
OG0002298	PRAM_267.1.p1	CA12g22920, CA01g12170
OG0002300	Solyc11T002095.1	CA11g18170
OG0002303	Solyc01T002257.3	CA07g14220, CA01g26960
OG0002304	Solyc12T000447.1	CA09g18520
OG0002304	Solyc07T000225.1	CA07g02840
OG0002304	Solyc01T000569.1, Solyc08T000838.1	CA01g29000
OG0002305	Solyc06T001100.1	CA06g08090
OG0002305	Solyc08T000422.3	CA01g29060
OG0002306	Solyc09T000430.1	CA09g00080
OG0002307	Solyc05T002032.1	CA05g10970
OG0002307	Solyc07T000509.1	CA07g09820
OG0002308	Solyc01T001970.1	CA01g25580
OG0002308	Solyc09T002196.1	CA03g08950
OG0002310	Solyc09T001960.2, Solyc01T003143.1	CA09g10940, CA06g26960, CA08g10820
OG0002311	Solyc06T001083.1	CA06g10190
OG0002311	Solyc03T001676.1	CA03g20560, CA03g20550, CA03g20570
OG0002312	Solyc05T001681.1, Solyc10T000043.3, Solyc10T000042.1	CA10g05570, CA10g05820
OG0002313	Solyc03T001675.1	CA03g20580
OG0002314	Solyc06T000081.1, Solyc11T000603.1	CA12g01150, CA12g00610
OG0002317	Solyc12T002212.1, Solyc08T002346.1	CA01g02960
OG0002318	Solyc11T002433.1	CA11g15580
OG0002319	Solyc01T003036.1	CA08g09760
OG0002320	Solyc01T003852.1	CA01g31490, CA11g10800
OG0002322	Solyc03T000360.1	CA00g96260, CA03g17900, CA03g29670
OG0002325	Solyc10T002940.2	CA10g14420, CA09g05540, CA10g04960
OG0002326	Solyc10T000474.1	CA10g10410, CA11g18240
OG0002326	Solyc01T002933.1	CA08g08230
OG0002327	Solyc09T002181.1	CA03g09150
OG0002327	Solyc06T002765.1	CA06g27600, CA06g25740
OG0002328	Solyc09T001975.1	CA08g14930
OG0002328	Solyc03T000021.1	CA04g00210
OG0002329	Solyc11T000058.4	CA08g05670
OG0002331	Solyc03T001616.1	CA01g02700
OG0002332	Solyc09T002224.1	CA03g08290, CA03g08280
OG0002332	Solyc09T002222.1, Solyc09T002221.1	CA07g16380, CA03g08620, CA06g03940
OG0002333	Solyc10T002108.1	CA10g13330
OG0002333	Solyc10T002106.1	CA09g10180
OG0002334	Solyc03T001277.4, Solyc03T001278.1, Solyc11T000333.1	CA12g04500
OG0002335	Solyc09T000405.1	CA09g06020, CA09g00330, CA08g07470
OG0002336	Solyc01T002759.1	CA09g13040
OG0002337	Solyc03T000625.1	CA00g84830, CA04g06790
OG0002339	Solyc04T002487.1	CA04g17210
OG0002340	Solyc10T000587.1, Solyc05T002086.2, Solyc01T002816.1	CA08g06960
OG0002341	Solyc06T002579.1	CA04g04090
OG0002342	Solyc04T001149.1	CA01g20350, CA00g25610
OG0002342	Solyc09T001217.1, Solyc09T001206.1, Solyc10T000859.1	CA00g81740
OG0002344	Solyc12T001877.1, Solyc03T003040.1	CA03g30290, CA12g12820
OG0002346	Solyc10T000100.1	CA10g01200
OG0002347	Solyc12T002247.1	CA12g14080
OG0002347	Solyc04T002117.1	CA04g13540
OG0002348	Solyc08T002545.1	CA01g00460
OG0002348	Solyc01T002978.1	CA00g64590
OG0002349	Solyc06T002707.1	CA06g27930
OG0002349	Solyc09T002085.1	CA03g10110
OG0002349	Solyc09T002543.1	CA03g05190
OG0002351	Solyc10T002276.1	CA10g21020
OG0002352	Solyc10T001326.1	CA10g09180
OG0002353	Solyc08T001675.2	CA01g09840
OG0002353	Solyc12T002580.1	CA12g19140
OG0002355	Solyc01T001979.1	CA01g25540
OG0002356	Solyc10T001603.1	CA00g79480, CA00g94390, CA03g02730
OG0002358	Solyc09T002556.1	CA03g04890
OG0002358	Solyc03T000061.1	CA04g00660
OG0002359	Solyc03T003582.1	CA06g15600, CA03g36630
OG0002360	Solyc06T000287.1	CA06g00500, CA00g89100, CA00g89080
OG0002360	Solyc06T001275.1	CA06g11220
OG0002361	Solyc05T000362.1	CA04g21310, CA11g00190
OG0002362	Solyc03T003427.1	CA00g78500
OG0002362	Solyc06T001404.1	CA06g16350
OG0002363	Solyc12T002791.1	CA12g21620
OG0002363	Solyc12T002787.1	CA00g80900
OG0002364	Solyc03T000261.1	CA03g19050
OG0002364	Solyc06T000745.1	CA12g08810, CA06g05660
OG0002365	Solyc12T002287.1, Solyc04T002213.1	CA04g14740
OG0002366	Solyc09T002373.1	CA03g07220
OG0002367	Solyc03T003331.1	CA06g16770, CA03g34530
OG0002369	Solyc08T002371.1	CA03g18410, CA03g18400, CA01g02470
OG0002370	Solyc02T002907.1	CA02g30600
OG0002370	Solyc03T003583.1	CA03g36580
OG0002371	Solyc10T002315.1	CA10g20280
OG0002371	Solyc04T000723.1	CA05g00410
OG0002372	Solyc05T000379.1	CA11g00410
OG0002372	Solyc04T001030.1, Solyc04T001026.1	CA05g10330
OG0002373	Solyc06T000104.1	CA00g83860
OG0002374	Solyc03T001771.1	CA03g16880
OG0002374	Solyc06T000634.1	CA03g16890
OG0002375	Solyc03T001674.1	CA12g15270, CA02g23240
OG0002376	Solyc06T000739.1	CA06g05830
OG0002376	Solyc03T000273.1	CA03g25600
OG0002377	Solyc04T001861.1	CA12g09890
OG0002377	Solyc06T000114.1	CA06g10030
OG0002378	Solyc12T000408.1	CA09g18310
OG0002378	Solyc03T002963.1	CA03g32060
OG0002379	Solyc10T000041.1, Solyc02T001702.2	CA02g17870
OG0002380	Solyc01T003298.1	CA00g66990
OG0002381	Solyc04T000714.1, Solyc02T001217.1	CA02g10710
OG0002381	Solyc06T000132.1	CA06g02760
OG0002382	Solyc01T002800.1	CA08g17800, CA03g08220
OG0002382	Solyc01T004071.1	CA08g17820
OG0002382	Solyc01T002250.1	CA00g72650
OG0002382	Solyc01T004070.1	CA01g26990, CA01g27020
OG0002383	Solyc06T001736.2	CA06g17100
OG0002383	Solyc03T002935.1	CA03g31770
OG0002383	Solyc08T001460.1, Solyc08T001459.1	CA08g03130, CA08g03110
OG0002384	Solyc08T001335.1	CA06g03490
OG0002385	Solyc12T001891.1, Solyc03T001751.1, Solyc01T003588.2	CA08g14220
OG0002386	Solyc01T003360.2	CA00g80910
OG0002387	Solyc08T002277.1	CA01g03560
OG0002387	Solyc03T000177.1	CA03g16800
OG0002388	Solyc01T002263.2	CA01g26810
OG0002388	Solyc05T002503.1, Solyc09T002795.1	CA00g84650
OG0002389	Solyc03T003188.1	CA03g32970
OG0002390	Solyc03T000278.1	CA03g25500
OG0002390	Solyc03T000280.1	CA03g18900
OG0002390	Solyc03T000279.1	CA03g25480
OG0002392	Solyc04T001660.2	CA12g09210
OG0002392	Solyc12T002266.2	CA12g14050
OG0002393	Solyc06T002478.1	CA06g24820
OG0002394	Solyc07T002235.1	CA07g14550
OG0002394	Solyc02T001376.1	CA02g13490
OG0002395	Solyc06T002186.1	CA01g16500, CA06g21930
OG0002395	Solyc11T000340.1	CA12g04330
OG0002397	Solyc07T002702.1	CA07g20290
OG0002397	Solyc06T000058.1	CA06g04580
OG0002399	Solyc07T002629.2	CA07g19000
OG0002399	Solyc07T001942.1	CA07g11920
OG0002399	Solyc12T000086.1	CA09g07440
OG0002400	Solyc12T001835.3	CA12g12580
OG0002400	Solyc03T003116.1	CA03g31230
OG0002401	Solyc02T001441.1	CA02g14140
OG0002401	Solyc10T000236.1	CA07g17030, CA10g01660
OG0002402	Solyc02T001509.1	CA02g15520
OG0002402	Solyc07T002077.1	CA00g84200
OG0002404	Solyc10T002220.1	CA10g21910
OG0002404	Solyc10T002485.1	CA10g18760
OG0002404	Solyc10T002486.1	CA10g18740
OG0002406	Solyc03T003082.3	CA03g30690
OG0002407	Solyc11T002224.1	CA11g16660
OG0002407	Solyc09T000435.1	CA09g00110
OG0002408	Solyc02T001286.1	CA02g12300
OG0002408	Solyc10T002354.1, Solyc10T002367.2	CA10g19820, CA10g19990
OG0002409	Solyc02T001076.1, Solyc02T002960.1	CA02g31060, CA02g09200
OG0002410	Solyc11T000510.1	CA12g02780
OG0002411	Solyc07T000310.1	CA07g04110
OG0002411	Solyc03T003013.1	CA03g32500
OG0002412	Solyc07T001974.1, Solyc12T000071.1	CA09g07160
OG0002413	Solyc07T002522.1	CA07g18010, CA00g93470
OG0002413	Solyc12T000601.1	CA09g12630, CA09g13200
OG0002414	Solyc07T000308.1	CA07g04080
OG0002414	Solyc08T000968.1, Solyc06T001624.1	CA06g13860
OG0002415	Solyc10T002465.1	CA10g18960
OG0002415	Solyc01T000296.2	CA01g12440
OG0002415	Solyc11T001951.1	CA01g12430, CA11g11960
OG0002416	Solyc08T001712.1	CA01g09600
OG0002416	Solyc05T001527.1	CA05g12210
OG0002417	Solyc03T003120.1	CA12g12570, CA03g31190
OG0002418	Solyc01T002492.1	CA01g21210
OG0002418	Solyc01T002493.1	CA01g21240
OG0002419	Solyc11T002151.1	CA11g17620
OG0002419	Solyc06T002313.1	CA12g06350, CA12g06360, CA06g23180
OG0002420	Solyc01T000136.1, Solyc01T000656.1, Solyc01T000676.1	CA01g10710
OG0002421	Solyc01T002860.1	CA08g07390
OG0002421	Solyc05T002100.1	CA05g12140
OG0002421	Solyc10T000547.1	CA10g06480, CA10g06470, CA05g12150
OG0002422	Solyc10T000195.1	CA10g00550
OG0002422	Solyc12T000617.1	CA07g17760, CA00g19900
OG0002423	Solyc12T000622.1	CA09g13050
OG0002423	Solyc07T002492.1	CA07g17660
OG0002424	Solyc11T002444.1	CA11g15830, CA11g15820, CA11g15840
OG0002425	Solyc12T000641.1, Solyc07T002218.2	CA00g44070
OG0002426	Solyc11T002297.1	CA11g19030
OG0002426	Solyc04T001358.1	CA01g07890
OG0002427	Solyc07T000044.2	CA07g02070, CA07g02100
OG0002428	Solyc07T001305.1, Solyc11T001150.1, Solyc10T000717.1	CA12g11850
OG0002428	Solyc07T001306.1	CA02g02880, CA10g07340, CA01g19120, CA06g13350, CA04g12320, CA06g12810, CA10g14890
OG0002429	Solyc01T001247.1	CA01g16490
OG0002430	Solyc11T000555.1	CA12g01440
OG0002430	Solyc06T001140.1	CA06g09130, CA09g00280, CA09g06070, CA12g02070
OG0002431	Solyc07T002519.1	CA07g17970
OG0002431	Solyc02T001587.1	CA00g63860
OG0002432	Solyc05T001582.1, Solyc07T001487.1	CA07g06530
OG0002433	Solyc07T001530.1	CA07g05190
OG0002434	Solyc03T002452.1	CA03g26290
OG0002435	Solyc02T001187.1	CA00g60360, CA02g04710
OG0002436	Solyc02T001793.1, Solyc02T001792.1	CA02g20370, CA02g20380
OG0002436	Solyc03T000499.1	CA04g04110
OG0002437	Solyc05T000045.2	CA11g07890
OG0002438	Solyc11T002475.1	CA11g14580
OG0002439	Solyc04T001848.1	CA12g14450
OG0002440	Solyc12T002353.1	CA00g93950, CA12g15850
OG0002440	Solyc09T002765.1	CA03g00760
OG0002441	Solyc05T000200.2	CA11g05500, CA08g04500
OG0002442	Solyc04T002478.1	CA04g17120
OG0002442	Solyc02T002683.2	CA02g24340
OG0002443	Solyc09T001507.1, Solyc09T001505.1, Solyc09T001506.1	CA05g08580, CA04g15790, CA00g45240, CA06g14450, CA03g06950
OG0002444	Solyc02T001166.1, Solyc02T000331.1	CA02g03990, CA02g00440
OG0002445	Solyc02T001598.1	CA00g80440
OG0002446	Solyc03T002546.1, Solyc05T000020.2	CA03g27030
OG0002447	Solyc11T001109.1	CA06g16360
OG0002447	Solyc06T001538.1, Solyc06T001537.1	CA06g15200
OG0002448	Solyc01T003660.1	CA00g60610, CA00g60600
OG0002449	Solyc01T004328.1	CA08g19330
OG0002449	Solyc02T001995.1	CA02g21270
OG0002450	Solyc02T001277.1	CA02g12170
OG0002450	Solyc03T000080.1	CA04g00810
OG0002450	Solyc01T001549.1	CA00g72060
OG0002451	Solyc09T001087.1	CA09g09620
OG0002451	Solyc12T000944.1, Solyc12T002628.1	CA12g19720
OG0002452	Solyc02T000463.1, Solyc02T002447.1, Solyc01T004300.1	CA08g19010
OG0002452	Solyc10T001932.1	CA10g09300
OG0002453	Solyc10T000205.4	CA00g64280
OG0002453	Solyc02T002618.1	CA00g57450
OG0002454	Solyc09T000053.2	CA09g08190
OG0002454	Solyc06T000997.1	CA06g07730
OG0002455	Solyc03T000478.1	CA04g03500
OG0002455	Solyc02T001734.1	CA02g18220
OG0002456	Solyc11T002053.1	CA11g11890
OG0002456	Solyc01T004227.1, Solyc01T004226.1	CA00g58510
OG0002457	Solyc03T003513.1	CA06g15780, CA09g17200
OG0002458	Solyc05T000828.1	CA11g11580
OG0002459	Solyc12T002715.1, Solyc05T002436.1	CA05g16750
OG0002460	Solyc11T002264.1	CA11g17960
OG0002460	Solyc06T002346.1	CA11g19750, CA00g82210
OG0002461	Solyc02T001445.1	CA02g14180
OG0002462	Solyc03T003214.1	CA03g33300, CA12g07980
OG0002463	Solyc06T000655.1	CA06g06570
OG0002463	Solyc05T002243.1, Solyc11T000502.1	CA12g02720
OG0002464	Solyc03T000131.1, Solyc02T001511.1	CA02g15510
OG0002464	Solyc07T002078.1	CA06g15300, CA00g84190
OG0002466	Solyc01T004104.1	CA08g18130
OG0002466	Solyc02T000911.1	CA02g07740
OG0002467	Solyc02T001795.1	CA02g18840
OG0002467	Solyc03T000500.1	CA00g42430
OG0002468	Solyc03T000682.1, Solyc03T000683.1, Solyc03T000692.1, Solyc03T000701.1, Solyc03T000709.1, Solyc03T000707.1, Solyc03T000690.1, Solyc03T000699.1	CA04g08090
OG0002469	Solyc08T002426.1	CA01g01660
OG0002469	Solyc03T000285.1	CA03g18860
OG0002470	Solyc07T001522.1	CA07g05890
OG0002470	Solyc12T000339.1	CA09g14750
OG0002470	Solyc03T003503.3	CA03g12190, CA03g35350
OG0002471	Solyc06T002026.1	CA06g19870
OG0002471	Solyc03T002442.1	CA03g25340
OG0002472	Solyc09T002855.1	CA03g03200
OG0002472	Solyc04T001019.1	CA05g08920
OG0002473	Solyc04T001473.1, Solyc10T001468.2, Solyc01T002510.1	CA01g21380
OG0002475	Solyc01T002176.1	CA01g24180
OG0002476	Solyc01T000494.1	CA01g23750
OG0002476	Solyc02T001004.1	CA02g08680
OG0002476	Solyc03T001155.1	CA02g28550, CA02g28700
OG0002477	Solyc07T002092.1	CA07g14280, CA07g14230, CA07g14290, CA07g14260
OG0002477	Solyc12T002355.1	CA12g15660
OG0002477	Solyc12T002568.1	CA12g18900
OG0002478	Solyc03T001760.1	CA03g19720, CA03g19730
OG0002478	Solyc08T002497.1	CA00g84030
OG0002479	Solyc12T000452.1, Solyc07T000111.1	CA07g01280
OG0002480	Solyc01T002569.1	CA01g10680
OG0002481	Solyc04T002708.1, Solyc10T001183.1	CA04g19210
OG0002481	Solyc03T002529.1	CA03g26530
OG0002481	Solyc01T004039.1	CA08g17490
OG0002482	Solyc08T000594.1	CA08g02420
OG0002482	Solyc02T001234.1	CA02g11370
OG0002483	Solyc08T001189.1	CA00g31240
OG0002484	Solyc03T002053.1, Solyc03T002061.1, Solyc03T002059.1, Solyc03T002063.2, Solyc03T002062.1, Solyc03T002058.1, Solyc03T002060.1, Solyc03T002056.1, Solyc03T002072.1, Solyc03T002074.1	CA03g12740
OG0002485	Solyc02T002511.1	CA02g26460
OG0002485	Solyc02T002510.1	CA02g26480
OG0002485	Solyc03T000916.1	CA04g09830
OG0002485	Solyc02T000933.6	CA02g08050
OG0002486	Solyc01T004074.1	CA08g17850
OG0002486	Solyc01T004076.1	CA08g17860
OG0002487	Solyc03T002226.1	CA03g22650
OG0002487	Solyc05T001428.1	CA11g10580
OG0002488	Solyc05T002418.2	CA05g16360
OG0002488	Solyc07T001081.1	CA10g04120
OG0002488	Solyc10T002767.1	CA10g14430
OG0002489	Solyc07T002284.3	CA00g68610
OG0002489	Solyc02T001331.1	CA02g12990
OG0002489	Solyc03T000090.1	CA00g71750
OG0002490	Solyc03T001580.1, Solyc05T002273.1	CA05g13660
OG0002490	Solyc01T002550.2	CA01g27210
OG0002491	Solyc05T001028.1, Solyc05T001027.1	CA12g02340, CA01g27870, CA09g17960
OG0002491	Solyc07T000539.1	CA07g09750
OG0002492	Solyc03T002084.1	CA05g14820
OG0002492	Solyc03T002087.1	CA05g14810
OG0002493	Solyc10T001271.1, Solyc01T003712.1	CA08g15500
OG0002493	Solyc04T002255.1	CA04g14890
OG0002494	Solyc02T002914.1	CA02g30660
OG0002494	Solyc02T001057.1	CA02g09120
OG0002496	Solyc04T002704.1	CA04g19150
OG0002496	Solyc10T001636.1, Solyc01T004044.1	CA08g17450
OG0002497	Solyc06T000957.1	CA06g06950
OG0002499	Solyc09T000475.1	CA00g57900
OG0002499	Solyc02T002329.1	CA00g46670, CA02g28790
OG0002500	Solyc09T000154.1	CA00g44690, CA10g03360
OG0002501	Solyc10T000814.1, Solyc01T003620.1	CA00g73590
OG0002503	Solyc02T001831.2	CA02g02700, CA02g19240
OG0002504	Solyc07T000255.1, Solyc03T002550.1	CA07g03240
OG0002505	Solyc01T001499.4	CA01g12520
OG0002505	Solyc06T001990.1	CA06g19690
OG0002506	Solyc05T002297.3	CA05g13290
OG0002507	PRAM_25866.1.p1, PRAM_25864.1.p1	CA02g01000
OG0002507	Solyc02T002401.1	CA02g28000
OG0002508	Solyc02T002181.1	CA02g23110
OG0002509	Solyc02T002865.1	CA02g30190
OG0002509	Solyc06T002161.1	CA06g21640
OG0002510	Solyc05T000898.1	CA11g01910
OG0002511	Solyc08T000432.1	CA01g28930
OG0002511	Solyc06T001107.1	CA06g08130
OG0002512	Solyc05T002642.1, Solyc11T000176.1	CA01g08970, CA00g00920, CA03g32980, CA07g08650, CA00g80130, CA01g32910
OG0002513	Solyc12T000347.1	CA07g07640, CA09g17280
OG0002514	Solyc06T001348.1	CA06g12640
OG0002514	Solyc08T000224.1	CA01g33770
OG0002514	Solyc08T002087.1	CA01g06290
OG0002515	Solyc08T000010.1, Solyc08T001974.1	CA01g07160
OG0002516	Solyc03T002591.2	CA03g27900
OG0002517	Solyc08T001806.1	CA01g09040
OG0002518	Solyc05T000183.1	CA11g05820
OG0002518	Solyc01T000467.1	CA01g16120
OG0002520	Solyc04T002628.1	CA00g84320
OG0002520	Solyc05T000075.1	CA11g07460
OG0002521	Solyc02T000768.1, Solyc02T000767.1, Solyc02T000766.1, Solyc02T000770.1	CA02g19200, CA02g19210, CA02g19220, CA02g05440
OG0002522	Solyc10T000284.1	CA10g02280
OG0002522	Solyc07T002331.1	CA07g15420
OG0002522	Solyc04T000883.1	CA05g10500
OG0002523	Solyc02T000782.1, Solyc02T000781.1, Solyc02T002173.1	CA02g23010, CA02g23000
OG0002524	Solyc10T002836.1, Solyc09T000300.2	CA09g01480
OG0002525	Solyc10T002216.1	CA10g22160
OG0002525	Solyc04T000028.1	CA07g10180, CA02g05290
OG0002526	Solyc04T002899.1	CA04g21740
OG0002526	Solyc10T000947.1, Solyc10T000924.1	CA00g26970
OG0002526	Solyc03T000578.1	CA02g21710, CA04g05750
OG0002527	Solyc06T000692.1	CA06g06660
OG0002527	Solyc10T000589.1, Solyc01T002821.1	CA08g06910
OG0002528	Solyc02T000777.1	CA02g05330
OG0002528	Solyc02T002170.1	CA02g22970
OG0002529	Solyc08T001402.1	CA08g05140
OG0002529	Solyc12T000261.1, Solyc02T000452.1	CA09g16470
OG0002531	Solyc08T002275.1	CA01g03580
OG0002531	Solyc10T000596.1, Solyc01T002778.1	CA01g19440
OG0002533	Solyc03T000630.1	CA04g07290
OG0002533	Solyc02T002126.1	CA02g22430
OG0002534	Solyc02T000923.1	CA02g26220
OG0002535	Solyc03T000598.1	CA04g06860
OG0002535	Solyc03T000597.1	CA04g06850
OG0002535	Solyc02T002097.1	CA02g22040, CA02g22030, CA02g22020
OG0002536	Solyc08T000045.1	CA03g20710, CA06g21360
OG0002537	Solyc00T000023.1	CA11g09300, CA01g20660, CA07g05380
OG0002538	Solyc05T000580.1	CA11g02380
OG0002538	Solyc04T000023.1	CA05g12410
OG0002538	Solyc03T000937.1, Solyc02T002490.1	CA02g26760
OG0002539	Solyc01T000452.1, Solyc05T000661.1	CA11g03420, CA01g16330
OG0002539	Solyc03T002773.1	CA03g28700
OG0002540	Solyc10T001143.2, Solyc09T002384.1, Solyc09T002380.1, Solyc09T002379.1, Solyc09T002378.1	CA03g07050
OG0002541	Solyc04T000020.1, Solyc05T000553.2	CA11g02250
OG0002541	Solyc03T002725.1	CA03g29060
OG0002542	Solyc01T003471.1, Solyc01T003469.1	CA08g13520
OG0002542	Solyc06T002451.1	CA06g24620
OG0002543	Solyc03T000207.1	CA03g17110
OG0002543	Solyc08T002246.1	CA01g03950
OG0002544	Solyc02T002799.1	CA02g24910
OG0002545	Solyc01T003884.1, Solyc11T001549.1	CA11g10960
OG0002546	Solyc07T002774.1	CA07g19610, CA07g20920
OG0002546	Solyc12T002097.1	CA07g19600
OG0002547	Solyc04T002819.1	CA04g20840, CA04g20850
OG0002548	PRAM_46974.1.p1, Solyc05T002271.1	CA05g13580
OG0002548	Solyc04T002316.1	CA04g09100
OG0002549	Solyc03T000956.1	CA04g11740
OG0002550	Solyc01T003775.1	CA00g36720, CA08g16170, CA08g16180
OG0002551	Solyc01T003855.1	CA01g31520
OG0002551	Solyc04T002501.1	CA00g88920
OG0002552	Solyc12T002421.1, Solyc07T001089.1, Solyc05T001893.1, Solyc08T000537.1	CA12g16890
OG0002552	Solyc07T000974.1, Solyc04T002674.1	CA04g18790
OG0002553	Solyc04T002309.1	CA04g08990
OG0002553	Solyc12T002314.1	CA00g53700
OG0002553	Solyc12T002406.1	CA00g40910, CA12g16450
OG0002554	Solyc03T002421.1	CA00g75200
OG0002554	Solyc06T002048.1	CA06g20510, CA06g20470, CA06g20440
OG0002554	Solyc03T002375.1	CA03g24170
OG0002555	Solyc06T000089.1	CA06g05400
OG0002555	Solyc05T002751.1	CA12g00160
OG0002555	Solyc06T001289.1, Solyc07T000925.1, Solyc07T000922.1	CA06g11410
OG0002556	Solyc06T000982.1, Solyc04T002995.1	CA04g22850
OG0002557	Solyc04T002405.1	CA00g62250
OG0002558	Solyc07T000053.1, Solyc01T000518.1, Solyc04T000058.1, Solyc12T000409.1	CA09g18320
OG0002558	Solyc03T002838.1	CA03g29710
OG0002559	Solyc03T000587.1	CA04g07000
OG0002559	Solyc02T002054.1	CA00g89770, CA00g89760, CA03g33460
OG0002560	Solyc12T000310.1	CA00g92950, CA00g74220
OG0002561	Solyc12T002490.1	CA12g17970
OG0002561	Solyc12T002489.1	CA12g17890
OG0002561	Solyc04T002963.1	CA04g22480
OG0002562	Solyc08T001356.2, Solyc08T001354.1	CA01g21150, CA05g04440
OG0002564	Solyc08T000238.1	CA01g33950
OG0002564	Solyc08T000240.1	CA01g33940
OG0002565	Solyc10T000125.1	CA10g01430
OG0002565	Solyc07T002627.1	CA07g19020
OG0002566	Solyc11T000657.1	CA12g00390
OG0002566	Solyc11T000600.1	CA12g01120
OG0002567	Solyc01T002230.1	CA01g24980
OG0002567	Solyc01T002220.1	CA00g97280, CA00g47440
OG0002567	Solyc01T002219.1	CA00g47480
OG0002568	Solyc02T000932.1	CA02g08040
OG0002569	Solyc12T000989.1	CA03g11240
OG0002570	Solyc09T000229.1	CA09g01960
OG0002571	Solyc12T000694.1, Solyc10T000117.1, Solyc10T000119.1	CA03g13010
OG0002572	Solyc07T001783.1	CA07g11020
OG0002573	Solyc07T001540.1, Solyc01T001735.1	CA01g16690
OG0002573	Solyc05T002555.1	CA05g18380
OG0002574	Solyc07T002760.1	CA07g20770
OG0002574	Solyc10T000092.1	CA10g01150
OG0002575	Solyc06T001472.1, Solyc07T000398.1	CA07g09250
OG0002576	Solyc04T002746.1	CA04g19880
OG0002576	PRAM_26334.1.p1, PRAM_26331.1.p1	CA02g26240
OG0002577	Solyc08T000256.1, Solyc06T001312.1	CA06g12230
OG0002577	Solyc05T002205.1	CA05g10810
OG0002578	Solyc02T002828.1	CA02g05610, CA12g13870, CA00g25290, CA04g09330, CA01g18000, CA02g14610
OG0002579	Solyc03T000514.1	CA04g04480
OG0002579	Solyc02T000601.1	CA00g94690, CA02g05800
OG0002579	Solyc02T001890.1	CA00g65350
OG0002580	Solyc10T000972.1	CA10g10060
OG0002580	Solyc08T002107.1, Solyc06T001702.1	CA01g05930
OG0002581	Solyc02T001755.1	CA02g18560
OG0002581	Solyc02T001754.1	CA02g06300
OG0002582	Solyc05T002279.1	CA05g14390
OG0002582	Solyc05T001555.1	CA12g00100
OG0002583	Solyc09T000884.1	CA10g10680
OG0002583	Solyc06T002578.1	CA00g95350
OG0002584	Solyc03T002613.2	CA03g27670
OG0002584	Solyc05T000158.1	CA11g06150
OG0002584	Solyc04T000019.1	CA05g09130
OG0002585	Solyc08T001764.1	CA01g09020, CA10g10010
OG0002585	Solyc12T001203.1, Solyc10T001954.1, Solyc12T001142.1, Solyc03T001517.1	CA08g06350, CA01g30360, CA05g11990, CA00g75230, CA01g16550
OG0002587	Solyc06T002740.1	CA06g27100, CA06g27090
OG0002587	Solyc09T001968.1	CA09g10890
OG0002588	Solyc03T001330.1	CA03g12850
OG0002588	Solyc10T002303.1	CA10g20500
OG0002590	Solyc11T002366.2, Solyc11T002365.1	CA11g20090
OG0002591	Solyc10T001097.2	CA10g09500
OG0002591	Solyc03T001178.6	CA05g20300, CA00g96410
OG0002592	Solyc01T000827.1, Solyc01T000088.1	CA01g11590
OG0002592	Solyc01T003642.1	CA00g73410
OG0002592	Solyc07T001848.1	CA02g03360
