Orthogroup	Solanum_lycopersicum	Prunus_persica
OG0002175	Solyc07T002622.1	Prupe.4G213900.1
OG0002175	Solyc10T000145.1	Prupe.4G205000.1, Prupe.3G243100.1
OG0002176	Solyc04T002755.1	Prupe.1G383300.1
OG0002177	Solyc07T000143.1	Prupe.1G097400.1
OG0002178	Solyc02T000243.1	Prupe.8G179100.1
OG0002179	Solyc04T002635.1	Prupe.1G431300.1
OG0002179	Solyc02T002830.1	Prupe.6G231100.1
OG0002180	Solyc11T000619.1, Solyc10T002631.1, Solyc12T002499.1, Solyc05T002524.1	Prupe.4G009700.1
OG0002181	Solyc12T000166.1, Solyc12T000179.1	Prupe.7G239200.1
OG0002181	Solyc08T001396.1	Prupe.1G444300.1
OG0002183	Solyc01T001962.1	Prupe.1G139100.1
OG0002183	Solyc01T003265.6	Prupe.6G323700.1
OG0002184	Solyc03T002617.1, Solyc06T001956.1, Solyc12T001153.1	Prupe.5G182400.1
OG0002186	Solyc07T000385.1	Prupe.7G207200.1
OG0002187	Solyc07T002228.1, PRAM_26247.1.p1	Prupe.4G280300.1, Prupe.3G114500.1
OG0002188	Solyc02T002005.1	Prupe.7G171000.1
OG0002189	Solyc07T000075.1	Prupe.7G264600.1
OG0002190	Solyc12T002242.1, Solyc08T002272.1	Prupe.5G087500.1
OG0002192	Solyc02T001654.4	Prupe.8G036800.1
OG0002193	Solyc07T000038.1, Solyc12T000420.1	Prupe.2G080600.1, Prupe.7G260800.1, Prupe.5G043700.1
OG0002194	Solyc03T002675.1	Prupe.5G175900.1
OG0002194	Solyc08T001596.1, Solyc08T000296.1, Solyc05T000065.1	Prupe.1G255200.1
OG0002195	Solyc07T001956.1, Solyc05T001973.1	Prupe.4G024500.1
OG0002195	Solyc07T002589.1	Prupe.4G207800.1
OG0002196	Solyc02T001773.1, Solyc05T001883.1, Solyc07T001828.1	Prupe.3G212000.1
OG0002197	Solyc08T002030.1	Prupe.5G050400.1
OG0002198	PRAM_21934.1.p1, Solyc02T000180.1	Prupe.7G259800.1
OG0002200	Solyc09T002669.2	Prupe.8G183700.1
OG0002200	Solyc06T002011.1, Solyc03T002498.1	Prupe.5G167200.1
OG0002201	Solyc03T003210.1, Solyc05T000391.1	Prupe.1G316400.1
OG0002202	Solyc05T002608.1	Prupe.2G224200.1
OG0002202	Solyc09T000088.1	Prupe.6G246100.1
OG0002204	Solyc02T002885.1, Solyc02T002796.1	Prupe.3G297900.1
OG0002205	Solyc02T001137.2	Prupe.3G000200.1
OG0002206	Solyc06T002751.1, Solyc05T001341.1, Solyc03T000989.1, Solyc09T001931.1	Prupe.8G242600.1
OG0002206	Solyc01T002148.1	Prupe.1G153100.1
OG0002207	Solyc01T000405.1	Prupe.1G219000.1
OG0002208	Solyc10T000667.1, Solyc01T002711.1, Solyc05T002202.1	Prupe.2G143800.1
OG0002209	Solyc10T002445.1, Solyc03T001169.1, Solyc10T002283.1, Solyc09T002546.1	Prupe.7G080900.1
OG0002210	Solyc05T002321.1, Solyc05T001408.1, Solyc05T001410.2	Prupe.1G214700.1
OG0002211	Solyc12T000004.1, Solyc07T002620.1	Prupe.4G213800.1
OG0002211	Solyc03T000475.1	Prupe.4G021300.1
OG0002212	Solyc10T001773.1, Solyc01T004177.1	Prupe.8G091100.1
OG0002213	Solyc12T000090.1, Solyc07T001871.1	Prupe.3G205200.1
OG0002213	Solyc07T002672.1	Prupe.4G227900.1
OG0002214	Solyc01T000347.1, Solyc11T002421.2, Solyc01T002518.2	Prupe.6G150900.1
OG0002215	Solyc09T000893.1, Solyc10T002825.1	Prupe.6G290700.1
OG0002215	Solyc06T002576.1	Prupe.6G043300.1
OG0002216	Solyc11T002353.1, Solyc08T001301.1	Prupe.1G410500.1
OG0002217	Solyc04T001175.1	Prupe.1G232600.1, Prupe.5G154400.1
OG0002219	Solyc08T001439.1	Prupe.6G124900.1, Prupe.4G282900.1, Prupe.6G125400.1, Prupe.6G125100.1, Prupe.6G125200.1
OG0002219	Solyc01T003956.1, Solyc06T000607.1, Solyc11T002574.1	Prupe.8G132700.1
OG0002220	Solyc01T002853.1	Prupe.2G172000.1
OG0002221	Solyc04T000735.1	Prupe.2G231000.1
OG0002222	Solyc01T001870.1, Solyc12T002765.1	Prupe.1G133400.1
OG0002223	Solyc05T002063.1	Prupe.3G025500.1
OG0002225	Solyc02T002356.1	Prupe.3G269700.1
OG0002226	Solyc06T001783.1, Solyc03T003059.1	Prupe.1G460300.1
OG0002227	Solyc09T002521.1, Solyc06T001123.1, Solyc03T000049.1	Prupe.1G037600.1
OG0002228	Solyc09T002032.1	Prupe.8G231600.1
OG0002234	Solyc11T001708.1, Solyc11T000161.1	Prupe.7G021700.1
OG0002249	Solyc10T000757.1, Solyc06T002133.1	Prupe.2G324100.1
OG0002250	Solyc02T002232.1, Solyc12T000500.1, Solyc03T002501.1	Prupe.5G167900.1
OG0002251	Solyc04T002585.1, Solyc01T003904.1	Prupe.1G424300.1, Prupe.8G142400.1
OG0002253	Solyc12T000035.1	Prupe.4G026700.1
OG0002253	Solyc05T002002.1, Solyc12T000077.2, Solyc12T000076.1, Solyc08T001861.1	Prupe.3G219600.1
OG0002254	Solyc08T002430.1	Prupe.5G111400.1
OG0002260	Solyc07T002817.1	Prupe.7G040400.1, Prupe.4G104700.1, Prupe.5G082900.1, Prupe.2G016200.1, Prupe.4G175200.1, Prupe.4G105100.1, Prupe.4G104900.1, Prupe.4G104300.1, Prupe.4G104500.1, Prupe.4G136900.1
OG0002262	Solyc03T003148.1	Prupe.5G235000.1
OG0002267	Solyc11T000943.1	Prupe.4G199600.1
OG0002273	Solyc11T001994.1, Solyc12T002788.1, Solyc12T002792.1, Solyc11T002000.1, Solyc11T001995.1, Solyc11T002002.1, Solyc11T002001.1	Prupe.4G254000.1, Prupe.4G260000.1
OG0002283	Solyc07T000716.1	Prupe.7G044700.1, Prupe.1G072900.1, Prupe.6G274800.1, Prupe.6G274900.1, Prupe.7G044200.1, Prupe.7G044300.1, Prupe.6G275100.1, Prupe.6G248500.1, Prupe.6G248200.1, Prupe.6G248000.1, Prupe.6G248100.1, Prupe.6G248400.1, Prupe.1G200500.1, Prupe.1G201100.1, Prupe.1G200700.1
OG0002286	Solyc12T001878.1	Prupe.3G105500.1
OG0002287	Solyc09T000673.1	Prupe.2G248500.1
OG0002288	Solyc10T000449.1, Solyc01T002981.1	Prupe.2G192800.1
OG0002288	Solyc08T002547.1	Prupe.5G127500.1
OG0002293	Solyc10T002111.1, Solyc09T000743.1	Prupe.6G285800.1, Prupe.6G285900.1
OG0002294	Solyc06T002542.1	Prupe.6G358100.1
OG0002295	Solyc04T002540.1	Prupe.1G418100.1
OG0002296	Solyc03T000216.1	Prupe.2G282500.1
OG0002297	Solyc09T000459.1, Solyc10T002921.1	Prupe.6G251400.1, Prupe.6G251300.1
OG0002298	PRAM_267.1.p1	Prupe.6G005600.1
OG0002300	Solyc11T002095.1	Prupe.6G111800.1
OG0002301	Solyc09T002611.1	Prupe.1G050700.1
OG0002302	Solyc11T002011.1, Solyc11T002009.1	Prupe.4G117300.1
OG0002303	Solyc01T002257.3	Prupe.6G149400.1, Prupe.1G572400.1
OG0002304	Solyc12T000447.1, Solyc07T000225.1, Solyc01T000569.1, Solyc08T000838.1	Prupe.7G255000.1
OG0002305	Solyc08T000426.1, Solyc08T000427.1, Solyc06T001105.1, Solyc06T001100.1, Solyc08T000422.3	Prupe.6G172500.1
OG0002306	Solyc09T000430.1	Prupe.7G100800.1
OG0002307	Solyc05T002032.1, Solyc07T000509.1	Prupe.8G221600.1
OG0002308	Solyc01T001970.1	Prupe.1G142500.1
OG0002308	Solyc09T002196.1	Prupe.8G253000.1
OG0002310	Solyc09T001960.2, Solyc01T003143.1	Prupe.8G239100.1, Prupe.7G268100.1
OG0002311	Solyc06T001083.1, Solyc03T001676.1	Prupe.2G317100.1
OG0002312	Solyc05T001681.1, Solyc10T000043.3, Solyc10T000042.1	Prupe.4G030300.1, Prupe.4G030400.1
OG0002313	Solyc03T001675.1	Prupe.2G317200.1
OG0002313	Solyc01T002999.1	Prupe.2G194900.1
OG0002314	Solyc06T000081.1, Solyc11T000603.1	Prupe.3G125300.1, Prupe.2G047700.1
OG0002317	Solyc12T002212.1, Solyc08T002346.1	Prupe.5G098100.1
OG0002318	Solyc11T002433.1	Prupe.6G149100.1
OG0002318	Solyc11T001453.1	Prupe.7G089000.1
OG0002319	Solyc01T003036.1	Prupe.6G337800.1, Prupe.6G025700.1
OG0002320	Solyc01T003852.1	Prupe.8G157500.1, Prupe.6G211900.1, Prupe.6G212000.1
OG0002321	Solyc09T002503.1, Solyc06T000233.3	Prupe.8G227800.1
OG0002325	Solyc10T002940.2	Prupe.6G260200.1, Prupe.6G070800.1, Prupe.2G238800.1
OG0002326	Solyc10T000474.1, Solyc01T002933.1	Prupe.2G184700.1, Prupe.I001100.1, Prupe.5G116100.1, Prupe.5G116200.1, Prupe.2G184800.1
OG0002327	Solyc09T002181.1, Solyc06T002765.1	Prupe.8G251400.1, Prupe.8G251200.1
OG0002328	Solyc09T001975.1	Prupe.8G237800.1, Prupe.1G017000.1
OG0002329	Solyc11T000058.4	Prupe.6G164600.1, Prupe.6G165600.1
OG0002331	Solyc03T001616.1	Prupe.6G262100.1, Prupe.2G240700.1
OG0002332	Solyc09T002224.1	Prupe.8G256200.1
OG0002332	Solyc09T002222.1, Solyc09T002221.1	Prupe.8G256100.1
OG0002333	Solyc09T000721.1, Solyc10T002108.1, Solyc10T002106.1	Prupe.6G288100.1
OG0002334	Solyc03T001277.4, Solyc03T001278.1, Solyc11T000333.1	Prupe.2G209900.1
OG0002335	Solyc09T000405.1	Prupe.7G103800.1, Prupe.7G103700.1, Prupe.7G103900.1
OG0002336	Solyc01T002759.1	Prupe.1G231600.1, Prupe.7G070500.1
OG0002337	Solyc11T002115.1, Solyc03T000625.1	Prupe.8G202500.1
OG0002338	Solyc05T001980.1, Solyc12T001422.1, Solyc05T001987.1	Prupe.2G123500.1
OG0002339	Solyc04T002487.1	Prupe.1G541100.1, Prupe.8G076800.1
OG0002340	Solyc10T000587.1, Solyc05T002086.2, Solyc01T002816.1	Prupe.2G163800.1
OG0002341	Solyc06T002579.1	Prupe.6G042600.1
OG0002341	Solyc09T000880.1	Prupe.4G073500.1, Prupe.6G291500.1
OG0002344	Solyc12T001877.1, Solyc03T003040.1	Prupe.3G103300.1
OG0002346	Solyc10T000100.1	Prupe.5G048700.1, Prupe.1G587200.1
OG0002347	Solyc12T002247.1, Solyc04T002117.1	Prupe.8G028700.1
OG0002348	Solyc08T002545.1	Prupe.5G127200.1
OG0002348	Solyc01T002978.1	Prupe.2G192500.1
OG0002349	Solyc06T002707.1	Prupe.8G222300.1
OG0002349	Solyc09T002543.1	Prupe.1G040300.1
OG0002351	Solyc10T002276.1	Prupe.3G302500.1, Prupe.6G027300.1
OG0002352	Solyc10T001326.1	Prupe.3G019800.1, Prupe.8G071200.1, Prupe.1G534300.1
OG0002353	Solyc08T001675.2, Solyc12T002580.1	Prupe.3G018000.1, Prupe.1G459300.1
OG0002355	Solyc01T001979.1	Prupe.6G166100.1, Prupe.6G166200.1, Prupe.6G334000.1
OG0002356	Solyc10T001603.1	Prupe.5G067300.1, Prupe.1G576300.1
OG0002358	Solyc09T002556.1, Solyc03T000061.1	Prupe.4G184200.1, Prupe.1G042100.1, Prupe.7G160900.1, Prupe.1G005500.1
OG0002359	Solyc03T003582.1	Prupe.3G019700.1, Prupe.1G073800.1
OG0002360	Solyc06T000287.1, Solyc06T001275.1	Prupe.1G493500.1, Prupe.7G031200.1
OG0002361	Solyc05T000362.1	Prupe.1G319300.1
OG0002362	Solyc03T003427.1, Solyc06T001404.1, Solyc12T002042.1	Prupe.1G414000.1, Prupe.3G052100.1
OG0002363	Solyc12T002787.1	Prupe.6G314200.1
OG0002364	Solyc03T000261.1, Solyc06T000745.1	Prupe.2G305600.1, Prupe.2G305800.1
OG0002365	Solyc12T002287.1, Solyc04T002213.1	Prupe.8G045800.1
OG0002366	Solyc09T002373.1	Prupe.1G017400.1
OG0002367	Solyc03T003331.1	Prupe.3G074800.1
OG0002369	Solyc08T002371.1	Prupe.5G101600.1, Prupe.2G298000.1, Prupe.5G102000.1, Prupe.5G101900.1
OG0002370	Solyc02T002907.1	Prupe.3G302200.1
OG0002370	Solyc03T003583.1	Prupe.3G020700.1
OG0002371	Solyc10T002315.1, Solyc04T000723.1	Prupe.2G152500.1
OG0002372	Solyc05T000379.1	Prupe.1G317500.1
OG0002372	Solyc04T001030.1, Solyc04T001026.1	Prupe.5G225500.1
OG0002373	Solyc06T000104.1	Prupe.6G059400.1
OG0002374	Solyc03T001771.1, Solyc06T000634.1	Prupe.2G281500.1
OG0002375	Solyc03T001674.1	Prupe.2G317300.1
OG0002376	Solyc06T000739.1, Solyc03T000273.1	Prupe.2G302800.1
OG0002377	Solyc04T001861.1	Prupe.6G186800.1
OG0002377	Solyc06T000114.1	Prupe.6G054800.1
OG0002378	Solyc12T000408.1	Prupe.7G262700.1
OG0002379	Solyc10T000041.1, Solyc02T001702.2	Prupe.4G026600.1
OG0002380	Solyc01T003298.1	Prupe.6G320100.1
OG0002381	Solyc04T000714.1, Solyc02T001217.1, Solyc06T000132.1	Prupe.6G051000.1, Prupe.4G120500.1, Prupe.2G255500.1
OG0002382	Solyc01T002800.1, Solyc01T004071.1, Solyc01T002250.1, Solyc01T004070.1	Prupe.2G109100.1
OG0002383	Solyc06T001736.2, Solyc03T002935.1, Solyc08T001460.1, Solyc08T001459.1	Prupe.3G084800.1
OG0002384	Solyc08T001335.1	Prupe.3G051100.1, Prupe.4G093700.1, Prupe.1G412900.1
OG0002385	Solyc12T001891.1, Solyc03T001751.1, Solyc01T003588.2	Prupe.3G097200.1, Prupe.7G260600.1
OG0002386	Solyc01T003360.2	Prupe.6G314600.1
OG0002387	Solyc08T002277.1	Prupe.5G088800.1
OG0002387	Solyc03T000177.1	Prupe.2G152600.1
OG0002388	Solyc01T002263.2	Prupe.2G107900.1
OG0002388	Solyc05T002503.1, Solyc09T002795.1	Prupe.1G172100.1
OG0002389	Solyc04T000170.2	Prupe.1G320500.1
OG0002389	Solyc03T003188.1	Prupe.5G227700.1
OG0002390	Solyc03T000278.1, Solyc03T000280.1, Solyc03T000279.1	Prupe.2G303400.1
OG0002392	Solyc04T001660.2	Prupe.6G168500.1
OG0002392	Solyc12T002266.2	Prupe.8G041700.1
OG0002393	Solyc06T002478.1	Prupe.6G070500.1
OG0002394	Solyc07T002235.1	Prupe.3G113200.1
OG0002394	Solyc02T001376.1	Prupe.4G066500.1
OG0002395	Solyc06T002186.1	Prupe.1G191400.1
OG0002395	Solyc11T000340.1	Prupe.6G364600.1
OG0002397	Solyc07T002702.1	Prupe.4G240600.1, Prupe.4G241000.1
OG0002397	Solyc06T000058.1	Prupe.6G072000.1
OG0002398	Solyc03T002999.1	Prupe.3G095200.1
OG0002399	Solyc07T002629.2	Prupe.4G215100.1
OG0002399	Solyc07T001942.1, Solyc12T000086.1	Prupe.3G216900.1
OG0002400	Solyc12T001835.3, Solyc03T003116.1	Prupe.5G143100.1
OG0002401	Solyc02T001441.1	Prupe.4G061700.1
OG0002401	Solyc10T000236.1	Prupe.4G165300.1
OG0002401	Solyc07T002212.1	Prupe.3G118100.1
OG0002402	Solyc02T001509.1	Prupe.4G053300.1
OG0002403	Solyc08T001456.1, Solyc06T000386.1	Prupe.3G065300.1, Prupe.3G062300.1, Prupe.3G062400.1, Prupe.3G061900.1, Prupe.3G061800.1, Prupe.3G062200.1
OG0002404	Solyc10T002220.1, Solyc10T002485.1, Solyc10T002486.1	Prupe.2G045500.1
OG0002406	Solyc03T003082.3	Prupe.5G139000.1
OG0002407	Solyc11T002224.1	Prupe.6G135200.1
OG0002407	Solyc09T000435.1	Prupe.7G101400.1
OG0002408	Solyc02T001286.1	Prupe.2G034700.1
OG0002408	Solyc10T002354.1, Solyc10T002367.2	Prupe.7G041600.1
OG0002409	Solyc02T001076.1, Solyc02T002960.1	Prupe.5G146700.1, Prupe.3G309700.1
OG0002410	Solyc11T000510.1	Prupe.3G162500.1
OG0002411	Solyc03T002950.1, Solyc07T000310.1	Prupe.7G247300.1, Prupe.7G223200.1
OG0002411	Solyc03T003013.1	Prupe.3G093100.1
OG0002412	Solyc07T001974.1, Solyc12T000071.1	Prupe.3G221100.1
OG0002413	Solyc07T002522.1, Solyc12T000601.1	Prupe.8G025200.1, Prupe.8G022900.1, Prupe.4G186700.1
OG0002414	Solyc07T000308.1	Prupe.7G247500.1
OG0002414	Solyc08T000968.1, Solyc06T001624.1	Prupe.1G481700.1
OG0002415	Solyc10T002465.1	Prupe.7G037900.1
OG0002415	Solyc01T000296.2, Solyc11T001951.1	Prupe.2G041300.1
OG0002416	Solyc08T001712.1	Prupe.1G463500.1
OG0002416	Solyc05T001527.1	Prupe.1G001100.1
OG0002417	Solyc03T003120.1	Prupe.5G143300.1
OG0002418	Solyc01T002492.1, Solyc01T002493.1	Prupe.2G023900.1, Prupe.2G023700.1, Prupe.2G023800.1
OG0002419	Solyc11T002151.1, Solyc06T002313.1	Prupe.6G120000.1, Prupe.7G116700.1
OG0002420	Solyc01T000136.1, Solyc01T000656.1, Solyc01T000676.1	Prupe.6G016100.1
OG0002421	Solyc01T002860.1, Solyc05T002100.1, Solyc10T000547.1	Prupe.2G173100.1
OG0002422	Solyc10T000195.1, Solyc12T000617.1	Prupe.4G183200.1, Prupe.3G137100.1
OG0002423	Solyc12T000622.1, Solyc07T002492.1	Prupe.4G180600.1
OG0002424	Solyc11T002444.1	Prupe.6G146700.1
OG0002425	Solyc12T000641.1, Solyc07T002218.2	Prupe.3G117600.1
OG0002426	Solyc04T001358.1	Prupe.6G101200.1
OG0002427	Solyc07T000044.2	Prupe.7G261400.1
OG0002428	Solyc07T001305.1, Solyc11T001150.1, Solyc10T000717.1, Solyc07T001306.1	Prupe.1G227400.1
OG0002429	Solyc01T001247.1	Prupe.7G004800.1, Prupe.6G004500.1
OG0002430	Solyc11T000555.1, Solyc06T001140.1	Prupe.4G217800.1, Prupe.4G273200.1
OG0002431	Solyc07T002519.1	Prupe.4G186200.1
OG0002431	Solyc02T001587.1	Prupe.4G041100.1
OG0002432	Solyc05T001582.1, Solyc07T001487.1	Prupe.7G198400.1, Prupe.3G039500.1, Prupe.1G402700.1
OG0002433	Solyc07T001530.1	Prupe.7G193500.1, Prupe.1G401400.1
OG0002434	Solyc03T002452.1	Prupe.3G295800.1, Prupe.5G162300.1
OG0002435	Solyc02T001187.1	Prupe.2G075600.1, Prupe.7G005700.1
OG0002436	Solyc02T001793.1, Solyc02T001792.1, Solyc03T000499.1	Prupe.3G013700.1
OG0002437	Solyc05T000045.2	Prupe.3G283900.1
OG0002438	Solyc11T002475.1	Prupe.5G005100.1
OG0002439	Solyc04T001848.1	Prupe.6G182700.1
OG0002440	Solyc12T002353.1	Prupe.1G533000.1
OG0002440	Solyc09T002765.1	Prupe.1G163500.1
OG0002441	Solyc05T000200.2	Prupe.1G267800.1
OG0002442	Solyc04T002478.1	Prupe.1G539400.1
OG0002442	Solyc02T002683.2	Prupe.6G209100.1
OG0002443	Solyc09T001507.1, Solyc09T001505.1, Solyc09T001506.1	Prupe.8G195800.1, Prupe.8G195900.1, Prupe.8G195700.1, Prupe.8G196000.1
OG0002444	Solyc02T001166.1, Solyc02T000331.1	Prupe.6G356900.1
OG0002445	Solyc02T001598.1	Prupe.4G039800.1
OG0002446	Solyc03T002546.1, Solyc05T000020.2	Prupe.1G250200.1
OG0002447	Solyc11T001109.1	Prupe.1G554000.1
OG0002448	Solyc01T003660.1	Prupe.1G562800.1
OG0002449	Solyc01T004328.1	Prupe.8G165600.1
OG0002449	Solyc02T001995.1	Prupe.7G172000.1
OG0002450	Solyc02T001277.1, Solyc03T000080.1	Prupe.4G075500.1
OG0002450	Solyc01T001549.1	Prupe.1G113400.1
OG0002451	Solyc09T001087.1	Prupe.8G185500.1
OG0002451	Solyc12T000944.1, Solyc12T002628.1	Prupe.7G267600.1
OG0002452	Solyc02T000463.1, Solyc02T002447.1, Solyc01T004300.1, Solyc10T001932.1	Prupe.8G163000.1
OG0002453	Solyc10T000205.4, Solyc02T002618.1	Prupe.8G096800.1
OG0002454	Solyc06T000997.1	Prupe.6G279100.1
OG0002455	Solyc03T000478.1, Solyc02T001734.1	Prupe.3G217500.1
OG0002456	Solyc11T002053.1	Prupe.6G078600.1
OG0002456	Solyc01T004227.1, Solyc01T004226.1	Prupe.2G235100.1
OG0002457	Solyc03T003513.1	Prupe.7G195800.1
OG0002458	Solyc05T000828.1	Prupe.1G246800.1
OG0002459	Solyc12T002715.1, Solyc05T002436.1	Prupe.1G208000.1
OG0002460	Solyc11T002264.1, Solyc06T002346.1	Prupe.6G108800.1
OG0002461	Solyc02T001445.1	Prupe.4G061400.1
OG0002462	Solyc03T003214.1	Prupe.5G223900.1
OG0002463	Solyc06T000655.1	Prupe.2G289300.1
OG0002463	Solyc05T002243.1, Solyc11T000502.1	Prupe.4G138600.1
OG0002464	Solyc03T000131.1, Solyc02T001511.1	Prupe.4G053100.1
OG0002466	Solyc01T004104.1	Prupe.8G109700.1
OG0002466	Solyc02T000911.1	Prupe.7G145800.1
OG0002467	Solyc02T001795.1, Solyc03T000500.1	Prupe.3G013800.1
OG0002468	Solyc03T000682.1, Solyc03T000683.1, Solyc03T000692.1, Solyc03T000701.1, Solyc03T000709.1, Solyc03T000707.1, Solyc03T000690.1, Solyc03T000699.1	Prupe.8G145500.1, Prupe.8G145400.1, Prupe.3G152000.1
OG0002469	Solyc08T002426.1	Prupe.5G110200.1
OG0002469	Solyc03T000285.1	Prupe.2G303900.1
OG0002470	Solyc07T001522.1, Solyc12T000339.1, Solyc03T003503.3	Prupe.7G193900.1, Prupe.3G036900.1
OG0002471	Solyc06T002026.1, Solyc03T002442.1	Prupe.5G161100.1
OG0002472	Solyc09T002855.1, Solyc04T001019.1	Prupe.1G251100.1
OG0002473	Solyc04T001473.1, Solyc10T001468.2	Prupe.6G030800.1
OG0002474	Solyc09T002228.1	Prupe.1G560700.1, Prupe.8G028000.1
OG0002475	Solyc11T001960.1	Prupe.4G270500.1
OG0002475	Solyc01T002176.1	Prupe.7G031100.1
OG0002476	Solyc01T000494.1	Prupe.1G268200.1
OG0002476	Solyc02T001004.1, Solyc03T001155.1	Prupe.3G271800.1
OG0002477	Solyc07T002092.1, Solyc12T002355.1, Solyc12T002568.1	Prupe.3G133100.1, Prupe.3G133000.1
OG0002478	Solyc08T002497.1	Prupe.5G121400.1, Prupe.5G121600.1
OG0002479	Solyc12T000452.1, Solyc07T000111.1	Prupe.1G101700.1
OG0002480	Solyc01T002569.1	Prupe.1G180700.1
OG0002481	Solyc04T002708.1, Solyc10T001183.1	Prupe.1G441300.1
OG0002481	Solyc03T002529.1, Solyc01T004039.1	Prupe.8G119300.1
OG0002482	Solyc08T000594.1, Solyc02T001234.1	Prupe.4G080000.1
OG0002483	Solyc08T001189.1	Prupe.1G404200.1
OG0002484	Solyc03T002053.1, Solyc03T002061.1, Solyc03T002059.1, Solyc03T002063.2, Solyc03T002062.1, Solyc03T002058.1, Solyc03T002060.1, Solyc03T002056.1, Solyc03T002072.1, Solyc03T002074.1	Prupe.2G248800.1
OG0002485	Solyc02T002511.1, Solyc02T002510.1, Solyc03T000916.1, Solyc02T000933.6	Prupe.3G242500.1
OG0002486	Solyc01T004074.1	Prupe.8G114300.1, Prupe.8G114200.1, Prupe.8G114600.1, Prupe.8G114400.1, Prupe.8G115100.1, Prupe.8G114800.1
OG0002486	Solyc01T004076.1	Prupe.8G114100.1
OG0002487	Solyc03T002226.1, Solyc05T001428.1	Prupe.5G144600.1
OG0002488	Solyc05T002418.2	Prupe.2G238700.1
OG0002489	Solyc02T001331.1, Solyc03T000090.1	Prupe.4G070400.1, Prupe.3G170100.1
OG0002490	Solyc03T001580.1, Solyc05T002273.1	Prupe.6G187300.1
OG0002490	Solyc01T002550.2	Prupe.2G115200.1
OG0002491	Solyc05T001028.1, Solyc05T001027.1, Solyc07T000539.1	Prupe.1G225200.1
OG0002492	Solyc03T002084.1, Solyc03T002087.1	Prupe.2G244500.1
OG0002493	Solyc04T002255.1	Prupe.8G048700.1
OG0002494	Solyc02T002914.1, Solyc02T001057.1	Prupe.3G303100.1, Prupe.5G153400.1
OG0002496	Solyc04T002704.1	Prupe.1G440700.1
OG0002496	Solyc10T001636.1, Solyc01T004044.1	Prupe.8G119500.1
OG0002497	Solyc06T000957.1	Prupe.2G256300.1
OG0002498	Solyc09T001188.1	Prupe.6G296800.1
OG0002499	Solyc09T000475.1	Prupe.6G253100.1
OG0002499	Solyc02T002329.1	Prupe.3G273700.1
OG0002500	Solyc09T000154.1	Prupe.2G289400.1, Prupe.1G576900.1
OG0002501	Solyc10T000814.1, Solyc01T003620.1	Prupe.8G184200.1
OG0002502	Solyc08T001471.1	Prupe.1G450200.1, Prupe.1G450100.1
OG0002503	Solyc02T000477.1	Prupe.1G401700.1
OG0002504	Solyc07T000255.1, Solyc03T002550.1	Prupe.5G172700.1
OG0002505	Solyc01T001499.4	Prupe.1G109900.1
OG0002505	Solyc06T001990.1	Prupe.5G172600.1
OG0002506	Solyc05T002297.3	Prupe.6G176700.1
OG0002507	PRAM_25866.1.p1, PRAM_25864.1.p1, Solyc02T002401.1	Prupe.3G263500.1
OG0002508	Solyc02T002181.1	Prupe.6G331600.1, Prupe.3G239900.1, Prupe.1G306100.1
OG0002509	Solyc02T002865.1	Prupe.3G294500.1, Prupe.3G294400.1
OG0002509	Solyc06T002161.1	Prupe.3G285100.1
OG0002510	Solyc05T000898.1	Prupe.1G237100.1, Prupe.1G237200.1, Prupe.1G236600.1, Prupe.1G236700.1, Prupe.1G236800.1, Prupe.4G142100.1, Prupe.4G142000.1, Prupe.1G236400.1, Prupe.1G236500.1
OG0002511	Solyc08T000432.1, Solyc06T001107.1	Prupe.1G207600.1
OG0002512	Solyc05T002642.1, Solyc11T000176.1	Prupe.7G104100.1
OG0002513	Solyc12T000347.1	Prupe.1G001200.1, Prupe.1G001300.1
OG0002514	Solyc06T001348.1, Solyc08T000224.1, Solyc08T002087.1	Prupe.5G060400.1
OG0002515	Solyc08T000010.1, Solyc08T001974.1	Prupe.5G035300.1
OG0002516	Solyc03T002591.2	Prupe.5G184300.1
OG0002517	Solyc08T001806.1	Prupe.5G011600.1
OG0002518	Solyc05T000183.1, Solyc01T000467.1	Prupe.1G265800.1
OG0002520	Solyc04T002628.1	Prupe.1G430900.1
OG0002520	Solyc05T000075.1	Prupe.1G256900.1
OG0002521	Solyc02T000768.1, Solyc02T000767.1, Solyc02T000766.1, Solyc02T000770.1	Prupe.7G152100.1
OG0002522	Solyc10T000284.1, Solyc07T002331.1	Prupe.3G173100.1
OG0002522	Solyc04T000883.1	Prupe.1G247200.1
OG0002523	Solyc02T000782.1, Solyc02T000781.1, Solyc02T002173.1	Prupe.7G149100.1, Prupe.7G149200.1
OG0002524	Solyc10T002836.1, Solyc09T000300.2	Prupe.7G118700.1, Prupe.2G281900.1
OG0002525	Solyc10T002216.1, Solyc04T000028.1	Prupe.8G038800.1, Prupe.3G287400.1
OG0002526	Solyc04T002899.1	Prupe.1G366100.1
OG0002527	Solyc06T000692.1, Solyc03T000378.1, Solyc10T000589.1, Solyc01T002821.1	Prupe.2G295000.1, Prupe.2G165300.1
OG0002528	Solyc03T000643.1, Solyc02T000777.1, Solyc02T002170.1	Prupe.7G149700.1
OG0002529	Solyc12T000261.1, Solyc02T000452.1	Prupe.7G219500.1, Prupe.7G219300.1, Prupe.7G219400.1, Prupe.7G219100.1, Prupe.7G218900.1
