Orthogroup	Brassica_napus	Prunus_persica
OG0001900	CDY44416, CDX85236, CDY66024, CDY20005, CDY30262, CDX74438, CDX74439, CDX67435, CDY37011, CDY15945, CDX99659, CDY20006	Prupe.1G276100.1, Prupe.3G266000.1
OG0001903	CDY26012, CDY24119, CDY24120, CDY26013, CDY20121, CDY21835, CDY72663, CDX97656, CDY66969, CDY44359, CDY34610, CDX75822, CDY26011, CDY34609, CDY34817, CDY24118	Prupe.4G181000.1
OG0001910	CDX99641, CDY15933, CDY38468, CDY11675, CDX67447, CDY66864, CDX67449, CDY11678, CDX67448, CDY11676, CDY11677, CDX99640, CDY15932, CDY36827, CDY44581, CDY36829	Prupe.3G280800.1
OG0001925	CDY12694, CDX81474, CDY67648	Prupe.1G201900.1, Prupe.1G202100.1, Prupe.1G202500.1, Prupe.3G013100.1
OG0001958	CDX75286, CDX68890	Prupe.1G449700.1
OG0001959	CDY13255, CDX86792, CDY44101, CDY63419	Prupe.5G104700.1, Prupe.2G174500.1
OG0001961	CDX77588, CDX98214, CDY12465, CDY47154, CDY02304, CDY57504	Prupe.1G434300.1, Prupe.3G105200.1
OG0001962	CDX76708, CDY11483	Prupe.7G191200.1, Prupe.3G031900.1
OG0001963	CDY13364, CDX67529, CDX99702, CDY27661	Prupe.5G121300.1
OG0001963	CDX67862, CDY25074	Prupe.2G188500.1
OG0001965	CDY02461, CDX75765, CDY67447, CDX97564, CDX98441, CDY60700, CDY33229, CDY39109, CDY33228, CDY08206, CDY51798	Prupe.3G031000.1
OG0001967	CDX70081, CDY72484	Prupe.2G053300.1, Prupe.2G053100.1, Prupe.2G051200.1, Prupe.2G052900.1, Prupe.2G052700.1, Prupe.2G052800.1, Prupe.2G054800.1, Prupe.2G054900.1, Prupe.2G069300.1, Prupe.2G052600.1, Prupe.2G052500.1
OG0001969	CDX83878, CDX96741, CDX73013, CDY60141, CDY11092, CDX68213	Prupe.5G225100.1
OG0001970	CDY22045, CDY52778, CDY22044, CDY52779	Prupe.8G264100.1
OG0001971	CDY44729, CDY41587	Prupe.6G100500.1, Prupe.6G237500.1
OG0001972	CDY48321, CDY26227	Prupe.3G050100.1
OG0001974	CDY13135, CDY36961, CDX94739, CDY22322	Prupe.1G048900.1, Prupe.8G215800.1
OG0001975	CDY06130, CDX72067	Prupe.7G046800.1
OG0001977	CDY37459, CDY32480	Prupe.5G131300.1
OG0001977	CDY01915	Prupe.8G264200.1
OG0001978	CDX87942, CDY55298, CDX70981, CDX88811	Prupe.6G146600.1
OG0001979	CDY38705, CDY23821	Prupe.1G540200.1
OG0001979	CDY51301, CDX84529	Prupe.8G076400.1
OG0001980	CDY36602, CDY24076, CDY30665, CDY25685, CDY02494, CDX74842, CDY20470	Prupe.3G030100.1
OG0001983	CDY19286, CDY37282	Prupe.1G145400.1, Prupe.8G249400.1, Prupe.6G332500.1, Prupe.6G124800.1
OG0001984	CDY07230, CDY38013, CDY69826	Prupe.2G299800.1, Prupe.2G174300.1
OG0001986	CDX82966, CDX82965, CDY70983, CDX76354, CDY52686, CDX94117, CDX98763	Prupe.5G079800.1
OG0001987	CDX83319, CDX95735	Prupe.8G255900.1, Prupe.1G138300.1, Prupe.1G138400.1, Prupe.6G323200.1
OG0001988	CDY05282, CDY24677, CDY34940, CDY34937	Prupe.1G116900.1
OG0001990	CDY62470, CDX73868, CDY08512, CDY01036, CDY43751, CDX75073, CDX84162	Prupe.7G100600.1
OG0001991	CDY03534, CDY23243, CDX68657, CDY28186, CDY39201, CDX72237, CDX72240, CDY39203, CDX72241, CDY39204	Prupe.1G098100.1
OG0001992	CDY11266, CDX80883, CDY44379, CDY04893, CDY10364, CDX70293	Prupe.2G086500.1, Prupe.7G116400.1
OG0001993	CDX89825, CDY18231	Prupe.1G039700.1, Prupe.1G040000.1, Prupe.1G022700.1, Prupe.8G250200.1
OG0001994	CDY27076, CDX91635	Prupe.7G096000.1
OG0001994	CDY10374, CDX70300	Prupe.2G071900.1
OG0001995	CDY68599, CDY63985, CDY70414	Prupe.7G123800.1, Prupe.6G113900.1
OG0001996	CDX80561, CDY61106, CDY05528, CDY65143, CDY19768, CDX87047, CDX87049	Prupe.2G114000.1
OG0001998	CDY27368, CDY37054, CDY53886, CDY60689, CDY69077, CDX74755	Prupe.2G151200.1, Prupe.2G287500.1
OG0001999	CDY22135, CDY07976, CDX74031, CDX87187, CDY67705, CDY02203	Prupe.3G202500.1
OG0002002	CDY55761	Prupe.7G091200.1
OG0002003	CDY47607, CDY03502, CDY10978, CDY50434	Prupe.5G123400.1, Prupe.2G190400.1
OG0002004	CDX87228, CDY16799, CDX86948	Prupe.7G037300.1, Prupe.1G162900.1
OG0002005	CDY37593, CDY38665, CDX87306, CDY39983, CDX67945, CDX79388	Prupe.3G075100.1
OG0002006	CDY67586, CDY68543, CDY28759, CDY06633	Prupe.4G201200.1
OG0002006	CDY46372, CDY39158	Prupe.4G029200.1
OG0002007	CDY00984, CDY70258	Prupe.6G287000.1, Prupe.2G259100.1
OG0002008	CDY07203, CDY12866, CDY46534	Prupe.2G167300.1
OG0002008	CDY66348, CDY34359, CDY68942	Prupe.5G099200.1
OG0002009	CDY39624, CDY36538	Prupe.3G068600.1
OG0002010	CDX97945, CDY19352, CDY34842	Prupe.4G037800.1
OG0002011	CDY70088, CDY70765, CDY46764, CDX79724, CDX91345, CDX74978, CDY52758, CDY71650, CDX73552, CDX78181	Prupe.6G235900.1
OG0002012	CDX97458, CDY68271, CDY06874, CDY35216	Prupe.8G210000.1, Prupe.2G015600.1
OG0002013	CDY12869, CDY40481	Prupe.4G044200.1
OG0002013	CDX75589, CDY35472, CDY24773	Prupe.7G151700.1
OG0002014	CDY51683, CDY41046, CDY25971	Prupe.5G064300.1
OG0002014	CDY41168, CDX71814	Prupe.2G127300.1
OG0002015	CDX74731, CDY57102, CDY37034	Prupe.2G281300.1, Prupe.2G000700.1, Prupe.4G286400.1, Prupe.2G144200.1
OG0002016	CDY50224	Prupe.8G256700.1, Prupe.8G260400.1
OG0002016	CDY53014, CDX80128, CDX95730, CDX83322	Prupe.8G260100.1
OG0002017	CDY05760, CDX71828, CDY65464, CDX72007, CDY06084, CDX67702, CDY65462	Prupe.7G067700.1
OG0002020	CDY17574	Prupe.2G039100.1
OG0002021	CDX84229	Prupe.7G157200.1
OG0002021	CDX86142, CDX80624, CDY05563, CDY25024	Prupe.4G268900.1, Prupe.1G194700.1, Prupe.7G013300.1
OG0002022	CDY06441, CDY19567, CDY27531, CDY37305	Prupe.3G051600.1, Prupe.3G051800.1
OG0002023	CDY12039, CDY03145	Prupe.8G056000.1
OG0002023	CDY13593, CDX83563, CDY04184, CDY39183	Prupe.1G309100.1
OG0002024	CDY25093, CDX67879, CDX88237, CDX80584	Prupe.6G304900.1, Prupe.6G305300.1, Prupe.6G305200.1, Prupe.6G305100.1, Prupe.6G305000.1
OG0002026	CDY34913, CDX74058, CDY08011, CDY24642, CDY05323	Prupe.6G014200.1
OG0002026	CDY33198, CDX75010	Prupe.5G158100.1
OG0002028	CDY17813, CDY17003, CDY19894, CDY17318	Prupe.2G268700.1, Prupe.2G268600.1, Prupe.3G146900.1, Prupe.2G120500.1, Prupe.2G120400.1
OG0002029	CDY00368, CDY61067, CDY04617, CDY29463, CDX87560, CDX88323	Prupe.2G315000.1, Prupe.8G024700.1
OG0002030	CDX72750, CDY65009	Prupe.8G167400.1, Prupe.I003800.1, Prupe.I004000.1, Prupe.8G167700.1, Prupe.8G167500.1
OG0002031	CDY63901, CDX69379, CDY63930, CDY31608	Prupe.6G186700.1
OG0002032	CDY38070, CDY21779, CDY21780	Prupe.1G430600.1
OG0002034	CDX83487, CDY44220, CDY17931, CDX79829, CDY23360, CDY30403, CDY06184, CDY10005, CDY10158, CDY47701, CDY19080	Prupe.1G189800.1
OG0002035	CDX75189, CDX78375	Prupe.1G521400.1, Prupe.6G192100.1
OG0002036	CDX75962, CDY51936, CDY67571, CDY66516	Prupe.5G224500.1, Prupe.5G224600.1
OG0002038	CDX73956, CDY07901	Prupe.8G019100.1
OG0002039	CDY08420, CDY42159, CDY50535	Prupe.2G221800.1, Prupe.6G245000.1
OG0002040	CDX78542, CDX70524, CDX69621, CDY09832	Prupe.1G210900.1
OG0002042	CDY51836, CDY38918, CDX91638, CDY27071, CDX91643, CDY27069, CDX91642	Prupe.2G295800.1, Prupe.2G295700.1
OG0002043	CDY25399, CDY29804	Prupe.1G551700.1, Prupe.2G113900.1
OG0002044	CDX83893, CDX96754	Prupe.3G168100.1
OG0002044	CDX75409	Prupe.8G134300.1
OG0002045	CDY31118, CDY32143, CDY32144, CDY22652, CDY06343, CDX95254, CDY41730	Prupe.6G326400.1
OG0002046	CDY57512, CDY17694	Prupe.1G319600.1
OG0002046	CDY40601, CDX93688	Prupe.5G227100.1
OG0002049	CDY41695, CDX95284	Prupe.6G307400.1
OG0002049	CDX89966, CDY15246, CDX77909	Prupe.3G005900.1
OG0002051	CDY04259, CDY07364, CDY33592, CDX95989, CDX81555	Prupe.1G304900.1
OG0002052	CDY27061, CDX91657, CDY50293, CDY70009, CDY27832	Prupe.2G300000.1
OG0002053	CDY32894, CDY32753, CDY20707	Prupe.3G049500.1, Prupe.7G209300.1
OG0002054	CDY50330, CDY26972, CDX71024, CDX88774	Prupe.6G109700.1, Prupe.2G208100.1
OG0002055	CDX89822, CDY18234, CDY53192, CDY59176, CDY37722, CDY23738, CDX79528, CDX84688	Prupe.1G045700.1
OG0002056	CDX74243, CDX92005, CDY57538, CDY43231	Prupe.3G148800.1, Prupe.1G317400.1
OG0002057	CDX80597, CDX88246, CDY54108, CDY54109, CDY19753, CDX87029	Prupe.6G312700.1
OG0002058	CDX80376	Prupe.3G035400.1, Prupe.4G233300.1
OG0002058	CDY05064	Prupe.8G057600.1
OG0002059	CDY27769, CDY05166, CDY18777, CDY18797, CDY40708, CDX74147, CDY25029, CDY05568	Prupe.6G322800.1
OG0002060	CDY34799, CDX76839	Prupe.3G103700.1, Prupe.1G102300.1
OG0002061	CDX90608, CDY29075	Prupe.2G216800.1, Prupe.4G121200.1
OG0002062	CDX74501, CDY37890	Prupe.3G247200.1
OG0002063	CDX83243, CDY38531	Prupe.7G245500.1, Prupe.7G245600.1
OG0002063	CDY20153, CDY21869	Prupe.3G086200.1
OG0002064	CDY39781, CDY03299	Prupe.3G136700.1, Prupe.7G086900.1, Prupe.8G026200.1, Prupe.3G136900.1
OG0002065	CDY10002, CDY06187	Prupe.1G191700.1
OG0002066	CDX83916, CDX96778, CDY16367, CDX91550	Prupe.3G030300.1
OG0002067	CDY50144, CDY31766	Prupe.6G071600.1, Prupe.2G238500.1
OG0002068	CDY49736, CDX87354, CDX88566, CDY22290, CDX79342, CDX67977, CDY59457	Prupe.6G022700.1
OG0002069	CDY35110, CDY40041, CDX81772, CDY50994, CDX81773, CDY50993	Prupe.4G168000.1, Prupe.4G143900.1
OG0002070	CDY55788, CDX76521, CDX78855, CDX87752, CDY60886, CDY01541, CDY55639	Prupe.7G059800.1, Prupe.1G197600.1
OG0002072	CDX75801, CDX82454, CDX97626, CDX98522, CDY20096, CDY32326	Prupe.4G168400.1, Prupe.4G168200.1
OG0002073	CDY57659, CDY19626, CDY36030, CDX82237, CDY43072, CDY55591	Prupe.4G025000.1, Prupe.4G205300.1
OG0002076	CDY08634, CDY24892, CDY19535, CDY12937	Prupe.3G214800.1, Prupe.4G017600.1
OG0002077	CDY43926, CDX87841, CDY22869, CDY69786, CDY42210, CDY32768, CDY32874, CDY11910, CDX88581	Prupe.3G053700.1, Prupe.7G215300.1
OG0002078	CDY35567, CDY25219, CDY22831, CDY60839	Prupe.6G023300.1, Prupe.2G010400.1, Prupe.7G068900.1
OG0002079	CDY19360, CDX97953	Prupe.3G227400.1, Prupe.3G227200.1, Prupe.4G033700.1
OG0002080	CDX73007, CDY60135	Prupe.3G233300.1
OG0002081	CDX87868, CDY45641, CDY06399, CDY22877, CDY33843, CDY53441, CDY46536	Prupe.3G056700.1, Prupe.7G216900.1
OG0002082	CDY20057	Prupe.5G154800.1, Prupe.3G006400.1, Prupe.3G301300.1
OG0002083	CDY14593, CDY26877, CDY66394, CDY00299, CDX87440, CDX88466	Prupe.4G068200.1, Prupe.4G158400.1
OG0002084	CDX73808, CDY00793, CDY08417, CDY42162, CDY50538, CDY52668	Prupe.1G461800.1, Prupe.1G461700.1
OG0002085	CDY69722, CDX92833, CDY29841, CDY14277, CDX97386, CDX97653, CDX98547, CDY21833, CDY20123	Prupe.4G180700.1
OG0002086	CDY58363, CDY19113, CDY34515, CDY42071, CDX86566, CDY15549	Prupe.7G269500.1
OG0002087	CDY52187, CDY12453, CDY43180, CDY02345, CDX77564, CDX98230, CDY52186, CDY12452	Prupe.4G125900.1, Prupe.4G120000.1
OG0002088	CDY46044, CDY31737, CDX77214, CDY47891, CDY15789, CDX83303, CDX95759	Prupe.6G079100.1
OG0002090	CDY22397, CDX72721	Prupe.8G085900.1
OG0002090	CDX75562, CDX69213, CDX72583, CDX72582	Prupe.7G164600.1
OG0002091	CDY15495	Prupe.1G030600.1, Prupe.6G345200.1
OG0002092	CDY06519, CDY65745, CDY51970, CDY17399, CDY51971, CDY11953, CDY11956, CDY36781	Prupe.6G033900.1, Prupe.3G137300.1
OG0002093	CDY61544, CDY47631	Prupe.1G253500.1, Prupe.3G284300.1, Prupe.3G284600.1, Prupe.3G284400.1, Prupe.3G284500.1, Prupe.3G284800.1, Prupe.3G284900.1, Prupe.3G284700.1
OG0002094	CDY17369, CDY28626	Prupe.6G026800.1
OG0002094	CDX88607, CDY11885	Prupe.1G071900.1
OG0002095	CDX87985, CDX87989, CDX87986, CDY31624, CDX87987	Prupe.3G014600.1
OG0002096	CDY09119, CDX88810, CDX70983, CDX92383, CDY65551	Prupe.6G145500.1
OG0002097	CDX89445, CDY25579, CDY13775, CDX76940, CDX76939, CDX78371, CDX81164, CDY40083, CDX85774	Prupe.6G180800.1, Prupe.1G557700.1
OG0002098	CDY33461, CDX77644, CDY35152, CDY03235, CDX87735, CDY43957	Prupe.4G081400.1
OG0002099	CDY37254, CDX68139, CDX73151, CDX81930, CDY21664	Prupe.1G378500.1
OG0002100	CDY24637, CDY34911, CDX86289, CDX85354, CDY51051, CDY66081, CDY19941, CDY00050	Prupe.1G161000.1, Prupe.1G160800.1, Prupe.8G199600.1
OG0002101	CDY48348, CDY34166, CDY04304, CDY23682, CDY41842, CDX77319, CDY43276, CDX93661	Prupe.5G045200.1, Prupe.5G045500.1
OG0002102	CDY53158, CDY71893, CDY00232	Prupe.5G139900.1
OG0002103	CDY71959, CDY17323, CDY45656, CDY11996, CDY36746, CDX86765, CDX86766, CDY58867	Prupe.4G228400.1
OG0002104	CDY27934, CDY17205, CDX84669, CDX79546, CDY14920, CDX96961, CDY30802, CDY34109	Prupe.4G050800.1
OG0002105	CDX78902, CDX99415, CDX76506, CDY09259, CDY01562, CDY69818	Prupe.4G068100.1
OG0002106	CDY07520, CDX67610	Prupe.1G212200.1, Prupe.1G212100.1
OG0002107	CDY36246, CDY17654	Prupe.1G331900.1
OG0002107	CDX74571, CDY01724	Prupe.3G017500.1
OG0002109	CDX78624, CDX70605, CDX69534	Prupe.3G264900.1, Prupe.1G277100.1
OG0002111	CDX79576, CDX84629, CDY43658, CDY31637, CDX84284, CDY71933	Prupe.7G186400.1, Prupe.7G186500.1
OG0002112	CDY28308	Prupe.1G530700.1
OG0002112	CDY46111, CDX72409, CDY28307, CDX75366, CDX68989, CDY58271, CDX84518	Prupe.8G068900.1
OG0002113	CDY41099, CDY45283, CDX81667, CDY33743	Prupe.1G336700.1, Prupe.1G336800.1
OG0002114	CDY31215, CDY21014	Prupe.4G019400.1
OG0002114	CDX96102, CDY01796	Prupe.7G224600.1
OG0002115	CDY51503, CDY15739, CDX84493, CDY07350, CDY28549, CDY44067, CDY40920, CDX95936	Prupe.1G280400.1
OG0002116	CDY52313, CDY61843, CDY07279	Prupe.4G030700.1
OG0002116	CDY42459, CDY61742	Prupe.4G197200.1
OG0002117	CDX70944, CDX88840, CDY16564, CDX92434, CDY45067, CDY12336	Prupe.7G192900.1
OG0002118	CDX97909, CDY19316, CDY54239, CDY61312, CDY63681, CDY46183, CDY63680	Prupe.1G248000.1, Prupe.5G168100.1
OG0002119	CDY41305, CDY22195, CDY71255, CDX70335, CDY10412	Prupe.6G094600.1, Prupe.6G240800.1
OG0002120	CDX84824, CDY23988, CDY29658, CDX97806, CDY47130, CDY10749	Prupe.6G345100.1, Prupe.8G230700.1
OG0002121	CDY08834, CDY14527, CDX97455, CDY39471	Prupe.1G516900.1, Prupe.6G187500.1
OG0002122	CDY09919, CDY06256, CDY06703, CDY33014	Prupe.2G241900.1, Prupe.6G068000.1
OG0002124	CDY68784, CDY42290, CDX92506	Prupe.4G196100.1, Prupe.7G218400.1
OG0002125	CDY57522, CDY43243, CDY49069, CDX67418, CDY37886, CDX74495	Prupe.1G213500.1, Prupe.3G248900.1
OG0002126	CDY53293, CDY69028, CDX96415, CDX72923	Prupe.1G394900.1, Prupe.1G402200.1, Prupe.3G038900.1
OG0002127	CDY68974, CDX94684, CDX94683, CDX90198, CDY35299, CDX99846, CDY26321, CDX84328, CDY17236, CDY43682, CDY72186	Prupe.4G072000.1
OG0002128	CDY66550, CDX82550, CDY24208, CDY43367, CDY66549, CDY23570, CDY26081, CDY08267	Prupe.4G030500.1
OG0002129	CDY09600, CDY26270, CDX90243, CDY12046, CDY48570, CDY21980, CDY21334, CDY21335, CDY61999	Prupe.4G085600.1
OG0002131	CDY10956, CDY10957, CDY62740, CDY54854, CDY44126	Prupe.4G276200.1, Prupe.1G346400.1, Prupe.1G346500.1
OG0002132	CDX91177, CDX70441, CDX78463, CDX97163, CDX69711	Prupe.1G406400.1
OG0002132	CDX91178	Prupe.3G043200.1
OG0002133	CDX86389, CDX85245, CDY04055, CDY44409, CDY00100, CDY19996	Prupe.3G263600.1
OG0002134	CDY17253, CDX98480, CDX82474, CDX97587	Prupe.3G177000.1, Prupe.4G079200.1
OG0002135	CDX85284, CDX86355, CDY00084, CDY19979, CDY35786, CDY66116	Prupe.3G250000.1
OG0002136	CDX82336, CDX92251, CDX99342, CDX95512, CDY18530, CDX75974	Prupe.5G214700.1, Prupe.6G096100.1, Prupe.6G096400.1, Prupe.6G097300.1
OG0002137	CDY04633	Prupe.8G019600.1, Prupe.8G019500.1
OG0002138	CDY60343, CDY07624, CDY07053, CDY69146, CDX72192, CDY27257, CDY06531, CDY70442, CDX67627	Prupe.2G249300.1
OG0002139	CDY01642, CDY71553, CDY19975, CDY45910, CDY35771, CDY70892, CDX85301	Prupe.3G243500.1
OG0002140	CDX75973, CDX82337, CDX92250, CDX99343, CDY18529	Prupe.5G214900.1, Prupe.3G262600.1, Prupe.3G188300.1, Prupe.5G215500.1, Prupe.5G226300.1
OG0002141	CDY07529, CDX73464	Prupe.1G564000.1
OG0002143	CDY53102, CDY44687, CDY44678, CDY53094, CDY07898, CDX73952, CDY55910, CDY48111, CDX80792, CDY11212	Prupe.6G268200.1, Prupe.2G244400.1
OG0002144	CDY23109, CDY13043, CDY39440, CDY59325, CDY35297, CDX90201	Prupe.4G071100.1
OG0002145	CDY09180, CDY20338, CDY29729	Prupe.1G346300.1, Prupe.6G047400.1, Prupe.6G047500.1, Prupe.6G047600.1, Prupe.4G074200.1, Prupe.2G029000.1
OG0002146	CDY47592, CDY17034, CDY67628	Prupe.1G376900.1
OG0002146	CDX83758	Prupe.7G157500.1
OG0002147	CDX69282, CDY71282, CDY71179, CDY62228, CDY29538	Prupe.6G231700.1
OG0002148	CDY48073, CDX83534	Prupe.1G299300.1
OG0002148	CDX69484, CDY26481	Prupe.3G244900.1
OG0002149	CDY31871, CDY01357	Prupe.7G182800.1, Prupe.7G182700.1
OG0002150	CDX88001, CDY07870, CDY31374, CDX71349, CDY26796, CDY47488, CDX75489	Prupe.8G178100.1, Prupe.7G181000.1
OG0002151	CDY17090, CDY17036, CDY47594	Prupe.1G427000.1
OG0002151	CDY57441, CDY46091, CDX76871	Prupe.6G225900.1
OG0002152	CDY45187, CDY03024, CDX85158, CDX85159, CDX85157, CDX81623, CDY33760, CDY39331, CDY49103, CDY39332, CDY49104	Prupe.1G275000.1
OG0002153	CDY09659, CDX90493, CDY65447, CDY42954, CDY35606	Prupe.5G057900.1
OG0002154	CDX92152, CDX95833, CDY46885, CDY65691, CDY24513, CDY46049	Prupe.3G231900.1, Prupe.5G240800.1
OG0002155	CDY10012, CDY06180, CDY34507, CDY42065	Prupe.1G185700.1
OG0002156	CDY35992, CDY21728, CDX83880, CDX81853, CDY21727, CDX96742	Prupe.8G016100.1, Prupe.5G240000.1
OG0002157	CDY34892, CDY07799, CDX93426, CDY45151, CDY11632, CDY38778, CDY52461	Prupe.5G182500.1, Prupe.1G263000.1
OG0002158	CDX77681, CDY63052, CDY35174, CDY03202, CDX78812, CDY44502, CDX90435, CDY01503, CDY01502	Prupe.5G033100.1
OG0002159	CDY02381, CDY59567, CDY12423, CDY27154	Prupe.2G102400.1, Prupe.2G102300.1, Prupe.5G018500.1
OG0002160	CDY45045, CDY71256, CDY29333, CDY46271, CDY50976, CDY28135	Prupe.8G151300.1
OG0002161	CDY42402, CDX78808, CDY44507, CDY58502, CDX77688, CDY35179, CDY03195	Prupe.5G035400.1
OG0002162	CDY31092	Prupe.1G108300.1
OG0002162	CDY70177, CDY40500	Prupe.1G250100.1
OG0002163	CDY20607, CDY20966, CDY54240, CDY61314, CDY41451, CDY20861, CDX91709, CDY44139, CDY64839	Prupe.1G248400.1
OG0002164	CDY68275, CDY28578, CDY01753, CDY44085	Prupe.1G272400.1
OG0002164	CDY70380, CDX96552	Prupe.5G190000.1
OG0002165	CDY43620, CDY37158	Prupe.5G030000.1
OG0002166	CDY33555, CDX95962	Prupe.5G208600.1, Prupe.1G290800.1
OG0002167	CDX93747, CDY15301, CDX91795, CDY46452, CDY48801, CDY52194	Prupe.1G581100.1, Prupe.1G550000.1
OG0002168	CDX75601, CDX69249, CDY62658, CDX72604, CDY70257, CDY39672, CDX89599, CDY46060, CDX76847	Prupe.7G148300.1
OG0002169	CDY25037, CDY05576, CDY70098, CDX86158, CDY05149, CDY27784, CDY40702, CDY66561	Prupe.6G329000.1, Prupe.6G328900.1
OG0002170	CDY54269, CDY30210, CDY54272, CDY54275, CDY71998, CDY58323, CDY65102, CDY30209, CDY54276	Prupe.7G211600.1
OG0002171	CDY70145, CDY21456	Prupe.8G179700.1, Prupe.7G183800.1
OG0002172	CDY02116, CDY52820, CDY23040, CDX68435, CDY02115, CDY64181, CDY62596, CDY24159, CDY36933	Prupe.6G093200.1, Prupe.5G229500.1, Prupe.5G188400.1
OG0002173	CDY52352, CDY64328, CDY55725, CDX94452, CDX92705, CDY49712	Prupe.2G286000.1, Prupe.2G285900.1, Prupe.2G286100.1, Prupe.5G086600.1
OG0002174	CDX96299, CDX72773	Prupe.1G323000.1
OG0002174	CDX85452, CDY55938, CDY16919, CDY38431	Prupe.3G152300.1
OG0002175	CDY43020	Prupe.4G213900.1
OG0002175	CDY08222, CDY02466, CDX97378	Prupe.4G205000.1, Prupe.3G243100.1
OG0002176	CDX73138, CDY68761, CDY26678, CDY41041, CDY41038, CDY26680, CDY21671, CDX81923, CDX83770	Prupe.1G383300.1
OG0002177	CDX85580, CDX91018	Prupe.1G097400.1
OG0002178	CDY59096, CDY54798	Prupe.8G179100.1
OG0002179	CDX71536, CDY22372	Prupe.1G431300.1
OG0002179	CDX81336, CDY01430, CDY35021	Prupe.6G231100.1
OG0002180	CDY16707	Prupe.4G009700.1
OG0002181	CDY05336, CDY05510	Prupe.7G239200.1, Prupe.1G444300.1
OG0002183	CDY22651, CDY06344, CDX95016, CDX93522, CDY32146, CDY31116	Prupe.1G139100.1, Prupe.6G323700.1
OG0002184	CDY19266, CDY26705, CDX81908, CDY21687, CDY45396, CDX73116, CDX68162, CDX85859	Prupe.5G182400.1
OG0002185	CDX90953, CDY70007, CDY51913, CDY59139, CDY09314, CDX76467	Prupe.4G180800.1, Prupe.7G258500.1, Prupe.7G259000.1
OG0002186	CDY50469, CDY32914, CDY11894, CDY20704, CDY32915	Prupe.7G207200.1
OG0002187	CDX87688, CDY66747, CDX90436, CDY01501	Prupe.4G280300.1, Prupe.3G114500.1
OG0002188	CDY29011, CDX77990, CDY42545, CDY33286, CDY42544, CDX77867, CDY27937, CDX99555, CDX77991, CDY33285, CDX90653	Prupe.7G171000.1
OG0002189	CDX72260, CDY39234, CDX68683, CDY28201, CDX73908, CDX81520, CDX87926, CDY28200, CDY20271, CDY39689	Prupe.7G264600.1
OG0002190	CDX86738, CDY13289, CDY68007, CDX94141, CDX98780, CDX76346, CDY55821, CDY68745, CDX94139, CDY41269, CDY10828	Prupe.5G087500.1
OG0002192	CDY06550, CDY68035, CDY17367, CDY28628	Prupe.8G036800.1
OG0002193	CDY20290, CDY46132, CDY28232, CDX68710, CDY46133, CDY20289, CDY34780, CDX76819	Prupe.2G080600.1, Prupe.7G260800.1, Prupe.5G043700.1
OG0002194	CDY44985, CDY36910, CDY21806	Prupe.5G175900.1
OG0002194	CDX91724	Prupe.1G255200.1
OG0002195	CDY55220	Prupe.4G024500.1
OG0002195	CDY52572, CDY43022	Prupe.4G207800.1
OG0002196	CDX79128, CDX82910, CDY16676, CDX94545, CDY21295, CDX90854	Prupe.3G212000.1
OG0002197	CDY72627, CDY40586, CDY12406, CDY43446, CDY33512, CDX77736, CDX90460, CDY09610, CDX78788, CDY38416	Prupe.5G050400.1
OG0002198	CDX88656, CDX71386, CDY11831, CDY02788, CDY32730, CDY43885, CDY02800, CDY32720	Prupe.7G259800.1
OG0002199	CDX99949	Prupe.1G270900.1
OG0002200	CDY21119, CDY30008	Prupe.8G183700.1
OG0002200	CDX84385, CDY48127, CDY16736	Prupe.5G167200.1
OG0002201	CDX95546, CDY48021, CDX92224, CDY24453, CDY51937, CDX75963	Prupe.1G316400.1, Prupe.3G147800.1, Prupe.3G147900.1
OG0002202	CDX78183, CDX73550, CDY52755, CDY07586, CDY46773, CDX79732, CDY11223, CDX80835	Prupe.2G224200.1, Prupe.6G246100.1
OG0002204	CDX83688, CDY13709, CDY34152, CDY48359, CDY20051, CDY00158, CDX67470	Prupe.3G297900.1
OG0002205	CDY07129, CDY58223, CDY64994, CDX85150, CDY61859	Prupe.3G000200.1
OG0002206	CDY05229, CDY27711, CDY58337	Prupe.8G242600.1, Prupe.1G153100.1
OG0002207	CDY23728, CDY37711, CDX79532, CDX84683, CDY17181, CDY19498, CDY67803, CDY68319, CDY11753, CDX90121, CDY66638, CDY15695	Prupe.1G219000.1
OG0002208	CDY63064	Prupe.2G143800.1
OG0002208	CDX97356, CDX94504	Prupe.5G079000.1
OG0002208	CDY67756	Prupe.2G280900.1
OG0002209	CDY35391, CDY22548, CDY14807, CDY06890, CDX79897, CDY64576	Prupe.7G080900.1
OG0002210	CDY28880, CDY07418	Prupe.1G214700.1, Prupe.5G140900.1
OG0002211	CDY36037, CDX82244	Prupe.4G213800.1
OG0002211	CDX97315, CDX91224	Prupe.4G021300.1
OG0002212	CDY42611, CDY41965, CDX72716, CDY56767, CDX99749, CDX90314, CDY12123, CDX82036, CDY13812	Prupe.8G091100.1
OG0002213	CDX74640, CDY33681, CDY66421	Prupe.3G205200.1
OG0002213	CDX94293	Prupe.4G227900.1
OG0002214	CDY30951, CDX87955, CDY12326, CDY09091	Prupe.6G150900.1
OG0002215	CDY04828	Prupe.6G290700.1
OG0002215	CDX84840, CDY24005, CDY68071, CDY02060	Prupe.6G043300.1
