Orthogroup	Brassica_napus	Solanum_lycopersicum
OG0001408	CDX74810, CDY20512, CDY66370, CDY07051, CDY61710, CDY60339, CDY07627	Solyc06T001022.1, Solyc06T001021.1, Solyc09T001155.1, Solyc09T001475.1, Solyc02T000099.1, Solyc06T002528.1, Solyc11T001310.1
OG0001409	CDY54299, CDY13248, CDY09275, CDX77287, CDY11497, CDY34738, CDY67541, CDY43229, CDY57541	Solyc06T001272.1, Solyc02T002208.1, Solyc02T000805.1
OG0001410	CDY05972, CDX71868	Solyc12T000908.1, Solyc12T002616.1
OG0001411	CDY21192	Solyc10T000872.1
OG0001411	CDX77005	Solyc01T000949.1
OG0001418	CDY24322, CDX74484	Solyc10T002512.1
OG0001436	CDY63256	Solyc07T002368.1, Solyc07T002366.1, Solyc07T002330.1, Solyc07T002355.1, Solyc08T002334.1, Solyc08T002340.1, Solyc08T002354.2, Solyc08T001758.1, Solyc08T002338.1
OG0001452	CDX73513, CDY54031, CDX67579, CDY07567, CDY04619	Solyc09T000563.1
OG0001453	CDY23227, CDX95352	Solyc10T002819.1
OG0001455	CDX94210, CDY10960	Solyc08T002436.1
OG0001455	CDY07177, CDY48507	Solyc01T002915.1
OG0001457	CDX71067	Solyc04T000420.1, Solyc06T000033.1, Solyc09T000447.2, Solyc10T002748.1
OG0001458	CDY45367, CDY49893	Solyc08T002336.2, Solyc12T002222.1, Solyc08T000303.1, Solyc08T002335.1, Solyc12T002221.1
OG0001459	CDX77255	Solyc05T001880.1
OG0001459	CDY10999, CDY70641, CDY12078, CDY38101, CDX92087, CDY66172, CDY43117, CDX92086	Solyc11T001579.1, Solyc01T004296.1
OG0001459	CDX68311	Solyc01T000520.1
OG0001460	CDX80817, CDY55556, CDY48098, CDY04851, CDY62567, CDY40351, CDX73979, CDY07927, CDY41612	Solyc09T000487.1
OG0001461	CDY22324, CDX94737	Solyc09T001850.2, Solyc08T002118.2
OG0001463	CDY35016, CDY49876, CDY27682, CDX67505	Solyc12T002193.1, Solyc03T000296.1, Solyc03T000264.1
OG0001464	CDY47918, CDX73854, CDY56592, CDX80752, CDY04830	Solyc09T000724.1, Solyc09T000731.1, Solyc09T000725.5
OG0001465	CDY66226, CDY66225, CDX86896, CDY00290	Solyc04T000751.1, Solyc03T000811.1
OG0001466	CDY52837, CDY27841, CDY56155, CDY51831	Solyc06T000728.1
OG0001466	CDX90039, CDY15171	Solyc01T002881.1
OG0001467	CDY64911, CDY12233, CDY10106, CDY47289, CDY10024, CDY06168	Solyc09T002353.1
OG0001469	CDY12763	Solyc09T002545.1
OG0001469	CDY69024	Solyc06T000214.1, Solyc09T002077.1
OG0001470	CDX91432, CDX74905, CDY24229, CDY43382, CDY24228	Solyc09T000669.1, Solyc10T002166.1
OG0001471	CDY04866	Solyc12T001997.1, Solyc12T001995.1, Solyc02T000645.1, Solyc05T001591.1, Solyc09T000108.1, Solyc10T002725.1
OG0001472	CDY22092	Solyc10T001607.1
OG0001472	CDX89896, CDY18168, CDY21932, CDY22093, CDX91265	Solyc01T002207.1
OG0001473	CDX76243, CDY58286, CDY13321, CDX67554, CDX73585, CDX78139	Solyc10T002655.1, Solyc09T000286.1, Solyc11T000258.1
OG0001474	CDY17166, CDY19486, CDY19485, CDY23745, CDY37728, CDX89819, CDY18238, CDY15509, CDX86630	Solyc12T002636.2, Solyc09T002591.1
OG0001475	CDY69566	Solyc01T001676.1
OG0001476	CDX86131, CDX99062, CDX71152	Solyc10T000410.1
OG0001477	CDX84600, CDX79624, CDY55694, CDY04875, CDY10411, CDX70334	Solyc06T002082.1
OG0001478	CDY19880, CDY17293	Solyc09T000012.1, Solyc10T002139.1, Solyc06T002545.1, Solyc02T001480.1
OG0001479	CDY14004, CDX92526, CDX70456, CDX78474, CDX69696, CDX97177	Solyc06T002620.3, Solyc09T000968.1, Solyc06T000160.1
OG0001480	CDY22655, CDY06340	Solyc01T003223.1
OG0001483	CDY44981, CDY54041, CDY36906, CDX84365, CDY00335, CDY38596, CDY30740, CDY45746	Solyc06T001964.1, Solyc03T002626.1
OG0001487	CDY35881, CDY03348, CDY48720, CDX82715, CDY47764, CDY59190, CDY30215	Solyc03T003417.1, Solyc12T002028.1
OG0001488	CDX84370, CDY30741, CDY45745, CDY38597, CDY16753, CDX87271	Solyc11T000270.1
OG0001489	CDY05877, CDY70607, CDY64711, CDX68503	Solyc05T001424.1, Solyc03T003127.1
OG0001490	CDY53172, CDX90339, CDY41989, CDY53168	Solyc07T001128.1, Solyc04T002860.1
OG0001491	CDY28389	Solyc12T002264.1
OG0001491	CDX90331, CDY12142	Solyc04T001653.1
OG0001492	CDX69119, CDY52641	Solyc01T003955.2
OG0001492	CDY53579, CDY49281, CDX72456	Solyc10T001511.1, Solyc10T001507.1
OG0001493	CDY28322, CDY49376, CDY03205, CDX72429, CDX75383, CDX69008	Solyc01T003881.1, Solyc12T002379.2, Solyc04T002561.1
OG0001494	CDY32936, CDY10750, CDY47128, CDY23987, CDX84823, CDX97804, CDY29656	Solyc09T002476.1, Solyc09T002049.1, Solyc06T002724.1
OG0001495	CDY60962, CDY15360, CDY15542, CDX86576, CDY10113, CDY47282	Solyc09T001979.3, Solyc09T002375.1, Solyc06T001159.1
OG0001496	CDY22065, CDY21899, CDX97279, CDX91294	Solyc06T002613.1, Solyc08T000543.1
OG0001497	CDY28744, CDY43144	Solyc02T001791.1
OG0001498	CDY64893, CDY66560, CDY45470, CDY13281, CDX86744, CDY41259, CDY10843	Solyc01T002772.1, Solyc08T000285.1, Solyc12T002236.2, Solyc08T002281.1
OG0001499	CDX93817, CDY01240	Solyc06T001084.1, Solyc03T001666.2
OG0001500	CDY39279, CDY07455	Solyc11T000363.1
OG0001500	CDY47263, CDY10132	Solyc12T002608.2, Solyc12T000893.1, Solyc08T000476.2
OG0001501	CDX72819, CDX96336, CDY53822, CDX75096, CDY48908	Solyc04T002175.1
OG0001503	CDX70668, CDX78668, CDX69482, CDY26484, CDX85520, CDY38137	Solyc11T000128.1, Solyc11T000127.1, Solyc11T000126.1
OG0001505	CDX89762	Solyc11T000017.2
OG0001506	CDX70378, CDX98793, CDX70190, CDX98165	Solyc02T001265.1
OG0001506	CDX70379, CDX69787, CDX97078, CDX78409	Solyc02T001091.1
OG0001507	CDX69779, CDY68539	Solyc06T001078.1
OG0001507	CDY36551, CDY39637, CDY67940, CDX83982, CDX96845	Solyc03T002934.1
OG0001508	CDY16614, CDY59006, CDY09115, CDX88817, CDX70974	Solyc06T002245.1, Solyc10T002558.1, Solyc01T000148.3
OG0001509	CDY49242, CDX71936, CDY00580, CDX88997	Solyc07T002220.1, Solyc10T000301.1
OG0001510	CDY27569, CDY53614, CDY56260, CDY19614	Solyc07T002573.1
OG0001511	CDX78288, CDX70027, CDX98982, CDY14051, CDY55173, CDY53152, CDY71587	Solyc12T001845.1, Solyc03T003103.1, Solyc06T001809.1
OG0001512	CDY57371, CDY12904, CDY03836, CDY26348, CDY15021, CDY47582	Solyc06T000364.1, Solyc11T002280.1, Solyc03T002004.1, Solyc04T001288.3
OG0001513	CDX81326, CDY18646, CDX83114, CDX68575	Solyc03T000780.1, Solyc02T002820.1
OG0001513	CDY43846, CDY25663	Solyc04T002625.1
OG0001514	CDY58836, CDY58835, CDY66950, CDX93620, CDY68412, CDY31720, CDX77194, CDY04576, CDY15765	Solyc11T002561.1
OG0001515	CDY38510, CDX83226, CDY58928, CDY11535, CDX75218, CDX68815	Solyc07T000251.1, Solyc08T000997.1, Solyc06T001614.1
OG0001516	CDX75854, CDY20165, CDY21885	Solyc03T002957.1
OG0001516	CDY13475, CDX72346, CDX68823, CDX75225	Solyc08T000802.1
OG0001517	CDY06310, CDY22687, CDY54494, CDY46732, CDY46730, CDY31155, CDY68717, CDX95065, CDX93567	Solyc09T000432.1, Solyc01T000367.1, Solyc06T002281.1
OG0001518	CDY30939, CDY21229, CDY47305, CDY08693, CDY71306, CDX92354, CDY09134, CDX88798, CDY68831	Solyc11T002221.1, Solyc09T000419.1
OG0001520	CDX68466, CDY53329, CDY56888, CDY37923, CDY45734, CDY30747	Solyc03T002392.1, Solyc02T002905.1, Solyc02T001055.1
OG0001521	CDY69589, CDY64362	Solyc01T002327.1
OG0001521	CDY02452, CDY54411, CDY24046	Solyc01T000072.1
OG0001523	CDY23217, CDY67344, CDY69054, CDY68190, CDY29081, CDX90603, CDX78091, CDX73637, CDY69355, CDX78092, CDY67343, CDY23216	Solyc02T000523.1
OG0001524	CDY31349, CDY43756, CDX84445, CDY39845	Solyc11T000885.1
OG0001525	CDY04858	Solyc09T000443.1
OG0001525	CDY19730	Solyc11T002582.1, Solyc11T002583.1, Solyc01T003281.1
OG0001526	CDY39494, CDY19294, CDY33129	Solyc02T000499.1, Solyc02T001733.1, Solyc07T001949.1, Solyc12T000083.1
OG0001527	CDY04569, CDY15753	Solyc06T002380.1, Solyc03T000779.1, Solyc06T002376.2, Solyc06T002377.1, Solyc06T002378.1, Solyc11T002495.1
OG0001528	CDY17052, CDX83555, CDY66810, CDY72183, CDY18096, CDY29514, CDY17105, CDY06769	Solyc02T002634.1, Solyc04T002654.1
OG0001529	CDY45209, CDY36219, CDY30785, CDY34078, CDY25050, CDY39897, CDY29145, CDY71315, CDY39901, CDY29148	Solyc12T000358.1
OG0001530	CDY08768, CDY45606, CDY18680, CDX81294, CDY71608, CDY52533, CDY37836	Solyc02T002694.1, Solyc03T000724.1, Solyc02T000831.1
OG0001531	CDX85758, CDY40099	Solyc12T001686.1
OG0001532	CDY37257, CDY64803, CDY45414, CDX73147, CDX68143, CDX85880	Solyc04T002795.1, Solyc12T002452.1, Solyc01T004145.1
OG0001533	CDX73030	Solyc05T000504.1, Solyc03T003277.1
OG0001533	CDY40255, CDY20563, CDY16169, CDX85030, CDY61624, CDY24138	Solyc05T000705.1, Solyc05T000706.1
OG0001534	CDY37992, CDX90013, CDY32442, CDY68292, CDY15197	Solyc05T002066.1
OG0001534	CDX98191, CDX77603, CDY26276, CDY63182, CDX90240	Solyc02T000253.1
OG0001535	CDX75452, CDX69077	Solyc01T004208.3
OG0001535	CDY12310, CDY27149, CDY12418	Solyc08T001748.1
OG0001537	CDX80381, CDX88043	Solyc03T002231.1
OG0001537	CDY54365, CDY29183	Solyc03T000535.3
OG0001539	CDY61272, CDY47401, CDX77863, CDY21792	Solyc03T002882.1, Solyc06T001921.2
OG0001539	CDY03025, CDY45188	Solyc01T000508.1
OG0001540	CDY62212, CDX96872, CDY33785, CDY16125, CDX95934, CDY40925	Solyc05T000770.1, Solyc01T000515.1, Solyc04T000063.1
OG0001541	CDY18502, CDX95540, CDX95549, CDY36627, CDY24433, CDX92210, CDX92211, CDY24435	Solyc03T003184.1, Solyc03T003185.1
OG0001542	CDY62422, CDX80530, CDX87078, CDY19798, CDY05502, CDY54895	Solyc08T001593.1
OG0001543	CDX92381	Solyc11T001617.1
OG0001543	CDY54959, CDY70858, CDY71450	Solyc11T002458.1, Solyc11T000149.1, Solyc05T002633.1
OG0001544	CDY45073, CDX92443, CDY16555, CDY12339, CDY20366, CDY28610	Solyc03T003510.1, Solyc12T000331.1, Solyc05T001576.2
OG0001545	CDX78704, CDX70709, CDY16984, CDX69425, CDY51521, CDY28721, CDY58552, CDY65443, CDX70625	Solyc03T002169.1, Solyc06T002123.1
OG0001546	CDY02958, CDX76074, CDX72205, CDY27268, CDY49119, CDY42422, CDX85822, CDX68191, CDX96529, CDX73072	Solyc03T002082.1, Solyc05T002400.1
OG0001547	CDY03739, CDY09455, CDY41450, CDX91710	Solyc05T000002.1
OG0001547	CDY37754	Solyc06T002000.1, Solyc03T002519.1
OG0001548	CDY61576	Solyc09T002787.1, Solyc12T002697.1
OG0001549	CDY51679, CDY28936, CDX75470	Solyc01T004294.1, Solyc11T002419.1
OG0001551	CDX95935, CDY40924, CDY37544, CDY43268, CDX74284, CDX91963	Solyc02T002404.1
OG0001552	CDY11363, CDY43938, CDX89123, CDY52010	Solyc08T001312.1, Solyc10T000506.1, Solyc10T000508.1, Solyc05T002114.1
OG0001553	CDY16440, CDY58676	Solyc08T000001.1
OG0001553	CDY48807, CDY09427	Solyc04T000214.1
OG0001554	CDY34001, CDX83136	Solyc07T002029.1
OG0001554	CDX96045, CDY68946, CDX81477	Solyc01T003665.1
OG0001555	CDY39248, CDY07483, CDY50321, CDY65468	Solyc04T000541.1, Solyc11T000565.1, Solyc04T000231.1, Solyc01T000014.1
OG0001556	CDY67143, CDY43829, CDY43042, CDY64204, CDY63833, CDY14280, CDX97382	Solyc07T002531.1, Solyc02T001611.1
OG0001557	CDX92511, CDY58974	Solyc12T000243.1
OG0001558	CDX99914, CDY00480, CDY00479, CDX99916, CDY46939, CDX91587, CDY38867, CDY64024	Solyc03T001802.1, Solyc06T000629.1
OG0001559	CDY49521, CDY71455, CDY46848, CDY48213, CDY49519, CDY46846, CDY10036, CDY59799, CDY59798, CDY10035, CDX86578, CDY15539	Solyc12T000075.1
OG0001561	CDY19867, CDY17277	Solyc10T000136.1, Solyc07T001952.1, Solyc12T000082.1, Solyc05T001972.1, Solyc07T002591.1
OG0001562	CDX73353, CDY37093	Solyc04T002297.1
OG0001562	CDY14530, CDY08828, CDY33992, CDY71429	Solyc04T001858.1
OG0001563	CDY06836, CDY35250, CDY14220, CDX97478	Solyc12T000231.1, Solyc03T003340.1
OG0001564	CDY14644	Solyc01T001403.1
OG0001564	CDY08302, CDY08301, CDY06480, CDY23528, CDY48381, CDY48380, CDY23529	Solyc01T001405.1, Solyc01T001406.1
OG0001565	CDY13998, CDX88891, CDX69686	Solyc12T002793.1, Solyc11T001965.1
OG0001565	CDY28580, CDY44086	Solyc05T000230.1
OG0001566	CDX82953, CDX79165, CDX98760, CDX94103	Solyc06T001317.1, Solyc08T002189.1
OG0001566	CDY66417, CDY56658	Solyc03T001813.2
OG0001568	CDY10969, CDX94221, CDY03518, CDY47621, CDY25271, CDY65042	Solyc08T000336.1, Solyc08T000337.1, Solyc08T002465.1
OG0001569	CDY11474, CDX76698	Solyc01T002517.1
OG0001569	CDY14777, CDY06917, CDY22528, CDY35410	Solyc10T002381.1, Solyc04T000722.1
OG0001570	CDX69492, CDY26471	Solyc03T000910.1
OG0001571	CDX84243, CDX84325, CDY17237, CDX84650, CDX79558	Solyc07T001527.1
OG0001573	CDY50662, CDX74207, CDX92051, CDX70785, CDX78767, CDY25477, CDY38470, CDX85436, CDY02674	Solyc01T000342.1, Solyc10T002539.1
OG0001574	CDX85559, CDX91003	Solyc04T000076.1, Solyc01T000480.1, Solyc01T000478.1, Solyc07T001224.1, Solyc07T001223.1, Solyc05T000226.1
OG0001575	CDX71638, CDY23671, CDX84970, CDY52220, CDY03814, CDY12891, CDY40958, CDY19346, CDX97937, CDY20982, CDY20585	Solyc10T000433.3, Solyc02T001602.3
OG0001576	CDX92247, CDX99346, CDY18526, CDX95516, CDY62848, CDY51171, CDX77268, CDY71208	Solyc04T000110.1, Solyc05T000505.1, Solyc03T003278.1, Solyc06T001858.1
OG0001578	CDY28257, CDX68735, CDY13424, CDX72304, CDY20313, CDY46149, CDY34774, CDY33685, CDY67576	Solyc07T000418.1, Solyc08T000102.1, Solyc08T001700.1
OG0001579	CDY14118, CDY04948, CDX98835, CDX70158	Solyc06T000901.1, Solyc05T002354.1
OG0001580	CDX98838, CDX70156	Solyc06T000931.1
OG0001581	CDY40259, CDY42125, CDY20568	Solyc05T000763.1
OG0001581	CDY19995	Solyc03T002851.1
OG0001582	CDY33672, CDX96601, CDY01332, CDY71883, CDY29473, CDY04601, CDX87566, CDX88318, CDY20388, CDY45946	Solyc04T001619.2, Solyc04T002094.1, Solyc01T003689.1
OG0001583	CDY50790, CDX99790, CDX90170, CDY43320	Solyc05T000761.1
OG0001584	CDY35825, CDX97115, CDX69892, CDY21595, CDY01780, CDY18705, CDX81229, CDY51290, CDY56487, CDY31313, CDY46812	Solyc10T001253.1, Solyc01T003709.1
OG0001585	CDY18673, CDX81297, CDY51980, CDY08746	Solyc10T001377.1, Solyc01T003864.1, Solyc04T002538.1, Solyc02T002721.3
OG0001586	CDY12619, CDY32287, CDY42344, CDY32288, CDY12620, CDY32289, CDY46034, CDY46035	Solyc04T002219.1
OG0001588	CDY01588, CDY09282, CDX76485, CDX98609, CDX99388, CDX78930, CDY05197	Solyc07T000341.2, Solyc08T001811.2
OG0001589	CDY25159, CDY46301	Solyc02T000751.2, Solyc03T000627.1, Solyc04T002149.1, Solyc02T002125.2
OG0001591	CDY04154, CDY45558, CDY51215, CDY02989, CDY53946, CDY37197	Solyc05T000694.1, Solyc04T000048.1, Solyc01T000460.1
OG0001592	CDY20229, CDY19666, CDY19655, CDX71648, CDY63595, CDX95221	Solyc10T000848.1, Solyc01T000952.1, Solyc04T000869.1, Solyc03T001090.1
OG0001593	CDX98123, CDY36404, CDY68665, CDY16102, CDY49134, CDY42443, CDY42441, CDY42442, CDX73053, CDX96516	Solyc03T002769.1
OG0001594	CDX81281, CDY54720, CDX69835, CDX97005, CDX69836	Solyc04T002380.1, Solyc04T002379.1, Solyc11T000421.1
OG0001595	CDX69209	Solyc02T002052.1
OG0001595	CDY72666	Solyc10T000002.1
OG0001596	CDX73000, CDY60131, CDY11097, CDX68217, CDX82057, CDY47743	Solyc03T003196.1
OG0001597	CDX97401, CDY14265, CDX89218, CDY60127	Solyc03T000245.2
OG0001597	CDX80007, CDY42033	Solyc01T002922.1
OG0001598	CDY23718, CDY37702	Solyc08T001555.1
OG0001598	CDY30363, CDY26810, CDY20802, CDY24339	Solyc02T000632.2, Solyc02T001910.1
OG0001599	CDX85113, CDX77497	Solyc01T002179.1
OG0001599	CDY18112	Solyc06T000274.1
OG0001599	CDY57714	Solyc09T001899.1
OG0001600	CDX80433, CDX88095, CDY70532, CDY68513, CDY49166, CDY14377, CDY35661, CDY47074, CDY38748	Solyc03T001712.2, Solyc06T001056.1
OG0001601	CDY43625, CDY37160	Solyc01T004375.1, Solyc08T002018.1
OG0001602	CDY03033	Solyc10T000842.1, Solyc11T001076.1
OG0001602	CDY21194, CDX95225, CDY19659	Solyc08T000923.1, Solyc10T000843.1
OG0001603	CDY16260, CDX92964, CDY69279, CDY10679	Solyc03T000024.2, Solyc09T001904.1, Solyc09T002419.1
OG0001604	CDX95030	Solyc03T002888.1, Solyc06T001926.1
OG0001604	CDY32135, CDY31125, CDX95031, CDX93535	Solyc10T002537.1
OG0001605	CDX85556, CDX91000	Solyc03T001441.1, Solyc03T001479.1
OG0001606	CDY09208, CDY57394, CDY01976, CDY11459, CDY18299, CDY59512, CDY32698, CDY60016, CDY32981, CDY09207	Solyc06T002555.1
OG0001607	CDY29816, CDY25408	Solyc07T002656.1, Solyc12T000702.1, Solyc10T000110.1
OG0001608	CDY20808	Solyc03T000552.2, Solyc02T000683.2, Solyc02T001973.2
OG0001608	CDY06701, CDY10270	Solyc06T002502.3
OG0001609	CDY21033, CDY31240, CDY53347, CDY64848, CDY32208	Solyc08T000094.1
OG0001609	CDY16710, CDX94516, CDY21276, CDX90837	Solyc08T002178.1
OG0001610	CDX80081, CDY37786	Solyc01T002752.1, Solyc01T002322.1, Solyc03T002038.1
OG0001612	CDY19372, CDX97990, CDY50175, CDY21094, CDX83565, CDX99751, CDY40976, CDY13594	Solyc03T003254.1, Solyc06T001844.1, Solyc12T001569.1, Solyc04T000131.1, Solyc05T000460.1
OG0001617	CDY20591, CDY20975, CDY54579, CDY33318, CDY54581, CDY44833, CDY12877, CDY46194, CDY19334, CDX97925, CDY03773	Solyc01T003596.1, Solyc10T001052.1, Solyc10T002094.1
OG0001618	CDY60110, CDY53595, CDY07017, CDX93254, CDX93253, CDY07018, CDX93252	Solyc04T000434.1, Solyc04T000433.1, Solyc05T002631.1
OG0001619	CDX87522, CDX88364, CDX88365	Solyc06T001273.1, Solyc11T000006.1
OG0001638	CDX83396, CDY27391, CDX95635	Solyc06T001323.1, Solyc08T002203.2, Solyc08T002204.1, Solyc08T002177.1, Solyc08T002172.1
OG0001639	CDX93634, CDY20929, CDY35000, CDY39016, CDX82376	Solyc12T002742.1
OG0001641	CDY27551, CDX94420, CDX91274	Solyc06T000875.1, Solyc05T002001.1, Solyc10T001951.1, Solyc04T000724.1, Solyc09T001788.1, Solyc09T000841.1, Solyc12T001954.1, Solyc10T001182.1, Solyc05T001222.1, Solyc05T001500.1, Solyc11T001834.1, Solyc05T001130.1, Solyc12T001381.1, Solyc01T001253.1
OG0001644	CDX74680	Solyc08T001242.1, Solyc08T000963.1, Solyc08T001244.1
OG0001645	CDY12074	Solyc05T000976.1, Solyc08T001254.1, Solyc09T001668.1, Solyc09T001427.1, Solyc09T002046.1, Solyc09T001424.1, Solyc11T001097.1, Solyc09T001671.1, Solyc09T001458.1, Solyc08T001261.1, Solyc09T001667.1, Solyc09T001434.1, Solyc06T000039.1, Solyc04T001003.1, Solyc09T001460.1, Solyc11T001099.1, Solyc09T001681.1
OG0001661	CDX82599, CDY64825, CDY61862, CDX80750, CDY64827, CDY64826, CDX82597, CDX90004, CDY15205	Solyc10T000009.2
OG0001662	CDX73580, CDX78145	Solyc10T002859.1, Solyc09T000281.1
OG0001662	CDX92332, CDY26961	Solyc11T002123.1, Solyc06T002327.1
OG0001664	CDY01034, CDY08514, CDY62471, CDX73869, CDY00740	Solyc10T002610.1, Solyc09T000423.1
OG0001665	CDY46767, CDY63499, CDX79727, CDY18459, CDY55438, CDY70087	Solyc09T000111.1
OG0001666	CDY07697, CDY07535, CDX67603	Solyc06T002731.1, Solyc09T002014.1
OG0001666	CDY21851	Solyc12T000190.1
OG0001667	CDY48913, CDY65355	Solyc08T002400.1, Solyc01T002875.1, Solyc06T000541.1, Solyc05T002102.1
OG0001668	CDY01043, CDY08506, CDY40419, CDY32068, CDY29084, CDY69198, CDY68967, CDX90600, CDY72430, CDX95339	Solyc10T002579.1, Solyc01T000192.1
OG0001669	CDX86608, CDX84731	Solyc09T001778.1, Solyc06T002677.1, Solyc02T001142.1, Solyc09T002687.1
OG0001670	CDY17113, CDX70277, CDY41427, CDY69711, CDX80897, CDY11278, CDY60165, CDY00905, CDY22216	Solyc09T000385.1
OG0001671	CDY15517	Solyc09T002668.1
OG0001671	CDY05305, CDY33938, CDY05655	Solyc06T002680.1, Solyc09T001810.1
OG0001672	CDY42133, CDY08447, CDY50568, CDY52622, CDY00758, CDX73833	Solyc03T001361.1, Solyc10T001519.1, Solyc10T002291.1
OG0001672	CDY54519	Solyc01T002394.1
OG0001674	CDY49191, CDY47345, CDY49885, CDY45375	Solyc08T002327.1
OG0001675	CDY36448, CDY36439, CDY23300, CDY67280, CDY68019	Solyc10T000934.1, Solyc10T002694.1, Solyc08T001362.1
OG0001676	CDY22717, CDY06282	Solyc06T002396.1
OG0001676	CDY10423, CDY55687	Solyc10T002886.1, Solyc09T000110.1
OG0001678	CDY35204, CDY38373	Solyc09T001874.1
OG0001678	CDX97498, CDY31136	Solyc04T001471.1
OG0001679	CDY17553, CDY48379, CDY41737, CDY64215	Solyc01T003187.1
OG0001680	CDX89237, CDY19053, CDY46788, CDY43054, CDY43841, CDY14335, CDY28794, CDY41775	Solyc03T001627.1
OG0001683	CDX83383, CDX95673	Solyc01T002858.1
OG0001685	CDY66568, CDY00894, CDX80880, CDY44377, CDY04891	Solyc11T000212.1
OG0001687	CDY31533, CDY67417, CDY09194	Solyc09T000169.1, Solyc06T000483.1
OG0001688	CDX73609, CDX78120, CDX95368, CDY23232	Solyc09T000339.1, Solyc11T002200.1
OG0001689	CDY44353, CDY62893, CDY10391, CDY11246, CDX80859, CDX70316, CDY41584, CDY44732	Solyc08T002071.3
OG0001690	CDX86321, CDX85318, CDY43301, CDX94822, CDY65785, CDY00860, CDY00859, CDY17450, CDY66247, CDY15081	Solyc03T002454.1
OG0001691	CDY52291, CDY15092	Solyc08T000453.1, Solyc12T000943.1, Solyc06T002621.1, Solyc09T001086.1
OG0001692	CDX74746, CDY71616, CDY18916, CDY53881, CDY18924, CDY60682, CDY53882	Solyc01T002801.2, Solyc01T002802.1
OG0001694	CDY18444, CDX93378, CDX91365, CDX74958, CDX79734, CDY07788, CDX79735	Solyc12T002668.1, Solyc09T000439.1
OG0001695	CDY31415, CDX90031, CDY15178	Solyc08T002458.1, Solyc10T000475.1, Solyc01T002932.1
OG0001696	CDY68110, CDY32777, CDY20720, CDY41810, CDY41552, CDX80042, CDX80044, CDY41553, CDX80043, CDY47748	Solyc09T000019.1
OG0001698	CDX79630, CDX84595, CDY32083, CDY40430, CDY23207, CDX95332, CDX78083, CDX73642	Solyc01T000144.1, Solyc10T002556.1
OG0001699	CDX71698, CDY57871, CDY71495, CDX89135, CDY27309, CDY61720, CDX80036, CDY41546	Solyc05T002070.1, Solyc10T000445.1, Solyc01T002993.1
OG0001700	CDY17583	Solyc04T001411.1, Solyc11T001917.1, Solyc08T000985.1
OG0001700	CDY45509	Solyc11T001916.1
OG0001701	CDY44919, CDY42268	Solyc11T002470.1
OG0001701	CDX70004, CDX99011	Solyc01T003033.1
OG0001702	CDX84310, CDY17256, CDY43669	Solyc04T002711.1, Solyc09T001193.1, Solyc11T001489.1
OG0001704	CDY09292, CDY26384, CDX87802, CDY39417, CDY48624, CDX76481	Solyc08T001766.1, Solyc01T002292.1
OG0001705	CDX97534, CDY55213, CDY39086, CDY33260, CDY33081, CDY24062, CDY02475, CDY10614, CDY02474	Solyc07T001415.1, Solyc08T001225.1, Solyc03T003489.1
OG0001707	CDY31180, CDX83269, CDY04502	Solyc11T000745.2
OG0001709	CDY06591, CDY20772, CDY67493, CDY20154, CDY30114, CDX97708, CDY58465, CDX75846	Solyc06T001741.1, Solyc03T002949.1
OG0001711	CDX69408, CDY16966	Solyc12T000503.1, Solyc06T001446.1, Solyc03T000225.1, Solyc12T002617.1
OG0001712	CDX67903, CDY25117, CDX89148, CDX93962, CDX76661, CDY11447	Solyc01T003280.1, Solyc08T000100.1
OG0001713	CDY12082, CDX90273	Solyc01T004380.2
OG0001715	CDX69914, CDY21573	Solyc12T002033.1
OG0001716	CDY40423, CDY24982, CDX90241	Solyc08T001294.1, Solyc08T001295.2
OG0001718	CDY38503, CDY54053, CDY51237, CDX70805, CDY42903	Solyc08T000552.1, Solyc12T002599.1
OG0001719	CDY64844, CDX85800, CDY64845, CDY46811, CDY31314, CDY18706, CDX81228, CDY56489, CDY51292	Solyc09T002033.1, Solyc03T000036.1
OG0001720	CDY24640, CDY39557, CDY24639	Solyc09T001586.1
OG0001721	CDX82802, CDY38303, CDY48965, CDY46408	Solyc03T002345.1, Solyc08T001399.1
OG0001721	CDY10288, CDY46407, CDY70712	Solyc08T001400.1
OG0001723	CDX76296, CDX75453, CDX69078, CDY50760, CDY41904	Solyc09T002388.1, Solyc03T002236.1, Solyc06T002098.2
OG0001724	CDY50785	Solyc06T001733.1
OG0001724	CDX86203	Solyc01T003065.1
OG0001725	CDY06183, CDY10006	Solyc04T001920.2, Solyc05T002694.1, Solyc09T002864.2
