Orthogroup	Brassica_napus	Capsicum_anuum
OG0002388	CDY15544, CDX86574	CA00g84650
OG0002389	CDY00530, CDY54775, CDX91652, CDY27066	CA03g32970
OG0002390	CDY50400, CDY60907, CDX96164, CDY56162, CDY51826, CDY49164	CA03g25500, CA03g18900, CA03g25480
OG0002391	CDY33710, CDY28593	CA02g11460, CA01g20640, CA12g13240, CA11g09280, CA00g68230, CA09g13670
OG0002392	CDY49847, CDX90333	CA12g09210
OG0002392	CDY15312, CDX93731, CDX93733	CA12g14050
OG0002393	CDX86480, CDY15611, CDY06262, CDY09915, CDY06709, CDY10278	CA06g24820
OG0002394	CDY09976	CA07g14550
OG0002394	CDX78895, CDX99430	CA02g13490
OG0002395	CDX84781, CDY19083, CDY15392	CA01g16500, CA06g21930
OG0002395	CDY57807	CA12g04330
OG0002397	CDY42395, CDY10522	CA07g20290
OG0002397	CDY48680, CDY53449	CA06g04580
OG0002399	CDX97371, CDY14294	CA07g19000
OG0002399	CDY48266	CA07g11920, CA09g07440
OG0002400	CDY12984, CDX87230, CDY16798, CDY67247, CDY00245, CDX86939	CA12g12580, CA03g31230
OG0002401	CDY55387	CA02g14140, CA07g17030, CA10g01660
OG0002402	CDY35194, CDX97242, CDY38383, CDY29910, CDX92878	CA02g15520, CA00g84200
OG0002404	CDX99013	CA10g18750
OG0002404	CDX99012, CDX70003	CA10g21910, CA10g18760, CA10g18740
OG0002406	CDX78289, CDX81046, CDY55176, CDY14048, CDY00228, CDY68628, CDY42877	CA03g30690
OG0002407	CDX98570, CDX92364, CDY09132	CA11g16660
OG0002407	CDX98908, CDY60442	CA09g00110
OG0002408	CDY65526	CA02g12300, CA10g19820, CA10g19990
OG0002409	CDY08963, CDY24852, CDY03397, CDY13672, CDY52406, CDY00174, CDY20068	CA02g31060, CA02g09200
OG0002410	CDY36236, CDY17662	CA12g02780, CA03g37140
OG0002411	CDX82426, CDX75851	CA07g04110
OG0002411	CDX67950	CA03g32500
OG0002412	CDY57233, CDY22930, CDY71796, CDY57971, CDY57973, CDY50056, CDY64254, CDY55658, CDX71395, CDY33149	CA09g07160
OG0002413	CDY29837, CDX92829, CDY29304, CDX89252	CA07g18010, CA00g93470, CA09g12630, CA09g13200
OG0002414	CDY13478, CDX72351, CDX75231, CDX68829	CA07g04080, CA06g13860
OG0002415	CDX73830, CDY00762, CDY50562, CDY08443	CA10g18960, CA01g12440, CA01g12430, CA11g11960
OG0002416	CDX68724, CDY28246	CA01g09600
OG0002416	CDY43882, CDY62695, CDY02795	CA05g12210
OG0002417	CDY64709	CA12g12570, CA03g31190
OG0002418	CDX68352, CDY23509	CA01g21210, CA01g21240, CA01g21180, CA01g21190
OG0002419	CDX77134, CDY30531	CA11g17620, CA12g06350, CA12g06360, CA06g23180
OG0002420	CDX70481, CDY67745, CDY55867, CDY53973, CDX91157, CDX85683	CA01g10710
OG0002422	CDX98554, CDX97662, CDY48565, CDY21971, CDY48214, CDY61995	CA10g00550, CA07g17760, CA00g19900
OG0002423	CDY19058, CDY14276, CDX97389, CDY56314, CDY29843, CDX89242	CA09g13050, CA07g17660
OG0002424	CDY24286, CDX92931, CDY24282, CDX92933, CDY37387, CDY10618, CDY39505, CDY58749	CA11g15830, CA11g15820, CA11g15840
OG0002425	CDX71938, CDY49240, CDY58984, CDX97769, CDY69375, CDX84808, CDY23971	CA00g44070
OG0002426	CDY31525, CDY53631, CDY09193	CA11g19030
OG0002426	CDX73422, CDY56958	CA01g07890
OG0002427	CDY11837, CDX88652, CDY57467, CDY55013	CA07g02070, CA07g02100
OG0002429	CDX92499, CDY35854, CDY42298, CDY44945, CDX70892, CDX88873	CA01g16490, CA01g16480
OG0002430	CDY22138, CDY07477, CDY39255	CA12g01440, CA06g09130, CA09g00280, CA09g06070, CA12g02070
OG0002431	CDY21486	CA07g17970
OG0002431	CDY12885, CDY40972, CDY03788, CDY52492	CA00g63860
OG0002432	CDY33401, CDY65349, CDX74646	CA07g06530
OG0002433	CDY26687, CDY41033, CDY72319, CDX96670, CDY63803, CDY21673	CA07g05190
OG0002434	CDY49593, CDY24846, CDY08947, CDY34309, CDY71165, CDX92651, CDY11032	CA03g26290
OG0002435	CDX99583, CDY13804, CDX89704	CA00g60360, CA02g04710
OG0002436	CDY31626, CDY22985, CDY39263, CDY07470	CA02g20370, CA02g20380, CA04g04110
OG0002437	CDY61546, CDY25800, CDY28476	CA11g07890
OG0002438	CDX69707, CDX97168, CDY25217, CDY01982, CDX92523, CDY14008, CDX88888, CDX70879, CDY44921, CDY42270	CA11g14580
OG0002439	CDY08814, CDY68462, CDX78366, CDX81156, CDX85779, CDY40077, CDY21634, CDX69861	CA12g14450
OG0002440	CDY01163, CDY70845, CDY64789, CDY12721, CDX77480, CDX85135	CA00g93950, CA12g15850, CA03g00760
OG0002441	CDY20410, CDY41340, CDY21314, CDX67943, CDX81866, CDY18479, CDX95569, CDX75947, CDY51921	CA11g05500, CA08g04500
OG0002442	CDX96315, CDY49212	CA04g17120
OG0002442	CDX69344, CDX75685, CDY49684	CA02g24340
OG0002443	CDX80695	CA05g08580, CA04g15790, CA00g45240, CA06g14450, CA03g06950
OG0002444	CDX99367, CDX78938, CDY01601, CDX98625	CA02g03990, CA02g00440
OG0002445	CDY52222, CDY03812, CDY15006, CDY34846, CDY34658	CA00g80440
OG0002446	CDY34127, CDY34128, CDY24542, CDY37958, CDX93396, CDY20611, CDY20963	CA03g27030
OG0002447	CDY25745, CDY69861, CDY03662, CDX82188	CA06g16360
OG0002447	CDY69883	CA06g15200
OG0002448	CDY57035, CDY20994, CDY27258, CDY19363, CDX97956	CA00g60610, CA00g60600
OG0002449	CDX72748	CA08g19330
OG0002449	CDX88005, CDY07874	CA02g21270
OG0002450	CDX79561	CA02g12170, CA04g00810
OG0002450	CDY34946, CDY05275, CDY24683	CA00g72060
OG0002451	CDY00067, CDY19958	CA09g09620
OG0002451	CDY70798, CDY29648	CA12g19720
OG0002452	CDX90083	CA08g19010
OG0002452	CDY11813, CDY03919, CDY13843, CDY15921, CDX99623	CA10g09300
OG0002453	CDY65058, CDY66821, CDY13793, CDY15872, CDX99572	CA00g64280, CA00g57450
OG0002454	CDX98850, CDX70143, CDY14108, CDY04957	CA09g08190, CA06g07730
OG0002455	CDY47167, CDY25331, CDY12917, CDY19508	CA04g03500, CA02g18220
OG0002456	CDY71955, CDX86082, CDX99110, CDY69819	CA11g11890, CA00g58510
OG0002457	CDY21680, CDX81916	CA06g15780, CA09g17200
OG0002458	CDY34596, CDY21078, CDY16049, CDY26606, CDY52169, CDX99711, CDY13630, CDX83615	CA11g11580
OG0002459	CDY41838, CDX77316, CDY67948, CDX93662, CDX92138, CDX95845, CDX82362, CDY65740, CDY46897	CA05g16750
OG0002460	CDY50325, CDY26979, CDX88770	CA11g17960, CA11g19750, CA00g82210
OG0002461	CDY37670, CDY67393, CDY50789, CDX99791, CDX90171, CDY43321, CDY71347, CDY15647	CA02g14180
OG0002462	CDY21708, CDX81871, CDY65028, CDY26166, CDY65029, CDY65030	CA03g33300, CA12g07980
OG0002463	CDY40049, CDY68708, CDX81768, CDY50998	CA06g06570, CA12g02720
OG0002464	CDY38384, CDY35193	CA02g15510, CA06g15300, CA00g84190
OG0002466	CDY61195, CDY49552, CDY02272, CDX89685	CA08g18130
OG0002466	CDX73782, CDY28983, CDX90682	CA02g07740
OG0002467	CDY54438, CDY16424	CA02g18840, CA00g42430
OG0002467	CDY22986, CDX91283, CDY26056	CA03g17480
OG0002469	CDY08360, CDY38192	CA01g01660
OG0002469	CDY49165, CDY19639, CDY51824, CDY56163	CA03g18860
OG0002470	CDX85866, CDY46021	CA07g05890, CA09g14750, CA03g12190, CA03g35350
OG0002471	CDY70710, CDY45741, CDY30743, CDX84392, CDY41504	CA06g19870, CA03g25340, CA06g19860
OG0002472	CDY44150, CDY04709, CDY41445, CDY25786, CDY54292, CDY11585, CDY47139, CDY04708	CA03g03200, CA05g08920
OG0002473	CDX91095, CDX85625, CDX78538, CDX70520	CA01g21380
OG0002475	CDY38533, CDX83245, CDY04467, CDX71485	CA01g24180
OG0002476	CDY66736	CA01g23750, CA02g08680, CA02g28550, CA02g28700
OG0002477	CDY13865, CDX81971	CA07g14280, CA07g14230, CA07g14290, CA07g14260, CA12g15660, CA12g18900
OG0002478	CDY44280, CDY59967	CA03g19720, CA03g19730
OG0002478	CDY40863, CDX86829	CA00g84030
OG0002479	CDY13392, CDX72274, CDX68699, CDY28222, CDY34793, CDX76831, CDX83206, CDY21485	CA07g01280
OG0002480	CDX91417, CDY37803, CDX91403, CDX80115, CDY37802, CDY07924, CDX73977, CDY07923	CA01g10680
OG0002481	CDX71244, CDY37237, CDY37235, CDY36649	CA04g19210, CA03g26530, CA08g17490
OG0002482	CDX78839, CDX99479, CDX76529, CDY34066, CDY62359, CDY33464, CDY35154, CDY03233	CA08g02420, CA02g11370
OG0002483	CDX75339, CDX68956, CDY46126, CDX72394, CDY45032, CDY28286, CDY45031, CDY28285	CA00g31240
OG0002484	CDY07054	CA03g12740
OG0002485	CDX69489, CDY69475	CA02g26460, CA02g26480, CA04g09830, CA02g08050
OG0002487	CDY37908, CDY49302, CDX83049, CDX87005, CDX68499, CDY64960, CDY05876, CDX80380, CDX88042	CA03g22650, CA11g10580
OG0002488	CDX76086, CDY60320, CDY53688, CDY02947	CA05g16360
OG0002488	CDY00641	CA10g04120
OG0002489	CDX76504, CDX99407, CDX78907	CA00g68610, CA02g12990, CA00g71750
OG0002490	CDY13772, CDX78373	CA05g13660
OG0002490	CDY48241, CDX95606	CA01g27210
OG0002491	CDX84898, CDY27638, CDY07428, CDY28894, CDY51186, CDY12639	CA12g02340, CA01g27870, CA09g17960, CA07g09750
OG0002492	CDX76075, CDY02957, CDY27269, CDX72206	CA05g14820, CA05g14810
OG0002493	CDX68975, CDX75351, CDY45042	CA08g15500
OG0002493	CDX96350, CDX72833, CDY36679	CA04g14890
OG0002494	CDX69598, CDY57891, CDY58404, CDX70547, CDX78565	CA02g30660, CA02g09120
OG0002496	CDX95176, CDY52067	CA04g19150, CA08g17450
OG0002497	CDY36295, CDY36290, CDY67040, CDY36293, CDY36298	CA06g06950, CA06g06940
OG0002499	CDX74948, CDY67975	CA00g57900
OG0002499	CDX67446, CDY11668, CDX85567	CA00g46670, CA02g28790
OG0002500	CDY52040, CDX84022, CDY66955, CDY72211, CDY45274, CDY41091, CDY59422, CDX81656	CA00g44690, CA10g03360
OG0002501	CDX75504, CDX69141, CDY40634, CDX72536, CDY24811, CDY41654, CDY24333, CDY49426	CA00g73590
OG0002503	CDY06746, CDY17083, CDY17842, CDY67651	CA02g02700, CA02g19240
OG0002504	CDY68710	CA07g03240
OG0002505	CDX80082, CDX93980	CA01g12520, CA06g19690
OG0002506	CDY50902, CDX72678, CDX90345, CDY64506, CDY00065, CDX72679, CDY61801, CDY53167, CDX72680, CDY53166	CA05g13290
OG0002507	CDY30251, CDX74450, CDX74449, CDY30252, CDX74448, CDY30253, CDY37006	CA02g01000, CA02g28000
OG0002508	CDX83553, CDY13583, CDY59866, CDY04179	CA02g23110
OG0002509	CDY09855	CA02g30190
OG0002509	CDY49758, CDY60176, CDY04001	CA06g21640
OG0002510	CDY04190, CDY39174	CA11g01910
OG0002511	CDX79809, CDY66694, CDY44247, CDX83468, CDY23391, CDY30433, CDY05984, CDX71881	CA01g28930, CA06g08130
OG0002512	CDY65184, CDY39683	CA01g08970, CA00g00920, CA03g32980, CA07g08650, CA00g80130, CA01g32910
OG0002513	CDX68725, CDY28247, CDY23284, CDY36453, CDY13414, CDX72296	CA07g07640, CA09g17280
OG0002514	CDY09664, CDX90495, CDY42944, CDY35617	CA06g12640, CA01g33770, CA01g06290
OG0002515	CDY58500, CDX77687, CDY01499, CDX90439, CDY08879, CDX78809, CDY44506	CA01g07160
OG0002516	CDY26708, CDY19262, CDX68165, CDX85856, CDX84248, CDX84326, CDY43681	CA03g27900, CA03g27870
OG0002517	CDX84231, CDY40459, CDY32116, CDY31704, CDX84192, CDX84232, CDY66217	CA01g09040
OG0002518	CDY31411, CDY61178, CDY52814, CDY16217, CDY14707, CDY52255, CDY46422, CDY40281	CA11g05820, CA01g16120
OG0002520	CDY63122, CDY56984, CDY24511, CDY33618, CDY63121	CA00g84320, CA11g07460
OG0002521	CDY24775, CDY35469, CDY42700, CDX72594	CA02g19200, CA02g19210, CA02g19220, CA02g05440
OG0002522	CDX83511	CA10g02280, CA07g15420
OG0002522	CDX97905, CDY19314	CA05g10500
OG0002523	CDY29242, CDY36488, CDY13026, CDY43896, CDY13025	CA02g23010, CA02g23000
OG0002524	CDX75031, CDY33161, CDX84555, CDX79684, CDY65842, CDX73592	CA09g01480
OG0002525	CDX85590, CDX91035, CDY09872, CDX69571	CA10g22160, CA07g10180, CA02g05290
OG0002526	CDY38143, CDY63759	CA04g21740, CA00g26970, CA02g21710, CA04g05750
OG0002527	CDX89411, CDX94438, CDX91636, CDY00526, CDY31909	CA06g06660, CA08g06910
OG0002528	CDY24769, CDY35477, CDX75593, CDX69241, CDX72601, CDY30312, CDY68376	CA02g05330, CA02g22970
OG0002531	CDX86742	CA01g03580
OG0002531	CDY15144, CDX90066	CA01g19440
OG0002532	CDX91788, CDY46456, CDX93734, CDY15309	CA12g14060
OG0002533	CDX72586, CDY42694, CDX69232, CDY64605, CDY24784, CDY53075, CDX72585, CDY24794	CA04g07290, CA02g22430
OG0002534	CDX69252, CDX75604, CDY22463, CDY24765, CDY39669, CDY62523, CDX76849, CDY46061	CA02g26220
OG0002535	CDX81401, CDY65385	CA04g06860, CA04g06850, CA02g22040, CA02g22030, CA02g22020
OG0002536	CDY13491	CA03g20710, CA06g21360
OG0002537	CDY28595	CA10g02250, CA01g14340, CA12g10290, CA10g02100, CA11g09300, CA01g20660, CA07g05380, CA01g25960, CA00g68160
OG0002538	CDX85297, CDY66911, CDY35775	CA11g02380, CA05g12410, CA02g26760
OG0002539	CDY50305, CDY54148	CA11g03420, CA01g16330, CA03g28700
OG0002540	CDX92955, CDX94894, CDY10664, CDY10296	CA03g07050
OG0002541	CDY71992, CDY51120	CA11g02250
OG0002541	CDY45867, CDY47734	CA03g29060
OG0002542	CDY65406, CDX72169, CDY16358, CDY27241	CA08g13520, CA06g24620
OG0002543	CDX91604, CDY46931	CA03g17110
OG0002543	CDY45474, CDY45965	CA01g03950
OG0002544	CDX69309, CDX75658	CA02g24910
OG0002544	CDY29552, CDX72630, CDX72631, CDY06838, CDY06839	CA02g24920
OG0002545	CDY46280, CDY67035	CA11g10960
OG0002546	CDY06518, CDY65746	CA07g19610, CA07g20920
OG0002546	CDY17400, CDY51972, CDY71788	CA07g19600
OG0002547	CDY45423	CA04g20840, CA04g20850
OG0002548	CDY03140, CDY12030	CA05g13580, CA04g09100
OG0002549	CDY00080, CDY19976, CDX86352, CDY66445	CA04g11740
OG0002550	CDY16526, CDY31273, CDY31274, CDY21060, CDY16025, CDY26581, CDY57079, CDX98048	CA00g36720, CA08g16170, CA08g16180
OG0002551	CDY57935, CDY53829, CDY22611, CDY62731, CDY31055, CDY20667	CA01g31520, CA00g88920
OG0002552	CDX77048, CDY48180	CA12g16890, CA04g18790
OG0002553	CDX76242, CDY58287, CDX78141	CA04g08990, CA00g53700, CA00g40910, CA12g16450, CA01g19890, CA01g19900
OG0002554	CDX67737	CA00g75200
OG0002554	CDY05857, CDY08084, CDY66668, CDX84419	CA06g20510, CA06g20470, CA06g20440, CA03g24170
OG0002555	CDY38821, CDX96575, CDY01314, CDY00400	CA06g05400, CA12g00160, CA06g11410
OG0002556	CDY01359, CDY31874, CDY29513, CDY31494, CDY33640, CDX96627, CDX87607, CDX88267	CA04g22850
OG0002557	CDY08939, CDY24842, CDY61643, CDY14616, CDY34294, CDY03435, CDX92646, CDY11023	CA00g62250
OG0002558	CDY71729, CDY40919	CA09g18320, CA03g29710
OG0002559	CDY47508, CDX73184	CA04g21050
OG0002559	CDX69210, CDX75559	CA04g07000, CA00g89770, CA00g89760, CA03g33460
OG0002560	CDY67156, CDY67274, CDX71225	CA00g92950, CA00g74220
OG0002561	CDY68834, CDX87633	CA00g52620, CA12g17970, CA12g17890, CA04g22480
OG0002562	CDY45023, CDY28276, CDX72381, CDY13509, CDX88210, CDX80553	CA01g21150, CA05g04440
OG0002563	CDY03035, CDX95228, CDY19662, CDY21197	CA10g04230, CA04g07650, CA06g04020, CA01g15380, CA08g09020, CA00g57350, CA01g02650, CA08g09380
OG0002564	CDY25965, CDY25964, CDY41052, CDY41051, CDX77770, CDY59292	CA01g33950, CA01g33940
OG0002565	CDX98721, CDX94069, CDX79115, CDX82889, CDY29096, CDY16655, CDX94568	CA02g18290, CA04g03440, CA10g01430, CA07g19020
OG0002566	CDY41060, CDY25956, CDY17718, CDY69950, CDX74807, CDY20519, CDY07055, CDY61707	CA12g00390, CA12g01120
OG0002567	CDY13927, CDX92576	CA01g24980, CA00g97280, CA00g47440, CA00g47480, CA00g82480
OG0002568	CDY57531, CDY43236, CDX85528, CDX90968	CA02g08040
OG0002569	CDY38498, CDY54046, CDX70802, CDY51242, CDY51240, CDY02639, CDY53251, CDY53252	CA03g11240
OG0002570	CDX67562, CDY28639, CDY13309, CDX76222, CDX95400	CA09g01960
OG0002571	CDY19603, CDY06382, CDY60389, CDY27561	CA03g13010
OG0002572	CDX82615, CDY39136, CDY28162, CDY66508, CDY03549, CDY14190, CDY28161, CDX68628	CA07g11020
OG0002573	CDX75892, CDX82389, CDX95898, CDX92102	CA12g21340, CA01g16690, CA05g18380
OG0002574	CDY44010, CDY23587, CDY23580, CDY44011	CA07g20770, CA10g01150
OG0002575	CDY35121, CDY40030, CDX81786, CDY54374, CDX88488, CDX87425	CA07g09250
OG0002576	CDY26685, CDY41035	CA04g19880
OG0002576	CDX75603, CDX69251	CA02g26240
OG0002577	CDY30076, CDX98068, CDY21049, CDY31264, CDY26562, CDY15996, CDY45964	CA06g12230, CA05g10810
OG0002578	CDX83088, CDY08155, CDY05948, CDY17752, CDY30601	CA02g05610, CA12g13870, CA00g25290, CA04g09330, CA01g18000, CA02g14610
OG0002579	CDX88285, CDX87592	CA04g23430, CA04g04480, CA00g94690, CA02g05800, CA00g65350
OG0002580	CDY58014, CDY40446, CDY32096, CDX84604, CDX79617, CDY31713, CDX84178	CA10g10060, CA01g05930
OG0002581	CDY30041, CDX98091, CDX82901, CDX79122, CDX82902, CDY27438, CDX76388	CA02g18560, CA02g06300
OG0002582	CDX69909, CDY21578	CA05g14390, CA12g00100
OG0002583	CDY04827	CA10g10680
OG0002583	CDY02814, CDY32706, CDY32990, CDY43860, CDY02815, CDY32705	CA00g95350
OG0002584	CDY61420, CDY37978, CDY30889, CDX93427, CDY37979	CA03g27670, CA11g06150, CA05g09130
OG0002585	CDY67494	CA01g09020, CA10g10010, CA08g06350, CA01g30360, CA05g11990, CA00g75230, CA01g16550
OG0002586	CDX96061, CDY01869, CDY28836, CDY61039, CDY61038, CDY12674, CDY32575, CDY03875, CDY40787, CDY66566, CDY36130	CA05g08770
OG0002587	CDX91309, CDX97283, CDY45339, CDY22073, CDY21908, CDY66289, CDY18001	CA06g27100, CA06g27090, CA09g10890
OG0002588	CDY28396, CDY33816, CDX82234, CDY52099, CDX88952, CDY06094, CDX72019, CDX67696	CA03g12850, CA10g20500
OG0002590	CDY05511, CDY05335, CDY05512, CDX88208, CDX80550, CDY05513	CA11g20090
OG0002591	CDY16373, CDX91544	CA10g09500, CA05g20300, CA00g96410, CA00g86490, CA03g13650
OG0002592	CDY19829, CDX87119	CA01g11590, CA00g73410, CA03g21350, CA02g03360
OG0002593	CDY58406, CDX69599	CA02g09130, CA00g82010, CA02g30710
OG0002594	CDX87145, CDY19852, CDX88072, CDX80411	CA08g07870, CA08g07860
OG0002595	CDX95722, CDX83330, CDY37800, CDY25109, CDX67891	CA00g83660, CA01g23460
OG0002596	CDY44122, CDY57655, CDY41665, CDY24807, CDY41659, CDY10889, CDX98162	CA11g13860, CA06g11770, CA00g95090
OG0002597	CDX83745, CDX96654, CDX83754, CDY39364, CDY39365, CDY29416, CDY44490, CDY01397	CA04g20990, CA04g21000
OG0002598	CDX86202	CA04g12450, CA06g20460, CA04g12440
OG0002598	CDY00027, CDY57020, CDY05600, CDY33883	CA00g54100, CA05g03710
OG0002599	CDX70255, CDY41396, CDY08614, CDY32060, CDX88102, CDY56711	CA00g78340, CA05g00560, CA10g20300
OG0002600	CDY37059, CDY27364, CDY53893, CDX95661, CDY36457, CDY18906, CDY36459, CDX73407, CDY25988	CA04g21700, CA12g19430
OG0002601	CDX83618, CDY13633	CA11g11670
OG0002602	CDX80710, CDY34530, CDY46398, CDY48952, CDX67489, CDY11738, CDY69537, CDY32197, CDY69207, CDY48953	CA02g31200
OG0002603	CDY39880, CDY23311	CA10g12820
OG0002603	CDY72221, CDX98420, CDX67831	CA00g32500, CA00g32480
OG0002604	CDY07571, CDX76192, CDY71690, CDY52743, CDX73532, CDX78197, CDY30847	CA09g04800
OG0002605	CDX67869, CDY57877, CDX71705, CDY61733, CDY27318, CDX80026, CDY56876	CA00g64650, CA05g10660
OG0002606	CDX95276, CDY41704, CDY57268, CDY04373, CDY48399, CDY31099, CDY32168	CA08g13180, CA08g13190
OG0002608	CDY05882, CDY64707, CDX83060, CDY16867, CDX87158, CDY69343, CDY46968, CDX88047, CDY44261	CA10g00840, CA00g90060
OG0002609	CDY72385	CA12g09950
OG0002609	CDX96988, CDX69849, CDY56227, CDY18101, CDY33994, CDY31293	CA06g22290
OG0002612	CDY68147, CDY50830, CDY14860, CDY42818, CDX83516, CDX89007, CDY00592, CDY49257, CDX71918	CA07g15370
OG0002613	CDY02725, CDX85468, CDX70742, CDY16946, CDX69394	CA02g20350, CA04g04080
OG0002614	CDX69939, CDY21550, CDX78343, CDX81113	CA05g10020, CA09g14450, CA07g07910
OG0002615	CDY40181, CDY45436	CA06g24830
OG0002615	CDY67257, CDY67227, CDY08530, CDY01017	CA05g16320
OG0002616	CDY22125, CDY35952, CDY28029, CDX74034, CDY07979, CDX86318, CDX85321, CDY05691, CDY48743	CA00g25510, CA09g13840
OG0002617	CDY60338, CDY07628, CDX74811, CDY20509	CA05g14690, CA03g12760
OG0002619	CDY70591, CDX82548, CDY66552, CDY61180	CA09g13860, CA00g43060
OG0002620	CDY32243, CDY34469	CA08g02110
OG0002622	CDY34457, CDY33705, CDX92360, CDY20523, CDX99939	CA03g27970, CA04g14450, CA11g07280, CA00g68140, CA01g25930
OG0002624	CDX72090, CDY27174, CDY44171	CA08g06800, CA12g05690, CA12g05460, CA12g05680, CA04g19630
OG0002625	CDY07197, CDY51141, CDX74350, CDX91891, CDY01970, CDY53858	CA10g06640, CA01g19220, CA01g19210
OG0002626	CDY18881, CDX74783	CA10g06710
OG0002627	CDY71149, CDX78979, CDY50064, CDY69573, CDY31450	CA10g05210, CA02g19690, CA06g03590
OG0002628	CDX78512, CDY53625, CDX85667, CDX91143, CDX69662, CDY09772	CA03g22350, CA00g54690
OG0002630	CDY42237, CDY47924, CDY38270, CDY52738, CDX88610, CDY11882	CA07g08980, CA01g03980, CA01g04070
OG0002631	CDY39725, CDY44457, CDY25568	CA12g13590
OG0002631	CDY57527, CDY34724, CDY43238	CA11g02330
OG0002633	CDY04743, CDY21417	CA04g15370
OG0002634	CDY07777, CDX79750	CA00g63410, CA05g03110, CA10g04850, CA09g05400, CA09g05170, CA02g29990
OG0002635	CDX74048, CDY07999, CDY34903, CDY60821, CDY35927, CDY28056	CA09g09350, CA06g26410
OG0002636	CDY23699, CDX71043, CDX88745, CDX88743, CDX71047, CDY09220, CDX80190, CDY31567, CDY49726	CA06g23620, CA06g23700
OG0002642	CDY51890, CDY50777, CDY39405, CDY27163, CDY12438, CDY43164, CDY02362, CDY69846, CDX77557, CDX98243	CA00g72670, CA02g04690
OG0002652	CDX67845, CDY69730, CDX89084, CDY51013, CDY37042, CDY53880, CDX95654, CDX74741, CDY18929	CA01g18830
OG0002654	CDY28801, CDY65922, CDY65923, CDY28802, CDY43062	CA04g18840, CA05g03540, CA04g18900, CA04g18850
OG0002655	CDX99709	CA00g95100, CA00g92930, CA00g92200, CA00g96010, CA00g95010, CA00g90980, CA00g94140, CA00g83510, CA00g94780, CA02g06810, CA00g92240, CA00g91640, CA00g94000, CA00g81140
OG0002657	CDX69054, CDX69056, CDX75430, CDY45310, CDX72481, CDY46253, CDX76278	CA00g41250, CA10g08260
OG0002658	CDY22442, CDY44045, CDX75635, CDX69287, CDX72621, CDY29542, CDY38933, CDX89554	CA02g14840, CA00g75700
OG0002663	CDY06207, CDX86528	CA03g34160, CA06g20920, CA05g06500, CA05g06510, CA01g12420, CA07g14770, CA07g14670
OG0002665	CDY55198, CDY36430, CDX94681, CDY36257, CDY66325, CDY56442, CDX99841, CDX75109, CDX99840, CDY56443, CDY51669, CDY09575, CDY51668, CDY66326	CA02g16580
OG0002668	CDY01108, CDY38019, CDY69528, CDY24556, CDY20455, CDY60074, CDY65178, CDY59893, CDX93706, CDX93704, CDY16474, CDX77274	CA02g03700
OG0002673	CDX93150, CDX89639, CDX71196, CDY52413, CDX72436, CDY49381	CA02g07610, CA06g11760, CA00g95080, CA08g16930
OG0002675	CDY33590	CA02g08020
OG0002676	CDY59153, CDY37921, CDY56885, CDY08079	CA03g24560, CA03g24570, CA03g24550
OG0002676	CDY70403, CDX77090	CA02g30770
OG0002677	CDY55471, CDY42044	CA06g04490, CA06g04510, CA06g00640, CA00g73230, CA09g10150
OG0002690	CDY08102, CDY05894	CA03g18250, CA08g07150
OG0002692	CDY47905, CDY69738, CDY69691	CA03g10500
OG0002692	CDY01077, CDY67177, CDY47904, CDY08474	CA03g10510, CA03g29630
OG0002693	CDX72588, CDY66655	CA02g22600
OG0002694	CDY65633, CDY50391	CA03g24860
OG0002695	CDY49721, CDY69506	CA10g05690, CA02g16550, CA07g00490
OG0002696	CDY60161, CDY00902, CDX74007, CDY07946	CA00g84990, CA10g16400, CA10g15980
OG0002697	CDY24075, CDY36603, CDY08202, CDY30666	CA06g15680
OG0002698	CDY69009	CA11g05620, CA01g17290
